Date,EM FAR EAST
2000-12-29,100.0
2001-01-01,99.89227789578842
2001-01-02,100.70968457638794
2001-01-03,99.61721572719756
2001-01-04,104.69826717224167
2001-01-05,107.1158317986037
2001-01-08,107.90284999525367
2001-01-09,110.949354722576
2001-01-10,109.63461495237836
2001-01-11,107.15048826617966
2001-01-12,109.33066879138293
2001-01-15,111.38192050405503
2001-01-16,113.7886265796296
2001-01-17,115.51551685483442
2001-01-18,115.40668559318783
2001-01-19,118.94165830754054
2001-01-22,120.44061398023993
2001-01-23,119.8957829203861
2001-01-24,122.05518433648474
2001-01-25,122.67372809011087
2001-01-26,120.30431851275307
2001-01-29,119.94397778317072
2001-01-30,119.85311753211
2001-01-31,123.08458803258658
2001-02-01,120.92391616157862
2001-02-02,123.04710533758978
2001-02-05,118.30264294389802
2001-02-06,119.26718715018971
2001-02-07,117.28432543524619
2001-02-08,119.81094937027304
2001-02-09,119.89085218813862
2001-02-12,119.09504412536076
2001-02-13,121.72656261875234
2001-02-14,121.05005772319016
2001-02-15,124.72995205909197
2001-02-16,122.93858902801249
2001-02-19,120.48114410744975
2001-02-20,123.54732581185273
2001-02-21,121.27967898034193
2001-02-22,119.1110934157983
2001-02-23,119.05227252867066
2001-02-26,118.53582224463688
2001-02-27,116.88363969799035
2001-02-28,116.42344331541781
2001-03-01,112.17630317296583
2001-03-02,109.07623245685377
2001-03-05,111.47731232428234
2001-03-06,112.29142793218088
2001-03-07,113.0484698619435
2001-03-08,112.31517772674694
2001-03-09,110.97106779336691
2001-03-12,108.14744113568135
2001-03-13,108.64367054381152
2001-03-14,110.26035696033671
2001-03-15,111.22382690960357
2001-03-16,112.09561231158631
2001-03-19,110.34706886229681
2001-03-20,108.6143223535598
2001-03-21,109.51445179789457
2001-03-22,110.16625569350995
2001-03-23,110.55010571406494
2001-03-26,111.99494337919803
2001-03-27,110.02292374499633
2001-03-28,110.82828584480498
2001-03-29,110.21947607324573
2001-03-30,109.6044039349779
2001-04-02,107.46296316083271
2001-04-03,104.1278056219408
2001-04-04,98.35595164687177
2001-04-05,99.0836797505242
2001-04-06,101.1275966198019
2001-04-09,98.58523197334563
2001-04-10,99.84050098279396
2001-04-11,103.86245802075999
2001-04-12,104.41951884614218
2001-04-13,104.60574850316524
2001-04-16,104.42559201775022
2001-04-17,104.04151794627998
2001-04-18,108.53376986258387
2001-04-19,110.3694206164848
2001-04-20,107.23970468983
2001-04-23,107.7909657209264
2001-04-24,107.83644085934363
2001-04-25,107.7427249363814
2001-04-26,107.1355110290319
2001-04-27,107.4302077045807
2001-04-30,109.7542701100531
2001-05-01,109.26686124328226
2001-05-02,111.8817668113879
2001-05-03,112.54272667778099
2001-05-04,109.68411244895526
2001-05-07,110.97220358093797
2001-05-08,110.67062507416864
2001-05-09,110.98414972632074
2001-05-10,110.15327769189854
2001-05-11,111.80415557683587
2001-05-14,110.7504379489819
2001-05-15,109.16888193390548
2001-05-16,107.58299919761292
2001-05-17,110.67781081014252
2001-05-18,110.94250376657189
2001-05-21,111.35137481052995
2001-05-22,113.58783296590003
2001-05-23,116.70722795668291
2001-05-24,117.0679920532487
2001-05-25,116.56441035931417
2001-05-28,115.38018971367723
2001-05-29,116.43379366507813
2001-05-30,115.04434138559432
2001-05-31,115.18564138564314
2001-06-01,114.5048718947805
2001-06-04,114.76148164300284
2001-06-05,114.68992702278251
2001-06-06,115.8396197409109
2001-06-07,115.70404356931085
2001-06-08,118.61787694771523
2001-06-11,119.26742467751515
2001-06-12,118.0734356608045
2001-06-13,117.72244552324848
2001-06-14,115.27133871360004
2001-06-15,114.78793615890936
2001-06-18,112.72762643956152
2001-06-19,113.18614346200127
2001-06-20,113.00145086156483
2001-06-21,113.13618556182088
2001-06-22,112.79260029041089
2001-06-25,111.75342371301619
2001-06-26,110.30213131440604
2001-06-27,110.94069895714854
2001-06-28,110.99234211527032
2001-06-29,113.72142903460859
2001-07-02,113.83628720391233
2001-07-03,114.19569159056361
2001-07-04,113.72074819910556
2001-07-05,114.7336861559848
2001-07-06,112.94071401519047
2001-07-09,110.09978696025553
2001-07-10,108.6538020442144
2001-07-11,106.0535057011272
2001-07-12,108.41511283624257
2001-07-13,106.98366707092781
2001-07-16,105.71184387496878
2001-07-17,105.69104799984183
2001-07-18,102.0097330961783
2001-07-19,102.2272599694676
2001-07-20,101.72330777819911
2001-07-23,100.80976934237154
2001-07-24,99.54371093668409
2001-07-25,100.07655577368294
2001-07-26,101.60928345914758
2001-07-27,103.14619379047312
2001-07-30,102.53157651411665
2001-07-31,103.61513563153845
2001-08-01,104.86260541942251
2001-08-02,105.92075922385466
2001-08-03,105.48555820119849
2001-08-06,105.0489397841913
2001-08-07,104.55890019838343
2001-08-08,105.67064368863726
2001-08-09,102.05437170207715
2001-08-10,102.07696049473535
2001-08-13,102.77375431131688
2001-08-14,105.11686279013858
2001-08-15,103.84189066558972
2001-08-16,103.33850717465522
2001-08-17,101.82277654597546
2001-08-20,100.23385191074
2001-08-21,100.42294124565676
2001-08-22,98.78215698894552
2001-08-23,99.71013757014288
2001-08-24,98.71567916826837
2001-08-27,101.24098663639708
2001-08-28,100.79943034031506
2001-08-29,100.99793678711274
2001-08-30,100.9220240937968
2001-08-31,100.03214784007031
2001-09-03,99.28365064732536
2001-09-04,102.81549396598787
2001-09-05,101.83980035570289
2001-09-06,100.53549860615523
2001-09-07,98.84941478027275
2001-09-10,98.64347054696594
2001-09-11,96.47573915704243
2001-09-12,92.37424798550107
2001-09-13,91.14362128821546
2001-09-14,87.19582790881107
2001-09-17,85.18647110163315
2001-09-18,85.54860449506589
2001-09-19,86.05364758489326
2001-09-20,84.93205244817769
2001-09-21,83.75853719402711
2001-09-24,83.93226440441643
2001-09-25,81.80421973407908
2001-09-26,82.63786944077738
2001-09-27,82.50222691205461
2001-09-28,84.58694900865844
2001-10-01,83.85687514253266
2001-10-02,82.66428748005796
2001-10-03,82.09522617449095
2001-10-04,84.82889496854911
2001-10-05,84.98369712533702
2001-10-08,83.15566977580549
2001-10-09,85.8227383829011
2001-10-10,86.17886009384367
2001-10-11,89.45815081238331
2001-10-12,88.90409602616303
2001-10-15,87.83999005739193
2001-10-16,88.7435909463973
2001-10-17,89.73890515980456
2001-10-18,89.31698508362693
2001-10-19,90.07117745900283
2001-10-22,90.78061457453114
2001-10-23,92.00118664272559
2001-10-24,93.71602401302718
2001-10-25,93.43307125972316
2001-10-26,94.34160012736436
2001-10-29,93.17112625122792
2001-10-30,90.29862002913737
2001-10-31,91.14471799622535
2001-11-01,90.91472372840575
2001-11-02,92.04089248238323
2001-11-05,94.0969257435306
2001-11-06,94.2976702030879
2001-11-07,94.01697359852886
2001-11-08,96.29736928372506
2001-11-09,97.16449374319507
2001-11-12,97.5186734408629
2001-11-13,99.06420864385763
2001-11-14,101.73276178816687
2001-11-15,104.06941894721065
2001-11-16,104.4909842977966
2001-11-19,106.86027438052294
2001-11-20,104.71440914943928
2001-11-21,106.29287612214088
2001-11-22,106.31701061995479
2001-11-23,109.10088880447803
2001-11-26,111.34060407229563
2001-11-27,110.42075766337655
2001-11-28,106.20832622148787
2001-11-29,105.75388635894556
2001-11-30,105.53072151494217
2001-12-03,108.02149589051274
2001-12-04,109.11644580047968
2001-12-05,114.19882394103918
2001-12-06,116.30715102711433
2001-12-07,118.40386265078229
2001-12-10,115.45950934861091
2001-12-11,115.26127454554559
2001-12-12,117.49167706148195
2001-12-13,115.12878990919116
2001-12-14,113.3084103051102
2001-12-17,110.97824032527859
2001-12-18,110.74472849817217
2001-12-19,111.05925251180176
2001-12-20,112.8383122290431
2001-12-21,110.45671774636727
2001-12-24,112.15565499495118
2001-12-25,113.40483734628357
2001-12-26,113.61053144635923
