Date,EFM EUROPE + CIS (E+C) ex RU
2002-05-31,272.6814733410696
2002-06-03,275.1382906081852
2002-06-04,273.75084327420814
2002-06-05,274.4264604615834
2002-06-06,272.84849463569606
2002-06-07,267.8802390662315
2002-06-10,264.9043519094406
2002-06-11,263.1819063851622
2002-06-12,260.86688198068737
2002-06-13,261.2106709042946
2002-06-14,252.53524321732766
2002-06-17,251.97681527546376
2002-06-18,253.91401857216488
2002-06-19,248.52078568874262
2002-06-20,243.4565271303856
2002-06-21,244.0958364416328
2002-06-24,236.6148380938993
2002-06-25,235.94250485629746
2002-06-26,222.31951423136948
2002-06-27,228.08277272656207
2002-06-28,226.6712764265863
2002-07-01,231.66271849596959
2002-07-02,222.67540381233604
2002-07-03,224.13834928006116
2002-07-04,224.8094740205572
2002-07-05,228.92816818443234
2002-07-08,222.7528646776038
2002-07-09,221.6827987056131
2002-07-10,222.95494376666653
2002-07-11,217.07323517386368
2002-07-12,220.30534932138218
2002-07-15,215.15822080969892
2002-07-16,215.70174989686106
2002-07-17,226.60499434256874
2002-07-18,224.85909440527038
2002-07-19,221.53777062653185
2002-07-22,214.06503226870686
2002-07-23,216.1271994096492
2002-07-24,203.77288474221666
2002-07-25,205.7316223607549
2002-07-26,209.75390138975476
2002-07-29,213.09759968618314
2002-07-30,214.62123338958463
2002-07-31,216.68170338345965
2002-08-01,220.21650455244267
2002-08-02,221.1144654319501
2002-08-05,216.94066382879288
2002-08-06,221.08614040181172
2002-08-07,218.110474464056
2002-08-08,219.08859920091396
2002-08-09,217.1497133982143
2002-08-12,215.3603757128462
2002-08-13,218.10068056752596
2002-08-14,216.2574580070275
2002-08-15,217.5286552746689
2002-08-16,218.4107673071593
2002-08-19,219.56435210107566
2002-08-20,218.61278752941348
2002-08-21,222.29817847717504
2002-08-22,224.56761173852388
2002-08-23,226.3678929397555
2002-08-26,228.20851925170552
2002-08-27,229.40259182687473
2002-08-28,227.0492747059785
2002-08-29,224.82103805742673
2002-08-30,228.12819201361845
2002-09-02,226.23626527800113
2002-09-03,218.16247784548239
2002-09-04,219.08849364245663
2002-09-05,217.732529038211
2002-09-06,223.66488980408374
2002-09-09,223.23456746535612
2002-09-10,225.77453956872208
2002-09-11,229.33143525264038
2002-09-12,223.64576610107108
2002-09-13,222.18429380287395
2002-09-16,222.72703880883623
2002-09-17,225.65846026081473
2002-09-18,222.9938087594939
2002-09-19,221.17146338868247
2002-09-20,222.75770680658923
2002-09-23,220.95567405689266
2002-09-24,217.85780818289436
2002-09-25,220.4948781683445
2002-09-26,220.30661560857024
2002-09-27,217.91691297073433
2002-09-30,214.36489080277735
2002-10-01,214.4921697648168
2002-10-02,213.21655299980608
2002-10-03,212.08203370739534
2002-10-04,211.08643943962028
2002-10-07,208.62302322676507
2002-10-08,207.78344299988112
2002-10-09,207.04615225684677
2002-10-10,211.35388427323937
2002-10-11,213.2581668111021
2002-10-14,211.54365570984913
2002-10-15,218.1839593989256
2002-10-16,215.1251220876377
2002-10-17,220.29656819937642
2002-10-18,222.95602342630656
2002-10-21,227.6116479037807
2002-10-22,229.3600739430232
2002-10-23,228.1521337179674
2002-10-24,229.85304979123998
2002-10-25,227.9398460333545
2002-10-28,232.2936237300119
2002-10-29,231.7429694703031
2002-10-30,232.86512469830174
2002-10-31,234.1265010455514
2002-11-01,233.72355417148677
2002-11-04,238.84540693116978
2002-11-05,242.8893536517465
2002-11-06,242.0575275678022
2002-11-07,249.63146261078796
2002-11-08,250.4054603692912
2002-11-11,248.88253815539713
2002-11-12,246.10787970818672
2002-11-13,248.25184404286347
2002-11-14,255.13986000135674
2002-11-15,257.74658920932046
2002-11-18,262.7031277173033
2002-11-19,256.2629874193612
2002-11-20,255.22613586282134
2002-11-21,263.89152216487355
2002-11-22,264.2283160411487
2002-11-25,266.50737938090845
2002-11-26,263.40126375942293
2002-11-27,266.2204330703666
2002-11-28,263.7413426880415
2002-11-29,265.1954456015215
2002-12-02,269.5281826941278
2002-12-03,265.39596153258884
2002-12-04,262.3816249082177
2002-12-05,263.4832759408764
2002-12-06,259.1858423390698
2002-12-09,256.55424141103833
2002-12-10,256.6977899273847
2002-12-11,252.75644596867923
2002-12-12,256.27309232956105
2002-12-13,256.18086216763066
2002-12-16,254.137994581954
2002-12-17,246.18439434445835
2002-12-18,241.6028653479336
2002-12-19,238.68252997593746
2002-12-20,238.2535823097961
2002-12-23,238.00255850549564
2002-12-24,235.98966203682815
2002-12-25,237.77917498674998
2002-12-26,236.11589102958095
2002-12-27,236.47958774688567
2002-12-30,234.99288880432442
2002-12-31,234.72556554292805
2003-01-01,234.72556554292805
2003-01-02,238.8648772016672
2003-01-03,243.26555069115474
2003-01-06,239.61102514959296
2003-01-07,235.9991968278516
2003-01-08,236.33930834368138
2003-01-09,235.48112742764064
2003-01-10,236.51113213324817
2003-01-13,240.24520522095733
2003-01-14,238.42177443018582
2003-01-15,239.82805614946176
2003-01-16,239.18515485628492
2003-01-17,234.48398723518048
2003-01-20,233.66484688861456
2003-01-21,231.55995548396186
2003-01-22,227.53855931310855
2003-01-23,229.81618500963805
2003-01-24,227.96195560121856
2003-01-27,226.55799933424973
2003-01-28,226.80206955318968
2003-01-29,227.21380841842475
2003-01-30,229.01389746202716
2003-01-31,228.03746796648895
2003-02-03,230.93650524538066
2003-02-04,225.15234791038625
2003-02-05,224.6217582231196
2003-02-06,223.016922233207
2003-02-07,225.47106939379162
2003-02-10,226.19635255691952
2003-02-11,227.93153779920362
2003-02-12,227.082524378846
2003-02-13,227.40124615141804
2003-02-14,225.62573152327647
2003-02-17,229.24377101806826
2003-02-18,232.12662063499192
2003-02-19,230.11175769789278
2003-02-20,230.77972435942334
2003-02-21,230.97181570499225
2003-02-24,229.87107800431036
2003-02-25,226.9838625689996
2003-02-26,226.67754779402443
2003-02-27,228.03152403947027
2003-02-28,227.58892608174503
2003-03-03,216.43304497590293
2003-03-04,216.23000629792432
2003-03-05,217.89506366440295
2003-03-06,217.25304231466566
2003-03-07,217.13704595512533
2003-03-10,219.35117642046535
2003-03-11,217.52568754699845
2003-03-12,216.47342787041296
2003-03-13,219.23943977657925
2003-03-14,220.4857259021279
2003-03-17,209.98238425516095
2003-03-18,220.3959830590095
2003-03-19,216.42850708892794
2003-03-20,215.4119185987648
2003-03-21,216.98234865953626
2003-03-24,211.68513497801766
2003-03-25,213.20680375025395
2003-03-26,215.71381399931636
2003-03-27,215.44533958084656
2003-03-28,215.45900961502497
2003-03-31,210.15052180022354
2003-04-01,213.0096412641966
2003-04-02,215.67752691546247
2003-04-03,220.30164645674392
2003-04-04,224.08924995481146
2003-04-07,230.760573100853
2003-04-08,229.02058588528027
2003-04-09,231.25572208046208
2003-04-10,226.29901791539325
2003-04-11,227.96144246800935
2003-04-14,229.2258576695851
2003-04-15,231.13886132328972
2003-04-16,229.2912173761643
2003-04-17,229.7423812272273
2003-04-18,229.91407260200995
2003-04-21,232.3049263621787
2003-04-22,230.07416504164217
2003-04-23,232.11025307869727
2003-04-24,229.74509469621677
2003-04-25,232.7096495158326
2003-04-28,234.17701708128786
2003-04-29,235.9064288233155
2003-04-30,237.5648593231092
2003-05-01,237.72734243255192
2003-05-02,238.48171802690894
2003-05-05,240.27554819782378
2003-05-06,239.17655679184548
2003-05-07,234.90393732200795
2003-05-08,234.68629471313815
2003-05-09,234.13104492077383
2003-05-12,234.89128467522548
2003-05-13,236.4160958004448
2003-05-14,237.1072078968893
2003-05-15,236.23051720798378
2003-05-16,235.85657007781026
2003-05-19,234.7230581542479
2003-05-20,237.03894487863758
2003-05-21,236.76405647928286
2003-05-22,237.8683064188705
2003-05-23,239.8712274280674
2003-05-26,240.56130558421168
2003-05-27,238.2076085637086
2003-05-28,243.7806863608079
2003-05-29,242.10683157970823
2003-05-30,243.74585417691003
2003-06-02,242.79989757198007
2003-06-03,241.82029813912038
2003-06-04,238.03011582581718
2003-06-05,237.31646540511446
2003-06-06,239.9516049331919
2003-06-09,236.8244749973996
2003-06-10,233.43239167861293
2003-06-11,233.58400128041146
2003-06-12,234.68374974727328
2003-06-13,234.50036625774865
2003-06-16,234.44156250782729
2003-06-17,235.3975215908278
2003-06-18,232.3079608190331
2003-06-19,231.54168313301363
2003-06-20,232.26183842345569
2003-06-23,233.10473549083915
2003-06-24,231.23151583220255
2003-06-25,231.98322430996072
2003-06-26,233.2391493917543
2003-06-27,234.32542888858555
