Date,EM WITH BRAZIL + INDIA + RUSSIA DR
2011-01-07,1326.7536607853997
2011-01-10,1318.7627911635034
2011-01-11,1329.1505522062248
2011-01-12,1337.4542345356047
2011-01-13,1310.9552768102606
2011-01-14,1306.8210517787325
2011-01-17,1309.0400673331947
2011-01-18,1302.7618374325107
2011-01-19,1296.3268590313564
2011-01-20,1281.4134244029517
2011-01-21,1256.7789888648347
2011-01-24,1249.6591033412653
2011-01-25,1247.778727055314
2011-01-26,1255.8821551436026
2011-01-27,1252.997783710171
2011-01-28,1246.8398892712917
2011-01-31,1231.8508455963329
2011-02-01,1238.958528491747
2011-02-02,1243.491867096767
2011-02-03,1256.234445840417
2011-02-04,1264.1801992538867
2011-02-07,1261.3938422815386
2011-02-08,1249.0366793419494
2011-02-09,1227.1892145841423
2011-02-10,1212.7712982940502
2011-02-11,1216.008566512536
2011-02-14,1238.876601363564
2011-02-15,1233.1767735515027
2011-02-16,1236.3444558390704
2011-02-17,1233.633984941461
2011-02-18,1242.200646715194
2011-02-21,1237.5577925616644
2011-02-22,1210.9398674092458
2011-02-23,1199.832789348572
2011-02-24,1189.6455810918894
2011-02-25,1207.3156848354338
2011-02-28,1209.5916379928085
2011-03-01,1211.2342182082186
2011-03-02,1207.4418050090112
2011-03-03,1220.0039415060485
2011-03-04,1227.3726294016928
2011-03-07,1218.2390083890118
2011-03-08,1230.4814635192797
2011-03-09,1231.0709574897505
2011-03-10,1219.1872892177387
2011-03-11,1207.599506915638
2011-03-14,1205.4660663187349
2011-03-15,1178.038775160166
2011-03-16,1185.083721220751
2011-03-17,1171.636262172021
2011-03-18,1171.5506266346672
2011-03-21,1181.6678629840972
2011-03-22,1189.4014467064571
2011-03-23,1200.2506473076332
2011-03-24,1206.1794681308704
2011-03-25,1219.1728527394164
2011-03-28,1217.412158706
2011-03-29,1226.1030670155408
2011-03-30,1241.030394196278
2011-03-31,1243.3903997452348
2011-04-01,1264.0894265221516
2011-04-04,1264.830659321395
2011-04-05,1268.0845581629073
2011-04-06,1264.9079901470259
2011-04-07,1268.9702385884993
2011-04-08,1260.0001379978657
2011-04-11,1253.3819168312339
2011-04-12,1224.9297964571745
2011-04-13,1232.409355431215
2011-04-14,1233.6984209899592
2011-04-15,1234.8919561458301
2011-04-18,1236.6063853143426
2011-04-19,1230.6834446744983
2011-04-20,1243.0998368771307
2011-04-21,1251.6364252596
2011-04-22,1251.0817417292635
2011-04-25,1251.1789448202296
2011-04-26,1244.6987261329862
2011-04-27,1244.3365787033867
2011-04-28,1230.0629400677492
2011-04-29,1231.3768289853065
2011-05-02,1230.935536642715
2011-05-03,1216.7638079935693
2011-05-04,1195.3047763765205
2011-05-05,1209.1400743433494
2011-05-06,1216.7970726155154
2011-05-09,1238.2587916680025
2011-05-10,1235.4683364847383
2011-05-11,1239.582689851022
2011-05-12,1229.479374619222
2011-05-13,1225.656144151752
2011-05-16,1213.7097510899987
2011-05-17,1217.9381520620855
2011-05-18,1222.18320181041
2011-05-19,1220.1686599373163
2011-05-20,1227.8014545497856
2011-05-23,1210.5241281358176
2011-05-24,1214.3697529978251
2011-05-25,1210.1133312940449
2011-05-26,1224.7427577711067
2011-05-27,1225.478153653489
2011-05-30,1225.0181064928868
2011-05-31,1237.115729692946
2011-06-01,1230.1290401563956
2011-06-02,1220.0307672581794
2011-06-03,1206.510010196569
2011-06-06,1196.7334366991913
2011-06-07,1193.106017398054
2011-06-08,1192.1076165998686
2011-06-09,1197.0493080439446
2011-06-10,1195.02883480036
2011-06-13,1189.5648677600789
2011-06-14,1191.2805245963054
2011-06-15,1200.2172103627609
2011-06-16,1191.5628992764027
2011-06-17,1173.9299088842195
2011-06-20,1169.232856865241
2011-06-21,1180.4097823411898
2011-06-22,1179.6433630843749
2011-06-23,1189.3728065913633
2011-06-24,1198.715842616919
2011-06-27,1185.275149405046
2011-06-28,1187.459626558063
2011-06-29,1198.2639998517277
2011-06-30,1204.2222133001405
2011-07-01,1216.6345537522943
2011-07-04,1227.2319261395744
2011-07-05,1229.8928934932007
2011-07-06,1237.988817394398
2011-07-07,1239.8514801363667
2011-07-08,1247.7976769935026
2011-07-11,1248.3709762789001
2011-07-12,1223.7485749634454
2011-07-13,1225.2147191233184
2011-07-14,1223.7583343361607
2011-07-15,1228.5588522766327
2011-07-18,1222.7818653343825
2011-07-19,1215.4133465038028
2011-07-20,1225.1947067722185
2011-07-21,1216.395395003058
2011-07-22,1228.045111115171
2011-07-25,1223.5434438397708
2011-07-26,1221.8072452986403
2011-07-27,1225.899704908039
2011-07-28,1227.8011903754416
2011-07-29,1212.8392798407128
2011-08-01,1239.2435073663096
2011-08-02,1214.8964861044633
2011-08-03,1183.4573074999835
2011-08-04,1162.0038244259836
2011-08-05,1123.7086931663785
2011-08-08,1068.2476682513766
2011-08-09,1046.1385384506934
2011-08-10,1055.0457686392012
2011-08-11,1062.2674784789538
2011-08-12,1067.2339603101261
2011-08-15,1075.0261287177157
2011-08-16,1084.7785743524005
2011-08-17,1086.900610508421
2011-08-18,1065.9397577853063
2011-08-19,1029.4785163934025
2011-08-22,1028.0850823082017
2011-08-23,1050.1719222108034
2011-08-24,1040.5325341334164
2011-08-25,1040.9359812719063
2011-08-26,1045.7530425919902
2011-08-29,1059.5925555849528
2011-08-30,1077.9158377902352
2011-08-31,1102.7271973464117
2011-09-01,1117.8069430625894
2011-09-02,1103.2294179252533
2011-09-05,1080.0307215534056
2011-09-06,1077.4078675012931
2011-09-07,1106.9794682982001
2011-09-08,1108.827778541993
2011-09-09,1109.658601083896
2011-09-12,1095.366842683472
2011-09-13,1085.2945818673393
2011-09-14,1070.6647295355683
2011-09-15,1068.9379121735133
2011-09-16,1087.2309602108223
2011-09-19,1072.1097652295325
2011-09-20,1066.227249216788
2011-09-21,1054.332883333511
2011-09-22,1005.2229722605083
2011-09-23,981.7467050184655
2011-09-26,971.8308456903083
2011-09-27,1007.0546071711129
2011-09-28,1006.1644082401928
2011-09-29,1007.5079401565704
2011-09-30,1008.2739528687949
2011-10-03,987.4586184640198
2011-10-04,962.8279293445863
2011-10-05,967.4531899769732
2011-10-06,995.6144996042855
2011-10-07,1007.6152736968044
2011-10-10,1010.1925857797258
2011-10-11,1027.1842617570826
2011-10-12,1034.8252772182543
2011-10-13,1046.779430042596
2011-10-14,1038.2859989225663
2011-10-17,1051.585482013446
2011-10-18,1040.788659233411
2011-10-19,1038.04616400122
2011-10-20,1019.7652510535038
2011-10-21,1019.4082670576533
2011-10-24,1056.5297692910103
2011-10-25,1058.057565032147
2011-10-26,1071.9719385777503
2011-10-27,1087.3637190600816
2011-10-28,1098.5736715559615
2011-10-31,1096.0357634275247
2011-11-01,1092.0033633192877
2011-11-02,1094.3568248043862
2011-11-03,1092.5714335660655
2011-11-04,1110.595037456952
2011-11-07,1110.7152964385646
2011-11-08,1108.2678311551488
2011-11-09,1112.045650398735
2011-11-10,1081.5445189536695
2011-11-11,1090.6165369903363
2011-11-14,1107.4939768708684
2011-11-15,1109.484944581642
2011-11-16,1094.518177561516
2011-11-17,1088.5058865647504
2011-11-18,1067.3299311310566
2011-11-21,1045.964181353245
2011-11-22,1042.3097553182076
2011-11-23,1025.5687136238098
2011-11-24,1031.9160771667596
2011-11-25,1022.3240657474761
2011-11-28,1045.1329518730502
2011-11-29,1056.5021776063063
2011-11-30,1068.4520280002837
2011-12-01,1100.495955628886
2011-12-02,1105.2354677630512
2011-12-05,1109.545306567595
2011-12-06,1099.0283763826885
2011-12-07,1107.0580002416896
2011-12-08,1099.2492810897231
2011-12-09,1081.628906266866
2011-12-12,1084.3444718966625
2011-12-13,1084.2511558560248
2011-12-14,1081.762753067542
2011-12-15,1068.0417800294456
2011-12-16,1074.0474769329942
2011-12-19,1056.0501980084555
2011-12-20,1063.9339071359009
2011-12-21,1089.251009050492
2011-12-22,1091.351185253204
2011-12-23,1105.9799916387187
2011-12-26,1104.5692624230114
2011-12-27,1097.9140672793962
2011-12-28,1095.069074407053
2011-12-29,1100.0548003320741
2011-12-30,1098.4595467299914
2012-01-02,1097.463341716163
2012-01-03,1118.5275957398799
2012-01-04,1126.8828202218067
2012-01-05,1132.4232440146807
2012-01-06,1131.1009400006292
2012-01-09,1135.1772258444344
2012-01-10,1150.0045220460204
2012-01-11,1159.452193800442
2012-01-12,1154.561801784492
2012-01-13,1165.9166505217183
2012-01-16,1159.5971533905847
2012-01-17,1180.0858832466918
2012-01-18,1184.4522257004398
2012-01-19,1189.5657829049173
2012-01-20,1191.4669956729808
2012-01-23,1184.960248237281
2012-01-24,1188.9939904987878
2012-01-25,1194.0798641063516
2012-01-26,1192.1672535242415
2012-01-27,1196.6569223103222
2012-01-30,1186.9673625612797
2012-01-31,1202.2822979292519
2012-02-01,1203.9652982871978
2012-02-02,1223.6696081806328
2012-02-03,1232.8702401443081
2012-02-06,1233.9040032490293
2012-02-07,1221.0828478149026
2012-02-08,1234.463922092532
2012-02-09,1231.5075631703194
2012-02-10,1219.7499388354604
2012-02-13,1228.3659446060135
2012-02-14,1229.2293862436202
2012-02-15,1247.2235017763946
2012-02-16,1239.4755611020053
2012-02-17,1242.6955005746577
2012-02-20,1238.3001571580157
2012-02-21,1235.118937566764
2012-02-22,1238.329848151805
2012-02-23,1225.7140818955054
2012-02-24,1222.5741972773765
2012-02-27,1217.7006869637828
2012-02-28,1229.6086777532005
2012-02-29,1245.8276109134154
2012-03-01,1246.9315130708264
2012-03-02,1263.9272787413252
2012-03-05,1243.5526461166962
2012-03-06,1227.0528671358957
2012-03-07,1222.046537794818
2012-03-08,1229.0718658255264
2012-03-09,1250.7388110889804
2012-03-12,1237.788203823474
2012-03-13,1258.1798898757413
2012-03-14,1267.3192149347647
2012-03-15,1263.2009527149544
2012-03-16,1251.3186130544236
2012-03-19,1243.0006247749936
2012-03-20,1231.4208352783405
2012-03-21,1231.8101821366386
2012-03-22,1224.8590781301052
2012-03-23,1219.9564832948886
2012-03-26,1217.665845997867
2012-03-27,1230.6424007026612
2012-03-28,1220.744140117801
2012-03-29,1209.7104399439581
2012-03-30,1214.3261523342446
2012-04-02,1224.0280215001965
2012-04-03,1229.4049833919048
2012-04-04,1228.6440200616296
2012-04-05,1233.5294810358116
2012-04-06,1234.3582560863904
2012-04-09,1222.0382675508613
2012-04-10,1206.9507969731133
2012-04-11,1204.6216767133167
2012-04-12,1209.723950000953
2012-04-13,1223.5612410294887
2012-04-16,1215.3764187864263
2012-04-17,1207.5540168221137
2012-04-18,1214.3268517925826
2012-04-19,1214.5926762674733
2012-04-20,1206.783441159493
2012-04-23,1199.2774177272022
2012-04-24,1194.9499587116597
2012-04-25,1198.3942933752253
2012-04-26,1200.4902233879325
2012-04-27,1202.5188565908475
2012-04-30,1212.2633771388894
2012-05-01,1215.023033422992
2012-05-02,1225.8181517108856
2012-05-03,1221.1205800751636
2012-05-04,1210.596273273248
2012-05-07,1201.372234091614
2012-05-08,1195.6346516408457
2012-05-09,1183.1130965712593
2012-05-10,1185.0928209245826
2012-05-11,1173.5725088776526
2012-05-14,1162.635514295026
2012-05-15,1161.3042432093303
2012-05-16,1137.5925567784693
2012-05-17,1136.6276157256814
2012-05-18,1116.5559665953342
2012-05-21,1122.6904078369732
2012-05-22,1133.3786687222748
2012-05-23,1125.9324676887113
2012-05-24,1128.3417709805387
2012-05-25,1132.3747791889577
2012-05-28,1135.6365242624258
2012-05-29,1157.439907636094
2012-05-30,1153.178792243101
2012-05-31,1153.6117377576857
2012-06-01,1138.0668169311114
2012-06-04,1109.5859159205622
2012-06-05,1118.8227575532667
2012-06-06,1137.451002118785
2012-06-07,1147.6325104019286
2012-06-08,1144.288474601238
2012-06-11,1152.9840584035833
2012-06-12,1155.769837776018
2012-06-13,1151.7111483990109
2012-06-14,1145.8036896153915
2012-06-15,1156.120847044571
2012-06-18,1174.7333225697619
2012-06-19,1177.7924107868637
2012-06-20,1181.087899355037
2012-06-21,1168.424406961092
2012-06-22,1157.3451191923882
2012-06-25,1145.6018893849564
2012-06-26,1150.4885081592738
2012-06-27,1161.3751812342055
2012-06-28,1156.0120784528328
2012-06-29,1167.7828952362258
2012-07-02,1181.4152931640306
2012-07-03,1199.4822868482818
2012-07-04,1209.6355403929742
2012-07-05,1220.8075430014155
2012-07-06,1216.2944875225978
2012-07-09,1201.8327162353469
2012-07-10,1205.8123091569962
2012-07-11,1204.2990915497328
2012-07-12,1186.9351015817952
2012-07-13,1196.6389255511945
2012-07-16,1199.7351086640174
2012-07-17,1211.3355466745593
2012-07-18,1202.2324184316622
2012-07-19,1216.1726994159042
2012-07-20,1220.0723742302748
2012-07-23,1192.9105214872204
2012-07-24,1191.8724579884217
2012-07-25,1182.4714683735606
2012-07-26,1180.1825231961006
2012-07-27,1205.6834112366105
2012-07-30,1227.1302422538688
2012-07-31,1226.3690803120983
2012-08-01,1230.759479233991
2012-08-02,1232.654124390705
2012-08-03,1224.3977566364922
2012-08-06,1235.6630659915045
2012-08-07,1235.3683383302182
2012-08-08,1245.167376723484
2012-08-09,1262.4347496279208
2012-08-10,1262.2121472103956
2012-08-13,1249.0603666788418
2012-08-14,1258.9065381985097
2012-08-15,1258.2927946471698
2012-08-16,1252.306668447635
2012-08-17,1253.116296609071
2012-08-20,1246.6814751805214
2012-08-21,1240.063599242179
2012-08-22,1232.9098512437658
2012-08-23,1227.7839236260643
2012-08-24,1222.9607722506082
2012-08-27,1217.689586474347
2012-08-28,1207.9751730748994
2012-08-29,1208.3800349020298
2012-08-30,1198.6342248097505
2012-08-31,1193.9333522093536
2012-09-03,1203.611953095652
2012-09-04,1198.8817919795852
2012-09-05,1184.3346755809437
2012-09-06,1196.1435740047493
2012-09-07,1207.6168842476459
2012-09-10,1207.642394927292
2012-09-11,1205.0549364117096
2012-09-12,1207.9120870615247
2012-09-13,1212.134396406414
2012-09-14,1228.7368355041544
2012-09-17,1227.5741529393392
2012-09-18,1227.710803563821
2012-09-19,1230.3391248851613
2012-09-20,1226.3379929271157
2012-09-21,1231.4774006087794
2012-09-24,1235.066829234359
2012-09-25,1227.1823893767341
2012-09-26,1224.4203096725143
2012-09-27,1233.756629308993
2012-09-28,1238.0717248178291
2012-10-01,1237.4226130873844
2012-10-02,1235.656094336019
2012-10-03,1233.656740306001
2012-10-04,1227.018231415585
2012-10-05,1226.301692177897
2012-10-08,1221.7483326089643
2012-10-09,1227.308297039231
2012-10-10,1222.2219011452883
2012-10-11,1221.2032199032976
2012-10-12,1220.1444098269758
2012-10-15,1221.6479638283251
2012-10-16,1224.5540917129517
2012-10-17,1225.9733105179853
2012-10-18,1231.7623624062423
2012-10-19,1229.5479747741217
2012-10-22,1228.374160805761
2012-10-23,1223.537851650005
2012-10-24,1220.3696357379638
2012-10-25,1227.3061381945142
2012-10-26,1219.0480751055995
2012-10-29,1222.2569272031938
2012-10-30,1219.164624128062
2012-10-31,1223.2634235875828
2012-11-01,1230.5455889463224
2012-11-02,1244.8094748229605
2012-11-05,1247.590466470607
2012-11-06,1251.7029372869501
2012-11-07,1256.8935046170363
2012-11-08,1243.923311982465
2012-11-09,1242.2009452209466
2012-11-12,1239.816126986376
2012-11-13,1229.3950012428338
2012-11-14,1226.6283786310025
2012-11-15,1210.9708262720058
2012-11-16,1216.3200006284
2012-11-19,1217.1672339864806
2012-11-20,1220.9569977587587
2012-11-21,1220.754571940106
2012-11-22,1220.8658909992294
2012-11-23,1227.089026752928
2012-11-26,1226.5774118518302
2012-11-27,1228.9879303658156
2012-11-28,1225.0888381491095
2012-11-29,1233.2431000455247
2012-11-30,1233.4844016600794
2012-12-03,1227.7023639794656
2012-12-04,1226.2691153337546
2012-12-05,1242.9436888715782
2012-12-06,1253.750591008943
2012-12-07,1263.5238142166052
2012-12-10,1269.99529122657
2012-12-11,1268.9475844752292
2012-12-12,1274.3605754755388
2012-12-13,1271.7739076727826
2012-12-14,1270.4080021633542
2012-12-17,1264.1235728350355
2012-12-18,1266.2985010621585
2012-12-19,1268.3658501380812
2012-12-20,1270.6927682505666
2012-12-21,1265.0252569222575
2012-12-24,1262.9348465631538
2012-12-25,1265.0964291547393
2012-12-26,1263.2975088520177
2012-12-27,1269.6284362039607
2012-12-28,1274.7830663707605
2012-12-31,1280.945103358404
2013-01-01,1280.945103358404
2013-01-02,1304.0450517631991
2013-01-03,1323.0928138653849
2013-01-04,1324.0860004589383
2013-01-07,1315.2653447968642
2013-01-08,1308.444934040453
2013-01-09,1315.7979906154108
2013-01-10,1304.2546823893085
2013-01-11,1287.7740055808306
2013-01-14,1293.1067392891862
2013-01-15,1286.7675570050505
2013-01-16,1288.5621418490641
2013-01-17,1283.4540569268163
2013-01-18,1299.3265163691158
2013-01-21,1294.0410771107975
2013-01-22,1298.9284517019846
2013-01-23,1294.2779387011374
2013-01-24,1281.2637103259806
2013-01-25,1267.5251185649668
2013-01-28,1259.253278527795
2013-01-29,1267.5070816591078
2013-01-30,1256.8483754592362
2013-01-31,1255.8367136609916
2013-02-01,1249.4914971498422
2013-02-04,1262.1934530725257
2013-02-05,1258.0767398471064
2013-02-06,1252.9909388045326
2013-02-07,1260.564515464937
2013-02-08,1264.584765312821
2013-02-11,1261.7547083412635
2013-02-12,1255.887646163333
2013-02-13,1265.7303894048455
2013-02-14,1276.7365630583986
2013-02-15,1276.7034954411656
2013-02-18,1273.9312959435886
2013-02-19,1273.2060320102923
2013-02-20,1277.5233849839544
2013-02-21,1273.4585457388218
2013-02-22,1278.7696026598974
2013-02-25,1273.195597830994
2013-02-26,1275.418375279175
2013-02-27,1275.7184682274735
2013-02-28,1291.7339975465684
2013-03-01,1299.8126188119224
2013-03-04,1281.5724470054242
2013-03-05,1290.7175757442856
2013-03-06,1305.0768327848505
2013-03-07,1293.5571743837056
2013-03-08,1314.0562419292903
2013-03-11,1305.925457226748
2013-03-12,1298.5122766690777
2013-03-13,1294.5297457433803
2013-03-14,1288.575407603983
2013-03-15,1274.0700645410113
2013-03-18,1269.2925350435705
2013-03-19,1271.2989913168258
2013-03-20,1267.587173720192
2013-03-21,1264.9412061135718
2013-03-22,1251.776813725642
2013-03-25,1271.920195753872
2013-03-26,1282.012734234314
2013-03-27,1295.100359102252
2013-03-28,1288.914168449566
2013-03-29,1291.8079638456202
2013-04-01,1286.4601474719575
2013-04-02,1284.4394406768868
2013-04-03,1276.8065254448902
2013-04-04,1269.1884133835545
2013-04-05,1239.9538314854767
2013-04-08,1238.5923452203608
2013-04-09,1246.6546450905464
2013-04-10,1254.4091185522736
2013-04-11,1257.0465975452555
2013-04-12,1248.299996963694
2013-04-15,1227.7134849357853
2013-04-16,1230.0519572920298
2013-04-17,1228.3639305396337
2013-04-18,1219.259694983618
2013-04-19,1237.202566719916
2013-04-22,1243.1275005121329
2013-04-23,1241.7437370599705
2013-04-24,1256.0066438059532
2013-04-25,1266.4801339211874
2013-04-26,1258.2023693437675
2013-04-29,1257.7963634279097
2013-04-30,1264.0218160049112
2013-05-01,1259.8027553839827
2013-05-02,1272.3292845204892
2013-05-03,1275.0864171976646
2013-05-06,1286.1835149475992
2013-05-07,1291.0190910361093
2013-05-08,1293.9615506272455
2013-05-09,1299.673788599937
2013-05-10,1299.9852058338045
2013-05-13,1290.3863628696524
2013-05-14,1294.344539732214
2013-05-15,1305.8746188030477
2013-05-16,1300.6198737921866
2013-05-17,1308.8653250204413
2013-05-20,1308.7612443828887
2013-05-21,1307.8504827585432
2013-05-22,1307.1802218115276
2013-05-23,1277.3713580719289
2013-05-24,1274.6934379373254
2013-05-27,1275.679824769419
2013-05-28,1288.3562390754732
2013-05-29,1265.7890744218719
2013-05-30,1253.7382868286636
2013-05-31,1254.5118639148645
2013-06-03,1237.094568575881
2013-06-04,1239.9478163904482
2013-06-05,1223.17234796763
2013-06-06,1206.110775005309
2013-06-07,1199.9123934876645
2013-06-10,1194.7114738619546
2013-06-11,1165.0747490371828
2013-06-12,1158.5801823457537
2013-06-13,1150.0106482658757
2013-06-14,1158.6938530557263
2013-06-17,1162.7762229407842
2013-06-18,1156.3435058710252
2013-06-19,1145.7392907058752
2013-06-20,1119.9421644634929
2013-06-21,1113.697093878146
2013-06-24,1096.2630841851608
2013-06-25,1099.8675730887169
2013-06-26,1128.3635236869097
2013-06-27,1149.3502653061787
2013-06-28,1174.8564412805522
2013-07-01,1173.921161883089
2013-07-02,1163.7422807279795
2013-07-03,1145.4573104720812
2013-07-04,1162.2607187987692
2013-07-05,1163.2994396959339
2013-07-08,1146.3351640980063
2013-07-09,1162.6405339580413
2013-07-10,1159.2118108322084
2013-07-11,1178.6721048974998
2013-07-12,1180.042616860638
2013-07-15,1189.054414280369
2013-07-16,1180.574100067211
2013-07-17,1194.1996228990195
