Date,BRIC SMALL VALUE
1994-05-31,160.19084128927017
1994-06-30,165.2593843753952
1994-07-29,174.8812840339251
1994-08-31,216.78051932087067
1994-09-30,224.64370780334892
1994-10-31,233.09259067703513
1994-11-30,236.36721750315843
1994-12-30,226.2833410731003
1995-01-31,209.98772449180203
1995-02-28,196.1496287803369
1995-03-31,183.4862474420284
1995-04-28,173.96946884412876
1995-05-31,173.66343663997327
1995-06-30,163.1809589315749
1995-07-31,161.09256224957255
1995-08-31,149.37364452960787
1995-09-29,145.60427126697007
1995-10-31,137.4651679128085
1995-11-30,120.0247961467379
1995-12-29,117.85069995428493
1996-01-31,114.45216845788248
1996-02-29,125.69413472013717
1996-03-29,120.6067222540944
1996-04-30,123.8893957731789
1996-05-31,126.65183261458878
1996-06-28,128.03577757147963
1996-07-31,118.50801669279869
1996-08-30,113.17557030425753
1996-09-30,105.7533892461246
1996-10-31,102.19536933388555
1996-11-29,96.35373306135456
1996-12-31,101.19103420851413
1997-01-01,101.12726075234954
1997-01-02,105.72630234146438
1997-01-03,105.47979581895115
1997-01-06,106.21998211920004
1997-01-07,106.06952497771128
1997-01-08,106.5439969860918
1997-01-09,106.6506031070549
1997-01-10,107.3984786538385
1997-01-13,108.75624521240908
1997-01-14,109.95840463661726
1997-01-15,112.75506524450829
1997-01-16,111.36181858825228
1997-01-17,109.28077580275841
1997-01-20,109.12378325970862
1997-01-21,107.36719103149964
1997-01-22,107.51941843757258
1997-01-23,107.97605379487838
1997-01-24,107.18454956426346
1997-01-27,108.75499819856384
1997-01-28,109.5445409039471
1997-01-29,108.80959088762052
1997-01-30,108.0010380851416
1997-01-31,106.07088965702658
1997-02-03,105.15746574293287
1997-02-04,104.87660845876945
1997-02-05,105.82318440406216
1997-02-06,106.38067390626159
1997-02-07,106.93979467410291
1997-02-10,107.45361013788524
1997-02-11,107.76797956693355
1997-02-12,108.63823516465133
1997-02-13,108.85050121439389
1997-02-14,109.73324790089725
1997-02-17,110.59719487491265
1997-02-18,109.76667200045435
1997-02-19,109.63805182408751
1997-02-20,108.71301740028608
1997-02-21,108.20323836725231
1997-02-24,108.19841099737224
1997-02-25,108.90098550531394
1997-02-26,109.02216702959414
1997-02-27,109.77729394468547
1997-02-28,112.3518214303859
1997-03-03,116.59842083478179
1997-03-04,116.65652467441919
1997-03-05,116.27054351504607
1997-03-06,115.03380026323183
1997-03-07,115.16092841802123
1997-03-10,114.2791651106044
1997-03-11,113.27595307931009
1997-03-12,113.20336742396638
1997-03-13,112.32427166998897
1997-03-14,111.91946816689479
1997-03-17,111.91854611310127
1997-03-18,111.69448896126727
1997-03-19,110.36606577779787
1997-03-20,110.46771768662758
1997-03-21,110.48490012686908
1997-03-24,110.58979307278463
1997-03-25,110.73153172849085
1997-03-26,110.75035535465237
1997-03-27,110.45176103531404
1997-03-28,109.80505677461221
1997-03-31,105.94537714393125
1997-04-01,106.1331092467918
1997-04-02,107.5097484430989
1997-04-03,108.1768903838158
1997-04-04,107.85052594664812
1997-04-07,107.08040662211803
1997-04-08,107.13472013159787
1997-04-09,108.64714219753225
1997-04-10,107.82777787425148
1997-04-11,107.4729446088666
1997-04-14,106.63654081838573
1997-04-15,106.70711254201811
1997-04-16,106.15225895200122
1997-04-17,106.07373026025114
1997-04-18,106.12670165731852
1997-04-21,107.16114571419635
1997-04-22,107.054210681493
1997-04-23,108.0632271027399
1997-04-24,107.94478336213953
1997-04-25,107.28645158646626
1997-04-28,107.39322335144313
1997-04-29,106.89219835916735
1997-04-30,107.77431709808705
1997-05-01,108.0181536166632
1997-05-02,108.14602735735315
1997-05-05,107.3518378070887
1997-05-06,107.92258669506536
1997-05-07,108.09317333870138
1997-05-08,109.35947517941244
1997-05-09,109.77222635584627
1997-05-12,110.4431068254674
1997-05-13,110.32410237216841
1997-05-14,109.78364202738194
1997-05-15,110.01680261713774
1997-05-16,110.55754342507112
1997-05-19,110.64787669358014
1997-05-20,110.88002815331693
1997-05-21,110.69609281866165
1997-05-22,110.18792315122346
1997-05-23,110.35692049755858
1997-05-26,111.66747880957642
1997-05-27,111.47356562449907
1997-05-28,111.84586594921419
1997-05-29,112.03745446200918
1997-05-30,111.97005478381405
1997-06-02,112.07104241156404
1997-06-03,111.27005358078355
1997-06-04,111.14786741741437
1997-06-05,110.939998686204
1997-06-06,111.02835337355573
1997-06-09,110.58884484072252
1997-06-10,110.81990901236553
1997-06-11,111.30976195423858
1997-06-12,112.88724003949943
1997-06-13,114.00881216636222
1997-06-16,115.11086703462514
1997-06-17,116.10367259882294
1997-06-18,117.30701008659558
1997-06-19,117.80179446114074
1997-06-20,117.31865236939555
1997-06-23,117.68019496278633
1997-06-24,119.43372586579831
1997-06-25,120.98068003172186
1997-06-26,120.89738677023155
1997-06-27,119.64505804788945
1997-06-30,121.006880759146
1997-07-01,121.79992400861589
1997-07-02,123.12911605700799
1997-07-03,122.88697615094719
1997-07-04,123.79824075830845
1997-07-07,125.38222709249617
1997-07-08,125.50352866853858
1997-07-09,127.91937732115424
1997-07-10,129.2500285574401
1997-07-11,128.4094368133194
1997-07-14,125.64119092691702
1997-07-15,123.27729532052119
1997-07-16,125.44782381205579
1997-07-17,124.71917859486624
1997-07-18,122.9390636141302
1997-07-21,124.02494377347982
1997-07-22,126.12625193035028
1997-07-23,127.4622206840666
1997-07-24,126.84006548416909
1997-07-25,126.70512423406612
1997-07-28,128.37219955739945
1997-07-29,130.10513059962773
1997-07-30,131.4436086787077
1997-07-31,131.62899943264208
1997-08-01,131.23922685650035
1997-08-04,134.0293733984051
1997-08-05,135.88476740830282
1997-08-06,136.1147100909748
1997-08-07,135.9936007586607
1997-08-08,135.38226244318508
1997-08-11,136.56783912097248
1997-08-12,136.65550276172772
1997-08-13,136.60874566314516
1997-08-14,135.908016688633
1997-08-15,134.55029572962448
1997-08-18,133.58301333189627
1997-08-19,132.40956302592937
1997-08-20,131.90226945327154
1997-08-21,131.44160410835207
1997-08-22,130.04813884490576
1997-08-25,130.25406716588824
1997-08-26,130.12188459666342
1997-08-27,129.819265852656
1997-08-28,126.72935645571424
1997-08-29,124.30626329599856
1997-09-01,123.1868619661516
1997-09-02,123.68892228300223
1997-09-03,124.00891665000975
1997-09-04,124.21756871304969
1997-09-05,124.14189979928275
1997-09-08,125.09051938848792
1997-09-09,124.46955338622496
1997-09-10,123.69298738214665
1997-09-11,122.53667160673429
1997-09-12,122.75479925704776
1997-09-15,121.97983626403222
1997-09-16,121.10335697063111
1997-09-17,121.1834448074147
1997-09-18,121.08412590645304
1997-09-19,120.49145469539754
1997-09-22,120.23345044716109
1997-09-23,119.49697284247387
1997-09-24,119.99387195892822
1997-09-25,120.16984225104255
1997-09-26,119.97490399899623
1997-09-29,120.02149050999569
1997-09-30,119.84653039799487
1997-10-01,119.74369432771357
1997-10-02,120.741146493244
1997-10-03,120.08186474671754
1997-10-06,120.01091758620863
1997-10-07,120.12031423680295
1997-10-08,120.47377524070508
1997-10-09,120.37349856420047
1997-10-10,120.62079476756837
1997-10-13,120.6410184782955
1997-10-14,120.27709154873797
1997-10-15,120.03052433224931
1997-10-16,120.42424353519074
1997-10-17,120.69313144387945
1997-10-20,121.75369266188171
1997-10-21,120.71373217863204
1997-10-22,119.94629091269225
1997-10-23,117.20910869836904
1997-10-24,115.96409121407953
1997-10-27,112.5317015611884
1997-10-28,113.55880739555504
1997-10-29,112.88193022646301
1997-10-30,112.01543331889312
1997-10-31,111.13538978055342
1997-11-03,111.75852373344314
1997-11-04,111.04440934927557
1997-11-05,110.76644909884038
1997-11-06,109.86202204096494
1997-11-07,107.4740415117049
1997-11-10,105.34349550295555
1997-11-11,104.57915580529682
1997-11-12,99.90579255039836
1997-11-13,97.57452672086353
1997-11-14,97.97764462143381
1997-11-17,99.02573488096982
1997-11-18,97.41723400771858
1997-11-19,96.90733260837484
1997-11-20,97.3296904269139
1997-11-21,98.06543781858936
1997-11-24,94.96895997245744
1997-11-25,94.65665714304457
1997-11-26,95.24569541576557
1997-11-27,96.44483606647073
1997-11-28,95.54742061729254
1997-12-01,93.99139218184857
1997-12-02,93.8723019408332
1997-12-03,94.1286752520839
1997-12-04,94.86872891430765
1997-12-05,94.97985285056062
1997-12-08,96.15255039021595
1997-12-09,94.83591255268323
1997-12-10,93.12739101030566
1997-12-11,91.07025790250998
1997-12-12,91.29111506098319
1997-12-15,91.32050426907068
1997-12-16,91.81968280507911
1997-12-17,92.14590343199407
1997-12-18,92.21964179793054
1997-12-19,91.95702523443917
1997-12-22,91.86267214257904
1997-12-23,92.19136257688783
1997-12-24,91.85600082868262
1997-12-25,91.87728015648398
1997-12-26,92.44415885342872
1997-12-29,93.53656989690643
1997-12-30,93.7146684187871
1997-12-31,94.38250627362441
1998-01-01,94.37888855322963
1998-01-02,96.94687042709691
1998-01-05,98.62928759574433
1998-01-06,97.40755517327464
1998-01-07,95.95440073929655
1998-01-08,92.70741153743258
1998-01-09,90.3060715477878
1998-01-12,87.34482448874556
1998-01-13,88.11029489006057
1998-01-14,88.08059037287083
1998-01-15,87.38261290560041
1998-01-16,87.40775623093782
1998-01-19,89.29428279858571
1998-01-20,88.53416341978743
1998-01-21,88.32105771270037
1998-01-22,87.67535256975114
1998-01-23,86.45704460920517
1998-01-26,85.96403076786625
1998-01-27,85.53901964550316
1998-01-28,84.80948220982573
1998-01-29,84.23489011613026
1998-01-30,84.11663239665067
1998-02-02,86.72917451836004
1998-02-03,86.8151282312218
1998-02-04,86.20728043146264
1998-02-05,86.25922420071257
1998-02-06,86.9401022476311
1998-02-09,87.8257331709776
