Date,EM EASTERN EUROPE ex RUSSIA SMALL VALUE
2007-05-31,1000.0
2007-06-01,999.6398045976972
2007-06-04,988.98497387174
2007-06-05,989.8613082051422
2007-06-06,974.3594606084191
2007-06-07,971.4965330236123
2007-06-08,954.8455339818091
2007-06-11,966.9686267151487
2007-06-12,965.322190521001
2007-06-13,960.2525605968425
2007-06-14,974.5257459293464
2007-06-15,991.2344891466629
2007-06-18,995.9803291853781
2007-06-19,1023.1432185540984
2007-06-20,1027.8761710739516
2007-06-21,1024.877043972349
2007-06-22,1039.145554209936
2007-06-25,1051.0568587662012
2007-06-26,1072.0032759629328
2007-06-27,1066.6184015051167
2007-06-28,1081.56219236673
2007-06-29,1083.2195854212398
2007-07-02,1089.1289238115414
2007-07-03,1096.3224782918342
2007-07-04,1103.2217869712754
2007-07-05,1096.9417150832517
2007-07-06,1097.164337459635
2007-07-09,1096.058651680085
2007-07-10,1079.0920895019956
2007-07-11,1073.3193403322675
2007-07-12,1074.1244765247143
2007-07-13,1079.133423389203
2007-07-16,1040.1974616293892
2007-07-17,1049.7221164674081
2007-07-18,1049.0076692859259
2007-07-19,1062.9202265939534
2007-07-20,1049.4887429582925
2007-07-23,1051.544148079145
2007-07-24,1035.0499875365927
2007-07-25,1015.8915339854959
2007-07-26,994.4165837638432
2007-07-27,982.4409343608114
2007-07-30,989.2431854045692
2007-07-31,1003.9739483826395
2007-08-01,974.620865523264
2007-08-02,987.8480961991451
2007-08-03,975.736950302281
2007-08-06,961.3592973310581
2007-08-07,971.2674069170848
2007-08-08,981.3361242698768
2007-08-09,953.0789667909357
2007-08-10,932.6451986070578
2007-08-13,946.4038089759654
2007-08-14,920.9096123846897
2007-08-15,909.5441481682777
2007-08-16,847.4309486710675
2007-08-17,870.128563022133
2007-08-20,856.649222807469
2007-08-21,835.9604941945892
2007-08-22,875.3355672542983
2007-08-23,886.7169500551457
2007-08-24,900.6675190112875
2007-08-27,916.4103580986715
2007-08-28,912.3169669812571
2007-08-29,914.7479055607699
2007-08-30,906.652189270799
2007-08-31,921.9250132642618
2007-09-03,926.132091334626
2007-09-04,921.7367543214682
2007-09-05,920.5110209192076
2007-09-06,918.5240952932979
2007-09-07,911.4101622128019
2007-09-10,902.7113109510483
2007-09-11,917.1749786356074
2007-09-12,921.8230635718841
2007-09-13,938.3811744875906
2007-09-14,927.2952752218724
2007-09-17,919.5089727837193
2007-09-18,924.3882225964903
