Date,ANDEAN SMALL VALUE
2002-05-31,1000.0
2002-06-03,999.0641791302023
2002-06-04,1000.8181312911267
2002-06-05,992.69504060638
2002-06-06,991.0680331563592
2002-06-07,984.7469120458677
2002-06-10,991.185960339847
2002-06-11,986.8161083234583
2002-06-12,977.5650586316316
2002-06-13,976.8927415941523
2002-06-14,977.8702648320206
2002-06-17,987.351573941406
2002-06-18,985.2787748351578
2002-06-19,969.0486899836338
2002-06-20,952.2945675518932
2002-06-21,934.1056797436227
2002-06-24,926.4276217545547
2002-06-25,934.0113218173448
2002-06-26,914.3291917743546
2002-06-27,919.7105491997844
2002-06-28,927.2362542179145
2002-07-01,921.5716692867808
2002-07-02,908.5962813718137
2002-07-03,902.8886331727463
2002-07-04,911.0819808648133
2002-07-05,911.052209415931
2002-07-08,908.1626643669775
2002-07-09,899.6235515494789
2002-07-10,896.6684254124118
2002-07-11,896.594745554568
2002-07-12,901.2744901579039
2002-07-15,892.079921450243
2002-07-16,890.1521437819421
2002-07-17,886.8636089918413
2002-07-18,890.7707973894544
2002-07-19,892.7705936063961
2002-07-22,885.5083657076228
2002-07-23,879.1606706112817
2002-07-24,876.3650228825226
2002-07-25,878.0390403496363
2002-07-26,876.6370152522035
2002-07-29,887.607630615524
2002-07-30,883.6948871784814
2002-07-31,880.3060807704182
2002-08-01,882.323274096789
2002-08-02,896.976598931228
2002-08-05,892.107531178445
2002-08-06,893.1612538097316
2002-08-07,901.060455060968
2002-08-08,918.5330412376421
2002-08-09,918.515983084955
2002-08-12,911.2043732778368
2002-08-13,905.2776728417364
2002-08-14,907.6266061445555
2002-08-15,908.7373416381745
2002-08-16,905.9484888180822
2002-08-19,913.1995307253457
2002-08-20,910.4875892317646
2002-08-21,900.9431037094615
2002-08-22,898.5316998133054
2002-08-23,895.9818185439747
2002-08-26,897.8142045930309
2002-08-27,897.3965763076855
2002-08-28,891.4455191038893
2002-08-29,889.9599836198174
2002-08-30,895.9581290212697
2002-09-02,894.2807428102616
2002-09-03,884.9974837802753
2002-09-04,885.57714065595
2002-09-05,885.7916658893375
2002-09-06,881.9843115930016
2002-09-09,886.4432413859957
2002-09-10,888.754835962078
2002-09-11,892.4446228769128
2002-09-12,891.8353562486644
2002-09-13,893.8413895824957
2002-09-16,891.1865883391675
2002-09-17,883.8149418992354
2002-09-18,884.485148802314
2002-09-19,886.4492831224226
2002-09-20,875.3522700809817
2002-09-23,862.9579395701755
2002-09-24,862.1059283369258
2002-09-25,864.7209264321285
2002-09-26,862.6698668425321
2002-09-27,858.2529231161947
2002-09-30,854.4805086599827
2002-10-01,858.9007642262515
