Date,EM EMEA SMALL VALUE
1999-05-31,125.62862198669386
1999-06-01,126.81329218600861
1999-06-02,125.61100335750272
1999-06-03,125.96150846711635
1999-06-04,128.09785995501545
1999-06-07,130.25833036089972
1999-06-08,130.7379008012587
1999-06-09,130.6384071565768
1999-06-10,131.8862722250483
1999-06-11,133.6652739966137
1999-06-14,133.800561704979
1999-06-15,133.37253736883125
1999-06-16,133.00040787094537
1999-06-17,134.13646841382206
1999-06-18,135.7907939889496
1999-06-21,137.05001322682088
1999-06-22,136.8182287065453
1999-06-23,134.32929498299492
1999-06-24,133.58122188735112
1999-06-25,132.5243750325677
1999-06-28,131.16106728434877
1999-06-29,131.24848398535417
1999-06-30,132.38837162698874
1999-07-01,133.74783665124679
1999-07-02,133.60030651592382
1999-07-05,135.4167030853689
1999-07-06,135.30108306884185
1999-07-07,134.35334022760216
1999-07-08,134.74074496141122
1999-07-09,134.62689065400588
1999-07-12,135.32207500497898
1999-07-13,133.5524461792891
1999-07-14,134.84680374658637
1999-07-15,135.83722261650286
1999-07-16,136.04086813167834
1999-07-19,136.04207293185507
1999-07-20,136.50427560807734
1999-07-21,135.43947818741765
1999-07-22,135.8435593617724
1999-07-23,135.89624676475316
1999-07-26,135.43884694955818
1999-07-27,134.9679465149304
1999-07-28,134.81954658215975
1999-07-29,134.438395953213
1999-07-30,135.29279169314162
1999-08-02,133.9519712666193
1999-08-03,134.11016265157798
1999-08-04,134.6553233576274
1999-08-05,133.4576823049421
1999-08-06,132.8029600448707
1999-08-09,132.7714576917908
1999-08-10,132.10086075682082
1999-08-11,132.74439132503576
1999-08-12,133.80654049842434
1999-08-13,133.7727301481607
1999-08-16,134.46299544428146
1999-08-17,134.30760566618932
1999-08-18,135.34014088265155
1999-08-19,135.5457117328469
1999-08-20,135.13256127167278
1999-08-23,137.41481266796126
1999-08-24,136.80793605695672
1999-08-25,136.5259665508752
1999-08-26,134.63361634145622
1999-08-27,135.13662648362111
1999-08-30,135.2370046700972
1999-08-31,134.27637534204757
1999-09-01,135.44064715519718
1999-09-02,134.85094539299803
1999-09-03,135.96918528571638
1999-09-06,136.961897502377
1999-09-07,135.40596095264817
1999-09-08,134.9935638145716
1999-09-09,135.5932667170143
1999-09-10,135.23001853846174
1999-09-13,133.89837961332537
1999-09-14,133.82588571201777
1999-09-15,132.04133725226066
1999-09-16,130.85427161199175
1999-09-17,131.35758863974803
1999-09-20,131.8659750798181
1999-09-21,132.03868108330408
1999-09-22,131.43754778785848
1999-09-23,132.32580067690003
1999-09-24,131.9114646793928
1999-09-27,132.67321703793687
1999-09-28,135.09798254113664
1999-09-29,134.7684901981261
1999-09-30,134.81289051114376
1999-10-01,134.9797678272244
1999-10-04,135.38487051172322
1999-10-05,136.8984829631677
1999-10-06,136.08818777584673
1999-10-07,136.2243460996059
1999-10-08,135.66125916787155
1999-10-11,135.9935840219742
1999-10-12,136.68991405933056
1999-10-13,135.71199810831243
1999-10-14,136.242440796611
1999-10-15,134.7473358211637
1999-10-18,133.45873866038974
1999-10-19,133.38133939980858
1999-10-20,134.5207742799506
1999-10-21,133.19383901558336
1999-10-22,133.85084811983907
1999-10-25,134.33740629781215
1999-10-26,133.56363016944198
1999-10-27,133.0911253914747
1999-10-28,133.69247200037978
1999-10-29,134.8310013107535
1999-11-01,133.49132343475605
1999-11-02,133.4429683748722
1999-11-03,133.44365184885166
1999-11-04,134.57074794123582
1999-11-05,134.46661922248558
1999-11-08,134.6348345726343
1999-11-09,135.8110513227249
1999-11-10,136.36849061541636
1999-11-11,137.6418892847609
1999-11-12,137.84727211956167
1999-11-15,138.7571820929141
1999-11-16,138.96571625077829
1999-11-17,140.4705468692603
1999-11-18,140.71849263085582
1999-11-19,141.8032656967399
1999-11-22,143.4406984602766
1999-11-23,144.36198775101974
1999-11-24,143.82893631505206
1999-11-25,144.68595305136336
1999-11-26,142.9344045569925
1999-11-29,141.5112675657305
1999-11-30,142.22802263283359
1999-12-01,145.044114544217
1999-12-02,147.4578870196346
1999-12-03,147.20050787633318
1999-12-06,149.8784711373316
1999-12-07,150.1929497958208
1999-12-08,149.7727473906386
1999-12-09,150.75722267747327
1999-12-10,152.05380209036744
1999-12-13,155.56797596054972
1999-12-14,155.1021080921234
1999-12-15,158.00178102922592
1999-12-16,160.90743107608793
1999-12-17,163.38038368689925
1999-12-20,168.760832410913
1999-12-21,172.69021759052393
1999-12-22,174.30101778659656
1999-12-23,175.86046627782585
1999-12-24,179.0581179909944
1999-12-27,181.81998920024074
1999-12-28,178.47617372845338
1999-12-29,178.53721314480694
1999-12-30,178.77102057015804
1999-12-31,179.36884653932526
2000-01-03,180.87696335224558
2000-01-04,187.52331174672568
2000-01-05,188.8470478987456
2000-01-06,192.59382112230648
2000-01-07,194.64329196752703
2000-01-10,197.52592993369697
2000-01-11,198.11239393022586
2000-01-12,202.72844672476833
2000-01-13,209.8203782739954
2000-01-14,216.94937640335772
2000-01-17,215.2113361937637
2000-01-18,217.5070151925011
2000-01-19,210.87933995492767
2000-01-20,211.70165741244045
2000-01-21,209.7223440783694
2000-01-24,209.96771723405058
2000-01-25,206.30681227011738
2000-01-26,208.33035123988236
2000-01-27,208.60413025213794
2000-01-28,204.7420568094543
2000-01-31,198.30181345940977
2000-02-01,198.6878742529498
2000-02-02,196.79176726227922
2000-02-03,199.1825844050854
2000-02-04,203.59973676578412
2000-02-07,201.58590952398
2000-02-08,201.20019826194303
2000-02-09,199.3429133869351
2000-02-10,199.40747559542766
2000-02-11,197.4639666791861
2000-02-14,195.65963363393962
2000-02-15,196.9537041969545
2000-02-16,195.87597070359388
2000-02-17,194.3559163029275
2000-02-18,193.61283619283444
2000-02-21,187.736423319387
2000-02-22,185.45402991145775
2000-02-23,183.09677102076603
2000-02-24,185.99851123883766
2000-02-25,186.54216034144403
2000-02-28,180.6649896602833
2000-02-29,183.5039220744968
2000-03-01,187.9036580301275
2000-03-02,186.66159262419174
2000-03-03,184.5809780604146
2000-03-06,184.5034156590578
2000-03-07,186.24525360355278
2000-03-08,185.7910452257133
2000-03-09,192.63162917905
2000-03-10,193.71087898736008
2000-03-13,189.92527991368016
2000-03-14,191.3309026226869
2000-03-15,190.50082183446858
2000-03-16,190.91135695890017
2000-03-17,190.71438235705367
2000-03-20,191.85672170037543
2000-03-21,191.3469994320451
