Date,EM ASIA SMALL VALUE
1994-05-31,845.2957961306008
1994-06-30,848.884041621241
1994-07-29,861.1135352742757
1994-08-31,888.2106538065457
1994-09-30,866.6766055144451
1994-10-31,868.8447817799469
1994-11-30,816.6883386056892
1994-12-30,803.3527557909794
1995-01-31,729.4585423664547
1995-02-28,703.9760876587727
1995-03-31,677.8320004681656
1995-04-28,635.0983218850926
1995-05-31,677.0407898019056
1995-06-30,665.9660883370087
1995-07-31,682.8572805778354
1995-08-31,644.8859196690943
1995-09-29,631.9805306705434
1995-10-31,604.524667763541
1995-11-30,557.9844912482276
1995-12-29,565.4408092119305
1996-01-31,559.8511813605251
1996-02-29,574.5133120112798
1996-03-29,560.8447814676475
1996-04-30,584.6213909298968
1996-05-31,583.3717785068259
1996-06-28,565.2573564118336
1996-07-31,522.5370219102359
1996-08-30,510.6315755930695
1996-09-30,502.8143134615725
1996-10-31,486.2444519603164
1996-11-29,475.01655430265095
1996-12-31,472.89694219359814
1997-01-01,472.77043941007963
1997-01-02,477.52910942615836
1997-01-03,477.7742085789741
1997-01-06,474.0996925238485
1997-01-07,472.8223799937436
1997-01-08,473.803641560104
1997-01-09,479.15634342907595
1997-01-10,483.89541959137523
1997-01-13,490.0307423743051
1997-01-14,493.2346433980952
1997-01-15,502.6396382888005
1997-01-16,503.52291269062454
1997-01-17,498.33620693802175
1997-01-20,506.56463648599913
1997-01-21,499.1756690580227
1997-01-22,500.13905965761705
1997-01-23,495.75427602507955
1997-01-24,494.85443862871585
1997-01-27,494.2486439517075
1997-01-28,493.6387393768754
1997-01-29,490.10311105648657
1997-01-30,490.3724353395026
1997-01-31,488.45076936770545
1997-02-03,486.0977875404887
1997-02-04,487.18853340991274
1997-02-05,487.41333579374924
1997-02-06,488.4860579967679
1997-02-07,488.7163583020328
1997-02-10,491.7515308758009
1997-02-11,494.80044217354794
1997-02-12,496.51280291855835
1997-02-13,495.43195846278365
1997-02-14,492.1883779752117
1997-02-17,496.90569763124677
1997-02-18,495.2075046917866
1997-02-19,500.02111844549125
1997-02-20,502.4970191217164
1997-02-21,501.09475002981065
1997-02-24,498.80572243254005
1997-02-25,500.6102681198246
1997-02-26,499.9493285432597
1997-02-27,501.49267032827436
1997-02-28,505.3559987379528
1997-03-03,510.01882142651795
1997-03-04,511.4378965146897
1997-03-05,511.7060941012221
1997-03-06,511.29703469630056
1997-03-07,516.6700785663429
1997-03-10,512.6083869097631
1997-03-11,512.4776961249603
1997-03-12,514.8020188071447
1997-03-13,511.7285386884653
1997-03-14,507.3939531119556
1997-03-17,513.0608386398513
1997-03-18,514.3199647294126
1997-03-19,509.6433067579908
1997-03-20,511.1111488907335
1997-03-21,502.091283615797
1997-03-24,490.7052743661988
1997-03-25,492.78699101675545
1997-03-26,500.98961974716616
1997-03-27,503.041535554204
1997-03-28,503.7502995581455
1997-03-31,500.2429837339596
1997-04-01,501.7326084605259
1997-04-02,506.96917269740004
1997-04-03,508.3746908200184
1997-04-04,508.7211049797818
1997-04-07,509.3334583213088
1997-04-08,507.0238348278733
1997-04-09,514.1978789525159
1997-04-10,510.08202629380725
1997-04-11,511.78879865342714
1997-04-14,514.5073271669512
1997-04-15,514.1534381931543
1997-04-16,515.2971455502048
1997-04-17,512.9132955154133
1997-04-18,509.5495108363882
1997-04-21,512.5030768670474
1997-04-22,511.04008018480977
1997-04-23,514.032075696605
1997-04-24,512.569986355672
1997-04-25,514.1297854740264
1997-04-28,512.0287466017803
1997-04-29,508.2669663163948
1997-04-30,508.4094351644518
1997-05-01,508.8533761133799
1997-05-02,501.20651688882117
1997-05-05,502.4023173084807
1997-05-06,502.4191915238902
1997-05-07,500.71930888808623
1997-05-08,498.95195852128404
1997-05-09,495.7402987034538
1997-05-12,482.9794774664781
1997-05-13,482.3393199527976
1997-05-14,485.34155971976816
1997-05-15,484.06650708562523
1997-05-16,482.63956590288086
1997-05-19,489.7663862295194
1997-05-20,490.00419043322995
1997-05-21,490.06151372388473
1997-05-22,487.92829662468824
1997-05-23,487.8598403493823
1997-05-26,484.0865822922196
1997-05-27,481.9757346595406
1997-05-28,480.1008362079112
1997-05-29,477.7988175103094
1997-05-30,478.8823335089923
1997-06-02,486.81819253489124
1997-06-03,486.52008481706713
1997-06-04,485.0263211109809
1997-06-05,486.1747578061445
1997-06-06,486.5288426854878
1997-06-09,488.19743926294075
1997-06-10,488.1981776292383
1997-06-11,486.6289629030757
1997-06-12,488.0057820657593
1997-06-13,488.5489008794148
1997-06-16,491.3755860849677
1997-06-17,490.5757493013959
1997-06-18,485.7918702496089
1997-06-19,483.42629210280717
1997-06-20,484.51941586693414
1997-06-23,484.1463360882963
1997-06-24,482.005730522353
1997-06-25,480.3826532729939
1997-06-26,477.5692352011812
1997-06-27,476.35790180670324
1997-06-30,482.6761405521428
1997-07-01,484.45857906857844
1997-07-02,488.51097361608885
1997-07-03,491.3380861142442
1997-07-04,492.93746147240194
1997-07-07,492.7065475767937
1997-07-08,492.30155378954055
1997-07-09,496.69524129965373
1997-07-10,498.7104198529626
1997-07-11,496.5683017233235
1997-07-14,493.57253947762206
1997-07-15,489.63580515121237
1997-07-16,484.31534965326574
1997-07-17,486.052264353926
1997-07-18,484.8020121980241
1997-07-21,485.50545262208607
1997-07-22,483.1286756431647
1997-07-23,480.4321367902716
1997-07-24,483.379110057677
1997-07-25,482.1324193253695
1997-07-28,486.5555686550525
1997-07-29,487.6988194255689
1997-07-30,489.69358305989925
1997-07-31,491.3880562348826
1997-08-01,489.97299734022863
1997-08-04,494.48445958680793
1997-08-05,495.5278929164745
1997-08-06,493.27780793221274
1997-08-07,491.89243770919626
1997-08-08,492.1368382291805
1997-08-11,496.32090565783375
1997-08-12,492.5765761330953
1997-08-13,486.3208496166491
1997-08-14,481.18614143538633
