Date,EM EUROPE & MIDDLE EAST SMALL VALUE
2007-05-31,1000.0
2007-06-01,1001.4139420479702
2007-06-04,1000.5064850495546
2007-06-05,1001.379807704054
2007-06-06,988.2625170858897
2007-06-07,976.1754776799047
2007-06-08,965.5882094136153
2007-06-11,970.5029686135758
2007-06-12,962.5302408449381
2007-06-13,961.4048225112844
2007-06-14,973.474658044115
2007-06-15,987.3719497910566
2007-06-18,992.2424703372652
2007-06-19,1000.0303457496123
2007-06-20,1002.8810388995433
2007-06-21,997.3928512838014
2007-06-22,1002.3853026392387
2007-06-25,1002.4015203121196
2007-06-26,1010.4062347947786
2007-06-27,1005.1178002788384
2007-06-28,1014.2657940842962
2007-06-29,1020.2500290907692
2007-07-02,1029.7900497588355
2007-07-03,1044.2532460374655
2007-07-04,1053.588905862858
2007-07-05,1046.3189979675833
2007-07-06,1049.803452738382
2007-07-09,1058.448465448679
2007-07-10,1048.3833457681687
2007-07-11,1043.5839652311606
2007-07-12,1052.6191335402368
2007-07-13,1057.0669121608826
2007-07-16,1040.3100510903228
2007-07-17,1040.488838047011
2007-07-18,1034.1945036198945
2007-07-19,1047.219071212598
2007-07-20,1040.2361888798823
2007-07-23,1049.0711120667377
2007-07-24,1047.432455625971
2007-07-25,1033.2016609893792
2007-07-26,1006.9316601523465
2007-07-27,991.6147385259688
2007-07-30,988.0697034736462
2007-07-31,1008.6968701982943
2007-08-01,979.6062137062917
2007-08-02,988.7404142672106
2007-08-03,985.4355617226446
2007-08-06,968.5454747690103
2007-08-07,979.4225162805684
2007-08-08,1000.4770961682431
2007-08-09,972.0388221977315
2007-08-10,961.517174551974
2007-08-13,973.7296918876712
2007-08-14,958.8287372203845
2007-08-15,935.9805865986132
2007-08-16,882.6794952041471
2007-08-17,899.347187541208
2007-08-20,903.7294756624167
2007-08-21,883.5475730436168
2007-08-22,910.5222468972706
2007-08-23,918.6625432664592
2007-08-24,919.891712085311
2007-08-27,935.9771671261614
2007-08-28,934.3967095884491
2007-08-29,936.1145478110033
2007-08-30,932.5653749649821
2007-08-31,945.6245389369662
2007-09-03,949.4891806392926
2007-09-04,948.1323543971205
2007-09-05,944.847683783027
2007-09-06,943.6179610888189
2007-09-07,939.4993638672261
2007-09-10,932.2281378792006
2007-09-11,945.8446537247191
2007-09-12,947.8595162060702
2007-09-13,958.5344538718831
2007-09-14,955.8871720362653
2007-09-17,953.5343347208457
2007-09-18,955.9719949743408
2007-09-19,983.3787951773922
2007-09-20,990.0620170234178
2007-09-21,997.0241883834371
2007-09-24,1005.9597682623748
2007-09-25,1002.3130713380234
2007-09-26,1010.9418388800932
2007-09-27,1018.7741995572378
2007-09-28,1016.0572207421824
2007-10-01,1022.3057088581758
2007-10-02,1024.753555995808
2007-10-03,1027.5679805115378
2007-10-04,1029.515332792944
2007-10-05,1039.1734040224287
2007-10-08,1044.4402983508357
2007-10-09,1053.3351927098774
2007-10-10,1053.232802320702
2007-10-11,1063.0375555106723
2007-10-12,1059.1664378337796
2007-10-15,1053.654496642453
2007-10-16,1045.2346687731401
2007-10-17,1061.6250249393083
2007-10-18,1058.8379224110593
2007-10-19,1054.2390998930232
2007-10-22,1035.3991699028752
2007-10-23,1053.6903244568787
2007-10-24,1044.3180924280487
2007-10-25,1058.790780460843
2007-10-26,1070.4594477817323
2007-10-29,1071.327778404416
2007-10-30,1067.1417312890496
2007-10-31,1073.6010300667788
2007-11-01,1066.0845252359793
2007-11-02,1061.6709326094326
2007-11-05,1053.102154544572
2007-11-06,1065.4636418205753
2007-11-07,1055.0267152993292
2007-11-08,1048.4807438467228
2007-11-09,1035.2007595373948
2007-11-12,1020.104486581541
2007-11-13,1027.6359441608622
2007-11-14,1037.6478341633724
2007-11-15,1016.2093900505743
2007-11-16,1007.029646100912
2007-11-19,1003.045371554861
2007-11-20,1007.7160745822807
2007-11-21,978.9780931304509
2007-11-22,989.093649196115
2007-11-23,991.1450589382033
2007-11-26,990.9824866712066
2007-11-27,977.5218161496067
2007-11-28,998.3028194707452
2007-11-29,1003.2484739708393
2007-11-30,1007.1728287534226
2007-12-03,1007.8754377153139
2007-12-04,1007.0384787350018
2007-12-05,1023.8026320915919
2007-12-06,1026.3510525447018
2007-12-07,1034.893708475584
2007-12-10,1040.9889789941615
2007-12-11,1034.9683802513118
2007-12-12,1040.8176089085896
2007-12-13,1024.2614930512168
2007-12-14,1011.5332984074297
2007-12-17,986.4755489990476
2007-12-18,995.8655342289696
2007-12-19,995.476729490406
2007-12-20,993.3910073572
2007-12-21,999.178399651831
2007-12-24,1008.8149817776127
2007-12-25,1011.3093928897132
2007-12-26,1014.0383769138533
2007-12-27,1022.4609655665091
2007-12-28,1029.5534054515615
2007-12-31,1027.3547746949566
2008-01-01,1028.9863686129138
2008-01-02,1028.246578619091
2008-01-03,1018.8143241493184
2008-01-04,1012.6347784330943
2008-01-07,998.9541073616066
2008-01-08,1005.7960395727853
2008-01-09,991.0273237633093
2008-01-10,983.1233378414264
2008-01-11,983.1995782579088
2008-01-14,986.5355696664421
2008-01-15,971.700185760704
2008-01-16,935.890659877189
2008-01-17,931.1298754517746
2008-01-18,925.726437054157
2008-01-21,877.9920324405075
2008-01-22,872.4430404700581
2008-01-23,860.6518505305734
2008-01-24,893.3921721707665
2008-01-25,900.650484294508
2008-01-28,898.6055191672727
2008-01-29,915.8679383161603
2008-01-30,917.6886546288632
2008-01-31,904.365305187019
2008-02-01,920.8963887896673
2008-02-04,934.3698199897764
2008-02-05,911.1792445834053
2008-02-06,901.6648426508606
2008-02-07,879.0701579856388
2008-02-08,880.9122036304918
2008-02-11,881.4584172883717
2008-02-12,901.8627212137302
2008-02-13,911.3868675527088
2008-02-14,916.4632675792416
2008-02-15,911.6580758514522
2008-02-18,916.9072249206655
2008-02-19,918.8110691470222
2008-02-20,904.3077293262425
2008-02-21,917.5824816915168
2008-02-22,914.7496882126463
2008-02-25,919.2796752384987
2008-02-26,919.5933021415998
2008-02-27,929.9247335649225
2008-02-28,927.9204317822786
2008-02-29,908.954263897676
2008-03-03,890.316728043572
2008-03-04,887.734798589179
2008-03-05,898.3908310779419
2008-03-06,889.2968322553398
2008-03-07,876.6356348175075
2008-03-10,865.9718905607039
2008-03-11,879.5893485970358
2008-03-12,897.5734325710936
2008-03-13,886.7716429918281
2008-03-14,887.4375419789368
2008-03-17,855.4336234100587
2008-03-18,865.3184901757298
2008-03-19,872.8857257298893
2008-03-20,863.8464160903342
2008-03-21,868.0646534304275
2008-03-24,874.3341121069715
2008-03-25,885.6041918122946
2008-03-26,885.4632197696557
2008-03-27,888.7418776827403
2008-03-28,882.6745339124109
2008-03-31,877.6966421993139
2008-04-01,884.9525872140318
2008-04-02,894.0298071125344
2008-04-03,887.3379539235932
2008-04-04,893.907523714767
2008-04-07,900.0293477286853
2008-04-08,902.8352246821744
2008-04-09,909.8092819523594
2008-04-10,910.6780279947071
2008-04-11,909.919307438826
2008-04-14,908.879161217166
2008-04-15,910.6250068043319
2008-04-16,915.7065214901991
2008-04-17,910.0633909517313
2008-04-18,913.1807996524656
2008-04-21,922.2085532949827
2008-04-22,916.1142560776276
2008-04-23,911.6530521316265
2008-04-24,909.4433213358857
2008-04-25,907.1542110489863
2008-04-28,910.4743790302363
2008-04-29,899.3674031099616
2008-04-30,906.1711546418861
2008-05-01,897.9581220779422
2008-05-02,903.7908512330285
2008-05-05,914.772016411864
2008-05-06,917.1300642805426
2008-05-07,917.7222541660319
2008-05-08,912.5760619122572
2008-05-09,910.4313481845205
2008-05-12,921.0694416046528
2008-05-13,926.3629602791323
2008-05-14,929.165117375818
2008-05-15,928.77561100411
2008-05-16,933.1619802361595
2008-05-19,930.9164254480742
2008-05-20,923.8287580275203
2008-05-21,926.0860057874326
2008-05-22,920.471960504746
2008-05-23,919.9575160812667
2008-05-26,917.5854781458614
2008-05-27,916.9369613350796
2008-05-28,916.9472057988102
2008-05-29,918.8873884483231
2008-05-30,924.4628973986631
2008-06-02,914.1095537924276
2008-06-03,917.2378538514777
2008-06-04,897.6081495790572
2008-06-05,900.4414721274758
2008-06-06,900.9167459142031
2008-06-09,899.1914809878933
2008-06-10,871.7606400290559
2008-06-11,862.5591947847264
2008-06-12,866.657283099912
2008-06-13,861.2542900025812
2008-06-16,869.5983290517883
2008-06-17,879.568929356721
2008-06-18,872.7370453729678
2008-06-19,875.1151942467894
2008-06-20,875.1541139519587
2008-06-23,857.2446336095059
2008-06-24,844.485640990215
2008-06-25,849.8738462350931
2008-06-26,841.714553826114
2008-06-27,837.8491867287253
2008-06-30,832.7511226082827
2008-07-01,817.4964042958088
2008-07-02,815.6831698242121
2008-07-03,801.1131650272978
2008-07-04,801.0243579888698
2008-07-07,806.4664609194938
2008-07-08,800.2222912982097
2008-07-09,812.38983929605
2008-07-10,797.5250535997725
2008-07-11,791.8075606939071
2008-07-14,796.7260700808637
2008-07-15,786.3006273408803
2008-07-16,784.1007446650494
2008-07-17,800.0015997184921
2008-07-18,800.068319978422
2008-07-21,813.1128481181477
2008-07-22,805.2127166871801
2008-07-23,811.7875706059891
2008-07-24,806.0390847864076
2008-07-25,801.7216965273711
2008-07-28,798.0729066614253
2008-07-29,801.4355069934907
2008-07-30,818.0725994630975
2008-07-31,826.3421632477643
2008-08-01,823.3262456131428
2008-08-04,816.9799595106422
2008-08-05,818.5992268499272
2008-08-06,808.7966876015687
2008-08-07,803.7100332508383
2008-08-08,787.9506076973406
2008-08-11,790.8691164376179
2008-08-12,789.2706160327821
2008-08-13,778.7937826748005
2008-08-14,787.5223144806548
2008-08-15,786.4694522187713
2008-08-18,787.2169898847444
2008-08-19,769.6344279974164
2008-08-20,770.1823248737218
2008-08-21,768.2421225853739
2008-08-22,773.9409745746218
2008-08-25,771.7380224558623
2008-08-26,754.1341363771844
2008-08-27,750.7294334429646
2008-08-28,752.2687579658395
2008-08-29,760.3028371115095
2008-09-01,749.16525886848
2008-09-02,764.1725473734422
2008-09-03,749.3252714013388
2008-09-04,740.0732569962395
2008-09-05,721.7221873899803
2008-09-08,727.5906394167889
2008-09-09,716.5156899357963
2008-09-10,703.155150002231
2008-09-11,682.1442379621805
2008-09-12,693.0027496660025
2008-09-15,661.0116047702161
2008-09-16,627.6908155339107
2008-09-17,613.8737650610863
2008-09-18,614.7512386069318
2008-09-19,646.4810582132933
2008-09-22,664.740476539437
2008-09-23,653.579882752925
2008-09-24,651.2200936301966
2008-09-25,668.8360192604762
2008-09-26,662.4776824084568
2008-09-29,640.6904053009027
2008-09-30,631.67073407185
2008-10-01,630.2071679113083
2008-10-02,605.9545688567537
