Date,EM LATIN AMERICA SMALL VALUE
1996-05-31,162.56974465631436
1996-06-28,162.49252542978311
1996-07-31,156.78692595468516
1996-08-30,153.86116107825495
1996-09-30,159.92119004713305
1996-10-31,152.8018593148663
1996-11-29,152.5412822186112
1996-12-31,150.0309915801064
1997-01-01,149.9655032558672
1997-01-02,149.14681314296803
1997-01-03,150.16945532573408
1997-01-06,150.5949416360932
1997-01-07,151.12055200182508
1997-01-08,152.2132306049874
1997-01-09,152.54619732162584
1997-01-10,152.70406896024897
1997-01-13,153.66151897190733
1997-01-14,155.74479527411432
1997-01-15,156.20837425222535
1997-01-16,157.25458191910465
1997-01-17,158.44636546476067
1997-01-20,158.90916506030786
1997-01-21,159.75669359081405
1997-01-22,159.54820937828163
1997-01-23,160.08201718925406
1997-01-24,159.64316946474983
1997-01-27,158.92093533187136
1997-01-28,160.06146083639788
1997-01-29,159.0755921254301
1997-01-30,160.30817383557329
1997-01-31,160.47999585523743
1997-02-03,160.76142210549955
1997-02-04,161.19924216381938
1997-02-05,161.88193741259244
1997-02-06,162.4723299753246
1997-02-07,163.2257360899659
1997-02-10,163.34973416647378
1997-02-11,163.25621640292553
1997-02-12,164.53730370730258
1997-02-13,165.2310093723162
1997-02-14,166.65060346856367
1997-02-17,167.55122403612663
1997-02-18,167.85221999156386
1997-02-19,168.78938502166326
1997-02-20,168.30416796288512
1997-02-21,169.2418050944982
1997-02-24,171.11732054231862
1997-02-25,172.39480198096945
1997-02-26,171.54941376860145
1997-02-27,169.5689509740646
1997-02-28,169.14634483733278
1997-03-03,168.48558603683426
1997-03-04,168.61230907913057
1997-03-05,168.01440824580055
1997-03-06,167.796870444353
1997-03-07,168.7069617758546
1997-03-10,170.25457669870366
1997-03-11,170.39254270095242
1997-03-12,168.95828452577405
1997-03-13,168.37655511314304
1997-03-14,168.81885853594503
1997-03-17,167.73227222866868
1997-03-18,167.6906378272572
1997-03-19,167.5216605005383
1997-03-20,168.05436627965543
1997-03-21,168.03056644235184
1997-03-24,168.08309654319666
1997-03-25,168.5316171528516
1997-03-26,168.65571036516803
1997-03-27,168.6949952964343
1997-03-28,168.68149360732028
1997-03-31,167.15161895018744
1997-04-01,166.85452880404856
1997-04-02,166.76948566872227
1997-04-03,167.04985574604487
1997-04-04,167.3356733183107
1997-04-07,167.74736872525614
1997-04-08,167.26782073757798
1997-04-09,167.1601322019089
1997-04-10,166.99020885937148
1997-04-11,165.9252171716591
1997-04-14,165.06005810666804
1997-04-15,165.7397679096917
1997-04-16,165.45553878398954
1997-04-17,165.0555839437163
1997-04-18,164.9581645091749
1997-04-21,164.56976889892215
1997-04-22,164.515815864535
1997-04-23,165.94492974527168
1997-04-24,166.18179453344712
1997-04-25,166.10791931782225
1997-04-28,166.0119796386413
1997-04-29,166.48900050567485
1997-04-30,166.79516081365264
1997-05-01,166.84250953661228
1997-05-02,168.08554181153374
1997-05-05,167.26158297453486
1997-05-06,167.42282129566217
1997-05-07,166.92704246008353
1997-05-08,168.73223361252593
1997-05-09,169.58768895978406
1997-05-12,170.1981641429491
1997-05-13,170.85210023190413
1997-05-14,170.36510628815228
1997-05-15,171.02411978122214
1997-05-16,171.95756264584992
1997-05-19,171.66336092269285
