Date,AC FAR EAST ex JAPAN EQUAL WEIGHTED
1999-08-04,1854.3357868499
1999-08-05,1798.369267077642
1999-08-06,1780.1448018321921
1999-08-09,1760.9795825980898
1999-08-10,1745.258545979462
1999-08-11,1698.5913508992378
1999-08-12,1756.6647353526846
1999-08-13,1766.8805114174852
1999-08-16,1790.7235157295036
1999-08-17,1759.6577986772859
1999-08-18,1783.8308622001325
1999-08-19,1795.7280928345856
1999-08-20,1811.5033687830148
1999-08-23,1854.6552312137076
1999-08-24,1864.2285589335906
1999-08-25,1897.1168242044382
1999-08-26,1888.165997046621
1999-08-27,1874.6392332389407
1999-08-30,1914.6329135973572
1999-08-31,1894.7579407109613
1999-09-01,1860.3526986450397
1999-09-02,1809.8989355651183
1999-09-03,1820.5547709193247
1999-09-06,1823.0457342143516
1999-09-07,1817.411116458854
1999-09-08,1786.3223440822758
1999-09-09,1814.8455505940371
1999-09-10,1865.5853677618907
1999-09-13,1902.6323920346415
1999-09-14,1876.8731820279945
1999-09-15,1856.2677373982046
1999-09-16,1832.5893524363426
1999-09-17,1830.3678395794652
1999-09-20,1828.6105300038641
1999-09-21,1826.4866923748152
1999-09-22,1792.474189821381
1999-09-23,1779.8014620758727
1999-09-24,1758.1003953766146
1999-09-27,1734.4733366840367
1999-09-28,1715.6438507092194
1999-09-29,1696.060049545415
1999-09-30,1680.3070256414571
1999-10-01,1701.8773236988952
1999-10-04,1707.8975035211572
1999-10-05,1719.5015675639886
1999-10-06,1735.6535457682735
1999-10-07,1754.1678951074866
1999-10-08,1766.480340393318
1999-10-11,1767.8135098132968
1999-10-12,1756.7732974266542
1999-10-13,1725.824204146249
1999-10-14,1728.991784358765
1999-10-15,1703.5728166055192
1999-10-18,1680.2915679186372
1999-10-19,1698.6620315181924
1999-10-20,1725.7772342924925
1999-10-21,1745.665178896108
1999-10-22,1767.3590025300653
1999-10-25,1757.647074605077
1999-10-26,1765.824383751248
1999-10-27,1764.6274540774605
1999-10-28,1779.8046793057285
1999-10-29,1805.2828474557507
1999-11-01,1829.4184815090498
1999-11-02,1830.3245694374614
1999-11-03,1827.4024932745158
1999-11-04,1845.6854159964482
1999-11-05,1852.303443972885
1999-11-08,1851.4290760583142
1999-11-09,1855.1708889444499
1999-11-10,1862.3477956771208
1999-11-11,1866.6405017629836
1999-11-12,1884.4286169428271
1999-11-15,1899.3356677775848
1999-11-16,1898.0431803092058
1999-11-17,1860.1444480139182
1999-11-18,1881.9604232420438
1999-11-19,1901.598927067986
1999-11-22,1901.6399532873972
1999-11-23,1890.8882595097177
1999-11-24,1879.3372901985838
1999-11-25,1856.2822361233282
1999-11-26,1844.3620898441138
1999-11-29,1851.101260709938
1999-11-30,1855.7658759675755
1999-12-01,1862.954838737808
1999-12-02,1885.3978628188163
1999-12-03,1898.0273294001174
1999-12-06,1860.9342035561524
1999-12-07,1845.8595574017452
1999-12-08,1840.972125402552
1999-12-09,1854.515483889762
1999-12-10,1884.284200815377
1999-12-13,1929.4038462155206
1999-12-14,1943.375184186125
1999-12-15,1932.2386918741129
1999-12-16,1886.7433103453436
1999-12-17,1898.2510184730038
1999-12-20,1910.9607989910755
1999-12-21,1896.232721736856
1999-12-22,1904.402868043819
1999-12-23,1894.3274613549672
1999-12-24,1903.065595431596
1999-12-27,1913.6554988529692
1999-12-28,1923.1081917359963
1999-12-29,1932.0567137552705
1999-12-30,1950.4780537509819
1999-12-31,1953.2354505407668
2000-01-03,1958.911136272605
2000-01-04,1979.845561076814
2000-01-05,1913.6060003436594
2000-01-06,1885.2280639484284
2000-01-07,1924.2366694376183
2000-01-10,1957.1456625455178
2000-01-11,1949.984829996187
2000-01-12,1962.9005118923815
2000-01-13,1965.8860942636413
2000-01-14,2008.7853212314853
2000-01-17,2045.6247316800657
2000-01-18,2033.6754317978643
2000-01-19,1993.8971801555174
2000-01-20,2017.8684648927074
2000-01-21,2020.5814073984693
2000-01-24,2042.9989670332038
2000-01-25,2019.0527528787015
2000-01-26,2024.7884528663396
2000-01-27,2075.9534887823484
2000-01-28,2091.317944568586
2000-01-31,2085.212230282111
2000-02-01,2091.0770146175673
2000-02-02,2108.3355447497956
2000-02-03,2103.2690742966847
2000-02-04,2128.382914520357
2000-02-07,2134.6563325662
2000-02-08,2118.81308324746
2000-02-09,2132.6832221183504
2000-02-10,2144.509601898895
2000-02-11,2152.357027731438
2000-02-14,2132.1677915282426
2000-02-15,2093.6527220762778
2000-02-16,2098.1846406198138
2000-02-17,2114.4076102087292
2000-02-18,2123.2718748777106
2000-02-21,2094.1622583335256
2000-02-22,2004.965148211107
2000-02-23,2030.8001826899563
2000-02-24,2032.9064650104185
2000-02-25,2057.014866676442
2000-02-28,2035.6973338243636
2000-02-29,2034.1134455032072
2000-03-01,2028.3834135593509
2000-03-02,2032.5291748534783
2000-03-03,2045.086030122641
2000-03-06,2069.2067549189032
2000-03-07,2072.7415294609254
2000-03-08,2077.4968078621805
2000-03-09,2055.253734266937
2000-03-10,2084.8380547782467
2000-03-13,2037.216561114635
2000-03-14,2037.822761457955
2000-03-15,1988.3939805952718
2000-03-16,1971.8226992039677
2000-03-17,2020.5477648149981
2000-03-20,1997.653133273343
2000-03-21,2002.2318616115601
2000-03-22,2049.086444375244
2000-03-23,2058.53298616372
2000-03-24,2063.2929017154343
2000-03-27,2092.6100489532996
2000-03-28,2108.23495816742
2000-03-29,2129.3609033124058
2000-03-30,2101.340212031848
2000-03-31,2095.562557286255
2000-04-03,2065.4891753739
2000-04-04,2053.8713042562904
2000-04-05,2017.411743332532
2000-04-06,2032.0812280414293
2000-04-07,2054.0790212060588
2000-04-10,2075.486175781262
2000-04-11,2051.996519375398
2000-04-12,2067.974236440598
2000-04-13,2061.2063691838935
2000-04-14,2057.76541044903
2000-04-17,1918.3568368463523
2000-04-18,1976.5816670465963
2000-04-19,1997.0942113096846
2000-04-20,1994.9322371229337
2000-04-21,2010.158311604801
2000-04-24,1990.8225804144945
2000-04-25,2016.7634560943943
2000-04-26,1993.4339295111092
2000-04-27,2001.058213103017
2000-04-28,2017.4901636215147
2000-05-01,2019.117312591431
2000-05-02,2013.6958093176354
2000-05-03,2039.534560201752
2000-05-04,2039.8229813382875
2000-05-05,2060.288979357657
2000-05-08,2040.5493763880347
2000-05-09,2008.369310361094
2000-05-10,1971.0419848048136
2000-05-11,1954.5113085313644
2000-05-12,1962.0568761869756
2000-05-15,1920.9040140885481
2000-05-16,1959.0567154341818
2000-05-17,1978.088502550625
2000-05-18,1944.3285598732532
2000-05-19,1944.4240967907722
2000-05-22,1853.3907448996936
2000-05-23,1812.9238837292946
2000-05-24,1804.469324683175
2000-05-25,1817.159068504831
2000-05-26,1736.9192280730958
2000-05-29,1751.9959786327943
2000-05-30,1749.3621914169346
2000-05-31,1792.883518039307
2000-06-01,1788.1164948932724
2000-06-02,1797.7964778899186
2000-06-05,1847.3909773932062
2000-06-06,1810.935024916867
2000-06-07,1820.6109852450581
2000-06-08,1818.2464579930577
2000-06-09,1834.7720256565774
2000-06-12,1830.5905676863495
2000-06-13,1785.1486297866584
2000-06-14,1797.3423131416673
2000-06-15,1786.5954578723645
2000-06-16,1772.2593349325584
2000-06-19,1751.9576073517374
2000-06-20,1774.1417486667249
2000-06-21,1797.4501993549477
2000-06-22,1808.0450140759733
2000-06-23,1813.9799417713953
2000-06-26,1812.4939245699336
2000-06-27,1803.5219953342958
2000-06-28,1811.2617260589568
2000-06-29,1771.681084667942
2000-06-30,1777.2253964994852
2000-07-03,1783.617725478426
2000-07-04,1775.4177272709098
2000-07-05,1777.33907472617
2000-07-06,1783.2719790122574
2000-07-07,1805.884948183835
2000-07-10,1818.3797083617699
2000-07-11,1821.8938208469929
2000-07-12,1842.5392305890703
2000-07-13,1855.5327396896862
2000-07-14,1844.9430495926802
2000-07-17,1855.128275569744
2000-07-18,1828.8885081459935
2000-07-19,1858.4902943113284
2000-07-20,1853.3775113297488
2000-07-21,1845.3118502304987
2000-07-24,1807.0186615762568
2000-07-25,1775.1702172319647
2000-07-26,1765.602514899662
2000-07-27,1759.8634223975641
2000-07-28,1767.058984412463
2000-07-31,1771.7151584925828
2000-08-01,1796.05903281686
2000-08-02,1834.1058870059717
2000-08-03,1864.1454468251204
2000-08-04,1856.423750464625
2000-08-07,1826.565233935112
2000-08-08,1842.1098890709868
2000-08-09,1863.5266204246382
2000-08-10,1850.3799540901084
2000-08-11,1866.2961007631045
2000-08-14,1872.7380836856569
2000-08-15,1856.9914586159337
2000-08-16,1880.1202473334074
2000-08-17,1880.7688680194303
2000-08-18,1882.0739346826174
2000-08-21,1884.239778736807
2000-08-22,1902.371544282775
2000-08-23,1882.4262312928297
2000-08-24,1842.4316028641067
2000-08-25,1835.3868187136723
2000-08-28,1840.1487544970528
2000-08-29,1838.7284690846047
2000-08-30,1828.4842880143128
2000-08-31,1829.5051520792397
2000-09-01,1797.184957719971
2000-09-04,1814.4042158201953
2000-09-05,1841.0586237568514
2000-09-06,1833.2861689599818
2000-09-07,1821.5572158950772
2000-09-08,1828.1237164188847
2000-09-11,1803.682378511086
2000-09-12,1784.8697820846603
2000-09-13,1779.5498602901912
2000-09-14,1763.5898331857638
2000-09-15,1749.0367134839228
2000-09-18,1670.669418232301
2000-09-19,1665.3002454319496
2000-09-20,1692.813832118049
2000-09-21,1668.2434373820568
2000-09-22,1563.8749258979037
2000-09-25,1619.0976119588154
2000-09-26,1609.1282644818962
2000-09-27,1613.1743006000706
2000-09-28,1604.1531989417608
2000-09-29,1610.88510522485
2000-10-02,1580.658609603049
2000-10-03,1601.0551555757424
2000-10-04,1598.0088771513686
2000-10-05,1615.3890285793607
2000-10-06,1630.0695572435445
2000-10-09,1593.6793362382846
2000-10-10,1589.491263187642
2000-10-11,1543.0693496673323
2000-10-12,1550.5835711938723
2000-10-13,1539.3807450911731
2000-10-16,1579.2531352981064
2000-10-17,1555.146173710029
2000-10-18,1539.4328861279732
2000-10-19,1540.2932814711353
2000-10-20,1585.4697990002062
2000-10-23,1585.3182831464853
2000-10-24,1593.3486039401078
2000-10-25,1609.216715879059
2000-10-26,1598.9015255183363
2000-10-27,1561.0267864544905
2000-10-30,1529.8981594672157
2000-10-31,1527.5455866617162
2000-11-01,1542.915519109174
2000-11-02,1548.9605751807921
2000-11-03,1565.839895126431
2000-11-06,1587.1379254407525
2000-11-07,1579.1128378713845
2000-11-08,1591.6658186820307
2000-11-09,1581.5825250482314
2000-11-10,1572.8397082118568
2000-11-13,1526.142200956006
2000-11-14,1551.2969690418724
2000-11-15,1546.9255908055543
2000-11-16,1541.9052390092866
2000-11-17,1536.6518939008486
2000-11-20,1517.3460256388707
2000-11-21,1518.873627642081
2000-11-22,1508.114184383068
2000-11-23,1495.2068001077635
2000-11-24,1520.2109244110086
2000-11-27,1519.5113872712293
2000-11-28,1493.61875720274
2000-11-29,1459.1670292093402
2000-11-30,1425.4045942699124
2000-12-01,1430.9092162906236
2000-12-04,1392.049685686526
2000-12-05,1412.967540788978
2000-12-06,1422.125904073124
2000-12-07,1410.8367773390485
2000-12-08,1424.633218162717
2000-12-11,1456.7480684312006
2000-12-12,1443.6571100373371
2000-12-13,1452.505664293615
2000-12-14,1421.440005509084
2000-12-15,1383.7175288883009
2000-12-18,1372.0689389975755
2000-12-19,1375.8102103284498
2000-12-20,1327.4135398004644
2000-12-21,1299.715540403851
2000-12-22,1282.3257628386511
2000-12-25,1282.344857305124
2000-12-26,1268.4564729443346
2000-12-27,1259.9766059901847
2000-12-28,1274.9712698075327
2000-12-29,1259.1947419393384
2001-01-01,1260.5098974499836
2001-01-02,1247.7164557985284
2001-01-03,1240.8251163655762
2001-01-04,1291.0813241208023
2001-01-05,1320.6451070005685
2001-01-08,1342.5855167359675
2001-01-09,1373.6924806066786
2001-01-10,1355.5253054835916
2001-01-11,1335.3411204191896
2001-01-12,1357.560776929577
2001-01-15,1383.3433162994695
2001-01-16,1392.3782847848488
2001-01-17,1400.1111554657616
2001-01-18,1389.2262988941663
2001-01-19,1436.9605377975406
2001-01-22,1480.4138830873967
2001-01-23,1479.0432272521932
2001-01-24,1510.2869354428444
2001-01-25,1524.894381890873
2001-01-26,1507.0762142680278
2001-01-29,1515.526770435358
2001-01-30,1498.9567054977567
2001-01-31,1529.281543804652
2001-02-01,1504.1385761810834
2001-02-02,1532.1201609058776
2001-02-05,1484.9450582275986
2001-02-06,1496.9813740945115
2001-02-07,1474.681471917106
2001-02-08,1505.261397231077
2001-02-09,1511.7200528936564
2001-02-12,1507.9740535893575
2001-02-13,1533.816613137129
2001-02-14,1531.1294226065374
2001-02-15,1572.2426352369241
2001-02-16,1552.366762389554
2001-02-19,1533.8031515125986
2001-02-20,1581.6396776783167
2001-02-21,1556.6413141125513
2001-02-22,1545.155533256212
2001-02-23,1562.7253194769467
2001-02-26,1562.8211641806304
2001-02-27,1541.7377122787857
2001-02-28,1524.1214223523718
2001-03-01,1477.7432435552437
2001-03-02,1447.8520844643558
2001-03-05,1462.411768177349
2001-03-06,1468.6645917530095
2001-03-07,1473.6717777087274
2001-03-08,1464.0332588315102
2001-03-09,1449.1165251043205
2001-03-12,1409.066804972771
2001-03-13,1400.8272986142765
2001-03-14,1414.3691144661998
2001-03-15,1420.0862969967236
2001-03-16,1423.255667368956
2001-03-19,1403.1809211184252
2001-03-20,1389.7754229767936
2001-03-21,1397.5728267583418
2001-03-22,1406.7543794814908
2001-03-23,1406.7058934008553
2001-03-26,1421.633347560605
2001-03-27,1401.0510783707496
2001-03-28,1405.8661659859588
2001-03-29,1406.1897718577782
2001-03-30,1402.7743487548885
2001-04-02,1387.3023360845839
2001-04-03,1356.0083484987515
2001-04-04,1299.761258316943
2001-04-05,1313.047712573738
2001-04-06,1318.8262784031704
2001-04-09,1294.2404710541791
2001-04-10,1316.3356307691472
2001-04-11,1345.757144637704
2001-04-12,1345.749697771902
2001-04-13,1353.9319253431338
2001-04-16,1353.5812631662614
2001-04-17,1344.7447505208909
2001-04-18,1389.4944111458276
2001-04-19,1381.1014910084757
2001-04-20,1349.325578173128
2001-04-23,1361.749240803873
2001-04-24,1367.721112202358
2001-04-25,1358.111087464365
2001-04-26,1348.092774528686
2001-04-27,1363.7312090335395
2001-04-30,1388.8712809012193
2001-05-01,1386.6290172644842
2001-05-02,1417.652901664212
2001-05-03,1417.412154440445
2001-05-04,1401.5653983686377
2001-05-07,1413.6321533339096
2001-05-08,1410.4962936110126
2001-05-09,1412.7649770100031
2001-05-10,1410.6143650793972
2001-05-11,1437.565610874504
2001-05-14,1431.5092761476149
2001-05-15,1424.86622890265
2001-05-16,1410.707799655519
2001-05-17,1437.4335669815946
2001-05-18,1440.1231726707247
2001-05-21,1446.3858322915619
2001-05-22,1471.0293048570247
2001-05-23,1512.9909547510213
2001-05-24,1532.417155091719
2001-05-25,1529.6719728135035
2001-05-28,1517.9508175185554
2001-05-29,1534.8430782383568
2001-05-30,1521.9340064763906
2001-05-31,1539.3762422484185
2001-06-01,1526.4994521340147
2001-06-04,1534.7246939170925
2001-06-05,1534.7704252654573
2001-06-06,1540.3033365259269
2001-06-07,1539.1866304872628
2001-06-08,1564.3054501914778
2001-06-11,1575.565278175135
2001-06-12,1559.4574137948136
2001-06-13,1558.864446147913
2001-06-14,1529.8537555134787
2001-06-15,1525.288926370757
2001-06-18,1511.5724663811645
2001-06-19,1511.5474266202596
2001-06-20,1515.368666735826
2001-06-21,1519.8927870200423
2001-06-22,1517.3403515715654
2001-06-25,1509.0551902089087
2001-06-26,1497.2934257554687
2001-06-27,1499.9238550041182
2001-06-28,1504.9390237481093
2001-06-29,1527.3266677854547
2001-07-02,1517.5406227557703
2001-07-03,1517.3425801908822
2001-07-04,1515.21158577454
2001-07-05,1533.4305273707073
2001-07-06,1513.02786225398
2001-07-09,1483.313340521582
2001-07-10,1468.8476635791778
2001-07-11,1433.2533059982952
2001-07-12,1465.4059305081375
2001-07-13,1457.1150192113555
2001-07-16,1444.9217792429201
2001-07-17,1446.790411544605
2001-07-18,1409.0958186347602
2001-07-19,1418.3736368706866
2001-07-20,1416.1170246978827
2001-07-23,1413.901445579628
2001-07-24,1406.5522639888334
2001-07-25,1405.5150236420538
2001-07-26,1424.2359292686217
2001-07-27,1444.3772438959688
2001-07-30,1444.5800700298814
2001-07-31,1449.1115578355777
2001-08-01,1456.2013984972905
2001-08-02,1463.0310947489315
2001-08-03,1460.998878233561
2001-08-06,1456.84430051025
2001-08-07,1463.4866685223415
2001-08-08,1476.5158391077632
2001-08-09,1434.351590261936
2001-08-10,1430.5535464550844
2001-08-13,1435.3070426197942
2001-08-14,1466.573172502076
2001-08-15,1439.5307236558515
2001-08-16,1443.5910270942315
2001-08-17,1434.63808850059
2001-08-20,1426.8551668096404
2001-08-21,1431.9968316091793
2001-08-22,1420.856950039795
2001-08-23,1431.994636279275
2001-08-24,1434.9986067375542
2001-08-27,1454.1293601593638
2001-08-28,1438.4432029169332
2001-08-29,1435.023879492609
2001-08-30,1435.8138217910366
2001-08-31,1428.443939242208
2001-09-03,1419.3704076955812
2001-09-04,1454.8817440294335
2001-09-05,1448.4612722569038
2001-09-06,1442.2989173241829
2001-09-07,1415.8918172821523
2001-09-10,1410.370210060391
2001-09-11,1386.0614773856166
2001-09-12,1327.7680463844663
2001-09-13,1296.9116676768904
2001-09-14,1224.8270571432154
2001-09-17,1161.7447502514328
2001-09-18,1174.131914325207
2001-09-19,1193.9737027847698
2001-09-20,1182.002149765573
2001-09-21,1167.0884793106964
2001-09-24,1176.6310550850997
2001-09-25,1156.2677551411252
2001-09-26,1162.7258715648566
2001-09-27,1173.0144858554343
2001-09-28,1200.5411188447013
2001-10-01,1186.278012457194
2001-10-02,1174.1142123643197
2001-10-03,1168.6310061864758
2001-10-04,1208.4021336070066
2001-10-05,1200.554932248028
2001-10-08,1171.0475296449465
2001-10-09,1203.7078400452522
2001-10-10,1205.3135234447902
2001-10-11,1240.2318400985841
2001-10-12,1231.8244765387842
2001-10-15,1227.9538977437644
2001-10-16,1233.8655987061366
2001-10-17,1248.1469492069077
2001-10-18,1243.148678829797
2001-10-19,1242.4353378463388
2001-10-22,1252.886281271029
2001-10-23,1270.0602493413335
2001-10-24,1272.6648828399302
2001-10-25,1265.8878435657437
2001-10-26,1277.4748341503835
2001-10-29,1253.005442311789
2001-10-30,1231.5163662117457
2001-10-31,1244.297494966025
2001-11-01,1239.5807194160548
2001-11-02,1247.6756218225887
2001-11-05,1269.287925830379
2001-11-06,1266.7822589061707
2001-11-07,1257.1185540816803
2001-11-08,1284.1489472916455
2001-11-09,1288.613424602831
2001-11-12,1302.3944346633834
2001-11-13,1318.1576023389632
2001-11-14,1334.9564628249054
2001-11-15,1361.8589324816276
2001-11-16,1357.6708755242812
2001-11-19,1386.5404214982805
2001-11-20,1375.5623237313387
2001-11-21,1395.0613999942434
2001-11-22,1395.6166327700014
2001-11-23,1431.5365865736894
2001-11-26,1454.2624726105084
2001-11-27,1443.5358435300184
2001-11-28,1399.190586848331
2001-11-29,1405.0085631187924
2001-11-30,1398.2826028099719
2001-12-03,1425.796397903725
2001-12-04,1439.381219098148
2001-12-05,1473.4745213285553
2001-12-06,1497.4444450436847
2001-12-07,1520.1517967586142
2001-12-10,1524.4235550122987
2001-12-11,1509.115640588388
2001-12-12,1523.8124086202256
2001-12-13,1495.1632506945018
2001-12-14,1488.3326209432162
2001-12-17,1473.576022825156
2001-12-18,1457.1697332933713
2001-12-19,1454.402319513389
2001-12-20,1472.5241736191228
2001-12-21,1459.6647391270035
2001-12-24,1481.7307115643084
2001-12-25,1497.0308722212499
2001-12-26,1500.6372004683437
2001-12-27,1484.8114819154555
2001-12-28,1512.604607963251
2001-12-31,1517.4000161600818
2002-01-01,1517.4000161600818
2002-01-02,1511.259379091302
2002-01-03,1528.2837349735964
2002-01-04,1567.2456342987916
2002-01-07,1602.95063747051
2002-01-08,1592.1760251920623
2002-01-09,1607.5428310404054
2002-01-10,1602.5975168540822
2002-01-11,1591.6351978086357
2002-01-14,1580.8477208582724
2002-01-15,1569.4369834785903
2002-01-16,1571.5138029209363
2002-01-17,1582.844831748607
2002-01-18,1578.8347181598754
2002-01-21,1603.4495486987182
2002-01-22,1599.996572581919
2002-01-23,1614.2993621607334
2002-01-24,1642.2194563337148
2002-01-25,1707.4416267872787
2002-01-28,1739.7773817834045
2002-01-29,1730.50650229157
2002-01-30,1711.9591960318894
2002-01-31,1735.2932626957095
2002-02-01,1723.5167945832784
2002-02-04,1699.2305585426168
2002-02-05,1697.2182031155053
2002-02-06,1708.889641555822
2002-02-07,1687.0568371891632
2002-02-08,1691.0098140885375
2002-02-11,1689.0065040388054
2002-02-12,1692.1550230837752
2002-02-13,1702.4079143468896
2002-02-14,1740.097670229783
2002-02-15,1743.31925321065
2002-02-18,1769.2715981631266
2002-02-19,1748.335180517145
2002-02-20,1741.0667402269837
2002-02-21,1733.9423130632424
2002-02-22,1701.2977110726888
2002-02-25,1691.732608057235
2002-02-26,1700.49812715352
2002-02-27,1748.581061036215
2002-02-28,1751.9953956470317
2002-03-01,1756.1688623807672
2002-03-04,1791.351809659639
2002-03-05,1802.2533466673358
2002-03-06,1808.5630790186135
2002-03-07,1804.4251422302348
2002-03-08,1817.430104743696
2002-03-11,1837.3892024504553
2002-03-12,1844.5853913807853
2002-03-13,1839.5458242662833
2002-03-14,1827.082288323388
2002-03-15,1819.7541499721228
2002-03-18,1834.2047103857076
2002-03-19,1836.2436720194776
2002-03-20,1840.4534992410513
2002-03-21,1846.3749193021697
2002-03-22,1871.14994907244
2002-03-25,1868.8780377253245
2002-03-26,1868.4520729868862
2002-03-27,1883.1864345168942
2002-03-28,1886.3381519038735
2002-03-29,1877.25203983332
2002-04-01,1846.7389219522915
2002-04-02,1854.1208900272786
2002-04-03,1866.6399627143658
2002-04-04,1873.4095171919648
2002-04-05,1892.4382410944672
2002-04-08,1910.4974225749297
2002-04-09,1887.8407453016418
2002-04-10,1868.2585800694994
2002-04-11,1870.236075940058
2002-04-12,1891.4900615227725
2002-04-15,1910.560165186407
2002-04-16,1919.5492740745437
2002-04-17,1950.7797149999471
2002-04-18,1945.4185387466266
2002-04-19,1955.334233545766
2002-04-22,1960.7220741012873
2002-04-23,1942.1725428235225
2002-04-24,1928.7201347021287
2002-04-25,1891.3979501556144
2002-04-26,1892.2512445432899
2002-04-29,1855.9498878657782
2002-04-30,1848.9569804928076
2002-05-01,1838.4383399355424
2002-05-02,1856.4180731166496
2002-05-03,1849.279141654574
2002-05-06,1814.5379574551323
2002-05-07,1819.297209346757
2002-05-08,1845.0288752896206
2002-05-09,1844.9182826249807
2002-05-10,1831.006549259062
2002-05-13,1828.4873786419264
2002-05-14,1847.6464638338311
2002-05-15,1862.6612810955285
2002-05-16,1852.678172600167
2002-05-17,1846.5395204200142
2002-05-20,1824.190435091551
2002-05-21,1798.205408936883
2002-05-22,1789.3901142374218
2002-05-23,1787.1198383641863
