Date,ACWI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0000578506207
1999-01-04,1006.2102863045694
1999-01-05,1014.931659391053
1999-01-06,1038.5759456382705
1999-01-07,1046.3200799228935
1999-01-08,1056.1044780629684
1999-01-11,1059.0141089037497
1999-01-12,1042.2793143069496
1999-01-13,1000.7082379356597
1999-01-14,991.6737859586381
1999-01-15,1010.5624374430495
1999-01-18,1017.3011378872304
1999-01-19,1013.906861558197
1999-01-20,1019.6491387682504
1999-01-21,1010.6159837013629
1999-01-22,993.7063671023299
1999-01-25,988.339157735428
1999-01-26,993.2606622506333
1999-01-27,1002.651051753949
1999-01-28,1008.3091755229823
1999-01-29,1018.3003952255339
1999-02-01,1029.0921326049095
1999-02-02,1025.9834917748112
1999-02-03,1023.867510059353
1999-02-04,1024.7205287729835
1999-02-05,1020.7947889647928
1999-02-08,1023.0932605713956
1999-02-09,1007.3450089868527
1999-02-10,1004.8747798734861
1999-02-11,1014.7281681701133
1999-02-12,1020.2922199913944
1999-02-15,1024.4535632309314
1999-02-16,1028.3526356427167
1999-02-17,1017.8752030495208
1999-02-18,1017.4435727031537
1999-02-19,1024.460143537173
1999-02-22,1036.043861367245
1999-02-23,1037.7983404425822
1999-02-24,1037.593099172173
1999-02-25,1029.4467875412424
1999-02-26,1038.9728353377582
1999-03-01,1041.710728833684
1999-03-02,1037.4735695811014
1999-03-03,1040.7322093222251
1999-03-04,1047.6102956899658
1999-03-05,1063.6663998591935
1999-03-08,1068.280419892491
1999-03-09,1072.6580975347758
1999-03-10,1076.3063613083125
1999-03-11,1092.544266029131
1999-03-12,1089.476023408481
1999-03-15,1098.6841422418397
1999-03-16,1107.548168878249
1999-03-17,1102.211856859311
1999-03-18,1103.0077664332282
1999-03-19,1121.4327431335355
1999-03-22,1122.8481464427705
1999-03-23,1116.1968463030514
1999-03-24,1106.2565935507141
1999-03-25,1124.0396529460934
1999-03-26,1132.7412795248501
1999-03-29,1139.3745742688063
1999-03-30,1134.2178438184017
1999-03-31,1137.5185306550334
1999-04-01,1140.8009646824205
1999-04-02,1145.0789318550499
1999-04-05,1152.2126425117528
1999-04-06,1158.3655463988814
1999-04-07,1161.6511946875007
1999-04-08,1167.3139418395224
1999-04-09,1176.6833712146372
1999-04-12,1170.0134006006392
1999-04-13,1182.9856506443427
1999-04-14,1194.8463066623656
1999-04-15,1214.2775700695984
1999-04-16,1237.4502310949285
1999-04-19,1262.9598530432975
1999-04-20,1253.2194433318907
1999-04-21,1254.3205490194473
1999-04-22,1260.5867453666526
1999-04-23,1261.1367777462008
1999-04-26,1269.9923975936842
1999-04-27,1273.9984029924892
1999-04-28,1283.3260936526417
1999-04-29,1291.404229804596
1999-04-30,1300.4407448793324
1999-05-03,1317.2163917996293
1999-05-04,1325.340041435507
1999-05-05,1323.1499422864674
1999-05-06,1333.4431723782648
1999-05-07,1331.0991350325287
1999-05-10,1335.368195406592
1999-05-11,1343.6624221398297
1999-05-12,1345.259143535558
1999-05-13,1348.5576549375703
1999-05-14,1336.7226870366649
1999-05-17,1317.9469901204686
1999-05-18,1323.2247820175671
1999-05-19,1323.497871192759
1999-05-20,1325.7111447492337
1999-05-21,1328.4188394903592
1999-05-24,1325.8495365508525
1999-05-25,1312.235697186649
1999-05-26,1327.814342901294
1999-05-27,1323.147515710938
1999-05-28,1319.6073523003074
1999-05-31,1326.3961328797561
1999-06-01,1330.1068620170233
1999-06-02,1342.6109032385355
1999-06-03,1347.1637543089403
1999-06-04,1362.2785121041416
1999-06-07,1378.7291520801505
1999-06-08,1374.806730752996
1999-06-09,1373.7412089014963
1999-06-10,1376.7489868643393
1999-06-11,1384.6478170981995
1999-06-14,1388.7565144678297
1999-06-15,1388.3795137556724
1999-06-16,1408.5454699465624
1999-06-17,1421.4437839268032
1999-06-18,1417.497892569784
1999-06-21,1437.0023845119426
1999-06-22,1443.1662032547354
1999-06-23,1436.7928561615063
1999-06-24,1426.1946760717606
1999-06-25,1408.916433474827
1999-06-28,1428.979538465838
1999-06-29,1439.4960376931708
1999-06-30,1440.4788681287669
1999-07-01,1461.381005681585
1999-07-02,1474.3703976578445
1999-07-05,1486.2005289979209
1999-07-06,1484.4228251872048
1999-07-07,1482.2398116923232
1999-07-08,1486.0783261418335
1999-07-09,1492.500722670199
1999-07-12,1500.2057390596553
1999-07-13,1482.862314835922
1999-07-14,1478.6840649155668
1999-07-15,1481.9983519400955
1999-07-16,1480.4778864791544
1999-07-19,1489.7520669186852
1999-07-20,1454.9133384950196
1999-07-21,1438.72917935432
1999-07-22,1431.8292390797974
1999-07-23,1419.8182809172906
1999-07-26,1382.967805847021
1999-07-27,1386.858285869485
1999-07-28,1398.7846942409387
1999-07-29,1387.3888139892533
1999-07-30,1392.1340143060856
1999-08-02,1388.4255953055379
1999-08-03,1391.2570045079235
1999-08-04,1379.9254769627198
1999-08-05,1359.254754042812
1999-08-06,1353.1573939487928
1999-08-09,1362.6745032580045
1999-08-10,1349.7269099496318
1999-08-11,1353.0374557648488
1999-08-12,1366.5163913680312
1999-08-13,1378.720783744296
1999-08-16,1393.6823747838932
1999-08-17,1398.2071531260788
1999-08-18,1398.3636186666058
1999-08-19,1390.377171463154
1999-08-20,1401.1983767646018
1999-08-23,1425.7560929285034
1999-08-24,1427.9050998269909
1999-08-25,1438.9247427945663
1999-08-26,1434.1577272767483
1999-08-27,1427.5369402870072
1999-08-30,1427.2187743714658
1999-08-31,1405.1168795842045
1999-09-01,1409.2731377194327
1999-09-02,1387.61760941681
1999-09-03,1405.5860377032914
1999-09-06,1416.7722364571453
1999-09-07,1408.9029934715156
1999-09-08,1401.2125377464197
1999-09-09,1418.4431577006249
1999-09-10,1437.0939140056335
1999-09-13,1452.5764472288874
1999-09-14,1442.8485544745317
1999-09-15,1437.9822624759092
1999-09-16,1423.8450543044776
1999-09-17,1423.362926855462
1999-09-20,1425.9247643138067
1999-09-21,1413.115941433951
1999-09-22,1399.7120403808442
1999-09-23,1400.4707846844447
1999-09-24,1382.4350354702506
1999-09-27,1382.6990791673459
1999-09-28,1378.440775378493
1999-09-29,1363.472749976471
1999-09-30,1367.95238972745
1999-10-01,1367.1482465785407
1999-10-04,1374.2550368093
1999-10-05,1374.5096070859158
1999-10-06,1378.454357787936
1999-10-07,1383.8704144201556
1999-10-08,1394.5439751307701
1999-10-11,1395.6085247979095
1999-10-12,1383.1193406488765
1999-10-13,1361.0412692263733
1999-10-14,1357.448412606283
1999-10-15,1331.7536119127242
1999-10-18,1320.80267080055
1999-10-19,1331.8992507127673
1999-10-20,1347.2967721746923
1999-10-21,1343.0510220669098
1999-10-22,1363.6470731725046
1999-10-25,1365.7118381084576
1999-10-26,1372.593258903878
1999-10-27,1373.1448692520908
1999-10-28,1384.1841307435975
1999-10-29,1404.9851721542298
1999-11-01,1408.8592255269525
1999-11-02,1414.3147114146163
1999-11-03,1416.845727039464
1999-11-04,1430.2950437808931
1999-11-05,1434.9388983388906
1999-11-08,1437.8666848524072
1999-11-09,1438.8036974544832
1999-11-10,1441.4609773035593
1999-11-11,1443.1161857157438
1999-11-12,1455.7723555824703
1999-11-15,1461.1647255726334
1999-11-16,1464.9960732482632
1999-11-17,1458.1218481452777
1999-11-18,1473.6531835894723
1999-11-19,1479.4199118124347
1999-11-22,1477.2355923489586
1999-11-23,1477.4271935207576
1999-11-24,1478.5471455590023
1999-11-25,1479.2149815550586
1999-11-26,1488.6990870261477
1999-11-29,1494.5056349252607
1999-11-30,1489.1173972418642
1999-12-01,1496.7879345750293
1999-12-02,1513.1491252068777
1999-12-03,1527.3793029218464
1999-12-06,1502.7264094897157
1999-12-07,1498.6237516188244
1999-12-08,1493.1060017616821
1999-12-09,1504.3802442094839
1999-12-10,1515.3954533063068
1999-12-13,1526.8548532851753
1999-12-14,1530.0508554813036
