Date,ACWI ex USA EQUAL WEIGHTED
1999-06-03,1361.9761429686614
1999-06-04,1375.4059784869582
1999-06-07,1393.5882782069084
1999-06-08,1394.4026338600397
1999-06-09,1393.9929936874425
1999-06-10,1400.8107687293113
1999-06-11,1411.4404793869526
1999-06-14,1414.1768619671168
1999-06-15,1412.0360897582914
1999-06-16,1430.7054914415485
1999-06-17,1445.2840007274517
1999-06-18,1441.5430418278759
1999-06-21,1463.6704706259882
1999-06-22,1472.8311781932096
1999-06-23,1466.0369970906415
1999-06-24,1457.7928191227886
1999-06-25,1439.909057705257
1999-06-28,1459.0173700004198
1999-06-29,1468.2952781034787
1999-06-30,1467.0603021284182
1999-07-01,1489.220361994861
1999-07-02,1502.374358905158
1999-07-05,1516.9602659703137
1999-07-06,1516.223815534205
1999-07-07,1512.9167605900118
1999-07-08,1516.612189481531
1999-07-09,1522.7701332803233
1999-07-12,1531.4519876650306
1999-07-13,1512.897889877309
1999-07-14,1507.8613700013038
1999-07-15,1512.0227800331284
1999-07-16,1508.2010053836045
1999-07-19,1519.7116360106077
1999-07-20,1487.6591986591056
1999-07-21,1470.0915183701275
1999-07-22,1462.935154839962
1999-07-23,1448.5510505323512
1999-07-26,1410.2106320109733
1999-07-27,1412.2109450567848
1999-07-28,1426.5917946159434
1999-07-29,1419.240559448447
1999-07-30,1426.0760582303908
1999-08-02,1420.4910490062045
1999-08-03,1425.3804486564468
1999-08-04,1416.2213904530013
1999-08-05,1391.5674095914674
1999-08-06,1385.7260327057882
1999-08-09,1395.4516596911049
1999-08-10,1383.7445846301762
1999-08-11,1382.6733238929069
1999-08-12,1399.4399364658807
1999-08-13,1408.7487926760166
1999-08-16,1426.5713561385207
1999-08-17,1428.6546112670521
1999-08-18,1432.211592790654
1999-08-19,1425.1925869574886
1999-08-20,1436.2786348920752
1999-08-23,1461.2557522522075
1999-08-24,1463.2825447817518
1999-08-25,1474.001669311309
1999-08-26,1470.4827988754632
1999-08-27,1465.3611832163815
1999-08-30,1468.8406807791312
1999-08-31,1446.2529200568597
1999-09-01,1450.9832537668717
1999-09-02,1429.7854443741312
1999-09-03,1443.032461569544
1999-09-06,1455.9978315471435
1999-09-07,1448.1428807250218
1999-09-08,1440.273178601394
1999-09-09,1459.5908523587184
1999-09-10,1479.3575392713742
1999-09-13,1497.4791438594084
1999-09-14,1488.1961788763879
1999-09-15,1483.5066911602612
1999-09-16,1467.7227992328399
1999-09-17,1464.9590833369996
1999-09-20,1469.3091255782779
1999-09-21,1460.3060022605273
1999-09-22,1444.9055023133778
1999-09-23,1448.7375765640284
1999-09-24,1428.7286699104661
1999-09-27,1427.547680128095
1999-09-28,1424.8164461463086
1999-09-29,1409.3333559162509
1999-09-30,1413.5757385474287
1999-10-01,1414.6106328530573
1999-10-04,1420.182723556489
1999-10-05,1421.4998786028318
1999-10-06,1423.4921638853516
1999-10-07,1431.6070826620105
1999-10-08,1440.2697682998162
1999-10-11,1442.004234408207
1999-10-12,1433.0268357875757
1999-10-13,1411.3382626253483
1999-10-14,1406.5969692503566
1999-10-15,1383.8011048306746
1999-10-18,1368.9667246403346
1999-10-19,1380.6359163272791
1999-10-20,1395.7030701404726
1999-10-21,1392.0499211337483
1999-10-22,1410.5808312016873
1999-10-25,1413.4803224079078
1999-10-26,1422.236603091147
1999-10-27,1418.9196708439463
1999-10-28,1424.1620862365442
1999-10-29,1444.8552623362364
1999-11-01,1450.8871165489043
1999-11-02,1457.6958964298863
1999-11-03,1460.394802937134
1999-11-04,1475.1603020486891
1999-11-05,1478.6623376301682
1999-11-08,1480.1264001599714
1999-11-09,1484.2255042583924
1999-11-10,1487.5358699824938
1999-11-11,1488.2858266113956
1999-11-12,1498.176257463043
1999-11-15,1503.0777339990343
1999-11-16,1503.8941352073796
1999-11-17,1499.6302865536418
1999-11-18,1514.6029627112168
1999-11-19,1522.590790701426
1999-11-22,1522.5294090103641
1999-11-23,1524.6727541412615
1999-11-24,1522.3693974804096
1999-11-25,1523.1403985456177
1999-11-26,1532.8148806122356
1999-11-29,1540.7622187803076
1999-11-30,1535.228834927116
1999-12-01,1544.6876634427106
1999-12-02,1561.5162343892182
1999-12-03,1574.0940075284357
1999-12-06,1551.9738163339855
1999-12-07,1549.697503628311
1999-12-08,1544.2380446231448
1999-12-09,1556.723422720478
1999-12-10,1568.9948792695727
1999-12-13,1582.61529292466
1999-12-14,1585.974100388952
1999-12-15,1587.4046002040348
1999-12-16,1574.7500759366171
1999-12-17,1586.7609694856822
1999-12-20,1596.7417716173898
1999-12-21,1594.361700852632
1999-12-22,1608.2216411354789
1999-12-23,1605.6216250061798
1999-12-24,1610.5531048440864
1999-12-27,1620.9062582724098
1999-12-28,1626.43984849129
1999-12-29,1634.5352257803295
1999-12-30,1648.1586364677773
1999-12-31,1649.6428015491745
2000-01-03,1650.1350688446705
2000-01-04,1625.3675216228526
2000-01-05,1597.2721384020956
2000-01-06,1591.1757961271105
2000-01-07,1618.7743146825906
2000-01-10,1645.2374104181454
2000-01-11,1637.5951126585157
2000-01-12,1641.2896063062742
2000-01-13,1658.7765189707452
2000-01-14,1696.422754127291
2000-01-17,1718.7314700734496
2000-01-18,1707.4934496004341
2000-01-19,1685.7144468326287
2000-01-20,1686.6851939951405
2000-01-21,1684.4827764841687
2000-01-24,1690.17275777281
2000-01-25,1661.5639960407957
2000-01-26,1675.7786197457904
2000-01-27,1699.620238956649
2000-01-28,1702.704869835561
2000-01-31,1686.0209500233893
2000-02-01,1693.8184499706533
2000-02-02,1701.0940598669836
2000-02-03,1699.9179113129069
2000-02-04,1716.4143169284341
2000-02-07,1718.4930900850277
2000-02-08,1710.776672954585
2000-02-09,1706.7112128668418
2000-02-10,1711.0788213688174
2000-02-11,1705.5300714499824
2000-02-14,1698.5663346637332
2000-02-15,1682.9815331617738
2000-02-16,1687.4642241746171
2000-02-17,1689.7016863296192
2000-02-18,1684.620184270733
2000-02-21,1664.5133999604177
2000-02-22,1622.3185563918153
2000-02-23,1635.7848243063909
2000-02-24,1647.348398146911
2000-02-25,1674.5715271254976
2000-02-28,1676.2534826910503
2000-02-29,1682.2888220609818
2000-03-01,1698.2805765781675
2000-03-02,1708.3218852470307
2000-03-03,1711.3510951944263
2000-03-06,1717.3491858935045
2000-03-07,1721.9789922723783
2000-03-08,1712.7891357484984
2000-03-09,1706.9738662883992
2000-03-10,1716.010305551111
2000-03-13,1693.9612359383073
2000-03-14,1699.4407717036206
2000-03-15,1679.074646666075
2000-03-16,1690.3799132299712
2000-03-17,1708.1397470560119
2000-03-20,1703.4634644969178
2000-03-21,1703.8291098280142
2000-03-22,1720.733646557551
2000-03-23,1710.8641218312332
2000-03-24,1721.4512038375556
2000-03-27,1738.3150495629095
2000-03-28,1747.9913442443933
2000-03-29,1767.3294003168673
2000-03-30,1743.1229979545096
2000-03-31,1753.3041575841778
2000-04-03,1748.0039652937944
2000-04-04,1742.1593931684044
2000-04-05,1716.6566008139062
2000-04-06,1736.6978749438963
2000-04-07,1746.5759600437098
2000-04-10,1750.09996219448
2000-04-11,1729.3334070690535
2000-04-12,1745.2344760580202
2000-04-13,1741.2998481477825
2000-04-14,1727.411562457152
2000-04-17,1662.9242905775714
2000-04-18,1693.573096624442
2000-04-19,1712.7689339550004
2000-04-20,1713.7314694091217
2000-04-21,1709.2557458759502
2000-04-24,1715.5721921572033
2000-04-25,1739.3508587177225
2000-04-26,1738.8073309439487
2000-04-27,1743.0341900316484
2000-04-28,1747.6408657162742
2000-05-01,1752.2321503840121
2000-05-02,1761.4691515844502
2000-05-03,1775.3868785406055
2000-05-04,1774.9362898612112
2000-05-05,1778.058048423599
2000-05-08,1768.2035681183831
2000-05-09,1748.4669303469168
2000-05-10,1726.896472665867
2000-05-11,1729.4064350714818
2000-05-12,1737.3182334555904
2000-05-15,1722.735507904411
2000-05-16,1749.866608775978
2000-05-17,1757.4609459418773
2000-05-18,1745.9476639377224
2000-05-19,1738.8795402942394
2000-05-22,1695.1677621768843
2000-05-23,1682.6395158234716
2000-05-24,1673.3613859454026
2000-05-25,1685.9660256840998
2000-05-26,1646.225829371101
2000-05-29,1653.9413969164668
2000-05-30,1658.6865134653585
2000-05-31,1666.2294285073588
2000-06-01,1669.4396703904965
2000-06-02,1675.8437424577598
2000-06-05,1691.9688635342843
2000-06-06,1674.9010396368558
2000-06-07,1677.7918521044626
2000-06-08,1683.3369307304945
2000-06-09,1688.4871022057725
2000-06-12,1689.0502337585074
2000-06-13,1671.7673360558445
2000-06-14,1677.4309184214067
2000-06-15,1673.7883869522586
2000-06-16,1666.005940282904
2000-06-19,1666.5989051586023
2000-06-20,1682.6348128485138
2000-06-21,1692.876046775643
2000-06-22,1699.5482577039068
2000-06-23,1699.2667284872027
2000-06-26,1693.4622884570342
2000-06-27,1693.512538051559
2000-06-28,1696.3211067207142
2000-06-29,1681.061448175224
2000-06-30,1685.8564043047875
2000-07-03,1707.2057924235276
2000-07-04,1708.2096752951568
2000-07-05,1696.8144195398995
2000-07-06,1695.053079920274
2000-07-07,1711.8703109803175
2000-07-10,1716.2608655395952
2000-07-11,1716.8250322961314
2000-07-12,1730.947650271038
2000-07-13,1732.2956148918631
2000-07-14,1734.5985873775746
2000-07-17,1739.2644653596308
2000-07-18,1727.4483350001703
2000-07-19,1734.0821885166592
2000-07-20,1736.157085212563
2000-07-21,1721.3089276572503
2000-07-24,1704.5501198428803
2000-07-25,1689.932488639962
2000-07-26,1682.5853058116863
2000-07-27,1676.432639560183
2000-07-28,1678.8779216173011
2000-07-31,1676.6866003299463
2000-08-01,1689.1130436218925
2000-08-02,1712.3060950960655
2000-08-03,1721.5931813598265
2000-08-04,1719.2678204846127
2000-08-07,1721.0752596524712
2000-08-08,1730.9216071397782
2000-08-09,1747.580111689667
2000-08-10,1732.131652718219
2000-08-11,1746.5098354020856
2000-08-14,1753.4140120407171
2000-08-15,1741.739433297249
2000-08-16,1751.3257367240253
2000-08-17,1743.189270874727
2000-08-18,1749.5482167241494
2000-08-21,1751.4873906817188
2000-08-22,1767.3126659084535
2000-08-23,1768.7802526424575
2000-08-24,1753.3338309020842
2000-08-25,1753.7776991349504
2000-08-28,1760.6537811406201
2000-08-29,1761.5232982641833
2000-08-30,1758.602777115917
2000-08-31,1765.3524180219565
2000-09-01,1754.674087662325
2000-09-04,1764.3947229096286
2000-09-05,1780.3367849806814
2000-09-06,1783.1729953312786
2000-09-07,1786.4401433691978
2000-09-08,1791.4894869826458
2000-09-11,1781.0304259986178
2000-09-12,1768.7134009354331
2000-09-13,1760.8617335868655
2000-09-14,1763.598757961614
2000-09-15,1750.9335412560167
2000-09-18,1726.922141026001
2000-09-19,1720.2007847022305
2000-09-20,1737.5280909386947
2000-09-21,1716.9070467030933
2000-09-22,1652.1556541083996
2000-09-25,1684.2841084496977
2000-09-26,1670.9340704797341
2000-09-27,1666.7606254343941
2000-09-28,1661.6671207799293
2000-09-29,1671.8139371145949
2000-10-02,1668.644648876978
2000-10-03,1680.168069242546
2000-10-04,1678.9860011349037
2000-10-05,1685.2512040859956
2000-10-06,1686.4675638333124
2000-10-09,1668.708874148211
2000-10-10,1664.0044621488605
2000-10-11,1632.1190196358461
2000-10-12,1637.7678448275456
2000-10-13,1629.8473449233636
2000-10-16,1657.774946087386
2000-10-17,1638.9815096447846
2000-10-18,1623.0685364820529
2000-10-19,1643.3277740338833
2000-10-20,1664.6482373149236
2000-10-23,1662.9855136566414
2000-10-24,1671.29711504319
2000-10-25,1673.5064901894348
2000-10-26,1668.2030439606494
2000-10-27,1652.1881506273826
2000-10-30,1643.0476647285611
2000-10-31,1650.2828666746518
2000-11-01,1660.377235765782
2000-11-02,1665.7099093896688
2000-11-03,1673.2087894580716
2000-11-06,1688.6441526848998
2000-11-07,1685.5361217607792
2000-11-08,1688.626868670026
2000-11-09,1674.4661872707227
2000-11-10,1658.7707594828769
2000-11-13,1632.6229638463521
2000-11-14,1648.9696848388169
2000-11-15,1647.004458729331
2000-11-16,1640.757996419454
2000-11-17,1638.2431042646813
2000-11-20,1624.92059552272
2000-11-21,1620.5628966173326
2000-11-22,1607.5731721729421
2000-11-23,1603.4901543281403
2000-11-24,1617.854116285765
2000-11-27,1618.5448501502633
2000-11-28,1597.1001105119822
2000-11-29,1579.647183458544
2000-11-30,1554.3366229849796
2000-12-01,1563.4994056725077
2000-12-04,1537.9371918547731
2000-12-05,1563.760444835717
2000-12-06,1578.828611795895
2000-12-07,1562.5050456584863
2000-12-08,1577.6424711604986
2000-12-11,1609.3751549906992
2000-12-12,1602.1688624177343
2000-12-13,1597.913061713323
2000-12-14,1573.4925999988104
2000-12-15,1541.1070165566466
2000-12-18,1542.0734608164296
2000-12-19,1541.4874101483358
2000-12-20,1499.786687215754
2000-12-21,1477.9112811334294
2000-12-22,1471.8360315186549
2000-12-25,1479.1970108598753
2000-12-26,1468.829202217431
2000-12-27,1472.6437510530475
2000-12-28,1485.0146273575185
2000-12-29,1474.7222222852765
2001-01-01,1475.594787983975
2001-01-02,1462.4874565456612
2001-01-03,1458.7647556840495
2001-01-04,1484.6003216345832
2001-01-05,1483.057685580164
2001-01-08,1487.2509825129287
2001-01-09,1496.515277762281
2001-01-10,1490.9368788065833
2001-01-11,1480.2703850259152
2001-01-12,1486.5157406736414
2001-01-15,1495.9967155539453
2001-01-16,1496.6027598120359
2001-01-17,1519.1281365013958
2001-01-18,1508.7859041558697
2001-01-19,1535.6165889212314
2001-01-22,1544.33653144965
2001-01-23,1542.346507090333
2001-01-24,1562.694192570377
2001-01-25,1573.0322243536136
2001-01-26,1565.186138348392
2001-01-29,1571.5684909485415
2001-01-30,1569.7314719410758
2001-01-31,1580.7759345858103
2001-02-01,1569.2027653437685
2001-02-02,1576.1589409219562
2001-02-05,1552.1218054438514
2001-02-06,1567.5984953244354
2001-02-07,1550.1364534556676
2001-02-08,1569.125749364262
2001-02-09,1562.0299569552571
2001-02-12,1558.8672437906937
2001-02-13,1572.0545124880523
2001-02-14,1574.0931713926088
2001-02-15,1602.8159386163256
2001-02-16,1578.4777798707623
2001-02-19,1564.0488377458682
2001-02-20,1584.8109445237722
2001-02-21,1557.2832104504305
2001-02-22,1548.2970734978878
2001-02-23,1543.9211617148158
2001-02-26,1554.1952410803453
2001-02-27,1543.761479306914
2001-02-28,1533.4814345495213
2001-03-01,1512.5687228369568
2001-03-02,1491.3486072536243
2001-03-05,1502.2045433083422
2001-03-06,1514.8468673573636
2001-03-07,1519.6973441626653
2001-03-08,1513.3693881247077
2001-03-09,1501.0323807293855
2001-03-12,1465.0531969149793
2001-03-13,1455.0648364087294
2001-03-14,1443.4082337025918
2001-03-15,1458.8780305203104
2001-03-16,1453.2188268174643
2001-03-19,1445.2912715200137
2001-03-20,1443.5471263131478
2001-03-21,1449.29234606089
2001-03-22,1432.7739309814956
2001-03-23,1440.1880603851214
2001-03-26,1466.7509513907532
2001-03-27,1464.5268607502037
2001-03-28,1472.896421469814
2001-03-29,1461.8292139000114
2001-03-30,1457.8133291269396
2001-04-02,1441.9109139473114
2001-04-03,1420.1758424955442
2001-04-04,1399.9424389847363
2001-04-05,1429.7691499618832
2001-04-06,1426.8941362453781
2001-04-09,1418.9987764077878
2001-04-10,1442.5469295910425
2001-04-11,1459.832784776164
2001-04-12,1458.7450178888023
2001-04-13,1461.7079359456682
2001-04-16,1470.6233551074754
2001-04-17,1468.1917658834543
2001-04-18,1512.617250242952
2001-04-19,1503.975353251635
2001-04-20,1482.9454548437689
2001-04-23,1484.2012510321908
2001-04-24,1490.4710217470497
2001-04-25,1488.8425499367409
2001-04-26,1494.1325364303927
2001-04-27,1514.9341763235363
2001-04-30,1535.5771568603718
2001-05-01,1541.3047307065513
2001-05-02,1549.22358955626
2001-05-03,1544.7477000109677
2001-05-04,1541.8402587636906
2001-05-07,1549.1214236323801
2001-05-08,1548.9905990593293
2001-05-09,1541.1743582636536
2001-05-10,1548.3102867634532
2001-05-11,1556.5723973310037
2001-05-14,1545.9035823991999
2001-05-15,1543.7150340932087
2001-05-16,1536.0301391376458
2001-05-17,1560.816891899922
2001-05-18,1569.961468736183
2001-05-21,1582.500418806103
2001-05-22,1599.5238603117011
2001-05-23,1612.8456594283368
2001-05-24,1617.1434336933291
2001-05-25,1612.9280073788575
2001-05-28,1605.1141014435768
2001-05-29,1613.6757148234199
2001-05-30,1593.134092163913
2001-05-31,1608.389238005004
2001-06-01,1607.0060537423478
2001-06-04,1610.6392502849374
2001-06-05,1607.2150392931344
2001-06-06,1608.3245468221244
2001-06-07,1606.0708674530138
2001-06-08,1616.419916440421
2001-06-11,1613.562080830623
2001-06-12,1586.3288176966948
2001-06-13,1587.6891980853122
2001-06-14,1569.06672303794
2001-06-15,1555.3725498998763
2001-06-18,1538.904104036198
2001-06-19,1539.6819155629069
2001-06-20,1538.5584713345258
2001-06-21,1543.6767311204437
2001-06-22,1547.105334919361
2001-06-25,1534.750553304631
2001-06-26,1531.8340134440261
2001-06-27,1531.977936351799
2001-06-28,1543.8020603424236
2001-06-29,1558.6984571324315
2001-07-02,1559.405662695245
2001-07-03,1554.4619336079709
2001-07-04,1547.1085151231307
2001-07-05,1550.008957403101
2001-07-06,1516.4463459569797
2001-07-09,1502.6214666556984
2001-07-10,1491.9045481193027
2001-07-11,1466.1592503566467
2001-07-12,1492.324110338167
2001-07-13,1491.569604486335
2001-07-16,1480.520225090978
2001-07-17,1476.5115644731127
2001-07-18,1448.5796139122845
2001-07-19,1459.572835245076
2001-07-20,1453.0953373197083
2001-07-23,1452.1018565572635
2001-07-24,1442.832875042202
2001-07-25,1432.8745360179776
2001-07-26,1442.5561196862911
2001-07-27,1455.54575109074
2001-07-30,1454.113309058115
2001-07-31,1462.0350895510924
2001-08-01,1464.4797883621695
2001-08-02,1475.1758135631294
2001-08-03,1467.0079681149164
2001-08-06,1470.1163878995405
2001-08-07,1474.4369552702287
2001-08-08,1472.286498992271
2001-08-09,1441.5009575605409
2001-08-10,1435.007209086968
2001-08-13,1432.0009668013793
2001-08-14,1448.2835896932918
2001-08-15,1434.9509641201455
2001-08-16,1430.1764037007904
2001-08-17,1418.8275343409703
2001-08-20,1412.7356752742892
2001-08-21,1417.8118958319685
2001-08-22,1412.834651536123
2001-08-23,1421.0030772260168
2001-08-24,1427.237660708995
2001-08-27,1437.9737583968445
2001-08-28,1428.774587112146
2001-08-29,1422.886061517786
2001-08-30,1412.08478326392
2001-08-31,1407.9336375341009
2001-09-03,1395.466878389892
2001-09-04,1419.1543188505414
2001-09-05,1409.780449371672
2001-09-06,1396.4231036308652
2001-09-07,1370.6727544359733
2001-09-10,1353.6750965966155
2001-09-11,1314.7864397898154
2001-09-12,1279.472123795574
2001-09-13,1272.3492930936927
2001-09-14,1233.2273965754384
2001-09-17,1197.7887020630099
2001-09-18,1199.1433155225966
2001-09-19,1198.8683727089092
2001-09-20,1172.1588323861934
2001-09-21,1153.0262816677089
2001-09-24,1169.7361243248517
2001-09-25,1167.4951444993578
2001-09-26,1172.935782296374
2001-09-27,1174.9316568570757
2001-09-28,1204.5310831206139
2001-10-01,1197.0490182336266
2001-10-02,1198.9300367421329
2001-10-03,1188.974891484731
2001-10-04,1218.6222297056977
2001-10-05,1212.6327783386034
2001-10-08,1202.7160086247545
2001-10-09,1210.0637576914523
2001-10-10,1222.0839317088771
2001-10-11,1256.3567034812243
2001-10-12,1253.059434291017
2001-10-15,1249.621565662729
2001-10-16,1258.3227044368707
2001-10-17,1274.504839408819
2001-10-18,1263.558200484577
2001-10-19,1264.0481693841198
2001-10-22,1278.7838505262853
2001-10-23,1297.673489024007
2001-10-24,1298.4139528601177
2001-10-25,1291.4611023077855
2001-10-26,1303.6194365598767
2001-10-29,1278.8071957782374
2001-10-30,1257.916901132275
2001-10-31,1271.5337581308202
2001-11-01,1268.5419094001059
2001-11-02,1274.967694479252
2001-11-05,1297.0732143103687
2001-11-06,1304.8724554986925
2001-11-07,1297.9090059478385
2001-11-08,1320.829307415652
2001-11-09,1315.499490737994
2001-11-12,1310.0508064634437
2001-11-13,1332.2642723707445
2001-11-14,1342.2539371364012
2001-11-15,1361.9808548290907
2001-11-16,1360.9013634959238
2001-11-19,1387.7663276885205
2001-11-20,1373.9564835984418
2001-11-21,1379.8006561852824
2001-11-22,1384.0815126898112
2001-11-23,1392.924182347635
2001-11-26,1408.036692431636
2001-11-27,1400.0873276027648
2001-11-28,1375.2646010478884
2001-11-29,1373.3112556163535
2001-11-30,1374.4563908955245
2001-12-03,1374.525718178782
2001-12-04,1382.0625271346623
2001-12-05,1413.2498346427515
2001-12-06,1422.924343751512
2001-12-07,1422.9080192160811
2001-12-10,1415.3244292935894
2001-12-11,1407.8521022353452
2001-12-12,1408.5230898178795
2001-12-13,1383.0401236064247
2001-12-14,1370.2561874402868
2001-12-17,1367.4523349756682
2001-12-18,1367.455353976926
2001-12-19,1363.0550961159656
2001-12-20,1365.0251315985313
2001-12-21,1374.1221434433185
2001-12-24,1387.731931943588
2001-12-25,1390.9239940643834
2001-12-26,1390.0813325634124
2001-12-27,1392.9473569236475
2001-12-28,1410.9779234606397
2001-12-31,1407.604684563419
2002-01-01,1407.7578302830423
2002-01-02,1396.4918948607058
2002-01-03,1418.061572675844
2002-01-04,1444.1637439133892
2002-01-07,1451.7180377986965
2002-01-08,1440.4876612422458
2002-01-09,1443.2695963311414
2002-01-10,1429.2409756678271
2002-01-11,1428.4869884427771
2002-01-14,1415.447958527672
2002-01-15,1411.862952404782
2002-01-16,1410.3807200974907
2002-01-17,1419.9000680433526
2002-01-18,1421.2752595839722
2002-01-21,1426.1867518085992
2002-01-22,1420.5130125801693
2002-01-23,1422.7567852588586
2002-01-24,1437.5854596365336
2002-01-25,1459.8824047548812
2002-01-28,1473.1337152268436
2002-01-29,1463.5416104529088
2002-01-30,1450.8167541937369
2002-01-31,1467.9677963377562
2002-02-01,1462.9803996530823
2002-02-04,1445.7562321519474
2002-02-05,1431.4020558444242
2002-02-06,1433.14110664328
2002-02-07,1427.881428851346
2002-02-08,1429.0914662769792
2002-02-11,1427.8513909808769
2002-02-12,1436.1255733900691
2002-02-13,1447.4939008506367
2002-02-14,1465.2698666191186
2002-02-15,1460.2505072799615
2002-02-18,1465.0302501285832
2002-02-19,1442.1914924872024
2002-02-20,1437.2551074785113
2002-02-21,1445.4743357826849
2002-02-22,1431.7827349950744
2002-02-25,1438.622780697906
2002-02-26,1445.83109571792
2002-02-27,1472.8623860892571
2002-02-28,1471.6097299251255
2002-03-01,1488.8825067624373
2002-03-04,1523.8781145550963
2002-03-05,1521.7867160345038
2002-03-06,1521.6222284330784
2002-03-07,1538.0932740000985
2002-03-08,1551.1601785664836
2002-03-11,1556.899598670671
2002-03-12,1545.0608163157883
2002-03-13,1531.5627903945376
2002-03-14,1529.3563009572747
2002-03-15,1534.1462493785186
2002-03-18,1537.2839918172185
2002-03-19,1541.0744238518846
2002-03-20,1536.4450720301934
2002-03-21,1538.4743525780054
2002-03-22,1540.0640905484906
2002-03-25,1533.3487820461964
2002-03-26,1532.0321434613816
2002-03-27,1544.465091170358
2002-03-28,1551.616725656048
2002-03-29,1544.5488694794592
2002-04-01,1527.5934966027185
2002-04-02,1529.57647175265
2002-04-03,1535.8695181814285
2002-04-04,1536.577358872825
2002-04-05,1549.3151492287845
2002-04-08,1548.4555511625122
2002-04-09,1542.1289032171449
2002-04-10,1546.162512089507
2002-04-11,1534.9592488409235
2002-04-12,1538.999007315347
2002-04-15,1547.1987754968777
2002-04-16,1558.0865619437102
2002-04-17,1569.1294363692227
2002-04-18,1565.89246515414
2002-04-19,1569.307925317053
2002-04-22,1569.9793308325277
2002-04-23,1564.2854883958962
2002-04-24,1556.810695592836
2002-04-25,1540.101318531392
2002-04-26,1538.7096244942245
2002-04-29,1524.594763491222
2002-04-30,1522.7131150214655
2002-05-01,1521.004417233642
2002-05-02,1527.7952005791637
2002-05-03,1518.578094564227
2002-05-06,1508.0340991450544
2002-05-07,1503.1069562501652
2002-05-08,1524.2843034980715
2002-05-09,1523.0929319524125
2002-05-10,1513.7519361364587
2002-05-13,1514.739809993196
2002-05-14,1528.651192502467
2002-05-15,1534.8580303809135
2002-05-16,1536.0919819687333
2002-05-17,1529.5117957108353
2002-05-20,1523.499631672322
