Date,AC ASIA EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,995.6985632358769
1999-01-05,1006.0545958711665
1999-01-06,1032.2920392833162
1999-01-07,1061.2732946065546
1999-01-08,1068.1801043233431
1999-01-11,1084.061886265182
1999-01-12,1067.691992912512
1999-01-13,1028.035580204782
1999-01-14,1012.9750002799425
1999-01-15,1029.3807200611839
1999-01-18,1034.7780958322633
1999-01-19,1029.0203440756536
1999-01-20,1037.1234969442285
1999-01-21,1031.5635018055013
1999-01-22,1007.0157145454032
1999-01-25,992.1532157515269
1999-01-26,998.4776742475899
1999-01-27,1014.8172008340892
1999-01-28,1013.3379517966363
1999-01-29,1022.4512844945193
1999-02-01,1027.7293739248826
1999-02-02,1024.013486521078
1999-02-03,1016.2107266546166
1999-02-04,1010.3546412783437
1999-02-05,999.3375152076543
1999-02-08,1000.4319036577016
1999-02-09,983.326535076618
1999-02-10,985.1906295108589
1999-02-11,989.5147920809268
1999-02-12,1003.0831741190281
1999-02-15,1006.712365853069
1999-02-16,1008.3735951283194
1999-02-17,996.673948656145
1999-02-18,990.8029898883318
1999-02-19,990.1898683556642
1999-02-22,1000.8775055809517
1999-02-23,1003.9529541354455
1999-02-24,1002.0245395012753
1999-02-25,1000.16560259378
1999-02-26,1017.5455843026336
1999-03-01,1023.7389283187293
1999-03-02,1013.653343545736
1999-03-03,1019.3514099605954
1999-03-04,1018.0679259941741
1999-03-05,1035.0661398245122
1999-03-08,1040.5985663915033
1999-03-09,1047.6055805338885
1999-03-10,1056.7204705463096
1999-03-11,1071.6946440130275
1999-03-12,1070.9316793500245
1999-03-15,1091.1265459681824
1999-03-16,1110.7963225261997
1999-03-17,1104.992756729238
1999-03-18,1095.7628777292714
1999-03-19,1131.468828438119
1999-03-22,1138.8876711372857
1999-03-23,1142.4397931128492
1999-03-24,1126.6790701631
1999-03-25,1141.8999668223757
1999-03-26,1150.8014833096088
1999-03-29,1152.0941189269627
1999-03-30,1146.154006352587
1999-03-31,1156.2387921440397
1999-04-01,1167.617293420483
1999-04-02,1173.8174228686937
1999-04-05,1173.489717535398
1999-04-06,1189.0584178299478
1999-04-07,1191.7018447598036
1999-04-08,1202.6151803272048
1999-04-09,1215.3277087757576
1999-04-12,1202.7062274119987
1999-04-13,1220.9183869046465
1999-04-14,1236.6218293170048
1999-04-15,1258.711231579664
1999-04-16,1293.1801954623168
1999-04-19,1325.447466926627
1999-04-20,1321.182882713998
1999-04-21,1308.674388656884
1999-04-22,1313.7847990716505
1999-04-23,1319.4553479287974
1999-04-26,1337.5608615984474
1999-04-27,1341.3151449615898
1999-04-28,1353.3526498226481
1999-04-29,1360.6551618636372
1999-04-30,1376.664137547732
1999-05-03,1395.72417306244
1999-05-04,1421.3050474346694
1999-05-05,1424.045201969482
1999-05-06,1452.243921170433
1999-05-07,1442.8955068627702
1999-05-10,1450.1461807664107
1999-05-11,1453.0735244649784
1999-05-12,1463.1559160410566
1999-05-13,1451.9190202517996
1999-05-14,1445.1721146173682
1999-05-17,1411.3754293568122
1999-05-18,1416.096009481326
1999-05-19,1411.5928793115272
1999-05-20,1411.9101797390192
1999-05-21,1420.7622757431611
1999-05-24,1437.460009276053
1999-05-25,1437.4779346729256
1999-05-26,1455.699766537829
1999-05-27,1460.1339640758285
1999-05-28,1445.9645970040642
1999-05-31,1456.9245068132523
1999-06-01,1468.0251116623722
1999-06-02,1488.3069287811775
1999-06-03,1487.875099035495
1999-06-04,1502.932700933305
1999-06-07,1533.3619923725712
1999-06-08,1547.7095809361376
1999-06-09,1546.185624080004
1999-06-10,1568.7070668700517
1999-06-11,1586.2535363995944
1999-06-14,1591.5281565700102
1999-06-15,1584.1313957105815
1999-06-16,1609.0513105668297
1999-06-17,1637.5907441609643
1999-06-18,1625.9953972386697
1999-06-21,1665.9275612111433
1999-06-22,1693.5666056789162
1999-06-23,1695.0505510096266
1999-06-24,1689.255044997495
1999-06-25,1661.4459684319597
1999-06-28,1697.4802583320968
1999-06-29,1715.7581766746196
1999-06-30,1699.434617840696
1999-07-01,1722.3781966090705
1999-07-02,1742.8816368670953
1999-07-05,1758.3825895071861
1999-07-06,1762.5530932268086
1999-07-07,1758.757986494823
1999-07-08,1766.2107029577035
1999-07-09,1778.1843988891785
1999-07-12,1799.0118902347374
1999-07-13,1776.1159202737513
1999-07-14,1755.8964138020015
1999-07-15,1753.7835963064456
1999-07-16,1745.8797791408688
1999-07-19,1765.8941673036934
1999-07-20,1728.355610712357
1999-07-21,1708.043639190235
1999-07-22,1692.7433107481897
1999-07-23,1664.287970160893
1999-07-26,1603.5129928321467
1999-07-27,1606.314468892206
1999-07-28,1636.030028905221
1999-07-29,1643.3582604692772
1999-07-30,1643.6010690629803
1999-08-02,1642.5495107052943
1999-08-03,1652.0119111933234
