Date,AC PACIFIC EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,995.4494865060595
1999-01-05,1006.0613524603671
1999-01-06,1035.0798979242757
1999-01-07,1066.0438021153657
1999-01-08,1068.6527112702233
1999-01-11,1084.0668882962932
1999-01-12,1068.4501962986446
1999-01-13,1026.543573277776
1999-01-14,1012.5893729129109
1999-01-15,1032.8233542988783
1999-01-18,1037.6886866819239
1999-01-19,1034.4031486118033
1999-01-20,1043.7714567504993
1999-01-21,1033.615554184381
1999-01-22,1006.2444803247174
1999-01-25,988.9004030284187
1999-01-26,996.1289373526612
1999-01-27,1012.0752657354894
1999-01-28,1012.5837844291508
1999-01-29,1023.8476192216042
1999-02-01,1033.239085466089
1999-02-02,1032.2450598109924
1999-02-03,1022.9024130246852
1999-02-04,1018.8237831373006
1999-02-05,1008.8809351020436
1999-02-08,1010.0575061653942
1999-02-09,990.1790088079246
1999-02-10,989.2466192636681
1999-02-11,993.9769084001466
1999-02-12,1006.7173718659695
1999-02-15,1008.7866471939828
1999-02-16,1006.9720767648439
1999-02-17,993.6632655892346
1999-02-18,986.6029669457932
1999-02-19,988.5039930657185
1999-02-22,999.8926927713576
1999-02-23,1001.778660287773
1999-02-24,999.3981335350985
1999-02-25,997.3417769294716
1999-02-26,1015.8516279420617
1999-03-01,1017.6319806908376
1999-03-02,1005.9140026130699
1999-03-03,1009.7991311595342
1999-03-04,1008.5723680035543
1999-03-05,1026.9986793203675
1999-03-08,1030.07872260728
1999-03-09,1034.0009775018095
1999-03-10,1040.935399591721
1999-03-11,1060.2240159680703
1999-03-12,1060.0150454067543
1999-03-15,1079.7837881337568
1999-03-16,1101.2994008096655
1999-03-17,1094.6197157085492
1999-03-18,1085.3140618775426
1999-03-19,1121.4688832716067
1999-03-22,1124.4655583331237
1999-03-23,1127.252527944275
1999-03-24,1112.5348369610215
1999-03-25,1129.9906561585885
1999-03-26,1138.9894269696392
1999-03-29,1139.9390949773788
1999-03-30,1131.8531945908885
1999-03-31,1140.5113457656503
1999-04-01,1154.9417099118525
1999-04-02,1162.2277425548382
1999-04-05,1166.136773928313
1999-04-06,1182.8819614040726
1999-04-07,1185.7565337085723
1999-04-08,1198.8766796637005
1999-04-09,1216.692722125096
1999-04-12,1205.1683843289954
1999-04-13,1226.3665259254162
1999-04-14,1243.117403861356
1999-04-15,1268.560923062528
1999-04-16,1302.879214643276
1999-04-19,1341.1721087427047
1999-04-20,1334.3382598104395
1999-04-21,1319.610332939453
1999-04-22,1327.862944282187
1999-04-23,1335.068828483486
1999-04-26,1358.1166347040516
1999-04-27,1362.8899563980044
1999-04-28,1373.4970688156245
1999-04-29,1380.2047602772227
1999-04-30,1398.0658172529515
1999-05-03,1415.7790788641448
1999-05-04,1439.4650520148873
1999-05-05,1439.8547891144856
1999-05-06,1470.8586951872023
1999-05-07,1457.9508276084953
1999-05-10,1458.874117100955
1999-05-11,1459.2891967931066
1999-05-12,1472.12536889945
1999-05-13,1455.7706201594171
1999-05-14,1445.9175849042706
1999-05-17,1407.9292846860817
1999-05-18,1411.0971664221586
1999-05-19,1399.2132316968818
1999-05-20,1398.3963052101014
1999-05-21,1411.8018507477843
1999-05-24,1422.012481019697
1999-05-25,1422.3915183077088
1999-05-26,1447.1699784827908
1999-05-27,1459.4410293950507
1999-05-28,1448.741764401395
1999-05-31,1450.6226586295245
1999-06-01,1466.79878545864
1999-06-02,1486.5756974313394
1999-06-03,1485.1982238517237
1999-06-04,1499.06613386027
1999-06-07,1531.5728228029006
1999-06-08,1545.7744377466904
1999-06-09,1547.4647231491563
1999-06-10,1570.295470755068
1999-06-11,1592.5245625067553
1999-06-14,1601.9340907860512
1999-06-15,1596.8625264324273
1999-06-16,1617.400902442191
1999-06-17,1644.3873017637536
1999-06-18,1633.9619950487192
1999-06-21,1669.573209134047
1999-06-22,1697.64261520389
1999-06-23,1703.3013842008588
1999-06-24,1698.2097108118548
1999-06-25,1671.4025305097407
1999-06-28,1704.4435153701043
1999-06-29,1722.5869698931886
1999-06-30,1705.9144658030812
1999-07-01,1734.1781591882661
1999-07-02,1753.6755895777553
1999-07-05,1762.763781942631
1999-07-06,1766.5219926208188
1999-07-07,1759.378540983857
1999-07-08,1767.8851595050137
1999-07-09,1775.3925586360058
1999-07-12,1782.7258568399839
1999-07-13,1758.9637835514357
1999-07-14,1735.9108183240098
1999-07-15,1738.0062525415863
1999-07-16,1728.375889799484
1999-07-19,1744.1495649227331
1999-07-20,1710.3220885942028
1999-07-21,1685.311750651837
1999-07-22,1667.2015664372545
1999-07-23,1639.2998328667811
1999-07-26,1575.988276398261
1999-07-27,1578.9993099990847
1999-07-28,1611.4660762644437
1999-07-29,1621.396971900923
1999-07-30,1622.300648643218
1999-08-02,1620.0926853121555
1999-08-03,1631.3721684827347
