Date,PERU SMALL CAP
1998-12-31,102.96893494082404
1999-01-01,102.96893494082404
1999-01-04,102.40770050187915
1999-01-05,101.36238801444597
1999-01-06,102.98536153168361
1999-01-07,104.18239388546007
1999-01-08,105.70019255865883
1999-01-11,106.05842976245205
1999-01-12,105.63219927512873
1999-01-13,99.75975524116224
1999-01-14,97.78825829013188
1999-01-15,101.43992045435103
1999-01-18,103.24242273660555
1999-01-19,100.89345262517996
1999-01-20,102.10265230944462
1999-01-21,100.8458604030215
1999-01-22,99.92872651387852
1999-01-25,99.00893521363234
1999-01-26,99.77509118502175
1999-01-27,99.53426359503361
1999-01-28,100.90270238916646
1999-01-29,101.36774816406385
1999-02-01,101.29747498505509
1999-02-02,101.38343202515195
1999-02-03,102.07212454483958
1999-02-04,103.32074917836567
1999-02-05,103.91884049157129
1999-02-08,104.5509208051038
1999-02-09,104.51402378177634
1999-02-10,104.40066863592648
1999-02-11,104.18820093130282
1999-02-12,104.45750239672041
1999-02-15,105.26126297031877
1999-02-16,103.42909697090585
1999-02-17,102.77483553087521
1999-02-18,103.20639459527268
1999-02-19,104.43593982049902
1999-02-22,104.09127878433318
1999-02-23,104.31653200749513
1999-02-24,104.31162464161109
1999-02-25,100.10952815904976
1999-02-26,104.61832389002838
1999-03-01,106.30187714024062
1999-03-02,106.23037322316421
1999-03-03,106.21367982928821
1999-03-04,108.38098597987994
1999-03-05,108.47197832476084
1999-03-08,107.92934628400413
1999-03-09,108.75490633488108
1999-03-10,107.93967050167723
1999-03-11,109.48392569185069
1999-03-12,110.5388217982352
1999-03-15,111.37267040395044
1999-03-16,109.74916233530226
1999-03-17,108.81824199343478
1999-03-18,109.29659200287804
1999-03-19,110.56782670093264
1999-03-22,110.59157076759828
1999-03-23,109.776210507
1999-03-24,110.92806452436454
1999-03-25,110.98622930800563
1999-03-26,112.44971183542275
1999-03-29,112.77905578578297
1999-03-30,112.59737017125883
1999-03-31,113.43516086359998
1999-04-01,113.27253356920181
1999-04-02,113.52454198687607
1999-04-05,114.02869583338315
1999-04-06,113.42377876268881
1999-04-07,112.82681904944147
1999-04-08,112.47476690552485
1999-04-09,112.86881222070166
1999-04-12,110.65013488259866
1999-04-13,111.98753517541464
1999-04-14,111.89484687918801
1999-04-15,113.30026520665868
1999-04-16,115.66741913952669
1999-04-19,119.56981008328398
1999-04-20,118.9840853603223
1999-04-21,119.75818212882523
1999-04-22,121.29641086255518
1999-04-23,119.85058121380617
1999-04-26,119.89643299920031
1999-04-27,119.39408676587426
1999-04-28,120.29370411157116
1999-04-29,121.20138212307654
1999-04-30,122.78824550860416
1999-05-03,123.74348735595723
1999-05-04,124.30558768230047
1999-05-05,123.36035876056152
1999-05-06,124.31489107816404
1999-05-07,125.23299740410208
1999-05-10,125.58629160083964
1999-05-11,127.27398603983713
1999-05-12,126.69943901645321
1999-05-13,127.31726670663669
1999-05-14,126.19569582274954
1999-05-17,125.97907146636399
1999-05-18,125.29490750865676
1999-05-19,124.29988291700771
1999-05-20,124.89122031965978
1999-05-21,124.31578790617942
1999-05-24,124.9630687370184
1999-05-25,122.80190170373083
1999-05-26,124.43716859518581
1999-05-27,123.16616128692162
1999-05-28,122.51819102720982
1999-05-31,123.6169351118484
1999-06-01,124.03949436150047
1999-06-02,125.13980275260737
1999-06-03,126.17715370716657
1999-06-04,126.74028907034543
1999-06-07,125.15158458246017
1999-06-08,125.1179955896838
1999-06-09,125.61362764823103
1999-06-10,123.51568581644172
1999-06-11,124.66671995351791
1999-06-14,125.44494334073049
1999-06-15,125.82282981218842
1999-06-16,126.82880595918682
1999-06-17,126.02104281604346
1999-06-18,125.77991108065339
1999-06-21,126.20370289491314
1999-06-22,126.60039991469446
1999-06-23,126.7733106088227
1999-06-24,126.30502647409509
1999-06-25,126.26247950759476
1999-06-28,129.18336925304902
1999-06-29,129.62074946333746
1999-06-30,130.41497713837504
1999-07-01,131.6892012096222
1999-07-02,131.95596460323995
1999-07-05,131.55263371286878
1999-07-06,131.27219111885708
1999-07-07,131.37955601918688
1999-07-08,132.19646202497253
1999-07-09,131.92155950252567
1999-07-12,131.73436766863296
1999-07-13,129.89516091405767
1999-07-14,130.8485340720875
1999-07-15,128.45053856128214
1999-07-16,128.6624895365955
1999-07-19,128.41116692201712
1999-07-20,125.57260043395807
1999-07-21,122.31223866201242
1999-07-22,121.555817856791
1999-07-23,121.85083055437332
1999-07-26,119.12208669137505
1999-07-27,119.85564943199343
1999-07-28,120.00810161716626
1999-07-29,118.87130065457717
1999-07-30,118.87607928472622
1999-08-02,118.40255140279058
1999-08-03,117.40528659048526
1999-08-04,116.46029482550283
1999-08-05,116.76588641613911
1999-08-06,116.68182523179618
1999-08-09,118.13153952411216
1999-08-10,116.71513199905228
1999-08-11,119.42637774753224
1999-08-12,118.7322588678191
1999-08-13,118.52165396063782
1999-08-16,117.7143437427747
1999-08-17,118.25223180016643
1999-08-18,117.3638968696889
1999-08-19,116.5011565830494
1999-08-20,116.96048740761401
1999-08-23,118.77524129411437
1999-08-24,117.59521458011372
1999-08-25,118.19314471265275
1999-08-26,118.45087976998269
1999-08-27,117.41317664730212
1999-08-30,117.42711841300608
1999-08-31,116.67032921852744
1999-09-01,116.33507215677731
1999-09-02,115.44541377400868
1999-09-03,117.53238017373828
1999-09-06,119.92547806991317
1999-09-07,120.08693286066028
1999-09-08,119.77368650383792
