Date,CHINA SMALL CAP
1998-12-31,221.60480280375418
1999-01-01,221.60480280375418
1999-01-04,217.39326491058063
1999-01-05,214.60832105213842
1999-01-06,223.79346171904876
1999-01-07,228.0889485214213
1999-01-08,227.95919212447868
1999-01-11,222.4515778249651
1999-01-12,217.29788668640802
1999-01-13,198.01817125208728
1999-01-14,193.04508807109158
1999-01-15,200.64152521366964
1999-01-18,198.72197470609518
1999-01-19,194.2518481079534
1999-01-20,188.05093187355493
1999-01-21,185.30154063432042
1999-01-22,177.08094241271885
1999-01-25,176.53633822226269
1999-01-26,179.7971637503886
1999-01-27,191.7729647101387
1999-01-28,190.3863041079792
1999-01-29,189.7232229147428
1999-02-01,188.43001154185373
1999-02-02,183.80636222911164
1999-02-03,181.34025628661217
1999-02-04,182.7327923765974
1999-02-05,180.8442223324825
1999-02-08,181.2526368637902
1999-02-09,186.07758969777714
1999-02-10,182.74600536020245
1999-02-11,183.6509612604979
1999-02-12,188.37080532191874
1999-02-15,188.69276229682498
1999-02-16,189.65169281178976
1999-02-17,188.45599807348108
1999-02-18,188.2884974937048
1999-02-19,186.11684111936677
1999-02-22,184.4301649168158
1999-02-23,184.53421769403724
1999-02-24,188.36108420418674
1999-02-25,187.93705314084534
1999-02-26,196.13399645914097
1999-03-01,201.5438672851119
1999-03-02,194.77309449803522
1999-03-03,200.09882413726868
1999-03-04,201.0362932021478
1999-03-05,200.96411672352815
1999-03-08,200.39831289997946
1999-03-09,197.61411051636833
1999-03-10,196.60512765423934
1999-03-11,200.65982749232776
1999-03-12,198.327974409765
1999-03-15,195.82728334987516
1999-03-16,195.25620380075316
1999-03-17,201.9568857149109
1999-03-18,210.2722117788183
1999-03-19,215.82533995554513
1999-03-22,229.0155571461233
1999-03-23,233.69396519643442
1999-03-24,230.6261556241811
1999-03-25,227.7735504928435
1999-03-26,226.2389123828683
1999-03-29,221.6681637970733
1999-03-30,221.06119496777913
1999-03-31,222.1554901721865
1999-04-01,226.089196783635
1999-04-02,226.16862093062784
1999-04-05,228.62645831021104
1999-04-06,227.6540616441901
1999-04-07,232.6609734887104
1999-04-08,234.7592032244667
1999-04-09,245.5360601939639
1999-04-12,245.8833852346998
1999-04-13,244.89847063311896
1999-04-14,238.6897264415112
1999-04-15,242.9231703595472
1999-04-16,243.46703985073458
1999-04-19,248.32431251547757
1999-04-20,253.05197089190293
1999-04-21,259.9473271309054
1999-04-22,263.94918846306047
1999-04-23,259.79101980616144
1999-04-26,256.7619043293453
1999-04-27,259.011422534774
1999-04-28,254.46167889461006
1999-04-29,256.36317742107036
1999-04-30,261.4414258391774
1999-05-03,262.0709610148092
1999-05-04,264.0036364595156
1999-05-05,264.2929965148616
1999-05-06,271.66208330084123
1999-05-07,272.9314698947215
1999-05-10,262.90155734973683
1999-05-11,265.8729612950367
1999-05-12,269.3819544133649
1999-05-13,273.0572514559417
1999-05-14,271.45820649480106
1999-05-17,267.1900115437442
1999-05-18,270.092116935879
1999-05-19,273.62874738656154
1999-05-20,269.4281695117693
1999-05-21,264.9047881782371
1999-05-24,268.91324474720295
1999-05-25,267.7186799796543
1999-05-26,265.7887851053393
1999-05-27,260.73166361454696
1999-05-28,257.83918733123596
1999-05-31,264.69318438812013
1999-06-01,274.979578299469
1999-06-02,271.9661824464139
1999-06-03,267.8307337993116
1999-06-04,268.7878813037565
1999-06-07,272.1036220149047
1999-06-08,270.1402216453548
1999-06-09,271.52606526267505
1999-06-10,284.1976531456506
1999-06-11,300.9689321305115
1999-06-14,308.3350576267556
1999-06-15,300.04304977417576
1999-06-16,307.63255682662356
1999-06-17,316.35266835520474
1999-06-18,313.85722658047877
1999-06-21,333.4809784515781
1999-06-22,347.1673471273979
1999-06-23,364.67643008313286
1999-06-24,360.6173312358222
1999-06-25,355.79224301342447
1999-06-28,373.9190781259459
1999-06-29,397.45647833280157
1999-06-30,404.51426364128815
1999-07-01,398.6147534440056
1999-07-02,400.1554519026926
1999-07-05,407.7933859444294
1999-07-06,395.7979856264655
1999-07-07,379.9677272516567
1999-07-08,382.03354155349876
1999-07-09,392.9071781790335
1999-07-12,399.7363440036238
1999-07-13,387.77154765380504
1999-07-14,373.5804430338543
1999-07-15,376.1391447007911
1999-07-16,368.3250538589348
1999-07-19,354.6204521084951
1999-07-20,353.53753355939796
1999-07-21,352.2292200330802
1999-07-22,348.8099614388937
1999-07-23,349.6257578022215
1999-07-26,328.65801100413574
1999-07-27,330.683146967888
1999-07-28,333.47496290339313
1999-07-29,332.478379394018
1999-07-30,340.08435768582547
1999-08-02,349.82584299574467
1999-08-03,352.6906762474947
1999-08-04,341.9210857891075
1999-08-05,333.7564765663338
1999-08-06,325.32648133911977
1999-08-09,315.26347624439927
1999-08-10,299.58462777106166
1999-08-11,292.01282673508257
1999-08-12,308.6421672822541
1999-08-13,308.8171574581382
1999-08-16,311.17431776290806
1999-08-17,315.20746937699
1999-08-18,322.47631437070777
1999-08-19,336.5643739631542
1999-08-20,343.89209864488095
1999-08-23,344.8023494027598
1999-08-24,349.3482502719227
1999-08-25,353.89810052925003
1999-08-26,352.625428750112
1999-08-27,347.6602398892838
1999-08-30,347.2332253532497
1999-08-31,343.5414629278914
1999-09-01,342.12136112168133
1999-09-02,342.5812207437439
1999-09-03,348.5755359260375
1999-09-06,354.0194955263414
1999-09-07,352.13166830805886
1999-09-08,351.5021932298097
1999-09-09,361.8255126405444
1999-09-10,371.7725565416362
1999-09-13,377.0845592321532
