Date,KUWAIT SMALL CAP
2002-05-31,510.71674156066564
2002-06-03,518.0269780302317
2002-06-04,510.0863207087256
2002-06-05,517.7781128003184
2002-06-06,514.1159789591356
2002-06-07,514.0917014685906
2002-06-10,525.0693890618676
2002-06-11,524.9381226640553
2002-06-12,522.7772266404705
2002-06-13,523.4222597002613
2002-06-14,522.2448874704527
2002-06-17,530.8953509728055
2002-06-18,527.6193898200534
2002-06-19,521.2948783739816
2002-06-20,516.7663142910561
2002-06-21,515.0240710092595
2002-06-24,512.998172396414
2002-06-25,514.3522305735326
2002-06-26,507.07498509220517
2002-06-27,510.17185247503085
2002-06-28,508.18302943733437
2002-07-01,502.7435329958058
2002-07-02,507.1179342523129
2002-07-03,515.2374517373711
2002-07-04,515.8886052040269
2002-07-05,518.6986762578227
2002-07-08,515.8758708693451
2002-07-09,521.3002596120101
2002-07-10,526.2997787069047
2002-07-11,525.6643505731807
2002-07-12,525.850388818492
2002-07-15,518.0717761802867
2002-07-16,516.8182327024118
2002-07-17,512.0930917965976
2002-07-18,511.728515577686
2002-07-19,509.0176291859767
2002-07-22,516.2387958430139
2002-07-23,516.008077396537
2002-07-24,507.17474851880525
2002-07-25,503.30578367551493
2002-07-26,508.8139250334889
2002-07-29,497.44918233186127
2002-07-30,491.11953428869555
2002-07-31,499.49759228952274
2002-08-01,498.69676905615904
2002-08-02,497.6093321579556
2002-08-05,498.10640437726227
2002-08-06,497.85387725002306
2002-08-07,501.5803329691843
2002-08-08,502.564128398772
2002-08-09,500.90032505012243
2002-08-12,485.77238227267196
2002-08-13,487.9221104589416
2002-08-14,486.58661248815247
2002-08-15,489.58801531884427
2002-08-16,487.56015562878207
2002-08-19,486.8685771966685
2002-08-20,484.4749428510636
2002-08-21,484.1139169827453
2002-08-22,487.81107517708807
2002-08-23,487.5243414519952
2002-08-26,494.88408656124466
2002-08-27,497.4234037754058
2002-08-28,499.1385976124269
2002-08-29,497.7437181414304
2002-08-30,499.2785135636832
2002-09-02,491.6146290970116
2002-09-03,488.78212403594915
2002-09-04,486.5073067564326
2002-09-05,487.4638395737092
2002-09-06,490.5283266582971
2002-09-09,473.3463375707725
2002-09-10,474.0107868906916
2002-09-11,477.1419155327733
2002-09-12,475.23268150289965
2002-09-13,474.13996929260736
2002-09-16,477.3180472970553
2002-09-17,486.83218919213783
2002-09-18,482.4068173531455
2002-09-19,480.1228822067227
2002-09-20,479.4636673159105
2002-09-23,475.85641502338933
2002-09-24,474.769950948067
2002-09-25,472.63419056881264
2002-09-26,473.73014108579304
2002-09-27,474.01040851424494
2002-09-30,451.88598138025867
2002-10-01,435.19119410269934
2002-10-02,438.88383340530993
2002-10-03,437.8183012912159
2002-10-04,440.42162414348905
2002-10-07,446.43286367298685
2002-10-08,452.3297668299019
2002-10-09,456.4014300678607
2002-10-10,457.6492024353491
2002-10-11,457.120436515202
2002-10-14,456.89274201816914
2002-10-15,457.6034281341992
2002-10-16,462.17741018193385
2002-10-17,466.16478894115284
2002-10-18,466.29352788610737
2002-10-21,478.52352456088266
2002-10-22,477.4614417570011
2002-10-23,477.1082877467854
2002-10-24,478.0035134849779
2002-10-25,478.96951388615446
2002-10-28,468.56036717383984
2002-10-29,466.6045138783781
2002-10-30,470.0397922430742
2002-10-31,467.34743266600304
2002-11-01,464.6169293585292
2002-11-04,474.2096721207115
2002-11-05,472.47769888622474
2002-11-06,474.23234546900534
2002-11-07,470.3596656784086
2002-11-08,468.5278595487702
2002-11-11,481.9990166179012
2002-11-12,482.61514267377686
2002-11-13,483.5524046578388
2002-11-14,485.16332395266954
2002-11-15,484.15911452365674
2002-11-18,489.0704209358564
2002-11-19,490.6138914587338
2002-11-20,497.741954523527
2002-11-21,499.193129328342
2002-11-22,499.66906104603686
2002-11-25,511.4746329901139
2002-11-26,513.5821980080287
2002-11-27,514.2073616921435
2002-11-28,511.8072313728196
2002-11-29,511.91013305291466
2002-12-02,518.8646146011923
2002-12-03,516.1295235318969
2002-12-04,514.0360236630322
2002-12-05,513.838545954586
2002-12-06,510.0069686110053
2002-12-09,513.158188003062
2002-12-10,509.4934757835305
2002-12-11,517.7313473069283
2002-12-12,514.4192619446129
2002-12-13,512.5141359598852
2002-12-16,524.6787296130001
2002-12-17,522.1511951807571
2002-12-18,528.0889047074
2002-12-19,529.1039851588483
2002-12-20,528.5070830100718
2002-12-23,512.907629866724
2002-12-24,515.4287545806073
2002-12-25,515.152617071339
2002-12-26,513.9424094602344
2002-12-27,510.93536659300065
2002-12-30,508.3237541926639
2002-12-31,506.17279759661824
2003-01-01,506.17279759661824
2003-01-02,511.01720062689316
2003-01-03,509.17349264590064
2003-01-06,519.5406421889999
2003-01-07,528.3797858215033
2003-01-08,529.8000351147452
2003-01-09,525.4503668031277
2003-01-10,523.1801673214856
2003-01-13,524.21545934073
2003-01-14,524.7598822161764
2003-01-15,525.0005630434554
2003-01-16,525.6210724078695
2003-01-17,521.8876584101696
2003-01-20,533.4071648279886
2003-01-21,532.6452801843545
2003-01-22,533.7220416775099
2003-01-23,531.8040650085072
2003-01-24,529.2272708995483
2003-01-27,524.6902890825536
2003-01-28,517.8702626004923
2003-01-29,515.8226197494812
2003-01-30,520.6085776633812
2003-01-31,521.331314773283
2003-02-03,512.3112846962941
2003-02-04,506.4894724666611
2003-02-05,504.6386604462942
2003-02-06,504.1847851669735
2003-02-07,504.91274221359294
2003-02-10,503.26946514189507
2003-02-11,506.3562065508523
2003-02-12,505.10248010647075
2003-02-13,500.71799094495935
2003-02-14,502.1970421374699
2003-02-17,523.6407676357458
2003-02-18,527.4924252139058
2003-02-19,526.8276084329757
2003-02-20,522.8308313831678
2003-02-21,523.6153520914414
2003-02-24,524.8326600290015
2003-02-25,524.9373333244862
2003-02-26,523.7140804820741
2003-02-27,525.1815583795362
2003-02-28,524.1076993996054
2003-03-03,531.386864935109
2003-03-04,528.7281700922991
2003-03-05,531.2720237580318
2003-03-06,531.7570802476777
2003-03-07,528.9720424371902
