Date,POLAND SMALL CAP
1998-12-31,234.61219994558664
1999-01-01,234.61219994558664
1999-01-04,242.8135157388927
1999-01-05,251.26781076521243
1999-01-06,254.12088486671064
1999-01-07,264.9582041696785
1999-01-08,267.68910245999393
1999-01-11,271.5742248236693
1999-01-12,261.57310864819345
1999-01-13,242.39560767507896
1999-01-14,233.62211182564607
1999-01-15,231.38112291522353
1999-01-18,249.25700281804157
1999-01-19,250.84597299171304
1999-01-20,254.70548765145023
1999-01-21,256.86120690292785
1999-01-22,237.89508711771015
1999-01-25,233.56965230503866
1999-01-26,243.14779018213474
1999-01-27,246.49959159232156
1999-01-28,240.7160948611015
1999-01-29,248.7364424163031
1999-02-01,248.70770628867007
1999-02-02,243.61290270915399
1999-02-03,243.50664983019195
1999-02-04,255.24479739587576
1999-02-05,249.6541287755733
1999-02-08,246.45508173376462
1999-02-09,248.30842395023308
1999-02-10,241.93866022940867
1999-02-11,243.17506586028986
1999-02-12,247.0502632195844
1999-02-15,243.7195774040511
1999-02-16,247.2691815437214
1999-02-17,245.66050242083412
1999-02-18,244.79824394758575
1999-02-19,245.40877203441124
1999-02-22,246.0776481641696
1999-02-23,247.4735991757427
1999-02-24,242.45283160194234
1999-02-25,234.354567918986
1999-02-26,230.82610150166087
1999-03-01,235.1563181905049
1999-03-02,231.116601317807
1999-03-03,229.66010963404165
1999-03-04,229.3057316134981
1999-03-05,232.07456760316492
1999-03-08,238.38869864643397
1999-03-09,239.97786261409723
1999-03-10,237.0358410048799
1999-03-11,240.15334706097852
1999-03-12,244.1176886596212
1999-03-15,245.7221784918264
1999-03-16,241.6458624720584
1999-03-17,239.59763139717444
1999-03-18,241.49839177972163
1999-03-19,247.17836307284477
1999-03-22,249.29284623022204
1999-03-23,250.0617654686142
1999-03-24,235.20402343977446
1999-03-25,244.12194819636537
1999-03-26,252.01597185435895
1999-03-29,253.59151455985196
1999-03-30,258.9342052412069
1999-03-31,254.84613274747508
1999-04-01,253.82375449227766
1999-04-02,255.49932751676636
1999-04-05,256.1015727220676
1999-04-06,263.10613405316377
1999-04-07,267.7088365704971
1999-04-08,265.76113626484175
1999-04-09,262.61676857989164
1999-04-12,260.2549369473277
1999-04-13,257.1997441550721
1999-04-14,252.20363151069486
1999-04-15,251.35846851149427
1999-04-16,253.27415762717513
1999-04-19,262.9839223874443
1999-04-20,264.3282227973026
1999-04-21,261.5305438883821
1999-04-22,266.21873925902474
1999-04-23,270.1307448895295
1999-04-26,271.83001395906956
1999-04-27,271.1031688048389
1999-04-28,267.0508481326912
1999-04-29,265.0202744494304
1999-04-30,269.7551172060923
1999-05-03,270.5406360242135
1999-05-04,274.85777266319616
1999-05-05,270.4641167440714
1999-05-06,269.61506952763006
