Date,MALAYSIA SMALL CAP
1998-12-31,313.034970817444
1999-01-01,313.034970817444
1999-01-04,304.64975259202333
1999-01-05,311.30660266217814
1999-01-06,323.4770969321421
1999-01-07,323.24512870411473
1999-01-08,330.50934941396235
1999-01-11,337.07451071481194
1999-01-12,331.56315532225204
1999-01-13,324.58894162351345
1999-01-14,322.0718295860044
1999-01-15,327.08844860276935
1999-01-18,326.89101658240037
1999-01-19,326.62345403921057
1999-01-20,327.63969744661836
1999-01-21,335.83733439389187
1999-01-22,344.53300904913226
1999-01-25,342.3358515613736
1999-01-26,338.2088685162396
1999-01-27,338.68993346818604
1999-01-28,334.0347128505701
1999-01-29,335.007279659637
1999-02-01,336.548292401669
1999-02-02,322.879295629682
1999-02-03,314.6447120387354
1999-02-04,322.10515020789495
1999-02-05,312.56346744129337
1999-02-08,293.33770014038913
1999-02-09,309.1194640759578
1999-02-10,303.4502793165351
1999-02-11,313.0229338731046
1999-02-12,319.52598929474135
1999-02-15,320.7061013007692
1999-02-16,322.3268432259475
1999-02-17,320.8060275319232
1999-02-18,315.70926212218393
1999-02-19,319.2264344966672
1999-02-22,317.62102680489494
1999-02-23,316.6157768425111
1999-02-24,310.76890589024606
1999-02-25,309.96552003961426
1999-02-26,375.2430566414878
1999-03-01,367.7487455606744
1999-03-02,365.0861039120414
1999-03-03,357.179459613865
1999-03-04,361.759090530598
1999-03-05,358.87710723299716
1999-03-08,357.3028716948719
1999-03-09,364.0061305105865
1999-03-10,358.0146789897968
1999-03-11,358.32774979013845
1999-03-12,358.0495048968939
1999-03-15,354.6492524342356
1999-03-16,350.99476571569244
1999-03-17,344.9188694905387
1999-03-18,346.12804773868766
1999-03-19,347.01033806060195
1999-03-22,337.6090656793979
1999-03-23,333.70373245514986
1999-03-24,324.6428061302222
1999-03-25,333.4825675878626
1999-03-26,337.70490099639244
1999-03-29,338.24059039799164
1999-03-30,336.0416893450027
1999-03-31,340.8527116429453
1999-04-01,359.0281970695634
1999-04-02,376.3647105764869
1999-04-05,368.0638339957789
1999-04-06,376.6697120049034
1999-04-07,371.74862706467866
1999-04-08,368.2160756674373
1999-04-09,377.34173924706903
1999-04-12,373.3619700776066
1999-04-13,385.14788136802366
1999-04-14,380.28547565580214
1999-04-15,391.70638208193577
1999-04-16,410.0849979241429
1999-04-19,424.54697697722673
1999-04-20,416.8413297637702
1999-04-21,410.4999114843456
1999-04-22,430.6234007141264
1999-04-23,436.71640023940455
1999-04-26,460.46981932687805
1999-04-27,450.92136493382196
1999-04-28,453.6104201416669
1999-04-29,465.1565443185691
1999-04-30,469.88443025792503
1999-05-03,461.6659492775659
1999-05-04,470.7570877594238
1999-05-05,478.62445449806046
1999-05-06,482.2960832731368
1999-05-07,472.38652519980695
1999-05-10,482.01725942764244
1999-05-11,500.12978468541536
1999-05-12,496.6711994510658
1999-05-13,500.56137131876613
1999-05-14,509.80361395154347
1999-05-17,515.8435250434262
1999-05-18,541.6233428840424
1999-05-19,547.4113824704501
1999-05-20,560.9937405648549
1999-05-21,559.4483424642534
1999-05-24,527.5739971643577
1999-05-25,542.274599961459
1999-05-26,543.1383504741309
1999-05-27,543.404752536294
1999-05-28,531.5244918742648
1999-05-31,516.9039798911137
1999-06-01,537.8391509655779
1999-06-02,529.2612160895203
1999-06-03,527.757796692202
1999-06-04,526.5475536220114
1999-06-07,520.465014666257
1999-06-08,540.6931165279425
1999-06-09,538.0495926950008
1999-06-10,547.4406682287405
1999-06-11,558.0611133257306
1999-06-14,582.9921887484105
1999-06-15,579.1973267969322
1999-06-16,599.2164134940608
1999-06-17,596.8731877167777
1999-06-18,589.4035201171441
1999-06-21,592.0997847660684
1999-06-22,603.9444491826928
1999-06-23,609.5950896204471
1999-06-24,612.2235274363754
1999-06-25,612.6897108046886
