Date,HUNGARY SMALL CAP
1998-12-31,344.7377870365423
1999-01-01,344.7377870365423
1999-01-04,346.89764136547063
1999-01-05,347.60698665339794
1999-01-06,348.107900380596
1999-01-07,358.04306612035367
1999-01-08,359.1165318086479
1999-01-11,356.59687693850816
1999-01-12,351.35409007627914
1999-01-13,319.29412642746945
1999-01-14,316.68335535526995
1999-01-15,305.1270843231266
1999-01-18,331.54181923029955
1999-01-19,330.4237537791195
1999-01-20,334.251886582098
1999-01-21,329.5996561609418
1999-01-22,325.4767008297991
1999-01-25,332.07689812424655
1999-01-26,327.74197148725284
1999-01-27,329.0766561858537
1999-01-28,327.4991932838885
1999-01-29,331.6040368431781
1999-02-01,335.0180668616233
1999-02-02,336.54012818566196
1999-02-03,337.22479470619606
1999-02-04,342.33129797726036
1999-02-05,340.04003727107147
1999-02-08,339.9658002034397
1999-02-09,332.64561274542007
1999-02-10,327.5277433023125
1999-02-11,333.1397938366836
1999-02-12,334.6088094896257
1999-02-15,329.9348382168097
1999-02-16,333.0971312246146
1999-02-17,323.92464920156067
1999-02-18,322.56823127119105
1999-02-19,316.1279008608402
1999-02-22,305.85697405269457
1999-02-23,298.1959102700105
1999-02-24,301.3069700362384
1999-02-25,295.68337559484644
1999-02-26,295.54826128946166
1999-03-01,301.30435631111624
1999-03-02,297.64943987985873
1999-03-03,288.251976301541
1999-03-04,278.6296924444048
1999-03-05,285.5068121395398
1999-03-08,305.9080423103279
1999-03-09,304.3716060120052
1999-03-10,300.42997321892716
1999-03-11,298.50279587998716
1999-03-12,296.17832406701615
1999-03-15,296.01778710632647
1999-03-16,297.74701594750695
1999-03-17,298.24505456962856
1999-03-18,286.292865975849
1999-03-19,295.80011054150594
1999-03-22,294.3248945758568
1999-03-23,289.45552443917325
1999-03-24,282.7261061711068
1999-03-25,290.85828974532615
1999-03-26,289.4779834023405
1999-03-29,285.94865832526045
1999-03-30,285.83339377610884
1999-03-31,294.65167594691343
1999-04-01,295.9984600160251
1999-04-02,303.73844815990253
1999-04-05,304.60985040288176
1999-04-06,307.5263818519347
1999-04-07,301.40349496352616
1999-04-08,305.75863296167
1999-04-09,307.10949753724566
1999-04-12,294.62617231626035
1999-04-13,294.6046468386077
1999-04-14,296.37394950227593
1999-04-15,297.27269432599314
1999-04-16,310.59194659088257
1999-04-19,317.5957974182196
1999-04-20,317.1037462374468
1999-04-21,321.28469624612035
1999-04-22,316.2544204250524
1999-04-23,318.9172279918701
1999-04-26,319.59193624358136
1999-04-27,325.9176722917903
1999-04-28,321.2711483325251
1999-04-29,324.32738137322366
1999-04-30,324.71812529707586
1999-05-03,332.7151066963205
1999-05-04,335.63837973827776
1999-05-05,336.1209018642546
1999-05-06,346.1630413370159
1999-05-07,344.98385546001975
1999-05-10,345.757206149236
1999-05-11,349.7973172411123
1999-05-12,346.82671674160946
1999-05-13,338.4851489614483
1999-05-14,338.64464922762403
1999-05-17,335.7803966059508
1999-05-18,341.2796644700224
1999-05-19,342.3600596458529
1999-05-20,341.83101109894443
1999-05-21,342.01655718577797
1999-05-24,341.6957497862502
1999-05-25,335.6583675990626
1999-05-26,339.92267419801806
1999-05-27,336.40551945357345
1999-05-28,334.78750688052264
1999-05-31,346.01599216434596
1999-06-01,343.44916866048777
1999-06-02,341.4315107210454
1999-06-03,346.5234543216115
1999-06-04,349.29365944268943
1999-06-07,342.4104838757514
1999-06-08,342.85948957264617
1999-06-09,340.4059126564361
1999-06-10,344.3710943661828
1999-06-11,346.9845011255027
1999-06-14,346.5669725000297
1999-06-15,348.08669048534165
1999-06-16,352.2619481724799
1999-06-17,349.20121294945517
1999-06-18,347.9599790071296
1999-06-21,349.77056727716746
1999-06-22,343.58821589760095
1999-06-23,344.00620996599065
1999-06-24,345.0729364723364
1999-06-25,343.6980776513152
1999-06-28,345.26183571609516
1999-06-29,342.89996497069666
1999-06-30,344.75520497304785
1999-07-01,345.15311096678477
1999-07-02,349.2267899152628
1999-07-05,352.61190781800894
1999-07-06,356.2404946098476
1999-07-07,356.8623610671455
1999-07-08,365.44337640564663
1999-07-09,374.4167537618016
1999-07-12,374.5272435906291
1999-07-13,367.60034672452593
1999-07-14,370.64230808622574
1999-07-15,371.40823623909654
1999-07-16,371.7920553297145
1999-07-19,373.3270128153563
1999-07-20,369.81835074096887
1999-07-21,366.00009432214233
1999-07-22,365.2200755421525
1999-07-23,365.21282261466934
1999-07-26,358.3562649231434
1999-07-27,360.5354839692162
1999-07-28,363.877720022111
1999-07-29,362.5151337774767
1999-07-30,365.4007230278592
1999-08-02,362.8045216639222
1999-08-03,361.0752549218836
1999-08-04,360.4208810192959
1999-08-05,355.7535747619764
1999-08-06,358.1688133791141
1999-08-09,361.420125931473
1999-08-10,358.1561561624146
1999-08-11,359.21530194130406
1999-08-12,362.7956426499959
1999-08-13,367.76298476580183
1999-08-16,366.58728127704524
1999-08-17,365.27943847206336
1999-08-18,362.7669087703529
1999-08-19,367.0856785771516
1999-08-20,366.8165069357467
1999-08-23,383.69038628552465
1999-08-24,380.7580236663889
1999-08-25,385.990497010921
1999-08-26,388.3016108996618
1999-08-27,387.30061325365585
1999-08-30,388.0142437376335
1999-08-31,383.4476354083779
1999-09-01,384.85357974403667
1999-09-02,375.15072210214095
1999-09-03,381.11704628179587
1999-09-06,385.2409941645435
1999-09-07,381.72346765871714
1999-09-08,381.25213182235984
1999-09-09,384.1410296429387
1999-09-10,386.41241940041385
1999-09-13,383.27117101147064
1999-09-14,376.6328806918247
1999-09-15,373.31566095936273
1999-09-16,365.54528367455436
1999-09-17,373.16240762932074
1999-09-20,374.15111682145476
1999-09-21,373.5473566183433
1999-09-22,366.42548980809283
1999-09-23,365.65966018449797
1999-09-24,361.2099792982159
1999-09-27,365.23352066341505
1999-09-28,364.03112125822804
1999-09-29,360.2183095647707
1999-09-30,357.3119804890329
1999-10-01,351.62744178803615
1999-10-04,364.1880499666938
1999-10-05,365.8180662657035
1999-10-06,364.6322461016798
1999-10-07,363.1373616190768
1999-10-08,365.1402005958761
1999-10-11,364.6331242898884
1999-10-12,362.6211547131772
