Date,TAIWAN SMALL CAP
1998-12-31,1679.7475814112797
1999-01-01,1679.7475814112797
1999-01-04,1675.2138391030703
1999-01-05,1613.0224648479616
1999-01-06,1611.561107787232
1999-01-07,1668.920927556798
1999-01-08,1698.9256663350895
1999-01-11,1698.9337521927823
1999-01-12,1675.4447776615357
1999-01-13,1644.526131837453
1999-01-14,1620.7481713405493
1999-01-15,1679.9611605983882
1999-01-18,1665.1777206624895
1999-01-19,1641.6198424502002
1999-01-20,1631.6545966718875
1999-01-21,1622.8712895534493
1999-01-22,1596.7420520747496
1999-01-25,1545.3591584642709
1999-01-26,1536.4817385850824
1999-01-27,1560.22627421365
1999-01-28,1549.6337951218025
1999-01-29,1531.3144661710164
1999-02-01,1524.9475703662463
1999-02-02,1478.2024739693431
1999-02-03,1444.7458779478618
1999-02-04,1384.312957671318
1999-02-05,1353.082096037023
1999-02-08,1476.4606936866355
1999-02-09,1447.8465651664935
1999-02-10,1471.7309413125681
1999-02-11,1474.40096235748
1999-02-12,1477.4075059469974
1999-02-15,1482.8640459280236
1999-02-16,1490.3579474123649
1999-02-17,1481.0334581409536
1999-02-18,1482.7864486225747
1999-02-19,1493.9192387856879
1999-02-22,1589.2713724829355
1999-02-23,1539.9148367543746
1999-02-24,1540.648287937008
1999-02-25,1542.8920504165087
1999-02-26,1562.4609852875121
1999-03-01,1589.0144514592046
1999-03-02,1586.9421050719147
1999-03-03,1601.224406559274
1999-03-04,1616.9686812053687
1999-03-05,1618.7662043965265
1999-03-08,1613.5232808392352
1999-03-09,1622.2023164194313
1999-03-10,1610.5547660016225
1999-03-11,1617.5483725121935
1999-03-12,1594.5112377874561
1999-03-15,1608.8474471763222
1999-03-16,1638.7545304517807
1999-03-17,1643.4733334166267
1999-03-18,1683.884742393616
1999-03-19,1737.7930415990165
1999-03-22,1751.400711654837
1999-03-23,1749.738979887576
1999-03-24,1735.4605813895776
1999-03-25,1753.770241340768
1999-03-26,1806.4252638830787
