Date,INDIA DOMESTIC SMALL CAP
2015-05-18,1329.617086055293
2015-05-19,1361.3449838469573
2015-05-20,1363.673156197107
2015-05-21,1365.9181397780376
2015-05-22,1384.2299852843987
2015-05-25,1383.4839830574215
2015-05-26,1388.325504678286
2015-05-27,1391.1367961025308
2015-05-28,1387.6737406668858
2015-05-29,1395.9915928765265
2015-06-01,1409.7323394666753
2015-06-02,1342.5692077117346
2015-06-03,1300.9200717532701
2015-06-04,1298.7325670442103
2015-06-05,1322.4032761344063
2015-06-08,1282.6400804572495
2015-06-09,1274.606374591302
2015-06-10,1284.10037707607
2015-06-11,1266.3490941966927
2015-06-12,1255.514822406523
2015-06-15,1259.9480684189944
2015-06-16,1264.7004146091297
2015-06-17,1285.5347220392173
2015-06-18,1287.2441494253583
2015-06-19,1305.8977247226394
2015-06-22,1321.1799496345072
2015-06-23,1349.878815797715
2015-06-24,1337.127156998399
2015-06-25,1344.2382002945794
2015-06-26,1350.656656053192
2015-06-29,1321.5793455454832
2015-06-30,1340.2792386762192
2015-07-01,1365.8252950005815
2015-07-02,1376.8345713314575
2015-07-03,1375.368698323764
2015-07-06,1391.4555479013027
2015-07-07,1416.7973933204437
2015-07-08,1375.258458784656
2015-07-09,1377.8035914496427
2015-07-10,1368.426388368204
2015-07-13,1403.0922268553736
2015-07-14,1410.24616147611
2015-07-15,1422.1216493794457
2015-07-16,1440.276483931731
2015-07-17,1455.5216138099952
2015-07-20,1455.2163999560294
2015-07-21,1423.2463402407
2015-07-22,1445.5170977330854
2015-07-23,1434.6767122898623
2015-07-24,1422.6007142286455
2015-07-27,1383.3058886493468
2015-07-28,1391.4945924505812
2015-07-29,1406.2082950951067
2015-07-30,1430.7476975122825
2015-07-31,1426.8930367104235
2015-08-03,1452.538565874547
2015-08-04,1474.3138780898703
2015-08-05,1500.3103184188717
2015-08-06,1494.0493736019928
2015-08-07,1485.9420063322693
2015-08-10,1475.6690477255906
2015-08-11,1443.53796080717
2015-08-12,1380.3014202541312
2015-08-13,1373.0890510962317
2015-08-14,1406.3872626657862
2015-08-17,1409.7187271276575
2015-08-18,1424.2118841995762
2015-08-19,1427.7020548891405
2015-08-20,1372.2460508355775
2015-08-21,1342.4375301672676
2015-08-24,1181.5531143283897
2015-08-25,1234.5696409835928
2015-08-26,1232.880170019106
2015-08-27,1289.3956216566512
2015-08-28,1287.3349339180345
2015-08-31,1278.8642139178908
2015-09-01,1250.0477959721868
2015-09-02,1251.432274432275
2015-09-03,1282.0952476821667
2015-09-04,1245.0156726596192
2015-09-07,1211.0982922101616
2015-09-08,1224.5839108748694
2015-09-09,1252.0044754654587
2015-09-10,1240.0225607011266
2015-09-11,1235.7708878584904
2015-09-14,1253.0724140561726
2015-09-15,1245.5578219956528
2015-09-16,1236.2670803250542
2015-09-17,1233.972942677652
2015-09-18,1252.5438478902834
2015-09-21,1286.8778011259108
2015-09-22,1274.9611366493627
2015-09-23,1279.7523199864643
2015-09-24,1266.2964877412023
2015-09-25,1279.3294761593556
2015-09-28,1276.8141148259735
2015-09-29,1279.6014901206709
2015-09-30,1311.9514515912772
2015-10-01,1307.9680225764423
2015-10-02,1299.6739590214593
2015-10-05,1333.4419326479895
2015-10-06,1334.66248105819
2015-10-07,1346.3073233940636
2015-10-08,1331.474899096599
2015-10-09,1328.8440781636816
2015-10-12,1329.0715414102485
2015-10-13,1322.708597545994
2015-10-14,1321.4139067679982
2015-10-15,1338.6415319525238
2015-10-16,1340.124455635895
2015-10-19,1358.294606031968
2015-10-20,1354.034748343749
2015-10-21,1342.7612326702997
2015-10-22,1366.102093665599
2015-10-23,1382.4294147998196
2015-10-26,1374.184981594794
2015-10-27,1375.4901348262529
2015-10-28,1368.6759751241498
2015-10-29,1368.0067262610874
2015-10-30,1346.0471244289015
2015-11-02,1341.018347597706
2015-11-03,1352.3785184229248
2015-11-04,1364.1826935348174
2015-11-05,1336.616242693379
2015-11-06,1344.6817545642252
2015-11-09,1338.4559820405473
2015-11-10,1327.7145171480472
2015-11-11,1339.4243503498722
2015-11-12,1336.1861679044678
2015-11-13,1327.324955586515
2015-11-16,1338.8338405775241
2015-11-17,1355.7610219818791
2015-11-18,1339.3414496482662
2015-11-19,1346.5728868257434
2015-11-20,1367.9232894224297
2015-11-23,1370.962943981087
2015-11-24,1371.3356316302045
2015-11-25,1376.315486546047
2015-11-26,1372.231372309393
2015-11-27,1379.425258793971
2015-11-30,1387.8560332281118
2015-12-01,1390.4211666734166
2015-12-02,1394.0970297472377
2015-12-03,1349.678966275214
2015-12-04,1332.7956941224234
2015-12-07,1338.5668971830196
2015-12-08,1316.87688948485
2015-12-09,1280.1949038366542
2015-12-10,1297.486422176081
2015-12-11,1276.6878277006963
2015-12-14,1273.597638057447
2015-12-15,1298.7307076253198
2015-12-16,1301.3586190174856
2015-12-17,1344.5536327762197
2015-12-18,1339.481620928675
2015-12-21,1340.4112842256443
2015-12-22,1332.4737308900276
2015-12-23,1352.8364516517213
2015-12-24,1349.321335176528
2015-12-25,1349.3213351765278
2015-12-28,1353.6183398678768
2015-12-29,1360.580088494448
2015-12-30,1361.6102751899991
2015-12-31,1380.528067636892
2016-01-01,1393.0332148323307
2016-01-04,1374.2950693387295
2016-01-05,1394.2243605306012
2016-01-06,1381.29624147907
2016-01-07,1329.4283433305707
2016-01-08,1340.7409865186996
2016-01-11,1334.8865851226917
2016-01-12,1321.5360185358993
2016-01-13,1303.8518736986418
2016-01-14,1278.9562450598953
2016-01-15,1217.9226589892473
2016-01-18,1182.9016077575343
2016-01-19,1200.3154543504954
2016-01-20,1168.9431926169225
2016-01-21,1183.1134598638052
2016-01-22,1213.0699980589661
2016-01-25,1219.3289632445817
2016-01-26,1217.5306258327819
2016-01-27,1215.7142475626324
2016-01-28,1202.6619641359514
2016-01-29,1240.8861913491598
2016-02-01,1236.7103340599144
2016-02-02,1215.3203208692446
2016-02-03,1168.792667428705
2016-02-04,1157.0620047602085
2016-02-05,1177.4715892867807
2016-02-08,1171.8282789885423
2016-02-09,1137.1588405144973
2016-02-10,1138.9476303954343
2016-02-11,1068.5253493496084
2016-02-12,1064.514858249711
2016-02-15,1114.857984148686
2016-02-16,1083.5400283683089
2016-02-17,1086.6699933464681
2016-02-18,1094.804685270944
2016-02-19,1096.6791276037227
2016-02-22,1107.6345596147648
2016-02-23,1095.4167151518216
2016-02-24,1083.3048667294506
2016-02-25,1065.0575845579149
2016-02-26,1074.7403443900544
2016-02-29,1087.1344075136087
2016-03-01,1129.6093639802925
2016-03-02,1164.31483374512
2016-03-03,1170.172348707108
2016-03-04,1174.541234396087
2016-03-07,1177.054251103722
2016-03-08,1166.4088196623334
2016-03-09,1177.7234847393604
2016-03-10,1165.235425576634
2016-03-11,1162.069115928431
2016-03-14,1173.5331486267355
2016-03-15,1159.073795578937
2016-03-16,1162.7544869094013
2016-03-17,1153.2254713558282
2016-03-18,1168.1795983732657
2016-03-21,1188.4107666663235
2016-03-22,1190.5050485139086
2016-03-23,1198.8733466271735
2016-03-24,1200.108357464833
2016-03-25,1200.1083574648335
2016-03-28,1179.552003282912
2016-03-29,1183.515367094891
2016-03-30,1189.6382474364614
2016-03-31,1198.7604959238695
2016-04-01,1209.6812670469762
2016-04-04,1211.4184557807716
2016-04-05,1187.037111966099
2016-04-06,1191.5133074115568
2016-04-07,1188.6656621576126
2016-04-08,1193.8967239286656
2016-04-11,1200.8066156670038
2016-04-12,1221.14760956099
2016-04-13,1243.246157752679
2016-04-14,1245.5090136732979
2016-04-15,1241.705511927626
2016-04-18,1254.20488747797
2016-04-19,1249.0229060519696
2016-04-20,1264.7838977219847
2016-04-21,1260.2624708209826
2016-04-22,1262.279305932195
2016-04-25,1252.5664061566586
2016-04-26,1260.3965114468394
2016-04-27,1263.5102706270416
2016-04-28,1246.7797687605575
2016-04-29,1237.812430766932
2016-05-02,1236.4660814577944
2016-05-03,1229.6619580675087
2016-05-04,1217.461814386728
2016-05-05,1226.8423367985497
2016-05-06,1226.6065062277175
2016-05-09,1246.8018139427327
2016-05-10,1244.7771194204875
2016-05-11,1240.5627394109345
2016-05-12,1253.9381216933334
2016-05-13,1263.5294818905486
2016-05-16,1261.122024621873
2016-05-17,1263.0410659831987
2016-05-18,1270.5863127537214
2016-05-19,1255.985349425389
2016-05-20,1244.7829921569203
2016-05-23,1240.9770980198894
2016-05-24,1235.9556604439256
2016-05-25,1254.7776761625182
2016-05-26,1265.9544729942445
2016-05-27,1284.026920462838
2016-05-30,1287.1155546522966
2016-05-31,1284.0015731545648
2016-06-01,1276.8443546100875
2016-06-02,1285.8946871571732
2016-06-03,1261.022078721714
2016-06-06,1266.010298152109
2016-06-07,1281.8759859224926
2016-06-08,1289.4545204813444
2016-06-09,1293.4921065318401
2016-06-10,1293.233217210232
2016-06-13,1279.6017781600544
2016-06-14,1294.1840329724027
2016-06-15,1302.004397707164
2016-06-16,1302.8491229546091
2016-06-17,1300.3803961776177
2016-06-20,1288.8606213743262
2016-06-21,1297.194016591169
2016-06-22,1291.6723973846872
2016-06-23,1286.0426290045361
2016-06-24,1286.8217293605903
2016-06-27,1317.6203114866626
2016-06-28,1316.6343804174498
2016-06-29,1330.7305461452609
2016-06-30,1348.0294627687704
2016-07-01,1359.8406565857629
2016-07-04,1374.198055623375
2016-07-05,1372.274799538029
2016-07-06,1376.9227970977706
2016-07-07,1377.923155211866
2016-07-08,1380.6679168960497
2016-07-11,1397.4973085708243
2016-07-12,1398.6716735446919
2016-07-13,1385.869663110137
2016-07-14,1398.883552648252
2016-07-15,1390.076481598891
2016-07-18,1380.267134654338
2016-07-19,1387.7991201351956
2016-07-20,1403.5185858258094
2016-07-21,1398.5959581738007
2016-07-22,1415.8545969360998
2016-07-25,1427.2310833045242
2016-07-26,1418.1720598726233
2016-07-27,1430.2304568360128
2016-07-28,1429.5452017593464
2016-07-29,1425.3143553482291
2016-08-01,1434.1324722456989
2016-08-02,1416.8781293880752
2016-08-03,1401.945965771176
2016-08-04,1414.6057656093712
2016-08-05,1449.7147233766877
2016-08-08,1458.850410419154
2016-08-09,1448.0744729080825
2016-08-10,1428.6038942999364
2016-08-11,1425.5509468035102
2016-08-12,1427.326332564767
2016-08-15,1424.9681689432048
2016-08-16,1421.855481510115
2016-08-17,1430.7184771827092
