Date,MEXICO SMALL CAP
1998-12-31,213.434318241524
1999-01-01,213.434318241524
1999-01-04,210.4798835170466
1999-01-05,209.360512706232
1999-01-06,208.33205328166486
1999-01-07,208.69382982144623
1999-01-08,209.0032821654614
1999-01-11,203.9327929924155
1999-01-12,197.329683185661
1999-01-13,182.93031985361958
1999-01-14,178.83528519152762
1999-01-15,193.43946453394003
1999-01-18,193.8672171419593
1999-01-19,192.66413719778845
1999-01-20,196.17854254994808
1999-01-21,194.16286963472373
1999-01-22,193.9725541772935
1999-01-25,192.99716424437514
1999-01-26,194.62801577408823
1999-01-27,196.2221945036143
1999-01-28,201.53465590272455
1999-01-29,202.4878236244767
1999-02-01,206.51293144592253
1999-02-02,205.03078256602316
1999-02-03,204.83744417073797
1999-02-04,206.52397664505145
1999-02-05,206.94712583838154
1999-02-08,206.26525933068066
1999-02-09,203.2508602687478
1999-02-10,204.4301717435439
1999-02-11,206.46184658377888
1999-02-12,207.62604738683083
1999-02-15,209.41800274648932
1999-02-16,210.81773926013625
1999-02-17,207.607819939478
1999-02-18,208.64909886786975
1999-02-19,211.38020915105204
1999-02-22,213.4188414771318
1999-02-23,214.02236036927798
1999-02-24,213.5361705953466
1999-02-25,211.31528948263397
1999-02-26,214.30160752529733
1999-03-01,214.17493772550097
1999-03-02,212.3723202656371
1999-03-03,209.22589250157353
1999-03-04,209.91253743854267
1999-03-05,212.41538363961658
1999-03-08,214.66523855309939
1999-03-09,217.67561606525825
1999-03-10,222.8918134412755
1999-03-11,228.77689204597917
1999-03-12,228.81261950789835
1999-03-15,234.26624005596554
1999-03-16,241.20769511613463
1999-03-17,238.04474788114965
1999-03-18,238.80872651823995
1999-03-19,237.1371548849522
1999-03-22,236.0745325050901
1999-03-23,233.41485310885164
1999-03-24,235.70497258604465
1999-03-25,238.0824566143979
1999-03-26,242.35574705137046
1999-03-29,245.0764125405984
1999-03-30,244.37398724076021
1999-03-31,246.7771686137127
1999-04-01,246.1388805824396
1999-04-02,247.2834164824599
1999-04-05,254.99978621816152
1999-04-06,249.23346461484994
1999-04-07,248.02818303225388
1999-04-08,247.88214734723869
1999-04-09,249.54617001219955
1999-04-12,250.60780064382286
1999-04-13,253.21128292603854
1999-04-14,251.3454554455708
1999-04-15,261.00811816040436
1999-04-16,268.16526830498606
1999-04-19,269.0512828462406
1999-04-20,268.00629198313754
1999-04-21,269.67704924315524
1999-04-22,275.3484838677183
1999-04-23,274.457276195382
1999-04-26,271.3906092867495
1999-04-27,268.30132950031793
1999-04-28,270.668843640892
1999-04-29,274.18499358740274
1999-04-30,268.7573937381261
1999-05-03,270.7685139160858
1999-05-04,266.61750938516934
1999-05-05,264.8697708772363
1999-05-06,264.37956305238293
1999-05-07,267.23935711581004
1999-05-10,272.53023228873656
1999-05-11,275.3024467935959
1999-05-12,275.75738241900876
1999-05-13,282.06161284376685
1999-05-14,275.16750150278887
1999-05-17,275.49591476684225
1999-05-18,274.2459376633406
1999-05-19,269.04404210552735
1999-05-20,274.0846547878535
1999-05-21,267.12727328065716
1999-05-24,260.51431609761926
1999-05-25,251.59452302557497
1999-05-26,256.1739033293462
1999-05-27,244.61606025923783
1999-05-28,249.18982885632613
1999-05-31,250.98379955002096
1999-06-01,247.53698438003997
1999-06-02,248.49994272456846
1999-06-03,249.06949838399186
1999-06-04,254.01441253343185
1999-06-07,258.0883336854907
1999-06-08,252.39164316824562
1999-06-09,250.2766749365309
1999-06-10,246.08547009988433
1999-06-11,243.62715280918965
1999-06-14,243.9445056000401
1999-06-15,246.5623752981304
1999-06-16,260.10153234552644
1999-06-17,262.8297857518729
1999-06-18,261.65454744191567
1999-06-21,266.33939889855196
1999-06-22,267.2611258737583
1999-06-23,263.5066994713123
1999-06-24,258.3180977819413
1999-06-25,254.83600426605176
1999-06-28,259.33323648123803
1999-06-29,263.9448429372637
1999-06-30,268.490078171251
1999-07-01,269.46922032449976
1999-07-02,272.07184475133477
1999-07-05,272.2033129131862
1999-07-06,272.375356987243
1999-07-07,274.87635783477947
1999-07-08,274.770554753765
1999-07-09,273.89975030782995
1999-07-12,269.4477440826603
1999-07-13,271.5123099706176
1999-07-14,272.06452156913224
1999-07-15,271.4812825604349
1999-07-16,270.05832404136174
1999-07-19,278.8019113919646
1999-07-20,269.195695219172
1999-07-21,266.823861463515
1999-07-22,264.48892033861154
1999-07-23,259.11316343082643
1999-07-26,251.26423657271462
1999-07-27,253.63765054572588
1999-07-28,254.34130751630184
1999-07-29,243.842776404996
1999-07-30,244.28924248865846
1999-08-02,243.52479655743414
1999-08-03,244.53150600038032
1999-08-04,239.8715561267885
1999-08-05,236.72336091338076
1999-08-06,234.44460912482478
1999-08-09,236.66557133111428
1999-08-10,232.02214290181735
1999-08-11,238.51745073563316
1999-08-12,240.18354054989098
1999-08-13,243.50698145956787
1999-08-16,242.72239593140526
1999-08-17,244.34190292858926
1999-08-18,240.50453107179038
1999-08-19,237.25472361979902
1999-08-20,235.51830272270666
1999-08-23,265.96786455512296
1999-08-24,267.8785112194508
1999-08-25,265.04256423499174
1999-08-26,264.1074406796315
1999-08-27,262.4343227463445
1999-08-30,260.8996692189343
1999-08-31,259.50639286319245
1999-09-01,257.63319642452205
1999-09-02,253.14193340322328
1999-09-03,255.50202745534423
1999-09-06,256.9269991693712
1999-09-07,251.84885957857705
1999-09-08,249.62878300051148
1999-09-09,248.49052215965003
1999-09-10,254.0218440084981
1999-09-13,255.45142261467555
1999-09-14,252.5709707776486
1999-09-15,253.32009070397478
1999-09-16,251.9593783186556
1999-09-17,252.53845315749342
1999-09-20,252.65394902073353
1999-09-21,247.73749021144766
1999-09-22,248.19210263295633
1999-09-23,248.148583762923
1999-09-24,248.11098920888742
1999-09-27,251.0259038429363
1999-09-28,248.76564608841736
1999-09-29,247.0896589127826
1999-09-30,246.6166480178368
1999-10-01,241.48179950054188
1999-10-04,239.7342066515004
1999-10-05,241.5120673893738
1999-10-06,243.05370010673087
1999-10-07,243.44009460923908
1999-10-08,247.88065643982566
1999-10-11,247.0928814843907
1999-10-12,242.94977064034651
1999-10-13,237.2591672803796
1999-10-14,236.0962928448287
1999-10-15,225.61380762603892
1999-10-18,227.1421387327377
1999-10-19,232.31578676497423
1999-10-20,232.26504895159425
1999-10-21,230.1768803004923
1999-10-22,232.97406991771766
1999-10-25,233.8528159777976
1999-10-26,236.40973277051506
1999-10-27,237.91837338900126
1999-10-28,239.42038926131298
1999-10-29,244.40270882274896
1999-11-01,244.46194940102077
1999-11-02,245.07370966228186
1999-11-03,252.6149054754495
1999-11-04,253.6318392512631
1999-11-05,256.5989270368742
1999-11-08,260.57455361618383
1999-11-09,258.83899289579364
1999-11-10,260.4310393208578
1999-11-11,263.2053446691511
1999-11-12,267.6091132642115
1999-11-15,269.7830544879905
1999-11-16,270.1657231137699
1999-11-17,271.9540598897139
1999-11-18,277.51894028680965
1999-11-19,279.81704407770445
1999-11-22,276.9083055325043
1999-11-23,278.5593864345832
1999-11-24,285.5787820961764
1999-11-25,290.63366514815095
1999-11-26,292.9014492334011
1999-11-29,293.6548157019438
1999-11-30,291.88763294578354
1999-12-01,289.47775031079505
1999-12-02,289.781948983353
1999-12-03,295.6838825534582
1999-12-06,289.28781561027034
1999-12-07,289.26353241933884
1999-12-08,289.884302742002
1999-12-09,294.5176905916879
1999-12-10,296.4525321622217
1999-12-13,294.0781775263048
1999-12-14,295.90098834002583
1999-12-15,303.9710101702861
1999-12-16,302.38876098411015
1999-12-17,305.61052616654314
1999-12-20,307.50797485294703
1999-12-21,307.9595382053319
1999-12-22,310.6445031040994
1999-12-23,311.16330081242677
1999-12-24,308.5128950132304
1999-12-27,307.4203896555645
1999-12-28,312.597442472713
1999-12-29,312.2256656429966
1999-12-30,315.07243071228487
1999-12-31,315.07243071228487
2000-01-03,312.19448165471334
2000-01-04,291.0119414766692
2000-01-05,293.801027732435
2000-01-06,289.8311526191303
2000-01-07,304.65476918506073
2000-01-10,309.3138378428041
2000-01-11,304.4841309262277
2000-01-12,305.3485235833672
2000-01-13,309.1534594990038
2000-01-14,320.24172346341265
2000-01-17,324.6432911943352
2000-01-18,320.18436083707564
2000-01-19,318.3351754807505
2000-01-20,313.424294093598
2000-01-21,309.5851320483039
2000-01-24,308.20199739324914
2000-01-25,306.7229214845259
2000-01-26,305.8741980939381
2000-01-27,308.0536227336394
2000-01-28,306.1092124513016
2000-01-31,308.5058041457865
2000-02-01,312.60071294330714
2000-02-02,316.29089543164775
2000-02-03,316.2580587273136
2000-02-04,317.8330415628145
2000-02-07,319.2672276470797
2000-02-08,316.28075289668635
2000-02-09,313.1198438078607
2000-02-10,318.6012328856985
2000-02-11,321.9379458266779
2000-02-14,325.60267522824466
2000-02-15,327.2771443484718
2000-02-16,326.8701025821545
2000-02-17,326.8819897367443
2000-02-18,321.1336765324757
2000-02-21,319.8414302886689
2000-02-22,308.8210631736025
2000-02-23,315.24367857708626
2000-02-24,313.50638902733044
2000-02-25,318.9068585326761
2000-02-28,321.9926399722308
2000-02-29,323.4419689752848
2000-03-01,327.52996749489176
2000-03-02,330.9575388663337
2000-03-03,330.02722071510243
2000-03-06,327.286975854048
2000-03-07,328.0915649454386
2000-03-08,331.95017902975155
2000-03-09,329.6134152052491
2000-03-10,333.1794203101851
2000-03-13,322.89493165131006
2000-03-14,320.29142155490194
2000-03-15,319.50744243468654
2000-03-16,318.8919191639181
2000-03-17,319.6159541193165
2000-03-20,320.721474996061
2000-03-21,321.24659105183906
2000-03-22,323.59489617369655
2000-03-23,321.6004245325465
2000-03-24,323.23379018178565
2000-03-27,324.82132814765487
2000-03-28,325.10806632780356
2000-03-29,330.8301242469043
2000-03-30,327.8052520213514
2000-03-31,330.947965387568
2000-04-03,329.2818917353627
2000-04-04,323.8724283582927
2000-04-05,318.75525835798305
2000-04-06,322.20401087838223
2000-04-07,324.5493199842454
2000-04-10,319.74881198679407
2000-04-11,315.1066285700047
2000-04-12,312.51149620000416
2000-04-13,311.415433491461
2000-04-14,304.6390040285329
2000-04-17,305.6089268062221
2000-04-18,312.3992400583951
2000-04-19,311.6775711032818
2000-04-20,312.95613742372046
2000-04-21,312.95613742372046
2000-04-24,315.0320971369565
2000-04-25,322.7779811629763
2000-04-26,324.9852887839
2000-04-27,330.48930780563603
2000-04-28,330.7792587199688
2000-05-01,334.4342591116637
2000-05-02,332.10270087121467
2000-05-03,335.16275439014714
2000-05-04,338.54774734735713
2000-05-05,336.60412482708085
2000-05-08,330.12073864181446
2000-05-09,327.14672989175995
2000-05-10,321.3474822040049
2000-05-11,322.6360266648603
2000-05-12,323.53527505873694
2000-05-15,323.71917570581223
2000-05-16,329.2884280343943
2000-05-17,329.9478610872291
2000-05-18,323.1308242864314
2000-05-19,318.6098861033344
2000-05-22,311.508642178554
2000-05-23,310.60861083389693
2000-05-24,314.1693929702165
2000-05-25,310.8980582887481
2000-05-26,304.3538652198514
2000-05-29,304.68493438790944
2000-05-30,306.1436976220822
2000-05-31,308.4295962537292
2000-06-01,306.9569973701729
2000-06-02,305.24186608591594
2000-06-05,302.5917634567736
2000-06-06,287.8032216133078
2000-06-07,287.657840005988
2000-06-08,286.8254061430332
2000-06-09,288.150703304444
2000-06-12,292.245459866245
2000-06-13,289.7116088683627
2000-06-14,289.65106477814436
2000-06-15,287.61659355431317
2000-06-16,283.90930623919843
2000-06-19,285.69595136427876
2000-06-20,287.0732821944792
2000-06-21,293.0136672682727
2000-06-22,290.5016391371664
2000-06-23,291.2551526866226
2000-06-26,289.9406834298361
2000-06-27,291.81408530110343
2000-06-28,293.55320889583663
2000-06-29,291.42416114945877
2000-06-30,301.14495048165816
2000-07-03,313.6756287713174
2000-07-04,320.07235609735756
2000-07-05,314.78706644795085
2000-07-06,313.76732751588895
2000-07-07,318.4929439103313
2000-07-10,318.6663809080448
2000-07-11,318.4855705857983
2000-07-12,320.62794030510184
2000-07-13,324.11917034854685
2000-07-14,327.63869367257456
2000-07-17,326.99009308172083
2000-07-18,328.68213506610186
2000-07-19,325.27417319201913
