Date,QATAR SMALL CAP
2002-05-31,283.3006513973131
2002-06-03,283.0087167429346
2002-06-04,282.1957247793632
2002-06-05,284.49254454350995
2002-06-06,282.356805492487
2002-06-07,282.2350255422125
2002-06-10,282.82926615919746
2002-06-11,283.7029998785361
2002-06-12,289.31851777848124
2002-06-13,288.84141049276354
2002-06-14,288.04952177311236
2002-06-17,289.5381740851976
2002-06-18,288.4265846478165
2002-06-19,285.4015174879256
2002-06-20,281.1529718969041
2002-06-21,279.78934879395234
2002-06-24,274.59031099511037
2002-06-25,276.7091940179067
2002-06-26,271.2762023916461
2002-06-27,274.86468816831683
2002-06-28,273.7856519781508
2002-07-01,279.68801653256753
2002-07-02,281.4310890513626
2002-07-03,284.0907599817944
2002-07-04,285.6528835316131
2002-07-05,287.39115934438064
2002-07-08,287.6567703934968
2002-07-09,287.74959311291383
2002-07-10,294.3804003883956
2002-07-11,297.3026456639882
2002-07-12,297.4078642554057
2002-07-15,296.9969873873475
2002-07-16,294.8717999391437
2002-07-17,294.69234996753033
2002-07-18,293.10545268152947
2002-07-19,291.20514600000774
2002-07-22,291.5652222703762
2002-07-23,296.0585748344712
2002-07-24,296.0392244223413
2002-07-25,297.4392351953014
2002-07-26,301.2487898724741
2002-07-29,305.63507697784473
2002-07-30,301.60630508652514
2002-07-31,303.9419604246065
2002-08-01,304.3268495948137
2002-08-02,303.47018157918495
2002-08-05,303.8915096303737
2002-08-06,311.7246264912085
2002-08-07,309.65873926362366
2002-08-08,309.92594840929024
2002-08-09,308.755155325123
2002-08-12,303.64941701362005
2002-08-13,307.26214398860645
2002-08-14,303.2579647424871
2002-08-15,305.03740339983017
2002-08-16,303.6774470858741
2002-08-19,314.0989174086691
2002-08-20,317.7684399054332
2002-08-21,316.1010618040575
2002-08-22,321.9702639686281
2002-08-23,321.8786664216504
2002-08-26,321.1462046824841
2002-08-27,319.8074492862847
2002-08-28,318.7820052986532
2002-08-29,317.8955116083174
2002-08-30,318.97265781481144
2002-09-02,318.43518567697276
2002-09-03,314.5212429442753
2002-09-04,316.8851457137239
2002-09-05,316.21255463391736
2002-09-06,318.4117078896586
2002-09-09,315.35052750522715
2002-09-10,318.0130752526647
2002-09-11,312.30099955320793
2002-09-12,307.22609673649566
2002-09-13,306.56178753687254
2002-09-16,303.77097360273825
2002-09-17,308.14459159768836
2002-09-18,312.9224711097929
2002-09-19,302.5810909667387
2002-09-20,302.36571981042505
2002-09-23,304.19937792934695
2002-09-24,304.33618611994495
2002-09-25,307.0862768866483
2002-09-26,307.78663680265447
2002-09-27,308.0621257490983
2002-09-30,302.80301087419497
2002-10-01,303.94096338065424
2002-10-02,303.93387663449073
2002-10-03,303.9627134663144
2002-10-04,305.6014287873062
2002-10-07,304.24400767305144
2002-10-08,304.8155748022435
2002-10-09,302.4564675366918
2002-10-10,303.42144091092837
2002-10-11,303.2213760533587
2002-10-14,301.33317865137406
2002-10-15,301.9804936438197
2002-10-16,300.7492647374787
2002-10-17,303.79557072510187
