Date,THAILAND SMALL CAP
1998-12-31,519.3487368216762
1999-01-01,519.3487368216762
1999-01-04,519.1425654254556
1999-01-05,545.7170164372305
1999-01-06,560.31782863191
1999-01-07,559.6685135153457
1999-01-08,568.7233904883878
1999-01-11,575.1492692941549
1999-01-12,580.0601639276687
1999-01-13,544.9495611062473
1999-01-14,540.4606198536636
1999-01-15,546.1604071325144
1999-01-18,551.7009133271625
1999-01-19,549.5561491562275
1999-01-20,563.3608484742986
1999-01-21,553.8814547099327
1999-01-22,533.3907367342703
1999-01-25,517.0085764742305
1999-01-26,521.1234125891552
1999-01-27,534.7529274437933
1999-01-28,526.8131192968128
1999-01-29,523.0153759061054
1999-02-01,526.2990865076519
1999-02-02,511.9562477033013
1999-02-03,503.8159052818869
1999-02-04,502.7297086700606
1999-02-05,494.3803764577986
1999-02-08,486.3341120814482
1999-02-09,469.0221661908353
1999-02-10,464.6083757875241
1999-02-11,463.0018677134193
1999-02-12,491.11222094664276
1999-02-15,498.58430896488096
1999-02-16,501.1766037614547
1999-02-17,481.8404543837988
1999-02-18,485.6503017746663
1999-02-19,489.3466544136973
1999-02-22,486.1570561982545
1999-02-23,491.21154205376854
1999-02-24,488.33688000176784
1999-02-25,481.5248672128304
1999-02-26,504.3564937026528
1999-03-01,506.65771086023443
1999-03-02,499.7867083859867
1999-03-03,501.4987686396424
1999-03-04,502.0423934620072
1999-03-05,497.2855470912358
1999-03-08,492.9789520971014
1999-03-09,476.3959526566745
1999-03-10,469.69200129724607
1999-03-11,487.89793627758814
1999-03-12,485.5444903601297
1999-03-15,501.56741529382543
1999-03-16,496.3847764541106
1999-03-17,491.93408051624294
1999-03-18,498.7313476931416
1999-03-19,508.6659693482619
1999-03-22,504.87158850074644
1999-03-23,505.7108205903558
1999-03-24,500.07017811259533
1999-03-25,510.6465893049932
1999-03-26,516.5709165254923
1999-03-29,514.3132460125807
1999-03-30,502.4796555237852
1999-03-31,498.54611217209674
1999-04-01,492.9770300723294
1999-04-02,489.4285100454688
1999-04-05,478.00374638560976
1999-04-06,475.0532639419627
1999-04-07,490.5050667482949
1999-04-08,494.0897762745285
1999-04-09,503.8014715414491
1999-04-12,495.39480647036186
1999-04-13,498.8431454740787
1999-04-14,501.47113081380616
1999-04-15,505.9124384996889
1999-04-16,560.5286826999978
1999-04-19,585.2547815471736
1999-04-20,579.3346050560735
1999-04-21,577.4508308938578
1999-04-22,585.1820989334166
1999-04-23,573.1276242334008
1999-04-26,595.9208485949854
1999-04-27,623.4478007603941
1999-04-28,623.7842248343262
1999-04-29,655.5377396720753
1999-04-30,725.6943301770901
1999-05-03,729.4665311798833
1999-05-04,826.3029820434393
1999-05-05,820.6634622558344
1999-05-06,824.094221210984
1999-05-07,776.4618010789494
1999-05-10,792.7315073014518
1999-05-11,801.2183029987782
1999-05-12,799.2820832616159
1999-05-13,783.1285694234331
1999-05-14,781.636913588506
1999-05-17,774.9747746557
1999-05-18,799.2069625302986
1999-05-19,797.1695568460154
1999-05-20,795.0116505226986
1999-05-21,789.8984690361235
1999-05-24,792.701415608765
1999-05-25,787.790962390177
1999-05-26,780.1079410858779
1999-05-27,791.133955384542
1999-05-28,761.8747957843606
1999-05-31,764.9500725163217
1999-06-01,756.2132383723531
1999-06-02,799.2205023728213
1999-06-03,806.2617266144572
1999-06-04,807.5095391359519
1999-06-07,829.9172556114656
1999-06-08,848.7939474834587
1999-06-09,867.6671675515994
1999-06-10,885.3852957175403
1999-06-11,879.1181768316125
1999-06-14,887.089064301813
1999-06-15,869.4644627332738
1999-06-16,871.2773261296571
1999-06-17,904.0885309847762
1999-06-18,893.6634130883925
1999-06-21,938.0136206663201
1999-06-22,972.3529031729598
1999-06-23,975.9399227951523
1999-06-24,1008.481730410919
1999-06-25,991.5988426357312
1999-06-28,988.705029032642
1999-06-29,972.5092199782492
1999-06-30,977.9386136329292
1999-07-01,985.9757262484866
1999-07-02,1006.7546032351511
1999-07-05,1030.2467428821615
1999-07-06,1025.4842002079452
1999-07-07,997.8627257377932
1999-07-08,956.0405792920164
1999-07-09,969.4532026877076
1999-07-12,968.0580978613687
1999-07-13,936.3246538743197
1999-07-14,922.8895786089664
1999-07-15,933.5586899877361
1999-07-16,915.481770827563
1999-07-19,917.016949819056
1999-07-20,913.1657778490081
1999-07-21,917.5883354643921
1999-07-22,899.4981235001115
1999-07-23,885.2545328673973
1999-07-26,842.9142763376047
1999-07-27,850.2338071909795
1999-07-28,856.8321011993987
1999-07-29,848.5470129599365
1999-07-30,840.0132895379329
1999-08-02,836.3566056928476
1999-08-03,837.5293236468452
1999-08-04,820.6176445875303
1999-08-05,800.407561082959
1999-08-06,773.3735885220475
1999-08-09,764.1818938133641
1999-08-10,750.1957910552427
1999-08-11,734.5505559401115
1999-08-12,737.1568409374685
1999-08-13,736.570866100225
1999-08-16,727.5703980737266
1999-08-17,710.065880510129
1999-08-18,711.2123709328632
1999-08-19,719.1844023028416
1999-08-20,766.3368931858593
1999-08-23,790.0329115645594
1999-08-24,789.4485427021607
1999-08-25,824.0875981078451
1999-08-26,804.2286919517963
1999-08-27,807.816386479604
1999-08-30,791.482957975169
1999-08-31,767.8047370117864
1999-09-01,742.7956422778416
1999-09-02,714.6563388190563
1999-09-03,725.9165375576827
1999-09-06,720.3946718787771
1999-09-07,719.4516778313304
1999-09-08,700.3546638024552
1999-09-09,722.5298634786766
1999-09-10,736.7711007004657
1999-09-13,762.1477666234078
1999-09-14,752.1844689930072
1999-09-15,751.2936773809782
1999-09-16,724.0087699305755
1999-09-17,731.2923984878768
1999-09-20,724.477135633929
1999-09-21,707.9208489979223
1999-09-22,680.3214222572577
1999-09-23,648.9169958086082
1999-09-24,627.7291283447132
1999-09-27,632.336463265618
1999-09-28,617.0419131313133
1999-09-29,627.5664869608069
1999-09-30,624.222834371481
1999-10-01,650.0529416469029
1999-10-04,634.9530462601404
1999-10-05,666.8609236415816
1999-10-06,654.8085461057067
1999-10-07,646.9289793621485
1999-10-08,643.5818300162208
1999-10-11,646.8485063495483
1999-10-12,659.9590196357658
1999-10-13,645.7603882871119
1999-10-14,652.7705564569296
1999-10-15,637.2022201236757
1999-10-18,613.1398557163983
1999-10-19,609.5335142214193
1999-10-20,617.4870031916236
1999-10-21,615.7719363054856
1999-10-22,636.9794011119325
1999-10-25,642.0032735408471
1999-10-26,656.2345511989336
1999-10-27,654.040561363337
1999-10-28,676.0062040805359
1999-10-29,691.2968911633262
1999-11-01,688.2965004784271
1999-11-02,699.211215278123
1999-11-03,698.161976615464
1999-11-04,726.8092391034885
1999-11-05,734.2140418653431
1999-11-08,723.4294239839966
1999-11-09,744.0765743308692
1999-11-10,736.0137869212637
1999-11-11,746.6040872938369
1999-11-12,761.2834601248765
1999-11-15,762.9831745518721
1999-11-16,757.1508606960678
1999-11-17,725.9220287457797
1999-11-18,727.7591318430456
1999-11-19,729.3057735466873
1999-11-22,716.8791848234808
1999-11-23,722.1456748391985
1999-11-24,710.6166602861741
1999-11-25,719.9378577736165
1999-11-26,739.1862980770817
1999-11-29,735.556489036521
1999-11-30,745.5879372655494
1999-12-01,744.1769019894216
1999-12-02,734.4339934695968
1999-12-03,734.646961872034
1999-12-06,720.3047907821482
1999-12-07,720.7367142911227
1999-12-08,716.1199715911978
1999-12-09,722.3462453664984
1999-12-10,723.7160012717143
1999-12-13,742.1623561397861
1999-12-14,747.3775026861433
1999-12-15,745.4295184718484
1999-12-16,748.8429900340268
1999-12-17,748.265655359413
1999-12-20,762.7830201222824
1999-12-21,761.8307518261477
1999-12-22,791.3661780468169
1999-12-23,800.9005585612737
