Date,KOREA SMALL CAP
1998-12-31,299.52044244401293
1999-01-01,299.52044244401293
1999-01-04,318.32826021412933
1999-01-05,328.84148610972335
1999-01-06,346.71684981651066
1999-01-07,358.3465567729194
1999-01-08,358.4691522256791
1999-01-11,377.8115136104108
1999-01-12,378.19222708799185
1999-01-13,373.88504839023017
1999-01-14,348.9054099044485
1999-01-15,361.2669331392236
1999-01-18,367.98060300904626
1999-01-19,362.1118937761009
1999-01-20,355.8805897263371
1999-01-21,333.62088383303956
1999-01-22,317.46838184530475
1999-01-25,307.3656176449659
1999-01-26,297.6881078466748
1999-01-27,316.16198180242634
1999-01-28,321.93482385180187
1999-01-29,326.73119174951614
1999-02-01,337.3079466096157
1999-02-02,332.3202699420798
1999-02-03,324.11548410639983
1999-02-04,323.39434379674236
1999-02-05,325.7994240452261
1999-02-08,321.91093729634076
1999-02-09,307.1596828305829
1999-02-10,308.86047810630544
1999-02-11,310.8322788831512
1999-02-12,324.87940724319463
1999-02-15,326.0792911394784
1999-02-16,327.880591593611
1999-02-17,326.3335719769047
1999-02-18,321.24357037443576
1999-02-19,310.3239537966222
1999-02-22,299.4088561589549
1999-02-23,299.1277147647881
1999-02-24,291.89948923476504
1999-02-25,284.52935993678676
1999-02-26,298.21533135103755
1999-03-01,300.5207551585355
1999-03-02,308.4847848778949
1999-03-03,304.2753005421478
1999-03-04,307.031814887706
1999-03-05,308.9210075182895
1999-03-08,329.61784149027454
1999-03-09,329.3308703102541
1999-03-10,328.0802073297922
1999-03-11,341.8521212251567
1999-03-12,343.8145417745954
1999-03-15,346.75865007335284
1999-03-16,350.790850006257
1999-03-17,344.4353636073306
1999-03-18,333.48283578536467
1999-03-19,346.5812107826281
1999-03-22,347.77761198328506
1999-03-23,351.1782431626026
1999-03-24,352.95883930398253
1999-03-25,356.08666346950247
1999-03-26,360.4104257721526
1999-03-29,355.2096510904686
1999-03-30,361.98168822140013
1999-03-31,361.1115453152764
1999-04-01,369.594141427439
1999-04-02,377.1593616804835
1999-04-05,378.96155303760014
1999-04-06,393.86583553375107
1999-04-07,394.643637231546
1999-04-08,399.35121830762426
1999-04-09,407.3576122775572
1999-04-12,409.4468774752543
1999-04-13,413.12263348117096
1999-04-14,415.20507746022986
1999-04-15,441.9070645075787
1999-04-16,441.0933907911613
1999-04-19,459.2255412701339
1999-04-20,475.281672935876
1999-04-21,470.22278736440836
1999-04-22,464.83050923846764
1999-04-23,468.76318459109063
1999-04-26,493.4097991899368
1999-04-27,502.65675052251856
1999-04-28,511.9837531938929
1999-04-29,502.4467312587217
1999-04-30,506.6421632182973
1999-05-03,514.7301294305373
1999-05-04,518.4255193644567
1999-05-05,514.4897397682694
1999-05-06,524.4571430211531
1999-05-07,529.6940298432692
1999-05-10,542.7987111543715
1999-05-11,524.6933898218656
1999-05-12,513.405901967149
1999-05-13,490.1300588748878
1999-05-14,472.8469073829191
1999-05-17,453.44076037877
1999-05-18,461.1344823308232
1999-05-19,466.7514076226848
1999-05-20,443.59751495685356
1999-05-21,448.3553419829505
1999-05-24,439.83471861773256
1999-05-25,448.27072732025965
1999-05-26,473.9681646744722
1999-05-27,474.77883694621477
1999-05-28,481.6798785363161
1999-05-31,478.9732324982376
1999-06-01,473.4302449355691
1999-06-02,490.42206702806465
1999-06-03,491.9825933550524
1999-06-04,495.7714512320805
1999-06-07,510.8795586527098
1999-06-08,520.7961363424286
1999-06-09,506.73250730832797
1999-06-10,519.5452594887395
1999-06-11,522.3938680313174
1999-06-14,514.2605683089786
1999-06-15,496.5242722651579
1999-06-16,508.17119278724505
1999-06-17,510.5687903934766
1999-06-18,505.690760320608
1999-06-21,509.48456128081966
1999-06-22,518.1550654000066
1999-06-23,525.6520021373316
1999-06-24,524.6042417788005
1999-06-25,520.3663358977317
1999-06-28,524.5116150526724
1999-06-29,527.6000935331274
1999-06-30,523.3685571535719
1999-07-01,536.6630800908043
1999-07-02,555.3542969217533
1999-07-05,573.8576489458975
1999-07-06,575.2946424978205
1999-07-07,586.6761798063571
1999-07-08,604.7278617418312
1999-07-09,610.6872845110977
1999-07-12,612.3177403114515
1999-07-13,599.8214737674257
1999-07-14,575.8879043788543
1999-07-15,574.732511765998
1999-07-16,593.7964453829172
1999-07-19,602.7479526584592
1999-07-20,582.6469126968992
1999-07-21,555.1103543857271
