Date,CZECH REPUBLIC SMALL CAP
1998-12-31,170.5378204909469
1999-01-01,170.5378204909469
1999-01-04,169.78361985169806
1999-01-05,170.33925176863488
1999-01-06,171.46292464488613
1999-01-07,170.91282433553042
1999-01-08,171.05557681659084
1999-01-11,168.6474551636122
1999-01-12,167.06593485787198
1999-01-13,162.34353693958323
1999-01-14,163.04343166887904
1999-01-15,165.05430656807303
1999-01-18,164.52692447059076
1999-01-19,164.11075344572023
1999-01-20,162.96542248596015
1999-01-21,162.0110857087883
1999-01-22,161.29346549035648
1999-01-25,160.24141307023166
1999-01-26,157.79377610208516
1999-01-27,156.59380941026603
1999-01-28,156.47578999471378
1999-01-29,156.20530481402525
1999-02-01,155.05090113339622
1999-02-02,153.84192016527868
1999-02-03,153.51460875583874
1999-02-04,153.01591669860642
1999-02-05,152.8339368163757
1999-02-08,150.0942455636773
1999-02-09,146.14330839263928
1999-02-10,146.58215277964274
1999-02-11,147.5980618579297
1999-02-12,146.64328389429616
1999-02-15,145.9362955038704
1999-02-16,145.8966658149663
1999-02-17,146.1516631840392
1999-02-18,145.64821263583733
1999-02-19,145.54555792566342
1999-02-22,145.01608153645006
1999-02-23,141.85655416206393
1999-02-24,140.8294842559553
1999-02-25,141.05576644333672
1999-02-26,139.75824505867027
1999-03-01,138.15826059797223
1999-03-02,137.7786147930275
1999-03-03,137.42818494311163
1999-03-04,137.7035132758576
1999-03-05,138.53353893275872
1999-03-08,137.1088590654764
1999-03-09,138.0713463949658
1999-03-10,140.18523240557437
1999-03-11,145.02845482856867
1999-03-12,145.67444386988234
1999-03-15,143.44594499502034
1999-03-16,144.10507147251
1999-03-17,144.2763370073676
1999-03-18,144.32821709324327
1999-03-19,144.65443840621097
1999-03-22,144.75314340242377
1999-03-23,143.2841638242506
1999-03-24,139.90611509758767
1999-03-25,141.14243559677513
1999-03-26,141.33522819296152
1999-03-29,142.46251242636504
1999-03-30,144.30948576819762
1999-03-31,146.4136764652172
1999-04-01,147.44727143376355
1999-04-02,148.89127196199496
1999-04-05,148.88591633573193
1999-04-06,151.35588639566117
1999-04-07,153.5113331591906
1999-04-08,153.88553533038842
1999-04-09,153.82877458302602
1999-04-12,152.38146848912245
1999-04-13,152.42364832269894
1999-04-14,154.22875393772355
1999-04-15,153.50702006055866
1999-04-16,150.89200843601316
1999-04-19,151.39255233098734
1999-04-20,151.50889875813874
1999-04-21,151.96988368509247
1999-04-22,151.9722576980998
1999-04-23,152.09106796355152
1999-04-26,153.55210796743225
1999-04-27,154.85964209156305
1999-04-28,156.40538262317514
1999-04-29,156.83183425670734
1999-04-30,157.97412112618497
1999-05-03,160.21978758369332
1999-05-04,161.61196241927752
1999-05-05,164.24237579566417
1999-05-06,168.02827927482448
1999-05-07,168.97469744779085
1999-05-10,171.662151570279
1999-05-11,176.33761037212858
1999-05-12,175.20043227377067
1999-05-13,178.0720367624882
1999-05-14,179.1257877619415
1999-05-17,179.46209975595988
1999-05-18,183.31510037835073
1999-05-19,190.3794022930364
1999-05-20,195.77091992763926
1999-05-21,198.60395363521144
1999-05-24,199.52673068083104
1999-05-25,199.3284912576793
1999-05-26,197.81662297508004
1999-05-27,197.15772023741565
1999-05-28,200.08873787855492
1999-05-31,202.57638642571632
1999-06-01,206.44688411805421
1999-06-02,204.38322201834424
1999-06-03,205.53622323792735
1999-06-04,206.13194363606664
1999-06-07,208.13342957936533
1999-06-08,211.07629003667859
1999-06-09,213.9534034648966
1999-06-10,211.5947236261148
1999-06-11,210.1432535753793
1999-06-14,212.8298265151074
1999-06-15,214.08574119244784
1999-06-16,213.50097554667863
1999-06-17,209.35813504352032
1999-06-18,209.78021593953702
1999-06-21,208.86141213931856
1999-06-22,209.2043683793774
1999-06-23,209.91549007295768
1999-06-24,210.55506716387194
1999-06-25,209.0213035026086
1999-06-28,209.79249441470895
1999-06-29,208.97782245429923
1999-06-30,210.62079121147875
1999-07-01,213.21436816161568
1999-07-02,212.77620788465276
1999-07-05,212.81193946025945
1999-07-06,212.85257751632687
1999-07-07,212.9875458616366
1999-07-08,213.79328921574276
1999-07-09,215.42134570229146
1999-07-12,216.33428944884352
1999-07-13,211.71185783668258
1999-07-14,210.73152147809358
1999-07-15,212.09421760172577
1999-07-16,212.53451733079248
1999-07-19,214.83153917226528
1999-07-20,214.04661414688172
1999-07-21,212.33674658524004
1999-07-22,217.1354009302044
1999-07-23,219.7734610897187
1999-07-26,217.94776353169587
1999-07-27,217.2640933146475
1999-07-28,219.53819965207575
1999-07-29,220.3211292274646
1999-07-30,222.3102838107554
1999-08-02,224.72314180446332
1999-08-03,228.2121355231156
1999-08-04,230.014597167495
1999-08-05,228.52568691348142
1999-08-06,228.12281386740577
1999-08-09,227.81571421491174
1999-08-10,222.95118239629517
1999-08-11,226.07555728457152
1999-08-12,228.528669124802
1999-08-13,228.61906202247482
1999-08-16,229.62960639734808
1999-08-17,230.01709364910164
1999-08-18,231.80643032644656
1999-08-19,233.12717713446818
1999-08-20,232.7867292687281
1999-08-23,235.35931320434435
1999-08-24,236.54637679039126
1999-08-25,236.9957849518057
1999-08-26,231.88994528440355
1999-08-27,229.23575325682498
1999-08-30,228.48573634864465
1999-08-31,225.80043815461622
1999-09-01,224.32749870853394
1999-09-02,223.15647778930528
1999-09-03,227.70140988141245
1999-09-06,230.9037098648213
1999-09-07,230.30408739371848
1999-09-08,229.95962533306238
1999-09-09,230.9092691934363
1999-09-10,231.6187816662379
1999-09-13,231.68142635610417
1999-09-14,234.34977656667206
1999-09-15,233.7994361491123
1999-09-16,234.3944332788636
1999-09-17,234.48834918192594
1999-09-20,235.51133773194786
1999-09-21,234.73217377570123
1999-09-22,233.17336882969894
1999-09-23,235.68281417377216
1999-09-24,234.6467871061823
1999-09-27,236.44848820847605
1999-09-28,236.1101008045886
1999-09-29,237.5918242756994
1999-09-30,239.81542442929467
1999-10-01,237.36239170155582
1999-10-04,231.80646898570436
1999-10-05,232.9259786761618
1999-10-06,234.86559410606878
1999-10-07,228.74213298665023
1999-10-08,230.12344696828038
1999-10-11,233.20717365185206
1999-10-12,229.68004871291322
1999-10-13,222.58810899499036
1999-10-14,222.40694661732832
1999-10-15,220.21317569863933
1999-10-18,221.74998858711274
1999-10-19,223.35159801942473
1999-10-20,225.48722904333167
1999-10-21,225.48004235113814
1999-10-22,226.75037257660776
1999-10-25,225.72284440724542
1999-10-26,225.69570860657578
1999-10-27,226.36862267363284
1999-10-28,226.18844002660728
1999-10-29,226.9076600656404
1999-11-01,220.900464957771
1999-11-02,219.01121283897623
1999-11-03,219.2310794550234
1999-11-04,217.77606035460505
1999-11-05,216.08459722058944
1999-11-08,214.96571881704068
1999-11-09,215.1007509970916
1999-11-10,214.1168489125281
1999-11-11,213.79215977670972
1999-11-12,214.21012124023252
1999-11-15,213.78789525618683
1999-11-16,214.73232674898702
1999-11-17,215.42748741423367
1999-11-18,215.13075473340874
1999-11-19,214.31715811575526
1999-11-22,211.65391016236077
1999-11-23,210.34597445723128
1999-11-24,207.64042624765204
1999-11-25,209.7453947343595
1999-11-26,209.88023692637265
1999-11-29,209.89220088543294
1999-11-30,211.61049954023147
1999-12-01,211.1256688584298
1999-12-02,210.262205187123
1999-12-03,208.69676259533935
1999-12-06,208.76751961962512
1999-12-07,210.30352717193736
1999-12-08,208.93469170872828
1999-12-09,207.15071092336603
1999-12-10,206.2038480323912
1999-12-13,200.2873322488011
1999-12-14,201.39404724105316
1999-12-15,200.03278773437194
1999-12-16,197.14288394767362
1999-12-17,194.58800393525945
1999-12-20,190.14095101055634
1999-12-21,191.5228833317498
1999-12-22,193.65112374687902
1999-12-23,195.38289775514693
1999-12-24,195.38289775514693
1999-12-27,194.5852708177707
1999-12-28,195.10904454849458
1999-12-29,195.10318790419032
1999-12-30,199.72183867077877
1999-12-31,199.72183867077877
2000-01-03,199.1360059270566
2000-01-04,197.89625793611154
2000-01-05,199.39266154212766
2000-01-06,200.6994051227532
2000-01-07,203.6830242309689
2000-01-10,207.52992075069088
2000-01-11,208.47712837845387
2000-01-12,208.93581983665945
2000-01-13,208.40164752994775
2000-01-14,210.97301375532405
2000-01-17,212.49349546879645
2000-01-18,213.05655550709884
2000-01-19,213.274893596276
2000-01-20,213.7674024915166
2000-01-21,214.6331181772464
2000-01-24,216.65019934771306
2000-01-25,215.4384823890679
2000-01-26,219.77455245703607
2000-01-27,223.050176522605
2000-01-28,224.13528582922353
2000-01-31,222.82707358165763
2000-02-01,226.55799572530302
2000-02-02,230.36738793371012
2000-02-03,231.05825086872179
2000-02-04,231.86659988510326
2000-02-07,237.18548727798344
2000-02-08,244.9718408459991
2000-02-09,241.02304031655518
2000-02-10,244.80052491214732
2000-02-11,245.25529464058093
2000-02-14,242.48812207318474
2000-02-15,238.0916638589303
2000-02-16,241.14354198175164
2000-02-17,243.00018542239678
2000-02-18,242.28430212312537
2000-02-21,241.334176985628
2000-02-22,241.32180734758094
2000-02-23,239.65752262636147
2000-02-24,240.04669835345655
2000-02-25,231.97415405721608
2000-02-28,231.96383067050186
2000-02-29,232.45619379494082
2000-03-01,236.84644037983193
2000-03-02,237.85825892720447
2000-03-03,240.97245051594885
2000-03-06,243.4915784828482
2000-03-07,244.9588240984735
2000-03-08,243.31951917134694
2000-03-09,238.30168878302302
2000-03-10,239.44649498470096
2000-03-13,236.24377719675545
2000-03-14,239.23636366354503
2000-03-15,237.88089529508824
2000-03-16,236.6454780992164
2000-03-17,235.64442216103964
2000-03-20,233.698382971263
2000-03-21,231.95066469554814
2000-03-22,230.91334627207917
2000-03-23,232.33985008779544
2000-03-24,233.24868359014116
2000-03-27,235.18760788114432
2000-03-28,236.52722886784244
2000-03-29,235.7583960386561
2000-03-30,229.66839510232077
2000-03-31,233.02018418916458
2000-04-03,230.23436670213826
2000-04-04,229.78231147640315
2000-04-05,227.37373013222077
2000-04-06,229.33061486703912
2000-04-07,229.9990205134912
2000-04-10,232.49380667626005
2000-04-11,228.55890433342944
2000-04-12,228.7283730954014
2000-04-13,228.12573097703563
2000-04-14,226.8505768605122
2000-04-17,221.2055907679716
2000-04-18,221.86622274747108
2000-04-19,220.71141216131448
2000-04-20,221.36633471365792
2000-04-21,221.4690476808477
2000-04-24,221.61148300212517
2000-04-25,223.07942509385083
2000-04-26,224.2922241873825
2000-04-27,223.47602740248868
2000-04-28,223.81675880734892
2000-05-01,223.98017986563644
2000-05-02,224.07149954964504
2000-05-03,223.65361063218373
2000-05-04,221.320829274713
2000-05-05,218.28005860481449
2000-05-08,217.26772432824765
2000-05-09,213.9808400830832
2000-05-10,212.4486569381005
2000-05-11,214.21912288462931
2000-05-12,214.82763169954242
2000-05-15,213.06039781908052
2000-05-16,212.97576042744916
2000-05-17,210.41479035013643
2000-05-18,211.95805451053477
2000-05-19,208.83873952130236
2000-05-22,211.08779811243596
2000-05-23,211.66063679536856
2000-05-24,209.36545270636566
2000-05-25,209.6026554282281
2000-05-26,209.44738187129124
2000-05-29,208.00887597643987
