Date,KUWAIT DOMESTIC SMALL CAP
2002-05-31,502.8621332953685
2002-06-03,510.5351679557693
2002-06-04,502.6071381646166
2002-06-05,510.6040451646928
2002-06-06,506.9926519693927
2002-06-07,506.9687108552893
2002-06-10,517.7704771184451
2002-06-11,517.2824803207853
2002-06-12,515.2883162414843
2002-06-13,515.9241090464533
2002-06-14,514.7636029590204
2002-06-17,524.1629570143491
2002-06-18,520.7741031497876
2002-06-19,514.6470318992011
2002-06-20,510.17621862109536
2002-06-21,508.45619340883974
2002-06-24,506.51263469050934
2002-06-25,507.2892960258854
2002-06-26,499.8141657966662
2002-06-27,502.86668905858266
2002-06-28,500.90634402731934
2002-07-01,495.0636231593306
2002-07-02,499.5496128198674
2002-07-03,507.30849343227464
2002-07-04,507.949626337207
2002-07-05,510.71645337575336
2002-07-08,508.67166328035256
2002-07-09,513.4749609837725
2002-07-10,517.838839167903
2002-07-11,517.2136263510731
2002-07-12,517.3966737945464
2002-07-15,509.7239233285347
2002-07-16,508.6506046323892
2002-07-17,503.49122724950206
2002-07-18,503.13277498598535
2002-07-19,500.4674246070003
2002-07-22,507.9786132870575
2002-07-23,507.42441527868806
2002-07-24,498.4653399071064
2002-07-25,494.6628144830162
2002-07-26,500.07636782390585
2002-07-29,487.9929314811191
2002-07-30,482.0440462401181
2002-07-31,489.7928560160543
2002-08-01,489.0075919733682
2002-08-02,487.9412828813324
2002-08-05,489.30153123418125
2002-08-06,488.70522043352025
2002-08-07,492.33894445866196
2002-08-08,493.3046139068622
2002-08-09,491.6714653748777
2002-08-12,476.60189572545414
2002-08-13,478.9636846814153
2002-08-14,477.624398371869
2002-08-15,480.5705197498296
2002-08-16,478.5800102709605
2002-08-19,477.72503194043617
2002-08-20,475.4515978772567
2002-08-21,474.74020542616256
2002-08-22,478.36577696852714
2002-08-23,478.0845951582591
2002-08-26,485.19272715156933
2002-08-27,488.1270122171524
2002-08-28,489.81644709394624
2002-08-29,488.44761905725267
2002-08-30,489.9537499081624
2002-09-02,482.16957541205403
2002-09-03,479.12292153733273
2002-09-04,477.137345741489
