Date,COLOMBIA SMALL VALUE
1998-12-31,71.64839791798696
1999-01-01,71.64839791798696
1999-01-04,72.28188771968246
1999-01-05,74.80159306296376
1999-01-06,77.18534434743158
1999-01-07,77.7241708927807
1999-01-08,77.87329744986887
1999-01-11,77.99820260010492
1999-01-12,74.25393993463659
1999-01-13,69.84188126946526
1999-01-14,69.49612256753007
1999-01-15,70.21224048629269
1999-01-18,70.78837499590728
1999-01-19,69.81056854333843
1999-01-20,70.96749007481229
1999-01-21,70.94038901445786
1999-01-22,70.96451756684498
1999-01-25,70.66092638771977
1999-01-26,66.84677540831427
1999-01-27,66.85950211518137
1999-01-28,67.43885995847016
1999-01-29,66.64813194570198
1999-02-01,67.01288123247734
1999-02-02,67.44531087587733
1999-02-03,66.32036020089168
1999-02-04,65.41741434469223
1999-02-05,66.29537308091626
1999-02-08,66.64001891767916
1999-02-09,67.2070981846068
1999-02-10,67.4037825266894
1999-02-11,68.17447722077766
1999-02-12,68.55824027250473
1999-02-15,69.19507247132574
1999-02-16,69.28758453988392
1999-02-17,69.52448002560472
1999-02-18,69.90876997837546
1999-02-19,72.28477598791979
1999-02-22,72.17123771362638
1999-02-23,72.61725658170268
1999-02-24,70.56253118580254
1999-02-25,69.65247403429932
1999-02-26,70.54272688500554
1999-03-01,70.54813325218083
1999-03-02,69.44138046671094
1999-03-03,69.71477375451292
1999-03-04,69.23124543700328
1999-03-05,68.5736789593335
1999-03-08,68.27922182325689
1999-03-09,68.5816285154857
1999-03-10,68.27122201930577
1999-03-11,67.97649599817457
1999-03-12,67.40989483002845
1999-03-15,67.77281081535047
1999-03-16,69.52713585162361
1999-03-17,70.16531430739518
1999-03-18,70.96603331698391
1999-03-19,72.37565858473195
1999-03-22,72.51504038401475
1999-03-23,73.39282340259777
1999-03-24,73.08776410992358
1999-03-25,75.60997954399322
1999-03-26,76.14019491551176
1999-03-29,76.35544413896483
1999-03-30,76.03107651409515
1999-03-31,76.43323010201809
1999-04-01,76.32365094403066
1999-04-02,76.49345559039514
1999-04-05,76.06534853285828
1999-04-06,75.33634920223713
1999-04-07,74.2315157107911
1999-04-08,75.67665840217914
1999-04-09,78.49415731195516
1999-04-12,80.49449820946792
1999-04-13,83.32367337321078
1999-04-14,85.08073296655589
1999-04-15,84.35273855893266
1999-04-16,88.64695506677921
1999-04-19,94.38566838271531
1999-04-20,93.70846344788801
1999-04-21,93.51254714694655
1999-04-22,93.64764322860839
1999-04-23,97.72658468728706
1999-04-26,100.77420857416732
1999-04-27,106.10273397370324
1999-04-28,103.91769165294151
1999-04-29,106.22960660093827
1999-04-30,105.68866245429784
1999-05-03,105.19999801837146
1999-05-04,108.81344298840891
1999-05-05,107.51965227681869
1999-05-06,103.45136056928396
1999-05-07,105.36480477716619
1999-05-10,106.72449137617669
1999-05-11,108.00964737599442
1999-05-12,112.68430159913567
1999-05-13,115.66554664634454
1999-05-14,114.35335275119647
1999-05-17,114.96849604397488
1999-05-18,114.0332870778409
1999-05-19,111.63504753412995
1999-05-20,108.32275801717627
1999-05-21,105.80264024851341
1999-05-24,105.50165651590505
1999-05-25,99.29316833597723
1999-05-26,98.25497918413504
1999-05-27,100.45959846018583
1999-05-28,102.38087524676618
1999-05-31,103.22209539542536
1999-06-01,101.26857629710842
1999-06-02,100.42724935123678
1999-06-03,101.26529301246086
1999-06-04,99.39932343727689
1999-06-07,99.64647805750843
1999-06-08,95.29968688564475
1999-06-09,94.66068823628416
1999-06-10,91.88652716185756
1999-06-11,89.79183026025487
1999-06-14,90.44764704412233
1999-06-15,90.26417605710286
1999-06-16,89.64808139241907
1999-06-17,90.36115409731408
1999-06-18,90.3970766671791
1999-06-21,90.67152854593601
1999-06-22,89.77193979895992
1999-06-23,87.3276380927428
1999-06-24,85.92319702903261
1999-06-25,84.78146813074733
1999-06-28,85.96844373031634
1999-06-29,88.08933180060401
1999-06-30,87.25321744362188
1999-07-01,87.39678776847204
1999-07-02,87.9044846565097
1999-07-05,87.80996832483268
1999-07-06,84.95678442015216
1999-07-07,84.43251787708294
1999-07-08,81.16964531616475
1999-07-09,80.24399614480915
1999-07-12,78.34649352628843
1999-07-13,79.1243013880893
1999-07-14,79.88225503439791
1999-07-15,82.93930181218074
1999-07-16,85.73769906454318
1999-07-19,85.74858388422574
1999-07-20,83.80461983075051
1999-07-21,83.72180493029808
1999-07-22,82.66279600553592
1999-07-23,81.1867374951605
1999-07-26,79.9936302298125
1999-07-27,80.57132355279394
1999-07-28,80.17880238155816
1999-07-29,79.9587699698748
1999-07-30,79.12894929946336
1999-08-02,79.93597076020153
1999-08-03,79.16882629790891
1999-08-04,76.44739384636547
1999-08-05,74.8429636801246
1999-08-06,74.95450002239505
1999-08-09,74.39492360488757
1999-08-10,73.70744498016023
1999-08-11,73.85496735885889
1999-08-12,74.38854039290835
1999-08-13,76.14606123867202
1999-08-16,76.13885657775437
1999-08-17,77.08325203054189
1999-08-18,75.67139414357264
1999-08-19,73.36735922270603
1999-08-20,73.81372935766032
1999-08-23,73.80374381300923
1999-08-24,74.18966111174701
1999-08-25,74.27830158731862
1999-08-26,74.36586041916735
1999-08-27,72.21951669715241
1999-08-30,72.48824422998902
1999-08-31,72.45942676324451
1999-09-01,72.81827656925836
1999-09-02,72.37946568866973
1999-09-03,73.04937709353217
1999-09-06,73.20844464938061
1999-09-07,72.68228386272548
1999-09-08,72.44055453992438
1999-09-09,72.4747535214163
1999-09-10,72.92202636100723
1999-09-13,73.47786802383094
1999-09-14,73.47157347909261
1999-09-15,73.60894279519802
1999-09-16,73.0482930437577
1999-09-17,72.93983860655418
1999-09-20,73.23504437496553
1999-09-21,71.6396527427662
1999-09-22,71.30621925503135
1999-09-23,71.71160712862375
1999-09-24,71.5632684163327
1999-09-27,68.63169737741836
1999-09-28,68.94317387718378
1999-09-29,69.40529030394032
1999-09-30,69.60552319294443
1999-10-01,69.81825615064764
1999-10-04,69.51032970995877
1999-10-05,68.87213106196792
