Date,EM LATAM ex BR IMI EQUAL WEIGHTED
2000-03-10,1311.5918357000442
2000-03-13,1301.3487353826672
2000-03-14,1295.447204164335
2000-03-15,1300.5182915672267
2000-03-16,1306.1116634501482
2000-03-17,1305.9809108766526
2000-03-20,1302.5411798515386
2000-03-21,1300.943585106619
2000-03-22,1298.3458925560253
2000-03-23,1300.9575989673228
2000-03-24,1304.6618144974645
2000-03-27,1307.457414544052
2000-03-28,1300.4482039528827
2000-03-29,1298.3242330126898
2000-03-30,1293.0374892390735
2000-03-31,1294.8674512800192
2000-04-03,1289.4695033063847
2000-04-04,1273.1896737525071
2000-04-05,1271.3681040698752
2000-04-06,1278.3107169191046
2000-04-07,1288.4767770435112
2000-04-10,1278.479472608099
2000-04-11,1269.742226581636
2000-04-12,1258.3545442359198
2000-04-13,1255.3660943359787
2000-04-14,1225.1307759368337
2000-04-17,1213.376972905531
2000-04-18,1231.035731408821
2000-04-19,1225.028134330798
2000-04-20,1226.5779653149102
2000-04-21,1226.7456369845913
2000-04-24,1223.6082793581859
2000-04-25,1233.184200450015
2000-04-26,1228.1049139752758
2000-04-27,1226.8956652996317
2000-04-28,1224.6418135258984
2000-05-01,1227.9628988461745
2000-05-02,1226.3168942208106
2000-05-03,1209.4128532577536
2000-05-04,1208.8992588790613
2000-05-05,1204.6282496998842
2000-05-08,1191.2210098092153
2000-05-09,1187.506975503582
2000-05-10,1170.455870447698
2000-05-11,1170.0986691797134
2000-05-12,1182.9465181662586
2000-05-15,1196.4981846755027
2000-05-16,1206.0734150925498
2000-05-17,1193.1519687449463
2000-05-18,1185.8767443573697
2000-05-19,1163.4630106596455
2000-05-22,1154.1154613107665
2000-05-23,1148.157235176604
2000-05-24,1151.7156061516134
2000-05-25,1146.2913617071179
2000-05-26,1144.2352347046835
2000-05-29,1147.8116988285162
2000-05-30,1156.189028693004
2000-05-31,1154.3565281642009
2000-06-01,1162.611014329315
2000-06-02,1178.9704689958216
2000-06-05,1171.268316604065
2000-06-06,1152.2068248857302
2000-06-07,1148.2868992473916
2000-06-08,1141.923226514415
2000-06-09,1141.871981327107
2000-06-12,1142.8244405450905
2000-06-13,1144.6761123467127
2000-06-14,1150.537203394216
2000-06-15,1140.9358166575503
2000-06-16,1138.4538414259011
2000-06-19,1139.2629460001135
2000-06-20,1136.7277773766514
2000-06-21,1137.2368041734662
2000-06-22,1127.0888119384024
2000-06-23,1123.3418310211212
2000-06-26,1121.8961675417654
2000-06-27,1127.6416744262308
2000-06-28,1130.9821786111215
2000-06-29,1130.5740825383361
2000-06-30,1145.1176856872876
2000-07-03,1167.870359478182
2000-07-04,1175.7767186011463
2000-07-05,1169.916239417224
2000-07-06,1169.9984147306748
2000-07-07,1175.810359097585
2000-07-10,1180.5587353272622
2000-07-11,1177.7445557568026
2000-07-12,1181.0114587703501
2000-07-13,1179.0192333290954
2000-07-14,1183.9003765983969
2000-07-17,1184.951730718959
2000-07-18,1177.4730270009152
2000-07-19,1163.9493392867473
2000-07-20,1170.079004795665
2000-07-21,1169.3949301355774
2000-07-24,1163.2838737946927
2000-07-25,1164.583329158216
2000-07-26,1154.6021409525652
2000-07-27,1146.813909687123
2000-07-28,1138.8749673502105
2000-07-31,1138.5118356077958
2000-08-01,1140.4389295865944
2000-08-02,1143.8845384587944
2000-08-03,1142.7195122326264
2000-08-04,1142.1722503460487
2000-08-07,1140.860677116024
2000-08-08,1143.155988447099
2000-08-09,1141.2356411694984
2000-08-10,1138.732572382405
2000-08-11,1143.325358658827
2000-08-14,1149.9837879486904
2000-08-15,1148.5414780537164
2000-08-16,1144.959144446024
2000-08-17,1150.3766022623718
2000-08-18,1149.9540896955589
2000-08-21,1140.7713123992773
2000-08-22,1143.815902735351
2000-08-23,1142.8638061133918
2000-08-24,1141.066060362809
2000-08-25,1136.2069865982535
2000-08-28,1139.9787366422308
2000-08-29,1132.056917646782
2000-08-30,1134.3194222650088
2000-08-31,1137.4684680277262
2000-09-01,1142.0150264597269
2000-09-04,1143.296336871681
2000-09-05,1141.153920862919
2000-09-06,1139.026112059428
2000-09-07,1138.4641845094554
2000-09-08,1137.780337750965
2000-09-11,1139.155154222865
2000-09-12,1136.3918026832703
2000-09-13,1136.0890894836234
2000-09-14,1140.612243958914
2000-09-15,1140.2587573844262
2000-09-18,1125.9047787767527
2000-09-19,1126.2467854671147
2000-09-20,1121.002380114743
2000-09-21,1117.7492133431306
2000-09-22,1113.7091091417276
2000-09-25,1119.839443822877
2000-09-26,1110.9353347340398
2000-09-27,1107.7743492137097
2000-09-28,1110.4203926533298
2000-09-29,1111.014357291271
2000-10-02,1109.5686347070784
2000-10-03,1107.4681603433733
2000-10-04,1107.2775613039275
2000-10-05,1108.0449909543486
2000-10-06,1097.0064534198793
2000-10-09,1091.4794987836983
2000-10-10,1086.3229855114894
2000-10-11,1074.7110317200918
2000-10-12,1064.4447163763296
2000-10-13,1060.6886415088643
2000-10-16,1062.5888426477923
2000-10-17,1052.0375236398868
2000-10-18,1045.0841178499961
2000-10-19,1057.40583445743
2000-10-20,1054.786138767351
2000-10-23,1052.934020481723
2000-10-24,1054.5481490134798
2000-10-25,1041.8679061931364
2000-10-26,1044.6441228390865
2000-10-27,1054.299598906694
2000-10-30,1057.4044112429879
2000-10-31,1066.2667214975072
2000-11-01,1067.5456419724287
2000-11-02,1068.0896194381253
2000-11-03,1064.3508610524616
2000-11-06,1065.6174736764979
2000-11-07,1068.3248411502543
2000-11-08,1065.2309270977291
2000-11-09,1059.5753534204644
2000-11-10,1060.9444232431133
2000-11-13,1057.401470303932
2000-11-14,1062.327795661296
2000-11-15,1062.4051548300163
2000-11-16,1058.3181253291182
2000-11-17,1056.5464825097492
2000-11-20,1058.5534059062607
2000-11-21,1060.8241009837177
2000-11-22,1053.0716240274655
2000-11-23,1054.877648563332
2000-11-24,1059.3312173409759
2000-11-27,1054.997125060265
2000-11-28,1045.0019229642835
2000-11-29,1045.8381487945585
2000-11-30,1039.2185359203008
2000-12-01,1038.8220256099428
2000-12-04,1036.5146534400153
2000-12-05,1047.2990677528671
2000-12-06,1046.1792764399315
2000-12-07,1042.2691289369427
2000-12-08,1042.3155270282934
2000-12-11,1041.791312783144
2000-12-12,1043.4015684196363
2000-12-13,1040.5255778339144
2000-12-14,1041.4225754184683
2000-12-15,1037.7921916013825
2000-12-18,1038.8771307587647
2000-12-19,1039.759885572469
2000-12-20,1027.4392602211813
2000-12-21,1025.2355766544276
2000-12-22,1030.722001649816
2000-12-25,1030.6799401749345
2000-12-26,1033.3739572153775
2000-12-27,1035.4350650658107
2000-12-28,1039.2715108902435
2000-12-29,1040.9636062901352
2001-01-01,1041.0396663826937
2001-01-02,1034.319542627566
2001-01-03,1042.79796088295
2001-01-04,1055.798320268139
2001-01-05,1052.7018581834066
2001-01-08,1052.899731503726
2001-01-09,1057.0977113866722
2001-01-10,1055.7048741198187
2001-01-11,1061.541071949709
2001-01-12,1062.3589942192336
2001-01-15,1062.549915202022
2001-01-16,1061.0569210123065
2001-01-17,1067.4169491769003
2001-01-18,1074.6804364714017
2001-01-19,1085.0682875298528
2001-01-22,1088.9543044223121
2001-01-23,1096.9790304789094
2001-01-24,1097.1870696523315
2001-01-25,1096.8546938240072
2001-01-26,1097.5748382343497
2001-01-29,1103.8274005581509
2001-01-30,1109.4790520405268
2001-01-31,1116.2581383574488
2001-02-01,1117.33694900389
2001-02-02,1113.1017432993522
2001-02-05,1109.0684780909073
2001-02-06,1109.7709911117608
2001-02-07,1099.0662275927587
2001-02-08,1100.71258790745
2001-02-09,1103.8426593518873
2001-02-12,1108.684717518495
2001-02-13,1107.9705791584304
2001-02-14,1104.6843930034856
2001-02-15,1106.2907833147178
2001-02-16,1099.8932407659981
2001-02-19,1100.06031243082
2001-02-20,1096.8734991432125
2001-02-21,1080.5938228555908
2001-02-22,1077.4290814655824
2001-02-23,1071.9225543647865
2001-02-26,1077.715650479664
2001-02-27,1073.6953870342543
2001-02-28,1065.0431760611564
2001-03-01,1066.5982388020866
2001-03-02,1067.613282714488
2001-03-05,1073.2357230667528
2001-03-06,1074.2281324053354
2001-03-07,1080.6365151464759
2001-03-08,1080.8570904124767
2001-03-09,1078.542967526598
2001-03-12,1068.2649797452275
2001-03-13,1070.947385024297
2001-03-14,1064.836294117263
2001-03-15,1067.7409864454755
2001-03-16,1064.6984625107316
2001-03-19,1066.1054451885009
2001-03-20,1066.1319171101013
2001-03-21,1061.7535290441322
2001-03-22,1044.8396752244432
2001-03-23,1042.3230332162843
2001-03-26,1053.0349635219193
2001-03-27,1053.6939432707304
2001-03-28,1048.4749254278627
2001-03-29,1046.9480427654648
2001-03-30,1051.2804818467087
2001-04-02,1051.516124882481
2001-04-03,1043.709945301332
2001-04-04,1042.8090160720599
2001-04-05,1050.3063685037657
2001-04-06,1047.4022579247567
2001-04-09,1047.1912939723347
2001-04-10,1050.6074875661313
2001-04-11,1052.6369458286729
2001-04-12,1049.9002747273694
2001-04-13,1050.398152850274
2001-04-16,1045.0327268782141
2001-04-17,1047.0039913245075
2001-04-18,1063.5370768085136
2001-04-19,1053.3651181602754
2001-04-20,1042.936022047575
2001-04-23,1036.001087274684
2001-04-24,1038.326187239157
2001-04-25,1033.9606344917308
2001-04-26,1042.8520048351381
2001-04-27,1044.8905274128927
2001-04-30,1046.9416714333372
2001-05-01,1044.6900796853781
2001-05-02,1045.537242398928
2001-05-03,1046.3244891662212
2001-05-04,1054.0316638431304
2001-05-07,1056.3837913612228
2001-05-08,1055.239222305696
2001-05-09,1055.335008119146
2001-05-10,1062.3896467862928
2001-05-11,1062.367461213908
2001-05-14,1059.9863907665415
2001-05-15,1061.088462211171
2001-05-16,1061.268610938108
2001-05-17,1078.5301450469524
2001-05-18,1086.748725127034
2001-05-21,1093.209406171097
2001-05-22,1100.3884236980755
2001-05-23,1103.4960240195503
2001-05-24,1103.8181285117994
2001-05-25,1105.6826763624745
2001-05-28,1110.4445386708335
2001-05-29,1109.0875988700207
2001-05-30,1106.5860503148522
2001-05-31,1114.7939226872693
2001-06-01,1117.9169609145351
2001-06-04,1126.4659319970144
2001-06-05,1125.9609656739574
2001-06-06,1128.1669121212847
2001-06-07,1132.2215831198891
2001-06-08,1133.887663228824
2001-06-11,1133.6511054252117
2001-06-12,1129.1482881078307
2001-06-13,1128.697193046608
2001-06-14,1127.5328413379286
2001-06-15,1123.883199059885
2001-06-18,1115.0802321793606
2001-06-19,1105.5808822493443
2001-06-20,1103.3992656169587
2001-06-21,1109.2312787051899
2001-06-22,1109.6455373168913
2001-06-25,1107.942434242433
2001-06-26,1105.4060745937738
2001-06-27,1102.3840328676806
2001-06-28,1100.3361381134803
2001-06-29,1099.8424612879753
2001-07-02,1104.2810477675982
2001-07-03,1099.9196579086183
2001-07-04,1092.581795749139
2001-07-05,1080.6893627340653
2001-07-06,1074.4406515305275
2001-07-09,1080.5262965627091
2001-07-10,1074.5265919594826
2001-07-11,1048.7477772701698
2001-07-12,1032.405494337338
2001-07-13,1033.2769957499806
2001-07-16,1033.9165346362906
2001-07-17,1048.165103044239
2001-07-18,1049.6342579527236
2001-07-19,1037.0901754489619
2001-07-20,1042.5836666247417
2001-07-23,1049.0837368184048
2001-07-24,1045.8545629876592
2001-07-25,1041.7423254316984
2001-07-26,1043.854841269409
2001-07-27,1042.2005430588215
2001-07-30,1047.766485025051
2001-07-31,1044.8609869807308
2001-08-01,1034.6431369512648
2001-08-02,1040.1381873761711
2001-08-03,1043.276012466094
2001-08-06,1041.2842918535764
2001-08-07,1040.1338652879588
2001-08-08,1041.1385604508332
2001-08-09,1045.096834953621
2001-08-10,1048.2758428124184
2001-08-13,1050.2040456224945
2001-08-14,1045.6655241394938
2001-08-15,1044.376733821754
2001-08-16,1048.6999812642985
2001-08-17,1045.9716222720347
2001-08-20,1048.4850720101642
2001-08-21,1048.7327092151004
2001-08-22,1058.4203244832956
2001-08-23,1058.533772102469
2001-08-24,1061.9711362210842
2001-08-27,1062.7742711861697
2001-08-28,1060.554298182297
2001-08-29,1068.009897344286
2001-08-30,1064.909153303743
2001-08-31,1065.5528249034833
2001-09-03,1064.441646306449
2001-09-04,1062.3576873812299
2001-09-05,1057.655888591209
2001-09-06,1049.0069429405062
2001-09-07,1048.970348343866
2001-09-10,1040.744847516871
2001-09-11,1004.9961650761321
2001-09-12,1012.0423133831364
2001-09-13,1004.2809630432986
2001-09-14,992.0828102891182
2001-09-17,976.3955577293748
2001-09-18,981.0021906616553
2001-09-19,971.7005392871453
2001-09-20,946.1646404158464
2001-09-21,933.7158565252856
2001-09-24,944.6978521894715
2001-09-25,936.2599873547823
2001-09-26,928.8315304293787
2001-09-27,921.2807881774293
2001-09-28,921.5093607175895
2001-10-01,921.615946476776
2001-10-02,918.048468934179
2001-10-03,910.3539674693641
2001-10-04,905.3581190958708
2001-10-05,899.6803857720826
2001-10-08,892.6323703129458
2001-10-09,890.7136908225605
2001-10-10,900.2522970819374
2001-10-11,911.8309567029089
2001-10-12,908.2581493341589
2001-10-15,905.0889595145607
2001-10-16,914.8444449973182
2001-10-17,917.9229379118384
2001-10-18,916.2797745090145
2001-10-19,920.7169847567524
2001-10-22,922.5898912706102
2001-10-23,922.564952251972
2001-10-24,925.5185375584289
2001-10-25,924.2263665124163
2001-10-26,923.2286895456003
2001-10-29,917.2581960091845
2001-10-30,912.2573626625151
2001-10-31,914.5678373608863
2001-11-01,911.857029898963
2001-11-02,910.4807110400045
2001-11-05,916.0814889744704
2001-11-06,921.2743618886266
2001-11-07,925.5711573118649
2001-11-08,930.0831615058077
2001-11-09,928.896224935105
2001-11-12,922.5859652886027
2001-11-13,934.886939475805
2001-11-14,941.1928951711305
2001-11-15,946.9654022428044
2001-11-16,951.8499943348919
2001-11-19,958.2097434767607
2001-11-20,952.182869511377
2001-11-21,957.281493130723
2001-11-22,960.64743814088
2001-11-23,966.4756359695282
2001-11-26,972.263608811344
2001-11-27,976.17259703577
2001-11-28,966.254146856361
2001-11-29,962.6321439997022
2001-11-30,963.198855177011
2001-12-03,969.0101555050348
2001-12-04,976.3967771907768
2001-12-05,986.5961518992051
2001-12-06,994.4607494588624
2001-12-07,1000.6393827835091
2001-12-10,999.9987352130696
2001-12-11,1002.0895296292831
2001-12-12,1002.6432232994108
2001-12-13,1005.180089485097
2001-12-14,1008.2739089365089
2001-12-17,1014.2171392207393
2001-12-18,1014.2592846641287
2001-12-19,1020.14155290022
2001-12-20,1027.4571997889448
2001-12-21,1034.9865572024996
2001-12-24,1038.2211043921868
2001-12-25,1038.3237618722408
2001-12-26,1040.1272299169714
2001-12-27,1043.1898426388502
2001-12-28,1039.686366312151
2001-12-31,1038.4499214597433
2002-01-01,1037.8045093355088
2002-01-02,1053.0511540301914
2002-01-03,1074.6077613538894
2002-01-04,1078.6762683120894
2002-01-07,1020.4136742187643
2002-01-08,1017.6757237202137
2002-01-09,1007.2746372752368
2002-01-10,998.2085651255447
2002-01-11,996.2086708110705
2002-01-14,999.9082317817401
2002-01-15,1011.2672837896962
2002-01-16,1007.7366368931633
2002-01-17,989.9510240579697
2002-01-18,1005.6172979859474
2002-01-21,1022.7356865949192
2002-01-22,1031.1988564020255
2002-01-23,1030.5766683372217
2002-01-24,1035.20371443966
2002-01-25,1034.2724104711624
2002-01-28,1035.7497677738688
2002-01-29,1025.285062138749
2002-01-30,1028.0538181523305
2002-01-31,1022.747385196302
2002-02-01,1021.298003985296
2002-02-04,1013.5949608689743
2002-02-05,1010.5921471839188
2002-02-06,1018.0948768249452
2002-02-07,1013.6232427225539
2002-02-08,1011.5210809561943
2002-02-11,996.7773717457387
2002-02-12,1007.2592969498563
2002-02-13,1019.2548399779369
2002-02-14,1017.850196113027
2002-02-15,1010.9144494763378
2002-02-18,1015.3130426429453
2002-02-19,1010.7140370055104
2002-02-20,1003.462437872596
2002-02-21,1005.3056075999714
2002-02-22,1002.403364057115
2002-02-25,1007.6202121402904
2002-02-26,1008.2267357159604
2002-02-27,1013.7891015837578
2002-02-28,1014.7269766771301
2002-03-01,1019.0353380550181
2002-03-04,1029.9641708709103
2002-03-05,1029.7286409927365
2002-03-06,1036.0906962487747
2002-03-07,1033.670575800242
2002-03-08,1039.4155262841193
2002-03-11,1037.0549259903298
2002-03-12,1035.2683455272484
2002-03-13,1037.8128087895097
2002-03-14,1034.7341776309775
2002-03-15,1035.7491264995597
2002-03-18,1043.4603886280424
2002-03-19,1044.628318288743
2002-03-20,1041.2698802848122
2002-03-21,1040.1737493770038
2002-03-22,1033.3825700658358
2002-03-25,1012.0472341648649
2002-03-26,1017.1058600366321
2002-03-27,1029.7957675784264
2002-03-28,1033.5044404340554
2002-03-29,1033.3064552751378
2002-04-01,1036.3932985970494
2002-04-02,1040.3729780781102
2002-04-03,1035.0118188511103
2002-04-04,1032.73036113123
2002-04-05,1046.3040679261169
2002-04-08,1047.4150278229283
2002-04-09,1049.8666230719696
2002-04-10,1060.4314402573677
2002-04-11,1050.6126927418454
2002-04-12,1046.2243714990216
2002-04-15,1042.2713449893965
2002-04-16,1045.6731182433127
2002-04-17,1048.6396266103166
2002-04-18,1043.5065994400463
2002-04-19,1043.3291566731539
2002-04-22,1037.0316243175107
2002-04-23,1034.5108208761776
2002-04-24,1035.6751826110317
2002-04-25,1028.2693028462695
2002-04-26,1035.2400140858047
2002-04-29,1033.4726257748066
2002-04-30,1046.536011666181
2002-05-01,1040.625938441747
2002-05-02,1040.697303775932
2002-05-03,1033.0641542857843
2002-05-06,1042.8478778210572
2002-05-07,1042.8745149185424
2002-05-08,1050.7490025019272
2002-05-09,1045.0867284288295
2002-05-10,1039.3521932900676
2002-05-13,1040.5069074418393
2002-05-14,1041.6817291260006
2002-05-15,1046.3054907125656
2002-05-16,1051.7126567855573
2002-05-17,1045.9482546000672
2002-05-20,1041.0543123332386
2002-05-21,1034.9071521322837
2002-05-22,1032.6237577288591
2002-05-23,1036.9155247850806
2002-05-24,1034.399660508866
2002-05-27,1033.4606931767175
2002-05-28,1032.0548233431332
2002-05-29,1025.42396039313
2002-05-30,1017.5464109798162
