Date,EM LATIN AMERICA IMI EQUAL WEIGHTED
1999-09-06,1116.9887938112847
1999-09-07,1112.6020608972997
1999-09-08,1114.5736384317138
1999-09-09,1121.430829987745
1999-09-10,1131.236963748833
1999-09-13,1131.0160871052112
1999-09-14,1130.6124365271342
1999-09-15,1125.4758151155236
1999-09-16,1121.5045406491688
1999-09-17,1129.234943690869
1999-09-20,1137.0520306288663
1999-09-21,1127.6506819132767
1999-09-22,1124.8505955218966
1999-09-23,1120.9741135399174
1999-09-24,1121.6590787377588
1999-09-27,1125.1899110285815
1999-09-28,1121.6233420653318
1999-09-29,1123.8574874183964
1999-09-30,1119.8591175185586
1999-10-01,1115.2059121411132
1999-10-04,1118.258552643794
1999-10-05,1112.8150360859559
1999-10-06,1122.9291922357145
1999-10-07,1125.9387770986832
1999-10-08,1125.5743533246916
1999-10-11,1128.8226556246289
1999-10-12,1124.950716721961
1999-10-13,1110.5070083427777
1999-10-14,1108.2538942592666
1999-10-15,1091.9125499944573
1999-10-18,1080.0519780566058
1999-10-19,1089.893667536761
1999-10-20,1098.6992307794694
1999-10-21,1100.6292590427665
1999-10-22,1111.4367886394136
1999-10-25,1105.3146112210693
1999-10-26,1103.3619686696416
1999-10-27,1103.4952942283778
1999-10-28,1113.1252813007904
1999-10-29,1129.5103374432288
1999-11-01,1133.9760467316046
1999-11-02,1137.9493166182253
1999-11-03,1159.0681094469137
1999-11-04,1169.2242235725168
1999-11-05,1183.8503174657599
1999-11-08,1191.6300189937187
1999-11-09,1190.1717903539648
1999-11-10,1201.7252898540955
1999-11-11,1199.6524679338117
1999-11-12,1202.9504976845076
1999-11-15,1208.7259582941454
1999-11-16,1215.6754319129134
1999-11-17,1212.5013749923794
1999-11-18,1225.3163813622414
1999-11-19,1233.8719335601063
1999-11-22,1231.075831683288
1999-11-23,1239.961684367587
1999-11-24,1238.7873416345346
1999-11-25,1247.6001068240957
1999-11-26,1261.2041607526971
1999-11-29,1260.896440396606
1999-11-30,1256.2217718387906
1999-12-01,1262.162772576801
1999-12-02,1276.0900272349886
1999-12-03,1290.0798700427215
1999-12-06,1290.7168183279339
1999-12-07,1291.2627769736102
1999-12-08,1298.4553445786564
1999-12-09,1301.4141877116892
1999-12-10,1309.9676818438315
1999-12-13,1314.7972330788434
1999-12-14,1310.3609282413734
1999-12-15,1318.0234155677585
1999-12-16,1331.9560404934723
1999-12-17,1352.0841916076333
1999-12-20,1362.0591925726442
1999-12-21,1369.1139258332107
1999-12-22,1372.411020727068
1999-12-23,1377.3474743815666
1999-12-24,1377.2620184638158
1999-12-27,1376.6151581297154
1999-12-28,1392.4819250780627
1999-12-29,1408.9150801900646
1999-12-30,1421.7014230748593
1999-12-31,1421.663200263578
2000-01-03,1418.8069245835745
2000-01-04,1371.286106122214
2000-01-05,1385.888663273217
2000-01-06,1383.672310517911
2000-01-07,1406.0135457770828
2000-01-10,1438.5000141106473
2000-01-11,1425.603007347011
2000-01-12,1430.730386086921
2000-01-13,1458.9509100135294
2000-01-14,1478.1774680549672
2000-01-17,1498.43771069206
2000-01-18,1494.5426067455983
2000-01-19,1490.900349525026
2000-01-20,1484.5006274146858
2000-01-21,1487.3041163636933
2000-01-24,1483.5979184358291
2000-01-25,1476.156758240846
2000-01-26,1479.4577895059604
2000-01-27,1476.7621018641128
2000-01-28,1460.2228391483713
2000-01-31,1456.7391994426516
2000-02-01,1459.2722063036058
2000-02-02,1468.6285596320686
2000-02-03,1489.284878893336
2000-02-04,1513.123680383187
2000-02-07,1518.5819104920536
2000-02-08,1532.9698268928664
2000-02-09,1526.6297153312553
2000-02-10,1537.7008252015294
2000-02-11,1541.2505417984771
2000-02-14,1531.9357187075366
2000-02-15,1520.546708189743
2000-02-16,1524.536947343198
2000-02-17,1522.4507326813082
2000-02-18,1504.9251534556115
2000-02-21,1507.495068857126
2000-02-22,1489.9612328144315
2000-02-23,1497.849958750734
2000-02-24,1492.1009172243998
2000-02-25,1487.6044257168883
2000-02-28,1478.6649541424617
2000-02-29,1483.5686928787702
2000-03-01,1494.2720541493723
2000-03-02,1505.1414764459125
2000-03-03,1520.8675169754495
2000-03-06,1513.6207472165527
2000-03-07,1508.34841663102
2000-03-08,1512.3444688658103
2000-03-09,1517.2987479472386
2000-03-10,1509.467616918482
2000-03-13,1490.659217497635
2000-03-14,1484.21167230125
2000-03-15,1487.994919702371
2000-03-16,1496.790999036004
2000-03-17,1497.5370770226173
2000-03-20,1495.6552728722456
2000-03-21,1503.0574373651352
2000-03-22,1507.9366291101326
2000-03-23,1515.8787660795174
2000-03-24,1516.9713295997603
2000-03-27,1516.5541745064957
2000-03-28,1506.0780827002554
2000-03-29,1500.0714847983986
2000-03-30,1490.2166629766832
2000-03-31,1502.0598563274104
2000-04-03,1488.3968784731042
2000-04-04,1467.4744589823001
2000-04-05,1464.9456733535555
2000-04-06,1476.5836292356087
2000-04-07,1490.3521328684299
2000-04-10,1474.3752749107161
2000-04-11,1463.0644676894171
2000-04-12,1448.649003540886
2000-04-13,1425.5760606025544
2000-04-14,1382.0088289991834
2000-04-17,1369.8209581436422
2000-04-18,1398.9810071940333
2000-04-19,1384.8573723289367
2000-04-20,1392.0675260798266
2000-04-21,1392.0732343155014
2000-04-24,1383.8456308440743
2000-04-25,1398.611005679513
2000-04-26,1391.5766643367892
2000-04-27,1392.995832530174
2000-04-28,1398.8837777547544
2000-05-01,1401.5593910073999
2000-05-02,1396.8479357087942
2000-05-03,1373.3633352975353
2000-05-04,1374.4208473706929
2000-05-05,1377.0932489781105
2000-05-08,1360.1267978173778
2000-05-09,1349.4459119341534
2000-05-10,1332.5454784216595
2000-05-11,1330.63867004348
2000-05-12,1335.326498489562
2000-05-15,1357.1146863501697
2000-05-16,1368.5739713920166
2000-05-17,1350.2969656376379
2000-05-18,1340.3327775716657
2000-05-19,1315.836996930777
2000-05-22,1297.1286813629586
2000-05-23,1284.3359556786443
2000-05-24,1295.6507300918854
2000-05-25,1289.0184731563656
2000-05-26,1294.6837514498206
2000-05-29,1303.845754094906
2000-05-30,1319.0810301293222
2000-05-31,1321.2690053435583
2000-06-01,1343.4000431790375
2000-06-02,1370.10992221077
2000-06-05,1363.9517409648854
2000-06-06,1347.2956161589398
2000-06-07,1350.6026703258924
2000-06-08,1343.436002005284
2000-06-09,1343.6247359433987
2000-06-12,1341.146051869096
2000-06-13,1343.8194430857088
2000-06-14,1349.6026068301305
2000-06-15,1347.0398814692696
2000-06-16,1347.2089433860665
2000-06-19,1353.0411116775115
2000-06-20,1352.9158303447775
2000-06-21,1360.7247197559723
2000-06-22,1352.6624880430838
2000-06-23,1341.434961049338
2000-06-26,1338.2683590928789
2000-06-27,1343.0901201393333
2000-06-28,1348.7110557158278
2000-06-29,1348.4593105475312
2000-06-30,1367.5148965300664
2000-07-03,1388.0132051724538
2000-07-04,1399.3705536224243
2000-07-05,1397.402430633189
2000-07-06,1407.17563051346
2000-07-07,1423.2244382156903
2000-07-10,1428.307586604634
2000-07-11,1414.169729156025
2000-07-12,1422.6138825677479
2000-07-13,1408.5284348514165
2000-07-14,1420.085443264993
2000-07-17,1431.1276241308537
2000-07-18,1425.8295494271113
2000-07-19,1407.1338217759674
2000-07-20,1417.1870361787169
2000-07-21,1421.526999136558
2000-07-24,1420.8281854832735
2000-07-25,1416.7497521970818
2000-07-26,1410.080368252127
2000-07-27,1404.8578747050715
2000-07-28,1388.626583608136
2000-07-31,1394.7024668330155
2000-08-01,1388.2898040392104
2000-08-02,1390.1388105617343
2000-08-03,1393.9646772397161
2000-08-04,1399.9904355065935
2000-08-07,1400.989438190254
2000-08-08,1401.4317344280887
2000-08-09,1397.553520595007
2000-08-10,1398.1245887760526
2000-08-11,1409.8564051392766
2000-08-14,1418.591353536119
2000-08-15,1417.270363233717
2000-08-16,1408.1342152481695
2000-08-17,1421.3328512525165
2000-08-18,1413.687499821065
2000-08-21,1402.9453927210604
2000-08-22,1408.2831747268406
2000-08-23,1409.8426202247329
2000-08-24,1405.1896756219392
2000-08-25,1406.7542358524288
2000-08-28,1406.3871321298332
2000-08-29,1399.3947384610585
2000-08-30,1403.6408773836276
2000-08-31,1407.6411692142851
2000-09-01,1415.545601778554
2000-09-04,1418.5876065626128
2000-09-05,1413.9075328558972
2000-09-06,1414.2875746441016
2000-09-07,1414.0259378301312
2000-09-08,1411.90320057625
2000-09-11,1412.0760767013473
2000-09-12,1402.9479165560333
2000-09-13,1402.1489098715629
2000-09-14,1404.103622651809
2000-09-15,1399.599929598456
2000-09-18,1374.3885424031619
2000-09-19,1378.2574735399514
2000-09-20,1372.1345226061349
2000-09-21,1370.9373435318298
2000-09-22,1368.9624159615564
2000-09-25,1378.6788306746466
2000-09-26,1367.2956693749877
2000-09-27,1360.6370298416568
2000-09-28,1366.104048016726
2000-09-29,1366.2296362416694
2000-10-02,1359.1860955549525
2000-10-03,1357.825398845917
2000-10-04,1358.5773788181045
2000-10-05,1366.6323747387862
2000-10-06,1352.2059673986855
2000-10-09,1345.5232550714188
2000-10-10,1339.7716556072887
2000-10-11,1326.0982037514032
2000-10-12,1316.8011360841035
2000-10-13,1305.9273558959426
2000-10-16,1306.5770656954762
2000-10-17,1290.7335955691933
2000-10-18,1275.050075040854
2000-10-19,1292.8241480007223
2000-10-20,1284.7101615144138
2000-10-23,1275.831077350331
2000-10-24,1271.8793947087604
2000-10-25,1252.9005779897886
2000-10-26,1258.9514365652901
2000-10-27,1278.8386217786417
2000-10-30,1286.305446292423
2000-10-31,1297.9685624489448
2000-11-01,1297.1830492745144
2000-11-02,1296.144640144652
2000-11-03,1287.376954310427
2000-11-06,1288.5447149101706
2000-11-07,1290.6192335900155
2000-11-08,1283.3863462648778
2000-11-09,1274.6754417208745
2000-11-10,1276.6681375987594
2000-11-13,1268.777299737026
2000-11-14,1275.4210313221968
2000-11-15,1273.8983044737222
2000-11-16,1270.9175323946379
2000-11-17,1263.1742413034892
2000-11-20,1274.5032999629084
2000-11-21,1282.3813275180507
2000-11-22,1272.1137986551414
2000-11-23,1268.6038872060792
2000-11-24,1271.7227364580567
2000-11-27,1264.6640079889303
2000-11-28,1251.1923493297663
2000-11-29,1254.0633585601038
2000-11-30,1239.359963930264
2000-12-01,1238.1022085703296
2000-12-04,1238.2119186076538
2000-12-05,1260.7773351834019
2000-12-06,1259.4805853470968
2000-12-07,1260.3483114633102
2000-12-08,1270.9328343990683
2000-12-11,1272.377657482561
2000-12-12,1268.7630517266887
2000-12-13,1273.5126477747808
2000-12-14,1271.5935813569852
2000-12-15,1265.7763982792562
2000-12-18,1270.4101740037477
2000-12-19,1273.182173983993
2000-12-20,1255.9258382407218
2000-12-21,1252.165650182143
2000-12-22,1258.7454754585544
2000-12-25,1258.5622845063901
2000-12-26,1263.6216260553172
2000-12-27,1271.8950071333902
2000-12-28,1277.2041881091914
2000-12-29,1279.762200120094
2001-01-01,1279.758022343391
2001-01-02,1278.1401663223974
2001-01-03,1301.4089776989408
2001-01-04,1317.4080403714322
2001-01-05,1310.1126861892092
2001-01-08,1311.0800597304878
2001-01-09,1322.7779495103389
2001-01-10,1323.7216051163666
2001-01-11,1329.700202234791
2001-01-12,1330.225260237577
2001-01-15,1333.5554004578496
2001-01-16,1328.0626797030866
2001-01-17,1338.0412978293389
2001-01-18,1351.7402147326018
2001-01-19,1362.440205968842
2001-01-22,1364.1171901547273
2001-01-23,1378.9316274589532
2001-01-24,1378.4335289234214
2001-01-25,1374.8541954314264
2001-01-26,1381.1741348332243
2001-01-29,1384.6796422148363
2001-01-30,1390.3574142458772
2001-01-31,1396.184958091675
2001-02-01,1386.5783903911306
2001-02-02,1378.908819882404
2001-02-05,1373.4002057269552
2001-02-06,1378.9794022514557
2001-02-07,1364.0563038367272
2001-02-08,1376.5127982018041
2001-02-09,1376.9306828513543
2001-02-12,1380.9682999774088
2001-02-13,1381.6428368663128
2001-02-14,1378.1404788380833
2001-02-15,1379.3834639910563
2001-02-16,1359.6895937138438
2001-02-19,1356.1806889743445
2001-02-20,1348.6434253641362
2001-02-21,1328.2002793681518
2001-02-22,1326.5160226247276
2001-02-23,1324.260323377937
2001-02-26,1332.4947591738742
2001-02-27,1328.3000529567248
2001-02-28,1315.368802993178
2001-03-01,1323.092932664624
2001-03-02,1330.6060563686092
2001-03-05,1336.644907124372
2001-03-06,1335.1313199558838
2001-03-07,1336.6016066563168
2001-03-08,1335.8796996847389
2001-03-09,1328.6964097151829
2001-03-12,1309.6268725118332
2001-03-13,1313.8445670111696
2001-03-14,1298.9600670602329
2001-03-15,1297.497255649584
2001-03-16,1289.4627912747728
2001-03-19,1279.2444384984337
2001-03-20,1295.3018785264114
2001-03-21,1289.2029324534578
2001-03-22,1255.4186783526882
2001-03-23,1253.9434310601164
2001-03-26,1272.9231821057922
2001-03-27,1277.4029668274798
2001-03-28,1270.584601844605
2001-03-29,1262.0606072617393
2001-03-30,1264.2269540724033
2001-04-02,1259.080777161585
2001-04-03,1246.170740589586
2001-04-04,1248.4141870853848
2001-04-05,1260.0725841878134
2001-04-06,1261.0181729304413
2001-04-09,1261.073886082088
2001-04-10,1274.273240580624
2001-04-11,1273.1854638610805
2001-04-12,1270.6648561756324
2001-04-13,1271.0679513367836
2001-04-16,1254.5838199010693
2001-04-17,1254.347603110083
2001-04-18,1276.4094053250942
2001-04-19,1260.2555702745199
2001-04-20,1235.9133797397797
2001-04-23,1225.0920902157086
2001-04-24,1228.1704329958236
2001-04-25,1218.8887712811636
2001-04-26,1239.109282719909
2001-04-27,1250.8778864274097
2001-04-30,1258.9287880141435
2001-05-01,1253.9414663438133
2001-05-02,1250.3183180963833
2001-05-03,1251.8156262016787
2001-05-04,1261.7530413637232
2001-05-07,1263.7917674327537
2001-05-08,1255.8232477045158
2001-05-09,1252.5456300280714
2001-05-10,1258.733935669459
2001-05-11,1251.3383037277513
2001-05-14,1241.8249761145942
2001-05-15,1236.588932336642
2001-05-16,1244.3405951726527
2001-05-17,1261.731431810342
2001-05-18,1270.2959552941716
2001-05-21,1272.0574431538446
2001-05-22,1278.9613990079686
2001-05-23,1273.9470762217452
2001-05-24,1271.122161775872
2001-05-25,1267.8918647132457
2001-05-28,1276.721769764726
2001-05-29,1275.4115110507291
2001-05-30,1271.2232002706437
2001-05-31,1279.9736914411042
2001-06-01,1279.4735095887036
2001-06-04,1294.1669291407402
2001-06-05,1296.7712339115762
2001-06-06,1298.3222901207146
2001-06-07,1304.8963842728188
2001-06-08,1312.0016324883882
2001-06-11,1308.774018813764
2001-06-12,1301.7841135918472
2001-06-13,1302.1540813282877
2001-06-14,1298.9573514649883
2001-06-15,1293.2363055866517
2001-06-18,1269.507531777006
2001-06-19,1260.1344100894746
2001-06-20,1258.9332678686067
2001-06-21,1277.4055315917794
2001-06-22,1294.639920578128
2001-06-25,1295.54693651451
2001-06-26,1292.5689307720604
2001-06-27,1285.4300607192524
2001-06-28,1291.912837750905
2001-06-29,1292.0345274557444
2001-07-02,1292.4333324575437
2001-07-03,1287.5461406544482
2001-07-04,1268.8118039350943
2001-07-05,1254.1134840225689
2001-07-06,1234.9422236068503
2001-07-09,1247.405556580287
2001-07-10,1227.617543194946
2001-07-11,1201.9785572597036
2001-07-12,1189.2409935679798
2001-07-13,1189.471767535264
2001-07-16,1182.7901848849915
2001-07-17,1206.2319849452435
2001-07-18,1213.5773205774808
2001-07-19,1197.263065354043
2001-07-20,1210.8242660078192
2001-07-23,1226.064381203915
2001-07-24,1217.5465392208828
2001-07-25,1206.3363536128832
2001-07-26,1206.3890349398048
2001-07-27,1206.0966465978706
2001-07-30,1216.3735290859158
2001-07-31,1216.8743645072286
2001-08-01,1198.7413652460148
2001-08-02,1204.6088835419814
2001-08-03,1206.2480281525714
2001-08-06,1211.4943429436796
2001-08-07,1215.0371167148883
2001-08-08,1211.82664840286
2001-08-09,1216.73285742123
2001-08-10,1217.8833284984344
2001-08-13,1216.8837813723633
2001-08-14,1208.6846110326053
2001-08-15,1210.689241495139
2001-08-16,1212.8822627668487
2001-08-17,1201.0747017265292
2001-08-20,1201.498650616358
2001-08-21,1196.959237689217
2001-08-22,1206.4266390366
2001-08-23,1203.272359725839
2001-08-24,1204.7287962585358
2001-08-27,1204.1588443634926
2001-08-28,1202.3159015959097
2001-08-29,1211.917745030605
2001-08-30,1207.8077707468103
2001-08-31,1208.11574346407
2001-09-03,1204.1154600087625
2001-09-04,1202.014705537749
2001-09-05,1194.9774077843847
2001-09-06,1179.1218349578303
2001-09-07,1180.5191323128665
2001-09-10,1164.9710613862524
2001-09-11,1114.0900106110444
2001-09-12,1117.6760356086959
2001-09-13,1091.7171122960676
2001-09-14,1074.5066884849687
2001-09-17,1072.0380137999657
2001-09-18,1074.5841171546356
2001-09-19,1063.828502967646
2001-09-20,1036.0489746609605
2001-09-21,1016.440070485452
2001-09-24,1031.5632471965007
2001-09-25,1027.5944452263705
2001-09-26,1015.3264565508186
2001-09-27,1014.6584188485389
2001-09-28,1021.8170179582864
2001-10-01,1017.4745163243163
2001-10-02,1012.2781170733151
2001-10-03,1000.0947879219332
2001-10-04,995.3363448098321
2001-10-05,990.3283642391793
2001-10-08,978.9733301242468
2001-10-09,980.0657918853562
2001-10-10,992.642805190979
2001-10-11,1006.0811359596265
2001-10-12,1003.1414597279911
2001-10-15,1009.2836239046756
2001-10-16,1019.1532768433968
2001-10-17,1027.533438878266
2001-10-18,1021.631594853813
2001-10-19,1029.4370918505144
2001-10-22,1043.4025163059011
2001-10-23,1042.4828181105745
2001-10-24,1041.234148648589
2001-10-25,1044.3214216698118
2001-10-26,1045.6254526947343
2001-10-29,1034.4881547979428
2001-10-30,1026.9258785772163
2001-10-31,1036.9866303557078
2001-11-01,1033.8213343308646
2001-11-02,1035.5731117931311
2001-11-05,1057.272157629645
2001-11-06,1068.9423043381828
2001-11-07,1076.775425210783
2001-11-08,1085.0206159668635
2001-11-09,1087.7599827371691
2001-11-12,1077.005466977865
2001-11-13,1096.4729239415385
2001-11-14,1102.1920656605241
2001-11-15,1105.6018613822785
2001-11-16,1111.518171823859
2001-11-19,1123.2913888576313
2001-11-20,1110.6139714829117
2001-11-21,1119.018674571085
2001-11-22,1127.3226729236426
2001-11-23,1143.3826892174466
2001-11-26,1158.3802152062176
2001-11-27,1162.2286987133416
2001-11-28,1139.6179419815728
2001-11-29,1131.5205292834428
2001-11-30,1129.7069780074455
2001-12-03,1149.6322652904564
2001-12-04,1159.01769420714
2001-12-05,1170.671599349699
2001-12-06,1178.2459027434495
2001-12-07,1188.5355574759324
2001-12-10,1198.7079289679714
2001-12-11,1202.6040528264039
2001-12-12,1204.6743697878023
2001-12-13,1198.8536096697828
2001-12-14,1197.5105992601418
2001-12-17,1204.827372149636
2001-12-18,1213.552747859732
2001-12-19,1224.6445495971352
2001-12-20,1222.6076171008835
2001-12-21,1228.1418924642232
2001-12-24,1232.4333004449759
2001-12-25,1232.353182177077
2001-12-26,1240.2853492936356
2001-12-27,1249.3183879845192
2001-12-28,1247.766497211918
2001-12-31,1249.1364385588888
2002-01-01,1248.8946702581459
2002-01-02,1266.7355824206195
2002-01-03,1295.5826618240517
2002-01-04,1294.4484091515333
2002-01-07,1244.5446277669162
2002-01-08,1238.5434227888834
2002-01-09,1225.39645331636
2002-01-10,1209.5622154677733
2002-01-11,1206.6865667551997
2002-01-14,1204.0775352016428
2002-01-15,1220.19471362475
2002-01-16,1214.2072998639894
2002-01-17,1209.6581195278775
2002-01-18,1220.162276891378
2002-01-21,1230.5869541297427
2002-01-22,1236.3716270942261
2002-01-23,1238.4965174148197
2002-01-24,1239.6060154037218
2002-01-25,1236.6686172015604
2002-01-28,1229.9552849698152
2002-01-29,1214.235983446684
2002-01-30,1215.8959989742916
2002-01-31,1219.0838439950392
2002-02-01,1217.8967210896078
2002-02-04,1206.1223559418909
2002-02-05,1206.71508046153
2002-02-06,1212.013399122141
2002-02-07,1202.8975014216082
2002-02-08,1199.9515268068785
2002-02-11,1188.4011921529361
2002-02-12,1196.7193544824072
2002-02-13,1214.1556883120995
2002-02-14,1217.6637928455546
2002-02-15,1212.0090848993414
2002-02-18,1216.911573288058
2002-02-19,1212.6978292655838
2002-02-20,1210.5926614431298
2002-02-21,1216.407873457276
2002-02-22,1214.677848945861
2002-02-25,1230.573472985111
2002-02-26,1230.2972321024897
2002-02-27,1243.114440867997
2002-02-28,1244.5176340925218
2002-03-01,1254.8190593064844
2002-03-04,1266.1201045589262
2002-03-05,1262.1866916894598
2002-03-06,1265.3391757853876
2002-03-07,1258.076796203531
2002-03-08,1271.6380310536683
2002-03-11,1265.311470295251
2002-03-12,1272.4939809223474
2002-03-13,1277.0395401427193
2002-03-14,1272.2582364097077
2002-03-15,1277.2103736204228
2002-03-18,1282.3667064324286
2002-03-19,1282.8536184008217
2002-03-20,1281.1720430145554
2002-03-21,1272.4676657986438
2002-03-22,1258.2976086537951
2002-03-25,1238.7901203129265
2002-03-26,1251.7103497056269
2002-03-27,1262.2453898350554
2002-03-28,1264.6482777709284
2002-03-29,1264.5782833610476
2002-04-01,1267.6103355861721
2002-04-02,1271.6049360596148
2002-04-03,1268.8192618956527
2002-04-04,1264.87895124558
2002-04-05,1279.0784739133346
2002-04-08,1278.6245575781782
2002-04-09,1282.2902264994987
2002-04-10,1296.4366578694999
2002-04-11,1290.1807552053672
2002-04-12,1288.979025070251
2002-04-15,1278.0555824541482
2002-04-16,1286.8241239465133
2002-04-17,1291.0811189648416
2002-04-18,1281.1259130660974
2002-04-19,1282.4829830890071
2002-04-22,1272.4199696851856
2002-04-23,1268.092001725587
2002-04-24,1270.870160599226
2002-04-25,1259.9929462970836
2002-04-26,1264.5811605010024
2002-04-29,1260.5957287098577
2002-04-30,1271.5990793975066
2002-05-01,1267.0937945162286
2002-05-02,1255.8801171306914
2002-05-03,1242.7993609699568
2002-05-06,1244.842151216823
2002-05-07,1247.4929394496476
2002-05-08,1254.5372950085484
2002-05-09,1237.3628885042515
2002-05-10,1230.8811890772658
2002-05-13,1229.1094904096817
2002-05-14,1231.385559833491
2002-05-15,1236.8285254480438
2002-05-16,1248.1830137135141
2002-05-17,1243.5321727465666
2002-05-20,1237.3806267588388
2002-05-21,1232.4363477106476
2002-05-22,1223.8827235875335
2002-05-23,1224.5574657090694
