Date,EUROPE HIGH DIVIDEND YIELD
2001-04-02,744.1115746623392
2001-04-03,728.0389741283975
2001-04-04,730.1195891151971
2001-04-05,741.051582939884
2001-04-06,740.2271755222168
2001-04-09,751.2443327765521
2001-04-10,763.2250498860867
2001-04-11,763.658221352569
2001-04-12,762.7245888239411
2001-04-13,762.7245888239411
2001-04-16,764.5707522087527
2001-04-17,763.2464556264597
2001-04-18,777.439733645603
2001-04-19,774.7142178684403
2001-04-20,767.9644849202132
2001-04-23,764.4231953481751
2001-04-24,771.4190476705825
2001-04-25,769.2781538590538
2001-04-26,770.6197286951099
2001-04-27,782.4358195951487
2001-04-30,785.6865468932942
2001-05-01,784.0192149896214
2001-05-02,778.6121985877405
2001-05-03,766.4705463909687
2001-05-04,771.4041319502263
2001-05-07,775.3246831097152
2001-05-08,777.1320829689884
2001-05-09,774.4626507496185
2001-05-10,786.9117789866389
2001-05-11,786.2419308331812
2001-05-14,774.852329104068
2001-05-15,781.5462696946848
2001-05-16,782.5488283247767
2001-05-17,788.5323635885624
2001-05-18,793.8792029512488
2001-05-21,797.2943382219748
2001-05-22,799.446561354703
2001-05-23,796.5437008659968
2001-05-24,799.4225559167396
2001-05-25,796.8375880488447
2001-05-28,797.0197648084995
2001-05-29,795.9408481032606
2001-05-30,791.1556066009566
2001-05-31,796.056348059108
2001-06-01,795.4894161967039
2001-06-04,798.7430580070788
2001-06-05,802.5075031084316
2001-06-06,797.0766764827282
2001-06-07,796.2703347322122
2001-06-08,796.3059065737609
2001-06-11,790.0157060990199
2001-06-12,782.011375053825
2001-06-13,787.9890305349973
2001-06-14,781.9774210596764
2001-06-15,776.5504048717816
2001-06-18,769.5723407217998
2001-06-19,772.9232595401528
2001-06-20,772.3657423947878
2001-06-21,773.7372915802239
2001-06-22,777.341629334972
2001-06-25,778.3368034588996
2001-06-26,767.8059649478328
2001-06-27,770.9426233548669
2001-06-28,780.7637665696861
2001-06-29,787.1793800440611
2001-07-02,797.3794733269722
2001-07-03,789.211148767037
2001-07-04,788.1750784160804
2001-07-05,788.239794945812
2001-07-06,772.9876451536413
2001-07-09,770.5685311725742
2001-07-10,766.6542846549248
2001-07-11,758.6576977349357
2001-07-12,766.2647516164
2001-07-13,771.4375555876827
2001-07-16,767.9567112949123
2001-07-17,764.04611925643
2001-07-18,752.7221313684362
2001-07-19,760.9637789475681
2001-07-20,758.2596510163258
2001-07-23,759.9384824008066
2001-07-24,750.839098230844
2001-07-25,738.5543143630781
2001-07-26,742.8063290929
2001-07-27,753.3948997713403
2001-07-30,758.6772555386508
2001-07-31,766.9722402825305
2001-08-01,767.2333162566131
2001-08-02,766.6147762312054
2001-08-03,762.6360835708482
2001-08-06,764.8998272158677
2001-08-07,765.4389797685202
2001-08-08,756.7548284437726
2001-08-09,744.9397420842805
2001-08-10,740.9317224200034
2001-08-13,743.9145176626043
2001-08-14,751.9796379918656
2001-08-15,747.5573041613435
2001-08-16,742.3937113139789
2001-08-17,731.5936115924391
2001-08-20,733.1873729434521
2001-08-21,738.7417146277465
2001-08-22,738.2334331734623
2001-08-23,739.6916094374898
2001-08-24,750.7013058126506
2001-08-27,751.6474628619496
2001-08-28,745.6696352640898
2001-08-29,746.3089752515792
2001-08-30,733.1137811608645
2001-08-31,733.5506379477075
2001-09-03,728.209407492167
2001-09-04,738.1603751107496
2001-09-05,732.5726607349318
2001-09-06,719.0423030929803
2001-09-07,699.88397613975
2001-09-10,692.85668077834
2001-09-11,648.4590484904674
2001-09-12,656.7601547418981
2001-09-13,664.4012943984918
2001-09-14,632.2602491780362
2001-09-17,644.1395101290447
2001-09-18,638.5118267977218
2001-09-19,620.1005743527355
2001-09-20,592.3669320381837
2001-09-21,575.6094768868934
2001-09-24,605.3633441062726
2001-09-25,611.9940095528967
2001-09-26,622.4920122184651
2001-09-27,630.6861635206976
2001-09-28,646.8929214770505
2001-10-01,636.8963728389757
2001-10-02,641.9859879848816
2001-10-03,645.7557895542458
2001-10-04,667.5018733953794
2001-10-05,664.4718808875226
2001-10-08,661.1391286416757
2001-10-09,658.8257720467764
2001-10-10,671.8644684293631
2001-10-11,679.9429632600068
2001-10-12,677.4099988259743
2001-10-15,661.8830616880476
2001-10-16,665.1565689123116
2001-10-17,677.3552387327672
2001-10-18,667.6869730890515
2001-10-19,656.0195578600881
2001-10-22,662.5636791592937
2001-10-23,680.0654450204324
2001-10-24,684.7405600429519
2001-10-25,673.4058492835863
2001-10-26,685.998065580723
2001-10-29,673.510071533783
2001-10-30,658.101385712423
2001-10-31,666.5710659554236
2001-11-01,668.8897058841635
2001-11-02,670.5118194808937
2001-11-05,684.7194114973518
2001-11-06,683.1707450833568
2001-11-07,689.0716188595164
2001-11-08,699.4400212991709
2001-11-09,692.4867957703286
2001-11-12,678.4365914994131
2001-11-13,698.3555014114413
2001-11-14,699.6022623155485
2001-11-15,700.1090810994211
2001-11-16,706.0692161995935
2001-11-19,716.7807581825989
2001-11-20,710.1132495963304
2001-11-21,713.1226262769916
2001-11-22,714.6288277607919
2001-11-23,712.7410969325805
2001-11-26,710.1722618288218
2001-11-27,701.6051934258254
2001-11-28,694.3621848406051
2001-11-29,695.9540244806002
2001-11-30,697.3559581856259
2001-12-03,693.6263035516506
2001-12-04,699.6256793547029
2001-12-05,719.395868134268
2001-12-06,725.3823885905522
2001-12-07,717.9292876598001
2001-12-10,708.6665144033539
2001-12-11,707.4900016497131
2001-12-12,699.6372591499664
2001-12-13,690.7684905371846
2001-12-14,685.9656900402151
2001-12-17,700.9503180009947
2001-12-18,701.7557210422559
2001-12-19,696.4198514632682
2001-12-20,691.553157502814
2001-12-21,702.4158620549637
2001-12-24,705.3608693425009
2001-12-25,705.3608693425009
2001-12-26,706.556261353644
2001-12-27,716.1026443815056
2001-12-28,722.4024111851894
2001-12-31,719.5470940203843
2002-01-01,719.5470940203843
2002-01-02,711.922293941222
2002-01-03,724.4042165634164
2002-01-04,728.8352883542528
2002-01-07,722.9877731443299
2002-01-08,721.0105783876327
2002-01-09,721.1383609288971
2002-01-10,714.4043244391269
2002-01-11,716.7732897359381
2002-01-14,702.7466053839576
2002-01-15,708.3176249018849
2002-01-16,702.7903280780331
2002-01-17,714.3669350256644
2002-01-18,711.3610580426689
2002-01-21,710.5319143099741
2002-01-22,711.7404484607933
2002-01-23,715.5978291197127
2002-01-24,723.2723134766867
2002-01-25,724.382547511971
2002-01-28,731.0334014858071
2002-01-29,721.8284943565046
2002-01-30,714.5269169923434
2002-01-31,723.7276434492393
2002-02-01,724.2471143793044
2002-02-04,717.0857855042134
2002-02-05,707.3374258839314
2002-02-06,699.5275901247195
2002-02-07,703.1535494329748
2002-02-08,703.4283857710078
2002-02-11,709.4804250331568
2002-02-12,708.9929079312528
2002-02-13,714.1467946661702
2002-02-14,720.5368345626867
2002-02-15,712.894278538475
2002-02-18,709.8909609443295
2002-02-19,697.6986957844272
2002-02-20,694.2855155480356
2002-02-21,700.783031984324
2002-02-22,693.6172047987347
2002-02-25,704.0034498960869
2002-02-26,709.0202396738417
2002-02-27,715.5495641639952
2002-02-28,714.9804131817921
2002-03-01,722.2679251635765
2002-03-04,737.107375428136
2002-03-05,733.9741759508197
2002-03-06,735.2029406881537
2002-03-07,737.9995136113099
2002-03-08,742.991923188085
2002-03-11,740.7824535128382
2002-03-12,736.6679351671916
2002-03-13,737.7026929670589
2002-03-14,738.4025084831729
2002-03-15,746.5919399942286
2002-03-18,749.7529642131511
2002-03-19,753.3467644028202
2002-03-20,749.1627727558508
2002-03-21,747.6840603001361
2002-03-22,751.0183605837694
2002-03-25,746.4386119665261
2002-03-26,749.4190139406264
2002-03-27,751.5123226535663
2002-03-28,760.1231828760316
2002-03-29,760.1231828760316
2002-04-01,760.7299779874369
2002-04-02,755.9173627023886
2002-04-03,756.8339883145795
2002-04-04,750.1292051366007
2002-04-05,751.6947835516125
2002-04-08,743.8760441620093
2002-04-09,746.8448941622826
2002-04-10,754.5846589887949
2002-04-11,746.0476437397432
2002-04-12,752.5549158293267
2002-04-15,755.6335144088432
2002-04-16,765.619427379205
2002-04-17,765.2436075109835
2002-04-18,764.4316196700726
2002-04-19,769.038361987401
2002-04-22,766.880743881582
2002-04-23,765.4411801573444
2002-04-24,766.1747677119956
2002-04-25,755.1799432349767
2002-04-26,752.4620518718078
2002-04-29,751.0402940245716
2002-04-30,754.1319130012763
2002-05-01,751.5455656992937
2002-05-02,754.3197816230273
2002-05-03,754.5579121031877
2002-05-06,750.7553091659479
2002-05-07,744.833783027178
2002-05-08,757.4596318046782
2002-05-09,752.0387564907521
2002-05-10,744.9413667490552
2002-05-13,753.6581880609289
2002-05-14,759.074222226703
2002-05-15,760.3901949806484
2002-05-16,756.4672953392925
2002-05-17,753.3356251434933
2002-05-20,748.2008017149103
2002-05-21,746.9531717956216
2002-05-22,739.0491000132716
2002-05-23,741.8324655339485
2002-05-24,744.003142146294
2002-05-27,746.9668474062739
2002-05-28,739.8654391881158
2002-05-29,737.9457746059111
2002-05-30,730.4904424639011
2002-05-31,733.9143877766123
2002-06-03,729.4009090634329
2002-06-04,716.2359972478805
2002-06-05,714.0052783204288
2002-06-06,712.3604189177735
2002-06-07,703.885003563879
2002-06-10,704.1786291843164
2002-06-11,711.4176503508568
2002-06-12,699.4672549004174
2002-06-13,690.6531503968281
2002-06-14,671.8990035854907
2002-06-17,692.1817121709063
2002-06-18,689.2730306657527
2002-06-19,677.51825811146
2002-06-20,663.3322901972314
2002-06-21,663.1210325092618
2002-06-24,646.3312843091442
2002-06-25,660.5072380068028
2002-06-26,648.274001346983
2002-06-27,652.1485438427956
2002-06-28,671.8404697483294
2002-07-01,675.1796911893042
2002-07-02,654.585943655629
2002-07-03,637.4451184691037
2002-07-04,646.7733419845298
2002-07-05,669.2327930536292
2002-07-08,666.4159378765895
2002-07-09,659.7673875141968
2002-07-10,644.3649682343918
2002-07-11,620.1086237344083
2002-07-12,617.7277740004552
2002-07-15,583.711694185708
2002-07-16,582.8918005792312
2002-07-17,603.533984828329
2002-07-18,615.6198010504464
2002-07-19,588.780856683111
2002-07-22,562.8480799265919
2002-07-23,553.4982939277181
2002-07-24,542.6530611431376
2002-07-25,565.9670149498203
2002-07-26,571.6641331913021
2002-07-29,604.0625611437559
2002-07-30,599.7511460502078
2002-07-31,607.2982143759181
2002-08-01,580.9400932458007
2002-08-02,583.7514901011065
2002-08-05,568.3871647281392
2002-08-06,590.1855355560513
2002-08-07,584.311391266227
2002-08-08,603.1607769814185
2002-08-09,611.6759114575793
2002-08-12,601.115858886946
2002-08-13,606.4043466882831
2002-08-14,591.2188572883417
2002-08-15,610.0859563116386
2002-08-16,610.8866758487652
2002-08-19,629.1849591631158
2002-08-20,621.0868763917589
2002-08-21,624.82882984166
2002-08-22,636.6235444592247
2002-08-23,628.5320578169434
2002-08-26,625.1112916508174
2002-08-27,638.9722178707013
2002-08-28,618.246725616631
2002-08-29,606.7238318572736
2002-08-30,614.5496786887427
2002-09-02,604.7718015211805
2002-09-03,581.6333559123564
2002-09-04,583.6138823698114
2002-09-05,579.1696451884453
2002-09-06,595.4942103897152
2002-09-09,589.7376871651895
2002-09-10,606.7608079509704
2002-09-11,614.9921485978906
2002-09-12,596.2932048255659
2002-09-13,585.1110470384243
2002-09-16,584.9788567084878
2002-09-17,581.5743829574369
2002-09-18,558.8682397461253
2002-09-19,550.4032617776139
2002-09-20,548.5577405114141
2002-09-23,529.6502986132149
2002-09-24,520.2563088760133
2002-09-25,526.4985289304534
2002-09-26,551.334300407394
2002-09-27,549.9768714298601
2002-09-30,523.7665873774349
2002-10-01,533.7345096689859
2002-10-02,547.2704565612431
2002-10-03,538.4046888507569
2002-10-04,527.1163777934439
2002-10-07,523.3453337941986
2002-10-08,515.1481036538246
2002-10-09,510.15697881848587
2002-10-10,520.9965268128713
2002-10-11,547.6149993595558
2002-10-14,542.1277282124621
2002-10-15,572.2483378658084
2002-10-16,564.5546183998779
2002-10-17,581.82411287768
2002-10-18,576.6945975847484
2002-10-21,579.4891969522417
2002-10-22,573.7338981803388
2002-10-23,556.1197945101162
2002-10-24,568.394297055031
2002-10-25,563.3628470542878
2002-10-28,568.2217810382973
2002-10-29,547.0429063673315
2002-10-30,559.9341869653841
2002-10-31,566.968433766586
2002-11-01,559.4694455769984
2002-11-04,580.2804451623456
2002-11-05,585.780856762307
2002-11-06,578.6382982422542
2002-11-07,568.2672458185743
2002-11-08,561.8004568311612
2002-11-11,560.4261116157805
2002-11-12,562.7633520907336
2002-11-13,556.1985651921475
2002-11-14,563.5847588280808
2002-11-15,566.0935505011923
2002-11-18,571.6424019976703
2002-11-19,567.4132698131023
2002-11-20,568.123184430813
2002-11-21,587.8541653871871
2002-11-22,587.7686794934941
2002-11-25,583.0242348042931
2002-11-26,571.8760085851633
2002-11-27,582.9449400415298
2002-11-28,587.1157098653703
2002-11-29,587.6734704221665
2002-12-02,587.0341007438142
2002-12-03,576.7189451095459
2002-12-04,570.8662756230001
2002-12-05,565.2018616792265
2002-12-06,562.8416520023812
2002-12-09,548.9838108749815
2002-12-10,550.0622785193938
2002-12-11,555.8917329579657
2002-12-12,547.7543752649898
2002-12-13,540.8610441348045
2002-12-16,557.7808976163765
2002-12-17,550.5859587316043
2002-12-18,541.8822567212325
2002-12-19,539.5758458471329
2002-12-20,545.0112497773885
2002-12-23,547.3808805048209
2002-12-24,546.6375901338442
2002-12-25,546.6375901338442
2002-12-26,545.9672371499057
2002-12-27,531.9655210724584
2002-12-30,537.8523464776141
2002-12-31,541.6466458078903
2003-01-01,541.6466458078903
2003-01-02,560.0114941732551
2003-01-03,558.4867826143617
2003-01-06,558.8039954064693
2003-01-07,552.9655725115779
2003-01-08,545.5058667844461
2003-01-09,548.8419941004867
2003-01-10,550.255379717989
2003-01-13,548.5228583752962
2003-01-14,548.0844065303118
2003-01-15,542.7321216612835
2003-01-16,542.735980843372
2003-01-17,532.0256707053111
2003-01-20,525.8326295334552
2003-01-21,517.4246410076786
2003-01-22,507.63034209977116
2003-01-23,504.4203122508483
2003-01-24,501.2562840675545
2003-01-27,484.81208916413425
2003-01-28,486.78602179481385
2003-01-29,484.2819106859471
2003-01-30,498.59516485255983
2003-01-31,500.6183240072194
2003-02-03,510.28209027876113
2003-02-04,494.76230860759154
2003-02-05,503.5612440727113
2003-02-06,493.9242550362781
2003-02-07,489.57682056570565
2003-02-10,487.2951800384849
2003-02-11,498.0683562737118
2003-02-12,488.6288321787611
2003-02-13,488.8195176460431
2003-02-14,494.9689378971605
2003-02-17,503.0977560032136
2003-02-18,509.3298599775439
2003-02-19,500.6355335100084
2003-02-20,495.301027005407
2003-02-21,499.4121664194535
2003-02-24,490.9279628125088
2003-02-25,476.46088105440856
2003-02-26,472.276945391095
2003-02-27,477.2586081952174
2003-02-28,485.9096420898126
2003-03-03,484.95045698414174
2003-03-04,475.5697701310289
2003-03-05,471.9492883014667
2003-03-06,466.5798739729939
2003-03-07,456.91300027236093
2003-03-10,447.0985310752534
2003-03-11,449.5042493156967
2003-03-12,432.90140729761845
2003-03-13,458.08676019855744
2003-03-14,475.15983617099454
2003-03-17,490.1653501063512
2003-03-18,489.53953416895524
2003-03-19,494.6452269342777
2003-03-20,490.2061404401225
2003-03-21,507.7047817580385
2003-03-24,487.67205361843344
2003-03-25,493.0373380797363
2003-03-26,494.6889176210837
2003-03-27,485.0925776193852
2003-03-28,482.23936091011814
2003-03-31,466.2669879739278
2003-04-01,471.77138143714177
2003-04-02,487.65287286108156
2003-04-03,494.74452756573373
2003-04-04,499.8028815933646
2003-04-07,517.852817160096
2003-04-08,509.74890985935235
2003-04-09,508.20459566317527
2003-04-10,500.49690934346705
2003-04-11,505.1452412796634
2003-04-14,509.9561234817184
2003-04-15,519.3835222011679
2003-04-16,513.2510494984795
2003-04-17,516.3353763736416
2003-04-18,516.3353763736416
2003-04-21,515.1941810472068
2003-04-22,517.9592999171952
2003-04-23,525.9182708201134
2003-04-24,516.0852196735037
2003-04-25,508.8690992932475
2003-04-28,522.8272782574794
2003-04-29,522.9768018675137
2003-04-30,520.3846982961021
2003-05-01,516.4842288536737
2003-05-02,521.7537804317099
2003-05-05,525.1470698861551
2003-05-06,532.5968097581327
2003-05-07,527.2763698286583
2003-05-08,515.3994680747063
2003-05-09,519.7523900725945
2003-05-12,520.5425266297146
2003-05-13,520.7709513488039
2003-05-14,522.6124309135637
2003-05-15,528.4981199500241
2003-05-16,530.9803475861967
2003-05-19,514.2759198087538
2003-05-20,517.9025724836732
2003-05-21,513.722079787476
2003-05-22,518.2887097711865
2003-05-23,515.1511607281946
2003-05-26,513.2559946177959
2003-05-27,516.1582615469363
2003-05-28,528.0244438317364
2003-05-29,530.4922588629044
2003-05-30,530.028706944395
2003-06-02,539.8730402313208
2003-06-03,537.8666013400914
2003-06-04,543.2526657689148
2003-06-05,540.2243101594074
2003-06-06,553.7860314336526
2003-06-09,546.2536255723035
2003-06-10,548.6319205182539
2003-06-11,558.1479875156311
2003-06-12,564.0087772201101
2003-06-13,557.6004895369948
2003-06-16,565.6083667132496
2003-06-17,571.5070086280576
2003-06-18,574.5778815354745
2003-06-19,565.7181883821568
2003-06-20,570.7826444010755
2003-06-23,563.3177901700855
2003-06-24,559.9742597930976
2003-06-25,562.2727986357625
2003-06-26,562.4367243062375
2003-06-27,562.8224989953171
2003-06-30,556.4616130151957
2003-07-01,545.9925616029666
2003-07-02,556.3192117679416
2003-07-03,558.2207962380892
2003-07-04,557.058717778958
2003-07-07,572.4444294546657
2003-07-08,572.1486449913695
2003-07-09,565.5454389822951
2003-07-10,559.5013043925424
2003-07-11,567.4877995870488
2003-07-14,575.455411565495
2003-07-15,571.4633056270463
2003-07-16,566.8125156911451
2003-07-17,564.3190790577637
2003-07-18,565.6067997174583
2003-07-21,560.2138363396926
2003-07-22,563.239579916021
2003-07-23,560.7914132549482
2003-07-24,568.9030781903352
2003-07-25,563.9228745272302
2003-07-28,571.3209292946552
2003-07-29,567.5585084765943
2003-07-30,570.7404782141729
2003-07-31,578.0367329804095
2003-08-01,571.9738851025459
2003-08-04,568.7417287871759
2003-08-05,571.5082372603773
2003-08-06,563.7389893242198
2003-08-07,567.0932372493207
2003-08-08,572.9307310173959
2003-08-11,576.4664776638266
2003-08-12,580.1386679308164
2003-08-13,581.0769375583433
2003-08-14,589.9210749217757
2003-08-15,590.7761506761296
2003-08-18,595.971732802921
2003-08-19,596.2287678862284
2003-08-20,594.0286339864227
2003-08-21,599.7155795163733
2003-08-22,600.9721943234184
2003-08-25,597.2983147905239
2003-08-26,590.5317883571331
2003-08-27,594.4856929989446
2003-08-28,596.1641849185845
2003-08-29,590.713009601512
2003-09-01,596.3238594492392
2003-09-02,598.8514441399908
2003-09-03,607.078716616987
2003-09-04,604.9828159562345
2003-09-05,599.7243300295104
2003-09-08,601.6184073048786
2003-09-09,594.7113886100406
2003-09-10,588.734938207841
2003-09-11,590.2459162113804
2003-09-12,587.1478476485266
2003-09-15,588.7816216829109
2003-09-16,595.4537432550825
2003-09-17,596.7510143747443
2003-09-18,601.2380590759192
2003-09-19,596.303672522427
2003-09-22,586.9154684223734
2003-09-23,584.0391577520899
2003-09-24,585.0407170993507
2003-09-25,581.1010041385791
2003-09-26,576.6314310716466
2003-09-29,573.4601408028867
2003-09-30,563.1482788634668
2003-10-01,573.4006592262582
2003-10-02,576.715236934725
2003-10-03,588.6693546487359
2003-10-06,586.5928401499123
2003-10-07,581.9655757822098
2003-10-08,579.1104559881462
2003-10-09,589.1559149433768
2003-10-10,586.8347609942819
2003-10-13,596.7517509579088
2003-10-14,595.2743740373127
2003-10-15,602.2702009419954
2003-10-16,600.1678287951514
2003-10-17,599.0608678536619
2003-10-20,601.3480361716822
2003-10-21,601.3921877591033
2003-10-22,591.325726365175
2003-10-23,584.7116232122921
2003-10-24,584.6978027666089
2003-10-27,589.4230698687732
2003-10-28,596.4412276094807
2003-10-29,598.3658453424993
2003-10-30,603.632913385685
2003-10-31,604.4019185221936
2003-11-03,615.4424742218881
2003-11-04,613.6127387729764
2003-11-05,610.6724731688652
2003-11-06,612.750531604041
2003-11-07,619.4855277381471
2003-11-10,615.6100472458825
2003-11-11,612.2429064380857
2003-11-12,612.0249957037516
2003-11-13,612.8378889386213
2003-11-14,613.8266033568971
2003-11-17,602.8509229261537
2003-11-18,601.6788202540043
2003-11-19,598.5678118757078
2003-11-20,597.0718960952001
2003-11-21,599.9937416082639
2003-11-24,610.6557859363429
2003-11-25,611.9736889247923
2003-11-26,610.7878004874817
2003-11-27,613.872509382023
2003-11-28,612.1799561097022
2003-12-01,621.948588012163
2003-12-02,617.4508444774731
2003-12-03,620.4509441912039
2003-12-04,619.4294672349308
2003-12-05,616.6814609738078
2003-12-08,614.9536795531002
2003-12-09,621.1485448923216
2003-12-10,617.0714713940434
2003-12-11,620.6213103849893
2003-12-12,620.2137191129507
2003-12-15,620.6844501017696
2003-12-16,619.2785041060613
2003-12-17,622.2270440804459
2003-12-18,628.6696028334343
2003-12-19,631.6903077292155
2003-12-22,630.4084064219871
2003-12-23,632.1055952012158
2003-12-24,632.7158055166809
2003-12-25,632.7158055166809
2003-12-26,633.1418507980242
2003-12-29,634.5424075527699
2003-12-30,636.835714110291
2003-12-31,638.3050247887977
2004-01-01,638.3050247887977
2004-01-02,645.1571155607375
2004-01-05,646.7431530999093
2004-01-06,646.6249982165131
2004-01-07,641.1106638592981
2004-01-08,643.3261871940341
2004-01-09,635.8483112264306
2004-01-12,637.2453494426435
2004-01-13,637.2585490758281
2004-01-14,639.7404756101236
2004-01-15,641.1325662554156
2004-01-16,645.6763619202437
2004-01-19,646.8142261956364
2004-01-20,643.6426273186684
2004-01-21,649.305737917426
2004-01-22,647.5949158288279
2004-01-23,645.7954216069148
2004-01-26,643.5000376191142
2004-01-27,642.929020597962
2004-01-28,649.0835997459485
2004-01-29,645.4776273273654
2004-01-30,640.3583073571601
2004-02-02,640.6957931536051
2004-02-03,640.4701793260064
2004-02-04,639.2087091596167
2004-02-05,637.1499878585885
2004-02-06,637.6634758225438
2004-02-09,646.7078221921515
2004-02-10,645.3269783742369
2004-02-11,647.7256331831236
2004-02-12,646.2073178752244
2004-02-13,645.8081640669691
2004-02-16,648.983638452597
2004-02-17,653.5225662012168
2004-02-18,653.5411061424397
2004-02-19,661.7947178832927
2004-02-20,660.6489233660662
2004-02-23,662.7349302875913
2004-02-24,657.8276064800316
2004-02-25,661.4765328055491
2004-02-26,663.5486126613391
2004-02-27,663.5373180338029
2004-03-01,670.7175131267178
2004-03-02,672.9801492358827
2004-03-03,672.4957674916344
2004-03-04,675.1727836362629
2004-03-05,670.4531397660818
2004-03-08,674.8925868278027
2004-03-09,669.0576035208721
2004-03-10,671.6710834986911
2004-03-11,654.7232038917551
2004-03-12,654.8593508936876
2004-03-15,645.3077377894803
2004-03-16,647.9060964383052
2004-03-17,657.7829198469865
2004-03-18,647.6369688983599
2004-03-19,651.4037173860837
2004-03-22,640.1192711130909
2004-03-23,642.3666210147544
2004-03-24,642.1774903374413
2004-03-25,646.8867437621259
2004-03-26,649.0793861814276
2004-03-29,656.5719159274164
2004-03-30,658.7877557846324
2004-03-31,656.7839360733177
2004-04-01,662.4638082148723
2004-04-02,674.0444005528082
2004-04-05,680.5972282065177
2004-04-06,681.5783422819652
2004-04-07,677.7817456962364
2004-04-08,682.1604366661987
2004-04-09,682.1604366661987
2004-04-12,682.9945092515222
2004-04-13,691.3956031920737
2004-04-14,681.1142000610142
2004-04-15,681.5008654944903
2004-04-16,687.8352013497631
2004-04-19,687.8344314825437
2004-04-20,692.8323278442496
2004-04-21,685.746850101992
2004-04-22,689.326519863874
2004-04-23,692.4435201961521
2004-04-26,694.8170000113881
2004-04-27,694.6113582629059
2004-04-28,687.8890135269559
2004-04-29,681.2147897711117
2004-04-30,675.4171927599166
2004-05-03,679.8020459572128
2004-05-04,683.7342291184066
2004-05-05,685.8984544314519
2004-05-06,679.2095187056511
2004-05-07,679.5814381950966
2004-05-10,662.7449522002784
2004-05-11,669.4681371755814
2004-05-12,665.0221127805842
2004-05-13,673.0052928731152
2004-05-14,670.7466773085488
2004-05-17,660.798401802334
2004-05-18,662.8456304263201
2004-05-19,671.9394269131177
2004-05-20,668.1349525396806
2004-05-21,668.5252487856965
2004-05-24,673.5955241936051
2004-05-25,673.3901982139053
2004-05-26,679.6659691890429
2004-05-27,680.2453557574511
2004-05-28,678.1831038584942
2004-05-31,679.239285378332
2004-06-01,677.7423888033384
2004-06-02,680.7408692270747
2004-06-03,683.7435634785398
2004-06-04,686.5416866746457
2004-06-07,690.1648374148423
2004-06-08,692.2797342780972
2004-06-09,692.036088912542
2004-06-10,694.8607604195578
2004-06-11,693.9927806589234
2004-06-14,684.7371605359759
2004-06-15,690.1300790444216
2004-06-16,699.2813374587619
2004-06-17,701.0437318681347
2004-06-18,702.8819672213107
2004-06-21,701.3437562196635
2004-06-22,694.5182775164374
2004-06-23,697.5878184851331
2004-06-24,698.8351652796141
2004-06-25,697.7877248718847
2004-06-28,700.8035104825889
