Date,WORLD ex AUSTRALIA  HIGH DIVIDEND YIELD
1998-12-31,707.9197701164148
1999-01-29,732.1074925688813
1999-02-26,744.466496893555
1999-03-31,771.1861321282419
1999-04-30,842.493276430597
1999-05-31,822.5229958545813
1999-06-30,848.7374187152001
1999-07-30,813.8742522574634
1999-08-31,811.7483392873847
1999-09-30,783.8212109081647
1999-10-29,824.8110272550307
1999-11-30,865.5493581696298
1999-12-31,894.5677996823467
2000-01-31,848.6510213681709
2000-02-29,829.5686612092445
2000-03-31,902.7622903402656
2000-04-28,922.6025210630455
2000-05-31,913.2561449344946
2000-06-30,869.4680113102604
2000-07-31,894.2316516797433
2000-08-31,948.6235426568247
2000-09-29,957.4173346566379
2000-10-31,1020.9024468219089
2000-11-30,974.5400199118897
2000-12-29,961.483089934175
2001-01-01,961.483089934175
2001-01-02,952.3066618374058
2001-01-03,953.158097944333
2001-01-04,957.8019338737034
2001-01-05,947.5727425592919
2001-01-08,949.5923096099386
2001-01-09,952.1216309816608
2001-01-10,950.2376801488174
2001-01-11,946.1778995864795
2001-01-12,944.9298984667196
2001-01-15,950.7223519483518
2001-01-16,948.7188891014987
2001-01-17,959.9991200213888
2001-01-18,948.431363235151
2001-01-19,947.718421794835
2001-01-22,952.9053243983536
2001-01-23,954.4048459795052
2001-01-24,965.8511513217209
2001-01-25,972.5349716299518
2001-01-26,970.3153242573351
2001-01-29,974.289218984648
2001-01-30,976.6548609936182
2001-01-31,975.8171302891554
2001-02-01,970.1059237895241
2001-02-02,969.9428950788558
2001-02-05,971.7623728887767
2001-02-06,977.7521799670409
2001-02-07,972.5369193117094
2001-02-08,980.4529842967238
2001-02-09,972.9893586843558
2001-02-12,975.4120926292353
2001-02-13,979.7988146111805
2001-02-14,974.8144669913991
2001-02-15,984.8390821245022
2001-02-16,971.8402995151516
2001-02-19,969.8765245234347
2001-02-20,970.643971965836
2001-02-21,958.628989605569
2001-02-22,961.053680550562
2001-02-23,954.0751193554445
2001-02-26,959.5856422361899
2001-02-27,956.819423444511
2001-02-28,952.0447052712594
2001-03-01,941.4667151737658
2001-03-02,941.5741911027259
2001-03-05,950.3677156595264
2001-03-06,952.1062520813629
2001-03-07,958.180902123423
2001-03-08,960.6889431496409
2001-03-09,953.134629215861
2001-03-12,934.5162873946942
2001-03-13,936.972368880785
2001-03-14,919.2563777504115
2001-03-15,932.5421966890963
2001-03-16,921.5451298168184
2001-03-19,922.3412916891983
2001-03-20,917.1789647875735
2001-03-21,904.5091905314207
2001-03-22,885.0671957265321
2001-03-23,891.3757536966746
2001-03-26,910.9246502854431
2001-03-27,930.8651839044147
2001-03-28,926.2882908903508
2001-03-29,935.5854490309524
2001-03-30,944.4007301451924
2001-04-02,941.0194111916777
2001-04-03,918.1243747279239
2001-04-04,911.6977556098803
2001-04-05,932.0267863992862
2001-04-06,922.9260182451325
2001-04-09,934.6186447862528
2001-04-10,956.4467558268833
2001-04-11,954.1382027467928
2001-04-12,951.422709191561
2001-04-13,951.1987797211373
2001-04-16,960.5277572730973
2001-04-17,963.876315198787
2001-04-18,984.297448709596
2001-04-19,972.3168624494067
2001-04-20,958.5990147876049
2001-04-23,959.2628595570914
2001-04-24,962.4432362649775
2001-04-25,965.3839152616621
2001-04-26,967.9864128062211
2001-04-27,985.4732353965605
2001-04-30,987.6920686609893
2001-05-01,988.8498072388782
2001-05-02,983.1799567554259
2001-05-03,970.5334487461812
2001-05-04,978.1664418848668
2001-05-07,983.586238970496
2001-05-08,984.656498253347
2001-05-09,984.0327733828669
2001-05-10,995.0306212745855
2001-05-11,993.988281528878
2001-05-14,990.5422994403572
2001-05-15,995.0316443792398
2001-05-16,1003.1737675381092
2001-05-17,1006.0796484289688
2001-05-18,1013.5599241753335
2001-05-21,1016.8437093294483
2001-05-22,1022.4872125886903
2001-05-23,1021.2695628016381
2001-05-24,1025.4476994703516
2001-05-25,1020.5161319674371
2001-05-28,1018.5629463538748
2001-05-29,1024.6048446892817
2001-05-30,1017.2337501496562
2001-05-31,1029.045479457409
2001-06-01,1028.9156232037924
2001-06-04,1033.8187266038226
2001-06-05,1039.7275842472288
2001-06-06,1031.5453081812225
2001-06-07,1025.7050203615195
2001-06-08,1024.1569471166974
2001-06-11,1025.1317966769232
2001-06-12,1014.5465298876981
2001-06-13,1015.3627783264828
2001-06-14,1000.9632207954705
2001-06-15,992.5463309822547
2001-06-18,987.3903291869958
2001-06-19,992.8518283602963
2001-06-20,996.5891217575279
2001-06-21,998.9911759701836
