Date,EMU HIGH DIVIDEND YIELD
1998-12-31,577.7536355564404
1999-01-29,580.9628153973055
1999-02-26,585.8656718101571
1999-03-31,616.7037696812245
1999-04-30,665.3628779680988
1999-05-31,649.0689994069138
1999-06-30,669.7978587544728
1999-07-30,650.3599100070077
1999-08-31,669.3194187409705
1999-09-30,650.7482758654868
1999-10-29,677.8313557070073
1999-11-30,691.9358147706826
1999-12-31,754.8110822352473
2000-01-31,678.5027860249401
2000-02-29,720.0225948931707
2000-03-31,736.4871102736442
2000-04-28,744.5940609351442
2000-05-31,747.6270085500325
2000-06-30,748.012837997079
2000-07-31,773.3527622091519
2000-08-31,800.9390015279232
2000-09-29,785.9131778070714
2000-10-31,815.388320720741
2000-11-30,796.097521097645
2000-12-29,799.8302286902062
2001-01-01,799.8302286902062
2001-01-02,797.5334274930605
2001-01-03,798.747664150772
2001-01-04,802.7806516959561
2001-01-05,801.8594032111072
2001-01-08,802.9324563437913
2001-01-09,798.235216024931
2001-01-10,791.1725745391444
2001-01-11,800.9580708094318
2001-01-12,801.6250947244271
2001-01-15,805.5310734311801
2001-01-16,797.4426162975344
2001-01-17,802.8778709013327
2001-01-18,797.741933112864
2001-01-19,790.4305263155279
2001-01-22,799.3681133614156
2001-01-23,799.4342050958746
2001-01-24,804.1257240458363
2001-01-25,811.1633893708092
2001-01-26,810.1831844755139
2001-01-29,811.4938109132779
2001-01-30,810.0801992982153
2001-01-31,815.7317863578149
2001-02-01,808.2174904718958
2001-02-02,805.9842087962181
2001-02-05,810.5384575801596
2001-02-06,815.7166426435666
2001-02-07,810.219427505147
2001-02-08,814.9083943919127
2001-02-09,812.7175456413502
2001-02-12,816.0870550296871
2001-02-13,817.9650440185075
2001-02-14,817.6444397256942
2001-02-15,816.8277740175964
2001-02-16,810.0345135521703
2001-02-19,811.9815519609517
2001-02-20,808.469837875557
2001-02-21,800.865696010853
2001-02-22,791.5754481406148
2001-02-23,782.7443065602226
2001-02-26,788.9545202900567
2001-02-27,791.5208593256955
2001-02-28,791.1739200603524
2001-03-01,786.1188553515651
2001-03-02,784.2120133298771
2001-03-05,787.0080090511841
2001-03-06,790.1472208826312
2001-03-07,794.793550071498
2001-03-08,795.0542998235865
2001-03-09,794.8153305258356
2001-03-12,782.8650288883987
2001-03-13,771.2168977350777
2001-03-14,758.5378745386641
2001-03-15,765.671369176328
2001-03-16,751.928269385156
2001-03-19,745.827641355568
2001-03-20,753.1319541113635
2001-03-21,743.1972603133706
2001-03-22,714.1959858701409
2001-03-23,723.2851164538126
2001-03-26,742.7984878631415
2001-03-27,760.4839160755998
2001-03-28,755.0051543230431
2001-03-29,762.1612294207484
2001-03-30,767.4699279537896
2001-04-02,769.0728560761382
2001-04-03,751.6748922711176
2001-04-04,753.9331171181325
2001-04-05,764.287531275987
2001-04-06,765.3579474388418
2001-04-09,775.7402197027716
2001-04-10,787.4348191725553
2001-04-11,786.2435435388572
2001-04-12,789.3363312633613
2001-04-13,789.3363312633613
2001-04-16,789.3362874181839
2001-04-17,788.8969381438613
2001-04-18,798.5570938918935
2001-04-19,793.5358830777884
2001-04-20,787.8831579702604
2001-04-23,783.7198888874897
2001-04-24,793.2766490698104
2001-04-25,792.6614662479519
2001-04-26,799.5277472656354
2001-04-27,806.5858972479414
2001-04-30,809.1893522878012
2001-05-01,809.1394497207855
2001-05-02,801.7747039506477
2001-05-03,789.2904627139502
2001-05-04,790.1627790455841
2001-05-07,793.7993810662443
2001-05-08,794.9689919066261
2001-05-09,794.9466105002546
2001-05-10,808.1509898332674
2001-05-11,805.9855253819198
2001-05-14,803.625508204703
2001-05-15,808.5942926454018
2001-05-16,808.7022638315052
2001-05-17,814.6723610483946
2001-05-18,822.4995612947314
2001-05-21,825.1650714386359
2001-05-22,826.3749926051357
2001-05-23,823.8999700868379
2001-05-24,828.7836180550989
2001-05-25,822.1238227265407
2001-05-28,824.8031389027964
2001-05-29,822.6411237163848
2001-05-30,819.371789319025
2001-05-31,820.7211643623172
2001-06-01,821.2027258298777
2001-06-04,822.8306037467556
2001-06-05,828.7773168574884
2001-06-06,822.7971312866255
2001-06-07,821.506456967482
2001-06-08,821.7860575927979
2001-06-11,820.0468154555391
2001-06-12,812.4375909448207
2001-06-13,818.398457445097
2001-06-14,812.0595242300304
2001-06-15,805.8099941240433
2001-06-18,794.9561673328302
2001-06-19,797.2855328800373
2001-06-20,795.8432583055117
2001-06-21,794.8537805006738
2001-06-22,798.5287703918539
2001-06-25,802.0247636804253
2001-06-26,794.1139218226659
2001-06-27,791.0574001365857
2001-06-28,795.0053445697451
2001-06-29,805.6557051105074
2001-07-02,813.3234206169574
2001-07-03,806.1475587689857
2001-07-04,806.5418052267809
2001-07-05,809.4558087080297
2001-07-06,794.4928105033748
2001-07-09,795.4043656621526
2001-07-10,789.4056354025588
2001-07-11,782.3320454409616
2001-07-12,785.0857042723915
2001-07-13,792.1653902740562
2001-07-16,787.6728971101754
2001-07-17,786.3424863114506
2001-07-18,771.9088260411478
2001-07-19,779.8632208496033
2001-07-20,779.4863420720054
2001-07-23,781.9826143214864
2001-07-24,773.9554450632432
2001-07-25,762.5773090049481
2001-07-26,769.7175306976904
2001-07-27,778.6660192923799
2001-07-30,785.9678868276299
2001-07-31,791.8817753343048
2001-08-01,791.8629179129643
2001-08-02,783.4902951303436
2001-08-03,777.8304527237216
2001-08-06,782.7403912804975
2001-08-07,782.9674480935844
2001-08-08,772.4977957276203
2001-08-09,761.2739122146395
2001-08-10,753.9251331191156
2001-08-13,760.4240631469116
2001-08-14,767.4104469124695
2001-08-15,762.5653813091868
2001-08-16,759.7497772099035
2001-08-17,745.9745859436474
2001-08-20,746.5046842670137
2001-08-21,749.7125954146077
2001-08-22,751.7634775903689
2001-08-23,756.611536136849
2001-08-24,766.9977476020811
2001-08-27,768.2178960433781
2001-08-28,758.791095369165
2001-08-29,761.8407153941776
2001-08-30,748.7878263916846
2001-08-31,750.0142014961746
2001-09-03,743.3397778576789
2001-09-04,749.6779715688466
2001-09-05,741.2024457737634
2001-09-06,731.6913023215869
2001-09-07,715.9256746534205
2001-09-10,706.6126725434481
2001-09-11,672.3454317695615
2001-09-12,671.4986884160548
2001-09-13,673.8522076407025
2001-09-14,638.8406416777647
2001-09-17,651.3965778908043
2001-09-18,648.5610361274207
2001-09-19,629.2640903704341
2001-09-20,597.6750868780068
2001-09-21,577.2866857400513
2001-09-24,610.3315548784833
2001-09-25,616.0724867108285
2001-09-26,629.705459436116
2001-09-27,642.8688200959909
2001-09-28,659.3409711257274
2001-10-01,647.3959401285356
2001-10-02,658.6455863039516
2001-10-03,658.9916061402729
2001-10-04,679.5750972441148
2001-10-05,672.5092095146108
2001-10-08,673.17399046926
2001-10-09,672.1081754921587
2001-10-10,690.6127564269492
2001-10-11,695.5792329233842
2001-10-12,694.1915018401592
2001-10-15,676.3503018576625
