Date,EUROPE HIGH DIVIDEND YIELD CAPPED
2007-11-29,1157.0426978315818
2007-11-30,1172.6067476876462
2007-12-03,1169.7763449765284
2007-12-04,1148.42331430154
2007-12-05,1168.447761102773
2007-12-06,1174.8406526781857
2007-12-07,1185.3372164429234
2007-12-10,1193.5676066734568
2007-12-11,1183.8290342751352
2007-12-12,1188.7549996523394
2007-12-13,1155.1936828897299
2007-12-14,1163.1285720525602
2007-12-17,1143.0679348661545
2007-12-18,1142.055271725557
2007-12-19,1134.311775148506
2007-12-20,1135.4435520712668
2007-12-21,1148.1787188833575
2007-12-24,1149.8855545507258
2007-12-25,1149.8855545507258
2007-12-26,1148.3590462084292
2007-12-27,1151.9179965663072
2007-12-28,1147.761832509846
2007-12-31,1147.371317783349
2008-01-01,1147.371317783349
2008-01-02,1132.978777795644
2008-01-03,1133.5789177425652
2008-01-04,1113.6227752784705
2008-01-07,1118.19491458313
2008-01-08,1117.1604394328306
2008-01-09,1102.618230261685
2008-01-10,1092.3138270265554
2008-01-11,1090.149817134737
2008-01-14,1088.89910579717
2008-01-15,1060.8830632512393
2008-01-16,1057.316376105791
2008-01-17,1054.1564150269496
2008-01-18,1035.162581854491
2008-01-21,974.9272862255476
2008-01-22,1001.0203208450707
2008-01-23,968.2929307498251
2008-01-24,1020.5208111419303
2008-01-25,1015.4020539544706
2008-01-28,1004.9480295976275
2008-01-29,1022.3109189043375
2008-01-30,1017.4447475800793
2008-01-31,1011.0923500890266
2008-02-01,1027.0801923824602
2008-02-04,1030.3019653801127
2008-02-05,998.5271888475734
2008-02-06,1000.0992451374449
2008-02-07,981.9511060763108
2008-02-08,984.815305842307
2008-02-11,971.6651212434751
2008-02-12,1004.5658644925647
2008-02-13,1005.4602864713869
2008-02-14,1002.5592929961282
2008-02-15,978.0223790203697
2008-02-18,1000.6857040044846
2008-02-19,1000.9409892987183
2008-02-20,989.4572407171737
2008-02-21,994.3991267022759
2008-02-22,987.4852631351595
2008-02-25,1010.1253378176724
2008-02-26,1028.770796197716
2008-02-27,1020.295197721383
2008-02-28,999.4194589338315
2008-02-29,984.4086379104342
2008-03-03,967.7903918872395
2008-03-04,954.0393489349815
2008-03-05,973.709653808336
2008-03-06,953.8114956555097
2008-03-07,944.8418067038368
2008-03-10,935.7425081116733
2008-03-11,954.4339413779718
2008-03-12,967.4036529713
2008-03-13,950.0757127042516
2008-03-14,936.818823399237
2008-03-17,890.3663902365819
2008-03-18,929.4896816138026
2008-03-19,921.0385251725585
2008-03-20,924.8204141029197
2008-03-21,924.8204141029197
2008-03-24,925.8906969358852
2008-03-25,960.2478078257019
2008-03-26,949.2474340357463
2008-03-27,961.3840674979274
2008-03-28,954.4928596207047
2008-03-31,949.2674268058063
2008-04-01,989.5827672193044
2008-04-02,1007.3964180427754
2008-04-03,997.7048698189699
2008-04-04,997.9085568633319
2008-04-07,1007.3469373503905
2008-04-08,999.0990180018933
2008-04-09,991.3867500244831
2008-04-10,986.4917163096156
2008-04-11,972.4030701400462
2008-04-14,963.7780073250677
2008-04-15,962.6799631561679
2008-04-16,981.530472133682
2008-04-17,981.0243261877555
2008-04-18,1010.817920331658
2008-04-21,993.2071676577409
2008-04-22,986.4631845046608
2008-04-23,985.5447774686317
2008-04-24,988.9573287091301
2008-04-25,1001.86916408241
2008-04-28,1008.1705055044025
2008-04-29,1000.4508777358747
2008-04-30,1007.8784078901041
2008-05-01,1009.9749191814518
2008-05-02,1033.536718961174
2008-05-05,1030.3499725836973
2008-05-06,1021.8669480044155
2008-05-07,1029.4504288976343
2008-05-08,1024.8106846619748
2008-05-09,1011.5530857045113
2008-05-12,1015.2499698322755
2008-05-13,1009.4717672274943
2008-05-14,1012.8435541531563
2008-05-15,1014.0731281110047
2008-05-16,1016.9624509750921
2008-05-19,1020.0059843337344
2008-05-20,1003.1065183622159
2008-05-21,989.8621346697897
2008-05-22,997.213908903863
2008-05-23,984.9401670343664
2008-05-26,984.4229409121965
2008-05-27,979.1777654251964
2008-05-28,986.2476199184775
2008-05-29,985.7306481006354
2008-05-30,988.891851646458
2008-06-02,973.7465753269844
2008-06-03,980.5626728396591
2008-06-04,968.740003474068
2008-06-05,968.8101441453107
2008-06-06,942.5482059956904
2008-06-09,933.0592235236297
2008-06-10,928.5080907180796
2008-06-11,909.1072518982668
2008-06-12,920.8086189406926
2008-06-13,928.5900057716823
2008-06-16,925.6291395115294
2008-06-17,929.9618821026793
2008-06-18,911.5817485662576
2008-06-19,903.3737935869707
2008-06-20,886.6213633919205
2008-06-23,883.7083986478325
2008-06-24,881.9154591807797
2008-06-25,897.8104516488651
2008-06-26,867.0971013508806
2008-06-27,861.4062880933998
2008-06-30,865.2179018229266
2008-07-01,846.0642559511497
2008-07-02,848.9894555214382
2008-07-03,862.7829782781818
2008-07-04,845.548997678437
2008-07-07,853.4811397711221
2008-07-08,842.8288575921799
2008-07-09,861.5143873453085
2008-07-10,844.5586071322253
2008-07-11,817.102243885852
2008-07-14,823.1601112501961
2008-07-15,799.8808713073396
2008-07-16,807.8112679531123
2008-07-17,836.7065673610016
2008-07-18,863.4139454921017
2008-07-21,868.1715034482352
2008-07-22,856.893664625748
2008-07-23,887.9363712770835
2008-07-24,875.6397790808085
2008-07-25,867.5101311137286
2008-07-28,850.5639111724596
2008-07-29,849.9386699525686
2008-07-30,862.8241167474936
2008-07-31,864.0703892824783
2008-08-01,857.3906321020462
2008-08-04,850.1171493971685
2008-08-05,884.5960927180191
2008-08-06,893.7531882514429
2008-08-07,890.5713830158907
2008-08-08,899.289050680373
2008-08-11,915.970287573645
2008-08-12,912.9526612630585
2008-08-13,880.4471150792485
2008-08-14,882.9980581009702
2008-08-15,887.9468826532551
2008-08-18,885.610570840372
2008-08-19,855.0968479937462
2008-08-20,856.6049620051285
2008-08-21,844.5235971555549
2008-08-22,866.1475273974257
2008-08-25,860.743731058318
2008-08-26,860.3811799768295
2008-08-27,862.5110742505112
2008-08-28,880.5109603114257
2008-08-29,883.6516612966915
2008-09-01,881.8357243979648
2008-09-02,897.0669525535897
2008-09-03,884.3266372712549
2008-09-04,859.3694089294681
2008-09-05,841.9156223014287
2008-09-08,882.4455737189377
2008-09-09,884.1277414925742
2008-09-10,871.6817507077159
2008-09-11,861.0525133776888
2008-09-12,873.6172752666047
2008-09-15,832.1609855951951
2008-09-16,805.3062574660231
2008-09-17,784.4477307943278
2008-09-18,777.0067381734102
2008-09-19,870.2243483072583
2008-09-22,848.2805453178006
2008-09-23,827.9947954049213
2008-09-24,824.9123336505145
2008-09-25,847.8431527843208
2008-09-26,832.0899931747397
2008-09-29,779.1252138372565
2008-09-30,789.8057129839995
2008-10-01,803.1476646563382
2008-10-02,802.2524688899609
2008-10-03,837.4416480685146
2008-10-06,770.036034771016
2008-10-07,753.5987835621776
2008-10-08,707.5447488403571
2008-10-09,695.2612556480651
2008-10-10,629.457381451447
2008-10-13,687.3677628303689
2008-10-14,706.6645369889613
2008-10-15,664.575025522565
2008-10-16,627.1639975099284
2008-10-17,648.4182458897038
2008-10-20,674.4365710973993
2008-10-21,671.1480073089651
2008-10-22,637.5630729102403
2008-10-23,638.317923256852
2008-10-24,598.2863445842988
2008-10-27,579.2598323193894
2008-10-28,573.7784007651994
2008-10-29,630.7791791410397
2008-10-30,644.4095621769255
2008-10-31,657.222144420033
2008-11-03,658.7220005058147
2008-11-04,694.0037628946894
2008-11-05,685.1551944423081
2008-11-06,647.2656986092585
2008-11-07,658.1758854883743
2008-11-10,656.1279646149717
2008-11-11,628.7043294223764
2008-11-12,609.4223570972464
2008-11-13,605.2717494071296
2008-11-14,610.9028723216768
2008-11-17,593.090776392705
2008-11-18,596.5767981518502
2008-11-19,567.6720396250545
2008-11-20,550.9037084941918
2008-11-21,534.8630350679555
2008-11-24,583.1356144441122
2008-11-25,591.2046806656963
2008-11-26,590.2221892508949
2008-11-27,610.1116560490022
2008-11-28,613.2499744055795
2008-12-01,574.1876303850033
2008-12-02,591.6274155522025
2008-12-03,593.6079638658761
2008-12-04,592.1422810425466
2008-12-05,565.1317798556173
2008-12-08,612.0738716290701
2008-12-09,623.1876219124456
2008-12-10,623.2055371096068
2008-12-11,616.2771206544384
2008-12-12,592.1480558428638
2008-12-15,587.1664842021636
2008-12-16,594.4119617141118
2008-12-17,587.5708402517818
2008-12-18,587.5327505660994
2008-12-19,585.3329434167837
2008-12-22,574.5550553009538
2008-12-23,573.0010542020714
2008-12-24,570.6305508161477
2008-12-25,570.6305508161477
2008-12-26,569.9979608309742
2008-12-29,573.7898047794433
2008-12-30,586.9861172721558
2008-12-31,589.0702810731348
2009-01-01,589.0702810731348
2009-01-02,611.445467199337
2009-01-05,619.7295182218728
2009-01-06,629.8252751153957
2009-01-07,622.4619119545628
2009-01-08,615.9387052104553
2009-01-09,614.0937623298506
2009-01-12,606.0909265530049
2009-01-13,590.7051710583768
2009-01-14,558.7580884247859
2009-01-15,545.6717647975606
2009-01-16,545.4510942615485
2009-01-19,523.4003382296836
2009-01-20,503.4016111859648
2009-01-21,499.3562192000883
2009-01-22,491.4589854714317
2009-01-23,485.4986683442245
2009-01-26,511.046463769186
2009-01-27,511.4698413090757
2009-01-28,543.6365572938596
2009-01-29,531.391640058272
2009-01-30,529.7898092927205
2009-02-02,513.019452748643
2009-02-03,522.759058912169
2009-02-04,541.0071242122505
2009-02-05,538.0708127058689
2009-02-06,553.5821127070718
2009-02-09,560.5154778875861
2009-02-10,542.397759381603
2009-02-11,537.0751145089221
2009-02-12,528.5207502464457
2009-02-13,526.0928370762288
2009-02-16,513.8301770385177
2009-02-17,494.4280320267854
2009-02-18,492.01119340684875
2009-02-19,490.1905656130638
2009-02-20,466.7218319224927
2009-02-23,462.6288779878839
2009-02-24,456.70307750142126
2009-02-25,455.0773843125518
2009-02-26,475.27389574983096
2009-02-27,461.847134477514
2009-03-02,436.6280218909303
2009-03-03,428.10770912111866
2009-03-04,445.31799805931973
2009-03-05,419.95955579496615
2009-03-06,410.51396780608354
2009-03-09,405.4718588421724
2009-03-10,436.22497700579004
2009-03-11,441.04514837253157
2009-03-12,449.70493361131037
2009-03-13,451.7022580846883
2009-03-16,465.37435719046414
2009-03-17,462.6041322308334
2009-03-18,464.6093334512673
2009-03-19,478.31516183749693
2009-03-20,477.52997427298186
2009-03-23,498.3304895862965
2009-03-24,494.9546765840384
2009-03-25,499.40036247493214
2009-03-26,502.51773651489447
2009-03-27,498.3521827843577
2009-03-30,469.53905393182674
2009-03-31,487.3446505550698
2009-04-01,500.5846962617545
2009-04-02,534.6626196064874
2009-04-03,535.0069416091886
2009-04-06,531.6185391073533
2009-04-07,522.5906052082524
2009-04-08,527.5530543538262
2009-04-09,547.3903653865883
2009-04-10,547.3903653865883
2009-04-13,547.557469156548
2009-04-14,564.1065826625077
2009-04-15,557.4909862779771
2009-04-16,570.7983445082804
2009-04-17,589.1497409491037
2009-04-20,561.5203243380009
2009-04-21,557.2656697487901
2009-04-22,571.4591896290498
2009-04-23,568.5737650282504
2009-04-24,583.9006674679367
2009-04-27,586.239928092806
2009-04-28,574.7175949754874
2009-04-29,593.0044154536657
2009-04-30,609.3079642077237
2009-05-01,609.6712649184897
2009-05-04,622.8034810683274
2009-05-05,630.8157314529855
2009-05-06,639.6636233100909
2009-05-07,632.0909371998799
2009-05-08,648.6122422693879
2009-05-11,639.1160321744827
2009-05-12,631.2910284382494
2009-05-13,604.7264210372699
2009-05-14,606.6667981295926
2009-05-15,612.1016733627064
2009-05-18,633.3669508635331
2009-05-19,644.0308169470283
2009-05-20,645.9784140007928
2009-05-21,630.8794314096635
2009-05-22,633.1056421861612
2009-05-25,632.8737345409654
2009-05-26,638.9888391300492
2009-05-27,644.4283640211377
2009-05-28,634.5643106811892
2009-05-29,635.6183049991661
2009-06-01,655.9163275564777
2009-06-02,657.2575398294447
2009-06-03,644.906009833248
2009-06-04,641.4061840353484
2009-06-05,644.2063189183035
2009-06-08,637.8735375794292
2009-06-09,641.9846062455373
2009-06-10,648.6657602165458
2009-06-11,653.3902261097444
2009-06-12,652.4283723698722
2009-06-15,638.0032954189263
2009-06-16,638.3073498838685
2009-06-17,627.748204036612
2009-06-18,628.9529325808854
2009-06-19,638.0028061176341
2009-06-22,619.4194706971235
2009-06-23,616.7249757391472
2009-06-24,629.7082328086213
2009-06-25,625.9749671182428
2009-06-26,624.4992690168282
2009-06-29,637.002424869041
2009-06-30,630.4057328649562
2009-07-01,641.2136387431137
2009-07-02,625.3450984836658
2009-07-03,624.6760857531392
2009-07-06,617.1724132100198
2009-07-07,610.4305432463075
2009-07-08,603.694707404806
2009-07-09,607.9659680714932
2009-07-10,601.4258834775919
2009-07-13,614.2949261813401
2009-07-14,620.6098868827621
2009-07-15,638.1194848428407
2009-07-16,642.2054906161025
2009-07-17,644.2790748910094
2009-07-20,653.6892282130009
2009-07-21,657.1591614024175
2009-07-22,660.0701207086676
2009-07-23,671.3453889810368
2009-07-24,672.4930355001945
2009-07-27,676.7992629256134
2009-07-28,671.7632213564715
2009-07-29,678.4813386260992
2009-07-30,693.9526220622303
2009-07-31,692.9551269012615
2009-08-03,704.4356027161916
2009-08-04,701.400982183919
2009-08-05,697.9598408282712
2009-08-06,699.7364601384113
2009-08-07,709.6397939593395
2009-08-10,708.4643014790707
2009-08-11,700.1056088434981
2009-08-12,707.4726810076414
2009-08-13,713.3774695786211
2009-08-14,707.0044929858999
2009-08-17,693.9255384348205
2009-08-18,702.9880181534448
2009-08-19,701.6547963069864
2009-08-20,712.7009689330644
2009-08-21,730.7207391021798
2009-08-24,738.5931424349224
2009-08-25,749.0011539448506
2009-08-26,743.1259448688446
2009-08-27,739.8202704625246
2009-08-28,744.93096729987
2009-08-31,738.9942658705422
2009-09-01,726.0266697514667
2009-09-02,721.2053048054106
2009-09-03,720.9819563233066
2009-09-04,730.9255020975687
2009-09-07,740.1471282854443
2009-09-08,742.6237754530706
2009-09-09,748.7352256908069
2009-09-10,747.1690832102179
2009-09-11,750.8694152335675
2009-09-14,749.3262597085159
2009-09-15,752.4406457346004
2009-09-16,762.3916763927105
2009-09-17,767.3509476125372
2009-09-18,766.6821984004283
2009-09-21,759.7720482273502
2009-09-22,765.7947139295816
2009-09-23,765.7687515640619
2009-09-24,752.8067382541851
2009-09-25,748.3848795652444
2009-09-28,763.676690625898
2009-09-29,762.749160362443
2009-09-30,760.6293447966004
2009-10-01,748.6570810976958
2009-10-02,735.5895622887252
2009-10-05,742.9412864995239
2009-10-06,758.8574352858772
2009-10-07,755.8887996981533
2009-10-08,763.9632794383799
2009-10-09,762.1674908058742
2009-10-12,768.789709224583
2009-10-13,761.6125012973292
2009-10-14,775.9089722484271
2009-10-15,776.5067204094096
2009-10-16,771.0312572844642
2009-10-19,781.2026562023032
2009-10-20,778.3821258951435
2009-10-21,782.0952655104521
2009-10-22,774.5241104579422
2009-10-23,768.5354519476675
2009-10-26,760.8468738079602
2009-10-27,762.9958805103175
2009-10-28,748.2209600294045
2009-10-29,758.2734921009637
2009-10-30,741.5282594152766
2009-11-02,744.2893265839137
2009-11-03,736.2577035969234
2009-11-04,748.738177240801
2009-11-05,753.4541024977638
2009-11-06,753.4680961240832
2009-11-09,767.7091796705894
2009-11-10,767.8475406403218
2009-11-11,772.1529881439918
2009-11-12,774.3251380518388
2009-11-13,777.4467694854113
2009-11-16,786.8291385665086
2009-11-17,782.9682884218935
2009-11-18,782.4156494066511
2009-11-19,770.4639578080318
2009-11-20,762.3906959839554
2009-11-23,777.3461743708801
