Date,WORLD EX USA HIGH DIVIDEND YIELD
2000-02-18,1336.0728724368375
2000-02-21,1324.6985595383105
2000-02-22,1304.8047103713668
2000-02-23,1317.151764383815
2000-02-24,1312.9313964769838
2000-02-25,1330.7920327267448
2000-02-28,1324.2197776080432
2000-02-29,1342.1211454003223
2000-03-01,1353.3771099742476
2000-03-02,1371.9889340822513
2000-03-03,1379.1477537858525
2000-03-06,1375.910097596451
2000-03-07,1371.3630657608967
2000-03-08,1365.4869490741082
2000-03-09,1354.2131762302115
2000-03-10,1358.3006686452316
2000-03-13,1337.596600643602
2000-03-14,1341.9762723647273
2000-03-15,1332.497822796523
2000-03-16,1378.097028745231
2000-03-17,1371.3896343033377
2000-03-20,1376.0093264817597
2000-03-21,1381.5678831871364
2000-03-22,1385.4455560486688
2000-03-23,1373.1681315767532
2000-03-24,1401.8610675724415
2000-03-27,1394.827160785185
2000-03-28,1405.5245376379066
2000-03-29,1412.2164991381644
2000-03-30,1397.8344869505436
2000-03-31,1411.2059546084122
2000-04-03,1399.2051332223814
2000-04-04,1427.0237801034698
2000-04-05,1402.2144946750711
2000-04-06,1405.5916157280242
2000-04-07,1405.0077720105114
2000-04-10,1405.3163462508965
2000-04-11,1397.6040211837471
2000-04-12,1402.5566853685673
2000-04-13,1409.7307291209781
2000-04-14,1384.6621155752043
2000-04-17,1364.2287002354442
2000-04-18,1371.827422451828
2000-04-19,1377.433152425394
2000-04-20,1392.1934390093268
2000-04-21,1391.8804436498442
2000-04-24,1392.2140056322896
2000-04-25,1419.7254086077567
2000-04-26,1430.1733633443516
2000-04-27,1414.3773781347347
2000-04-28,1420.6219067675795
2000-05-01,1420.5969567431425
2000-05-02,1438.9470369905177
2000-05-03,1434.0556653477997
2000-05-04,1430.7324000147346
2000-05-05,1436.027921783173
2000-05-08,1431.9916137168038
2000-05-09,1415.0963493798404
2000-05-10,1406.4361043886436
2000-05-11,1427.862029119872
2000-05-12,1434.3732611760963
2000-05-15,1421.4805603477882
2000-05-16,1446.9264799173304
2000-05-17,1433.6009836688936
2000-05-18,1434.6066505703232
2000-05-19,1416.2970565751796
2000-05-22,1409.6310945828452
2000-05-23,1409.890593332041
2000-05-24,1402.9839055580203
2000-05-25,1413.6149814337568
2000-05-26,1396.4642479635065
2000-05-29,1404.4348721750691
2000-05-30,1410.3518589981004
2000-05-31,1413.8961434422117
2000-06-01,1421.0990612758578
2000-06-02,1430.4900474663878
2000-06-05,1430.3479917151571
2000-06-06,1429.0371415888415
2000-06-07,1427.1629232364342
2000-06-08,1424.5066820180373
2000-06-09,1424.3199395863999
2000-06-12,1421.3163491012558
2000-06-13,1422.7048156716457
2000-06-14,1428.844754830621
2000-06-15,1423.7838521642386
2000-06-16,1417.0215392575158
2000-06-19,1416.106960979941
2000-06-20,1416.0028410631387
2000-06-21,1410.8244698655906
2000-06-22,1415.3344949497407
2000-06-23,1415.5086640434404
2000-06-26,1419.2942263434604
2000-06-27,1410.7345901028582
2000-06-28,1416.7636271569397
2000-06-29,1410.1071232273125
2000-06-30,1415.752967565748
2000-07-03,1430.4232939997112
2000-07-04,1431.7756317855328
2000-07-05,1414.7378381775295
2000-07-06,1415.6361993999744
2000-07-07,1430.0094723605002
2000-07-10,1430.0964095777522
2000-07-11,1438.106849066783
2000-07-12,1444.9954000281402
2000-07-13,1443.6608223962269
2000-07-14,1446.4439780859673
2000-07-17,1444.6385501991606
2000-07-18,1442.5599461725676
2000-07-19,1451.5686539825538
2000-07-20,1459.3297357324004
2000-07-21,1444.985429081076
2000-07-24,1446.9862891399016
2000-07-25,1442.6768486545714
2000-07-26,1441.271817016715
2000-07-27,1440.7681193158292
2000-07-28,1449.3991048512266
2000-07-31,1451.4779075870085
2000-08-01,1453.0842114887037
2000-08-02,1475.238345538109
2000-08-03,1478.7759706256468
2000-08-04,1481.0995245837041
2000-08-07,1502.4583841656367
2000-08-08,1506.573694505766
2000-08-09,1515.2665791900752
2000-08-10,1504.757220649768
2000-08-11,1515.6330472296509
2000-08-14,1522.528571243608
2000-08-15,1523.4953758146678
2000-08-16,1531.9012139402698
2000-08-17,1528.8511985824716
2000-08-18,1536.989650747439
2000-08-21,1542.5332902465414
2000-08-22,1550.316814736569
2000-08-23,1555.4206384600852
2000-08-24,1535.8286711091384
2000-08-25,1529.4621370322848
2000-08-28,1533.7192172045027
2000-08-29,1532.2088197743903
2000-08-30,1528.0555097884567
2000-08-31,1522.213983493506
2000-09-01,1524.6225106881468
2000-09-04,1534.9036210187255
2000-09-05,1538.8393156690313
2000-09-06,1545.1339883172232
2000-09-07,1546.2547082585806
2000-09-08,1533.669248205107
2000-09-11,1546.5036218074272
2000-09-12,1536.4151715664864
2000-09-13,1524.155206949482
2000-09-14,1523.9078985888968
2000-09-15,1516.9780237727707
2000-09-18,1515.0867049837307
2000-09-19,1514.9578500182063
2000-09-20,1509.903446567498
2000-09-21,1491.8384866394388
2000-09-22,1483.1628455335288
2000-09-25,1484.1270066842003
2000-09-26,1479.872805752932
2000-09-27,1485.0214105673085
2000-09-28,1487.2270495043238
2000-09-29,1492.4370585155698
2000-10-02,1500.8372238833035
2000-10-03,1510.5976997622531
2000-10-04,1513.0567289057665
2000-10-05,1521.5274533217657
2000-10-06,1525.1321345888791
2000-10-09,1503.394092858302
2000-10-10,1504.8126734873947
2000-10-11,1484.969847325429
2000-10-12,1497.883965417911
2000-10-13,1497.3655845973512
2000-10-16,1505.3522053412353
2000-10-17,1497.9915596836915
2000-10-18,1493.9544643315542
2000-10-19,1508.770868032344
2000-10-20,1520.1593122656184
2000-10-23,1531.2604930933214
2000-10-24,1548.4942517216343
2000-10-25,1548.844866188355
2000-10-26,1540.8879704526871
2000-10-27,1535.8559492267077
2000-10-30,1544.054045197715
2000-10-31,1561.7522328687744
2000-11-01,1561.3294801014677
2000-11-02,1562.3908740762295
2000-11-03,1559.3678162746478
2000-11-06,1563.2323032044028
2000-11-07,1568.4917383064203
2000-11-08,1566.1259555001143
2000-11-09,1562.7514746163927
2000-11-10,1556.0530503935681
2000-11-13,1544.4344422854945
2000-11-14,1564.1582812324366
2000-11-15,1563.958836845953
2000-11-16,1563.3940772267892
2000-11-17,1563.7924394311317
2000-11-20,1554.4012475048517
2000-11-21,1562.293886047888
2000-11-22,1538.9330141242203
2000-11-23,1540.1040357244046
2000-11-24,1554.1444379343443
2000-11-27,1560.1287264072082
2000-11-28,1547.5205252581227
2000-11-29,1533.5561944189078
2000-11-30,1508.2024038111256
2000-12-01,1519.3627649647294
2000-12-04,1500.624224840467
2000-12-05,1522.0329316839059
2000-12-06,1507.2765040256636
2000-12-07,1505.7100370932171
2000-12-08,1515.6423067275693
2000-12-11,1538.3246133052169
2000-12-12,1536.430018424605
2000-12-13,1539.9596644125884
2000-12-14,1510.3338416722129
2000-12-15,1489.115972279141
2000-12-18,1505.1031163708496
2000-12-19,1527.1120481846585
2000-12-20,1495.5278948570874
2000-12-21,1490.4853562853782
2000-12-22,1489.2101463158376
2000-12-25,1489.575955388187
2000-12-26,1486.6833777888949
2000-12-27,1509.6168067420213
2000-12-28,1520.959315553019
2000-12-29,1511.7156890569638
2001-01-01,1511.7156890569638
2001-01-02,1500.7726764530973
2001-01-03,1501.0158979307105
2001-01-04,1520.7896581581476
2001-01-05,1515.5302977484016
2001-01-08,1518.2031402638856
2001-01-09,1511.8225352835184
2001-01-10,1500.7914636238124
2001-01-11,1505.5004886629608
2001-01-12,1501.643800003292
2001-01-15,1509.671975103923
2001-01-16,1495.5103683903155
2001-01-17,1517.1946160567004
2001-01-18,1504.5754249472748
2001-01-19,1500.1453307975203
2001-01-22,1510.4485843312946
2001-01-23,1512.7644766099363
2001-01-24,1526.6188975993236
2001-01-25,1535.158440958348
2001-01-26,1534.1869270176687
2001-01-29,1542.8118278235952
2001-01-30,1541.2519261617458
2001-01-31,1539.153282340122
2001-02-01,1528.3470811291324
2001-02-02,1531.4264048739708
2001-02-05,1534.9894313209888
2001-02-06,1546.1894283809495
2001-02-07,1535.816545830638
2001-02-08,1540.5018238959062
2001-02-09,1531.4276130958112
2001-02-12,1535.5690427606644
2001-02-13,1541.2313347393008
2001-02-14,1542.2754274395463
2001-02-15,1548.6495936644874
2001-02-16,1527.641955297363
2001-02-19,1525.9670677388494
2001-02-20,1521.8070431067695
2001-02-21,1508.7012639717736
2001-02-22,1506.5066411210469
2001-02-23,1494.6676667815088
2001-02-26,1495.2424601826426
2001-02-27,1491.3091822772628
2001-02-28,1491.285937396224
2001-03-01,1485.059967498326
2001-03-02,1479.7679361107314
2001-03-05,1493.1109947330294
2001-03-06,1496.8756494698384
2001-03-07,1503.1877104480125
2001-03-08,1500.6207553936408
2001-03-09,1490.7306771868184
2001-03-12,1470.0285482419522
2001-03-13,1455.8576312637242
2001-03-14,1435.1486698961955
2001-03-15,1452.8136898985217
2001-03-16,1427.1431542022895
2001-03-19,1420.9822488625764
2001-03-20,1429.5720387579868
2001-03-21,1412.3040323596813
2001-03-22,1370.250822110714
2001-03-23,1381.5207366155685
2001-03-26,1416.9053173242926
2001-03-27,1444.5000964493754
2001-03-28,1438.2383342712878
2001-03-29,1450.3922543723163
2001-03-30,1456.744236163055
2001-04-02,1455.997588644081
2001-04-03,1427.3838383050556
2001-04-04,1425.2596566190707
2001-04-05,1447.3589983316836
2001-04-06,1446.386395812329
2001-04-09,1467.9011334848851
2001-04-10,1494.6356999858297
2001-04-11,1497.6217866031068
2001-04-12,1494.7284732737805
2001-04-13,1494.1850778847
2001-04-16,1499.5529164939326
2001-04-17,1501.0861926188159
2001-04-18,1522.147636307679
2001-04-19,1515.1392680451595
2001-04-20,1505.7741944221277
2001-04-23,1500.2579334689956
2001-04-24,1510.2391953148103
2001-04-25,1507.4288534159593
2001-04-26,1513.6678505817185
2001-04-27,1534.2981733031352
2001-04-30,1539.9892727196793
2001-05-01,1537.5360430064543
2001-05-02,1528.4591060809626
2001-05-03,1505.2506249598023
2001-05-04,1514.6160295630784
2001-05-07,1523.5642665044966
2001-05-08,1524.8859109504565
2001-05-09,1524.3882904467307
2001-05-10,1548.8817053732237
2001-05-11,1545.5909167166544
2001-05-14,1526.3344375658828
2001-05-15,1541.8753391464634
2001-05-16,1543.8344205422445
2001-05-17,1557.1391189186565
2001-05-18,1567.8390898232133
2001-05-21,1576.79016790893
2001-05-22,1581.1410359659028
2001-05-23,1577.7259526401872
2001-05-24,1583.367226763727
2001-05-25,1579.7255507775724
2001-05-28,1579.474171486532
2001-05-29,1579.7212680102496
2001-05-30,1570.9054784991943
2001-05-31,1580.2331355429062
2001-06-01,1583.7726422070398
2001-06-04,1590.2780672431595
2001-06-05,1597.1664888412763
2001-06-06,1588.8725338426184
2001-06-07,1586.16141612993
2001-06-08,1586.6078576258606
2001-06-11,1580.1024650030772
2001-06-12,1563.703163198378
2001-06-13,1572.3467585148483
2001-06-14,1560.080170460786
2001-06-15,1549.260860781814
2001-06-18,1535.620508944693
2001-06-19,1543.2376365728453
2001-06-20,1543.0742369934178
2001-06-21,1541.7755968908352
2001-06-22,1549.2455368880665
2001-06-25,1548.2508335647694
2001-06-26,1531.6876778242297
2001-06-27,1532.5561219665772
2001-06-28,1542.7468632142509
2001-06-29,1553.6818302743018
2001-07-02,1567.065458471888
2001-07-03,1556.2158771577044
2001-07-04,1554.9230568485455
2001-07-05,1555.5396290553447
2001-07-06,1522.440729069837
2001-07-09,1517.812643473399
2001-07-10,1507.5577545667145
2001-07-11,1490.8869967956925
2001-07-12,1508.6015506816705
2001-07-13,1516.803150794591
2001-07-16,1511.1151789866353
2001-07-17,1503.8265375916058
2001-07-18,1477.5871644874621
2001-07-19,1492.638407747724
2001-07-20,1487.0306758291247
2001-07-23,1491.6335611414847
2001-07-24,1471.4516667098544
2001-07-25,1453.1741774348777
2001-07-26,1462.4162282529992
2001-07-27,1481.89535050405
2001-07-30,1490.532057085036
2001-07-31,1507.1060886102762
2001-08-01,1510.674442441294
2001-08-02,1506.8562998325738
2001-08-03,1496.0585619735675
2001-08-06,1501.0817190655264
2001-08-07,1508.30869154758
2001-08-08,1497.45306875039
2001-08-09,1472.1787522108277
2001-08-10,1462.406679332883
2001-08-13,1467.6215165173076
2001-08-14,1483.2077268883404
2001-08-15,1476.2491938139633
2001-08-16,1468.94278327953
2001-08-17,1451.3433190849303
2001-08-20,1453.9587421510385
2001-08-21,1463.5218429296642
2001-08-22,1463.2734489843813
2001-08-23,1467.7191878334497
2001-08-24,1486.631193283268
2001-08-27,1490.0966422706133
2001-08-28,1476.7039611446896
2001-08-29,1476.747383436354
2001-08-30,1452.4139971187774
2001-08-31,1452.125345819214
2001-09-03,1442.5292577395585
2001-09-04,1466.1591126314465
2001-09-05,1456.4458366136294
2001-09-06,1433.4857379582274
2001-09-07,1393.301435336479
2001-09-10,1380.0253850541496
2001-09-11,1314.6850291868593
2001-09-12,1313.297864692854
2001-09-13,1326.5563811201605
2001-09-14,1268.5662427606371
2001-09-17,1287.6124006777056
2001-09-18,1273.8406033435203
2001-09-19,1237.4412395866566
2001-09-20,1186.6256980840842
2001-09-21,1156.2183067284766
2001-09-24,1210.426971406217
2001-09-25,1221.191436783526
2001-09-26,1237.255524469099
2001-09-27,1252.2574660548155
2001-09-28,1291.6902607811264
2001-10-01,1268.8099538637027
2001-10-02,1281.3157105570253
2001-10-03,1285.6821450382495
2001-10-04,1324.1850005063477
2001-10-05,1319.4419929302226
2001-10-08,1313.3087912369779
2001-10-09,1309.4308990667314
2001-10-10,1336.5748373934741
2001-10-11,1355.1588179823823
2001-10-12,1351.0942241660684
2001-10-15,1325.6545744270556
2001-10-16,1332.3971869185225
2001-10-17,1355.0819485680395
2001-10-18,1333.6924245429418
2001-10-19,1310.9610260381298
2001-10-22,1325.775440871406
2001-10-23,1357.0544411563358
2001-10-24,1358.3791872079792
2001-10-25,1337.98290655799
2001-10-26,1365.6963735256154
2001-10-29,1340.2285158561904
2001-10-30,1312.4777332018728
2001-10-31,1328.8659250097664
2001-11-01,1333.4465188267234
2001-11-02,1336.2204542396335
2001-11-05,1361.5215829572155
2001-11-06,1358.2941829913248
2001-11-07,1365.603108189767
2001-11-08,1387.5518127732485
2001-11-09,1379.832917813516
2001-11-12,1357.633297917371
2001-11-13,1396.0501069570569
2001-11-14,1389.9488746198679
2001-11-15,1382.3941143283946
2001-11-16,1389.8279206596449
2001-11-19,1409.1799298077067
2001-11-20,1401.9066045889392
2001-11-21,1405.524273447066
2001-11-22,1409.2162053019956
2001-11-23,1406.2447054422869
2001-11-26,1398.8595388747726
2001-11-27,1390.682222235482
2001-11-28,1374.6315891038903
2001-11-29,1377.2560930742188
2001-11-30,1377.1134756817023
2001-12-03,1371.9257709041433
2001-12-04,1382.5035988022548
2001-12-05,1414.7271844290663
2001-12-06,1417.654133274334
2001-12-07,1402.5093307941906
2001-12-10,1390.0860501287189
2001-12-11,1389.4348934627915
2001-12-12,1377.8824667795693
2001-12-13,1362.8376105787606
2001-12-14,1352.0210242974376
2001-12-17,1373.700089071184
2001-12-18,1377.028001146376
2001-12-19,1371.073777927803
2001-12-20,1361.0225188836077
2001-12-21,1387.0617292291029
2001-12-24,1395.029030402775
2001-12-25,1395.476396807951
2001-12-26,1397.2881693918107
2001-12-27,1410.5284888322012
2001-12-28,1423.3750771647706
2001-12-31,1416.1022310680019
2002-01-01,1416.1022310680019
2002-01-02,1395.466770204543
2002-01-03,1416.8028135098557
2002-01-04,1425.1605009396349
2002-01-07,1416.3967353077946
2002-01-08,1411.1148392121304
2002-01-09,1413.1552990196597
2002-01-10,1402.599280405022
2002-01-11,1405.7389421679347
2002-01-14,1381.3451298870295
2002-01-15,1392.3867972467717
2002-01-16,1386.0892328036907
2002-01-17,1398.2198917789724
2002-01-18,1394.3396196134709
2002-01-21,1395.4167322599121
2002-01-22,1398.4755504244029
2002-01-23,1409.6346411123595
2002-01-24,1423.5826693358142
2002-01-25,1429.396303961367
2002-01-28,1442.081203593112
2002-01-29,1426.883524763482
2002-01-30,1413.587358732191
2002-01-31,1431.3319900071667
2002-02-01,1433.253087330398
2002-02-04,1423.1031205714944
2002-02-05,1401.3415971782622
2002-02-06,1393.173250916866
2002-02-07,1395.9462547483045
2002-02-08,1396.7690615299719
2002-02-11,1405.5255391870312
2002-02-12,1408.4463568043868
2002-02-13,1419.5017869219491
2002-02-14,1435.6540222402632
2002-02-15,1424.9757716704516
2002-02-18,1422.2232962675052
2002-02-19,1400.9980667599755
2002-02-20,1393.3080388997375
2002-02-21,1406.0217718015163
2002-02-22,1393.5627069120098
2002-02-25,1413.8813536839073
2002-02-26,1424.2421430642376
2002-02-27,1438.1256643881577
2002-02-28,1434.4022952905925
2002-03-01,1449.418707865685
2002-03-04,1471.2776302119898
2002-03-05,1465.1918989453939
2002-03-06,1465.2373226489349
2002-03-07,1473.6485606979752
2002-03-08,1480.2934137189816
2002-03-11,1478.102385151663
2002-03-12,1473.0114611942674
2002-03-13,1474.1489545054808
2002-03-14,1469.1145102397468
2002-03-15,1479.3466247199874
2002-03-18,1484.6278464932843
2002-03-19,1493.0986842908026
2002-03-20,1486.0595878589259
2002-03-21,1480.8255522901086
2002-03-22,1488.018379841533
2002-03-25,1478.7290776559535
2002-03-26,1480.429066290233
2002-03-27,1486.6951167058373
2002-03-28,1505.0751139555937
2002-03-29,1504.8399744821434
2002-04-01,1503.7103634623377
2002-04-02,1496.37424252717
2002-04-03,1495.5565349350816
2002-04-04,1479.9352610005444
2002-04-05,1485.5001280416125
2002-04-08,1474.1083691776648
2002-04-09,1474.8793818795555
2002-04-10,1488.4850456843983
2002-04-11,1469.9697499532278
2002-04-12,1477.8078746532246
2002-04-15,1485.542367432592
2002-04-16,1501.8461483640137
2002-04-17,1500.372236334093
2002-04-18,1499.5568702681726
2002-04-19,1508.317774356289
2002-04-22,1505.3471153586547
2002-04-23,1499.686396305828
2002-04-24,1497.1663318622595
2002-04-25,1479.8738699031303
2002-04-26,1473.179710858039
2002-04-29,1468.3625689711673
2002-04-30,1478.7959397924005
2002-05-01,1472.8480290398325
2002-05-02,1478.4898363659781
2002-05-03,1479.0797580231679
2002-05-06,1469.8334960306715
2002-05-07,1458.9937241189868
2002-05-08,1482.7520731751483
2002-05-09,1476.064395545108
2002-05-10,1465.612879554243
2002-05-13,1480.291550727818
2002-05-14,1495.061887998247
2002-05-15,1497.329408484206
2002-05-16,1491.6617647113983
2002-05-17,1481.1680908490707
2002-05-20,1473.7896281855435
