Date,EAFE HIGH DIVIDEND YIELD
1998-12-31,551.2964518709815
1999-01-29,567.0262427890635
1999-02-26,588.5957999758142
1999-03-31,620.6269185216746
1999-04-30,683.061706609528
1999-05-31,654.4829527698136
1999-06-30,673.8156058992
1999-07-30,657.1359085182902
1999-08-31,670.7899312798581
1999-09-30,651.0114533323631
1999-10-29,680.9360023011275
1999-11-30,725.7152296976861
1999-12-31,778.4878788960444
2000-01-31,700.9974329866611
2000-02-29,705.023861114412
2000-03-31,748.1876430493783
2000-04-28,762.8206594488889
2000-05-31,755.6663664190212
2000-06-30,756.5820283166763
2000-07-31,774.6630883457265
2000-08-31,810.823780833474
2000-09-29,793.9220994528304
2000-10-31,831.0499941767343
2000-11-30,804.461024346927
2000-12-29,807.3700042305481
2001-01-01,807.3700042305481
2001-01-02,802.7553468007285
2001-01-03,801.8283926233349
2001-01-04,813.5090277997566
2001-01-05,811.0366442569224
2001-01-08,812.5787752353532
2001-01-09,809.1536364110675
2001-01-10,802.7668141883072
2001-01-11,805.6641392473931
2001-01-12,803.9661783094072
2001-01-15,807.8980177193058
2001-01-16,800.0617585100968
2001-01-17,812.4864266385425
2001-01-18,806.3363478541557
2001-01-19,803.2509979935838
2001-01-22,808.4178137379057
2001-01-23,809.4283611435189
2001-01-24,816.7790743360786
2001-01-25,821.0834710876488
2001-01-26,820.8043801709963
2001-01-29,825.0609607056999
2001-01-30,824.2318776027583
2001-01-31,823.4896323156622
2001-02-01,817.3163962985376
2001-02-02,817.9383104687417
2001-02-05,819.7925112657447
2001-02-06,825.8569234331958
2001-02-07,820.1482218733114
2001-02-08,822.2895708330797
2001-02-09,817.6916814475819
2001-02-12,820.3286206129399
2001-02-13,823.1694165217368
2001-02-14,823.8119756692978
2001-02-15,826.8141055292166
2001-02-16,815.6139778036036
2001-02-19,814.7237721407159
2001-02-20,812.3639027570556
2001-02-21,805.8452856210808
2001-02-22,803.9843996067417
2001-02-23,797.7729442809647
2001-02-26,797.1141899523444
2001-02-27,795.4604666482884
2001-02-28,795.429590919911
2001-03-01,792.2716499296548
2001-03-02,789.81529087023
2001-03-05,796.2902328421421
2001-03-06,798.7162170074163
2001-03-07,802.2270319181495
2001-03-08,801.1920866695464
2001-03-09,796.2285976903471
2001-03-12,785.177481230198
2001-03-13,776.0790391514311
2001-03-14,764.9398596173086
2001-03-15,774.2734592642438
2001-03-16,760.4161467634531
2001-03-19,756.3774828733297
2001-03-20,762.1468527084395
2001-03-21,753.0555421505851
2001-03-22,729.115165151757
2001-03-23,735.5763479937857
2001-03-26,754.8772077956335
2001-03-27,770.5510795081556
2001-03-28,767.3394653517207
2001-03-29,774.0459685751701
2001-03-30,776.9912637512444
2001-04-02,775.9621655636375
2001-04-03,760.8772544072968
2001-04-04,760.0951450602015
2001-04-05,772.297069802978
2001-04-06,772.1289889920122
2001-04-09,783.298921728326
2001-04-10,797.772894970623
2001-04-11,799.9256431626068
2001-04-12,799.1350681490851
2001-04-13,798.8186430397898
2001-04-16,801.4844101340043
2001-04-17,801.943866065979
2001-04-18,812.9581368348897
2001-04-19,809.8346425639801
2001-04-20,804.8356644540311
2001-04-23,801.9167195946504
2001-04-24,807.9217917694245
2001-04-25,805.7595762223709
2001-04-26,809.3387461185963
2001-04-27,820.2374442879952
2001-04-30,824.0197897578254
2001-05-01,822.7930732353998
2001-05-02,817.5122973730021
2001-05-03,804.5480569380562
2001-05-04,809.706386463382
2001-05-07,814.7773746655263
2001-05-08,815.3270868969668
2001-05-09,814.7659972008483
2001-05-10,827.8790772152523
2001-05-11,826.3276273019062
2001-05-14,815.2129358974772
2001-05-15,823.7855453659231
2001-05-16,824.5805496147235
2001-05-17,832.1052201808125
2001-05-18,837.9276411418064
2001-05-21,842.9610594048683
2001-05-22,845.302032632891
2001-05-23,843.3194529500465
2001-05-24,846.0596824957146
2001-05-25,844.435471787115
2001-05-28,844.0901237880356
2001-05-29,843.900090779547
2001-05-30,839.1257508460868
2001-05-31,843.5872202767815
2001-06-01,845.1782290138225
2001-06-04,848.7266963052147
2001-06-05,852.4543970915095
2001-06-06,847.4942461553588
2001-06-07,846.4034529825944
2001-06-08,846.4250335335654
2001-06-11,841.9356318433028
2001-06-12,833.4330256283495
2001-06-13,838.155736109454
2001-06-14,832.2516779790407
2001-06-15,827.3276853942241
2001-06-18,819.8513272716401
2001-06-19,823.7864143462997
2001-06-20,823.6576117932735
2001-06-21,822.9958791055006
2001-06-22,827.1281681235954
2001-06-25,826.9794006811219
2001-06-26,818.0836296341903
2001-06-27,819.2237231385627
2001-06-28,824.0885322691969
2001-06-29,829.421365083161
2001-07-02,836.9570896408272
2001-07-03,830.4575173017599
2001-07-04,830.4388976215195
2001-07-05,831.3045763972998
2001-07-06,813.920401933215
2001-07-09,811.1523564169217
2001-07-10,806.2180549209605
2001-07-11,797.45358762069
2001-07-12,806.5506771756117
2001-07-13,810.5255159961253
2001-07-16,807.8607134357895
2001-07-17,803.1664673404581
2001-07-18,789.3294296062554
2001-07-19,797.8019363906519
2001-07-20,795.4617980262932
2001-07-23,798.0494249868666
2001-07-24,786.6400351513038
2001-07-25,776.8007076823069
2001-07-26,781.8510248102654
2001-07-27,791.909937870785
2001-07-30,796.888654548592
2001-07-31,805.6450985933483
2001-08-01,807.6173463658911
2001-08-02,805.680078438145
2001-08-03,799.8595286829628
2001-08-06,802.3530119773397
2001-08-07,805.9181823551754
2001-08-08,800.1722035174874
2001-08-09,786.3826579163948
2001-08-10,781.7699591062157
2001-08-13,784.4931565497496
2001-08-14,792.9466826680411
2001-08-15,790.1545877011854
2001-08-16,786.2409238335341
2001-08-17,777.0873563232776
2001-08-20,778.1279868438904
2001-08-21,783.8462485708183
2001-08-22,784.1309439497261
2001-08-23,786.3590098687368
2001-08-24,796.2794780544907
2001-08-27,797.7549497791524
2001-08-28,790.7034847960633
2001-08-29,790.9707149640758
2001-08-30,778.0774880683056
2001-08-31,778.311305961689
2001-09-03,772.6457190534533
2001-09-04,785.0703247603145
2001-09-05,780.522641580787
2001-09-06,767.9468578873802
2001-09-07,746.3131185356985
2001-09-10,738.4510552908212
2001-09-11,704.2905554173464
2001-09-12,702.2335537637057
2001-09-13,709.8763790826271
2001-09-14,678.6857861324138
2001-09-17,689.6066722539563
2001-09-18,682.6535302209927
2001-09-19,663.1537864270267
2001-09-20,635.3395527521304
2001-09-21,617.6276752229379
2001-09-24,646.5604012356573
2001-09-25,652.234612449973
2001-09-26,661.6653083084565
2001-09-27,670.2616756764995
2001-09-28,691.6652829894037
2001-10-01,678.6378726291908
2001-10-02,684.8706047729506
2001-10-03,687.7161633562777
2001-10-04,709.6722556683457
2001-10-05,707.4828448419765
2001-10-08,704.2189638757345
2001-10-09,701.9978893412111
2001-10-10,716.8129360974929
2001-10-11,726.2213022676573
2001-10-12,724.0332723205653
2001-10-15,710.202425754009
2001-10-16,713.3276947931566
2001-10-17,726.4674119846146
2001-10-18,714.6907027506232
2001-10-19,701.1004978990361
2001-10-22,709.2470493382676
2001-10-23,726.6328522595409
2001-10-24,727.6952933759114
2001-10-25,716.4658187314774
2001-10-26,731.8181694553098
2001-10-29,718.6359660617052
2001-10-30,703.5322988249341
2001-10-31,712.4359860869324
2001-11-01,714.6149228414695
2001-11-02,715.9761940652547
2001-11-05,729.5842466438809
2001-11-06,727.3812906384725
2001-11-07,732.0016523789942
2001-11-08,744.1364471347083
2001-11-09,739.523113248587
2001-11-12,727.1080387254739
2001-11-13,747.4569983924482
2001-11-14,743.8374310690282
2001-11-15,739.2927480851209
2001-11-16,743.3565443475094
2001-11-19,753.3192403627525
2001-11-20,750.1958902769285
2001-11-21,752.5919804756907
2001-11-22,754.536142111244
2001-11-23,752.2787859794663
2001-11-26,747.9878284940856
2001-11-27,743.3758803635593
2001-11-28,735.123676716487
2001-11-29,736.5111373538238
2001-11-30,736.7838132536439
2001-12-03,734.3383048822704
