Date,EUROPE ex UK HIGH DIVIDEND YIELD
1999-12-21,1291.898763536767
1999-12-22,1300.7561809070633
1999-12-23,1326.5956458080932
1999-12-24,1332.0041454420389
1999-12-27,1329.6704669620526
1999-12-28,1329.3082674729108
1999-12-29,1334.075839048945
1999-12-30,1344.8851677653686
1999-12-31,1344.8851677653686
2000-01-03,1333.9712123775366
2000-01-04,1295.2456293782045
2000-01-05,1281.871501857771
2000-01-06,1285.803847211621
2000-01-07,1310.62286722815
2000-01-10,1318.122053219668
2000-01-11,1304.7798901758363
2000-01-12,1291.7235634624878
2000-01-13,1294.5433323523341
2000-01-14,1304.4062080252443
2000-01-17,1301.243052571533
2000-01-18,1276.975591975534
2000-01-19,1280.9802532127346
2000-01-20,1278.0819279280952
2000-01-21,1269.3697362541102
2000-01-24,1264.5327528026203
2000-01-25,1239.3920207879257
2000-01-26,1240.9708187016456
2000-01-27,1244.7947678224027
2000-01-28,1240.0969255912232
2000-01-31,1213.3302267531358
2000-02-01,1223.3881702664341
2000-02-02,1242.1174933115014
2000-02-03,1253.6604422580747
2000-02-04,1260.9004599775662
2000-02-07,1256.0310213691573
2000-02-08,1276.8505630535838
2000-02-09,1270.7938953878636
2000-02-10,1265.0743522300922
2000-02-11,1254.647272725112
2000-02-14,1254.454420725171
2000-02-15,1247.2757043449951
2000-02-16,1265.1512959982153
2000-02-17,1275.9873601495535
2000-02-18,1267.3267596579885
2000-02-21,1260.3154989836648
2000-02-22,1267.5474549701696
2000-02-23,1274.1876260469767
2000-02-24,1262.2754643414355
2000-02-25,1272.1735490853816
2000-02-28,1267.7918614520881
2000-02-29,1279.3709987502536
2000-03-01,1276.9779429947132
2000-03-02,1282.6246948267803
2000-03-03,1285.5225083709443
2000-03-06,1290.7649995537636
2000-03-07,1286.7250155821844
2000-03-08,1287.460653182146
2000-03-09,1273.8054399520083
2000-03-10,1265.518217075621
2000-03-13,1249.4463878045751
2000-03-14,1263.1654509076018
2000-03-15,1258.8053464695136
2000-03-16,1304.88621051927
2000-03-17,1299.6078409086795
2000-03-20,1294.6334379707944
2000-03-21,1303.4993468256341
2000-03-22,1303.155538441247
2000-03-23,1291.5260179018835
2000-03-24,1308.636227196252
2000-03-27,1305.789624720933
2000-03-28,1314.8088040267398
2000-03-29,1318.206649676786
2000-03-30,1310.2339369406195
2000-03-31,1315.2665715619605
2000-04-03,1315.7632114386806
2000-04-04,1349.4123312529064
2000-04-05,1327.8950476899338
2000-04-06,1329.2346373093278
2000-04-07,1328.975472411379
2000-04-10,1323.4106506843834
2000-04-11,1321.6773213891322
2000-04-12,1332.0809774043576
2000-04-13,1339.5813365020344
2000-04-14,1321.9421094049383
2000-04-17,1303.927813492414
2000-04-18,1308.8812385301424
2000-04-19,1301.542278447982
2000-04-20,1307.0229299092193
2000-04-21,1307.0229299092193
2000-04-24,1307.0949771637015
2000-04-25,1329.495551447858
2000-04-26,1337.6157114117377
2000-04-27,1320.144620692051
2000-04-28,1331.1143494459309
2000-05-01,1336.467923716264
2000-05-02,1344.7060179566852
2000-05-03,1337.7484143945421
2000-05-04,1345.8999292652227
2000-05-05,1349.3282555165688
2000-05-08,1350.001943431876
2000-05-09,1346.7708131167915
2000-05-10,1346.5217103622056
2000-05-11,1353.3784425801944
2000-05-12,1359.4584858553073
2000-05-15,1356.718347339056
2000-05-16,1378.4480976296875
2000-05-17,1365.9173651996748
2000-05-18,1375.7155165887655
2000-05-19,1356.7330429802275
2000-05-22,1348.1013995557096
2000-05-23,1352.1024937614197
2000-05-24,1339.0175129144068
2000-05-25,1346.1794857966563
2000-05-26,1327.6165262299073
2000-05-29,1337.8549962963707
2000-05-30,1341.4228723358747
2000-05-31,1345.6931551583723
2000-06-01,1354.275267738196
2000-06-02,1364.6862192200288
2000-06-05,1363.2618626486842
2000-06-06,1359.1321031924438
2000-06-07,1363.3093806483514
2000-06-08,1355.6540278611471
2000-06-09,1359.3800303055145
2000-06-12,1359.3574915350032
2000-06-13,1367.5408985853733
2000-06-14,1373.4528525178537
2000-06-15,1362.880801175731
2000-06-16,1354.2980721120628
2000-06-19,1352.7641579130386
2000-06-20,1350.3401526213538
2000-06-21,1344.2776219031364
2000-06-22,1346.583786983628
2000-06-23,1344.8024122406418
2000-06-26,1349.2215037471715
2000-06-27,1344.0740047332954
2000-06-28,1354.7600050060244
2000-06-29,1343.344902534037
2000-06-30,1353.3447778374154
2000-07-03,1363.101963062963
2000-07-04,1371.6888312063481
2000-07-05,1365.8211336830996
2000-07-06,1364.9148196848512
2000-07-07,1373.6143852648581
2000-07-10,1378.0173030849644
2000-07-11,1380.5548893235718
2000-07-12,1381.0501371056275
2000-07-13,1383.705255648026
2000-07-14,1386.704180501621
2000-07-17,1386.8722865591014
2000-07-18,1383.938391204398
2000-07-19,1387.0766816663108
2000-07-20,1393.8813566781928
2000-07-21,1382.248221464778
2000-07-24,1389.8017617491803
2000-07-25,1388.207372574126
2000-07-26,1389.0030032266116
2000-07-27,1387.299467160604
2000-07-28,1393.8349971499372
2000-07-31,1401.021186534969
2000-08-01,1396.5365113024338
2000-08-02,1411.9753298932565
2000-08-03,1408.6165207065117
2000-08-04,1411.105276361366
2000-08-07,1433.6818620949634
2000-08-08,1437.9746285229792
2000-08-09,1447.0294026932768
2000-08-10,1445.1507331935084
2000-08-11,1451.4550241468883
2000-08-14,1456.7135473939372
2000-08-15,1461.1350892068851
2000-08-16,1469.9735233682718
2000-08-17,1464.763598787837
2000-08-18,1468.7867138266856
2000-08-21,1471.3989345293596
2000-08-22,1473.90491669067
2000-08-23,1483.8246320301976
2000-08-24,1465.0105544542976
2000-08-25,1465.794439246958
2000-08-28,1467.7549693321764
2000-08-29,1465.5290394004576
2000-08-30,1459.820875812259
2000-08-31,1449.2829343421247
2000-09-01,1455.3822318614841
2000-09-04,1464.4923436820795
2000-09-05,1464.081771083947
2000-09-06,1470.4397141885179
2000-09-07,1478.4294982445856
2000-09-08,1464.7295577213288
2000-09-11,1478.227425758979
2000-09-12,1470.6853403101932
2000-09-13,1457.689727075013
2000-09-14,1453.6567539251191
2000-09-15,1456.8792836011405
2000-09-18,1445.7863680802218
2000-09-19,1440.283859703034
2000-09-20,1427.765120434992
2000-09-21,1411.8027971191545
2000-09-22,1416.3745073571
2000-09-25,1409.0434389315496
2000-09-26,1409.4243288114885
2000-09-27,1414.7704358632075
2000-09-28,1418.1330336713472
2000-09-29,1413.6818785031505
2000-10-02,1431.1498816928226
2000-10-03,1439.6239560524853
2000-10-04,1438.0338594804407
2000-10-05,1448.263035872178
2000-10-06,1449.997035445801
2000-10-09,1423.2343174213854
2000-10-10,1436.7350303249134
2000-10-11,1410.1764584701082
2000-10-12,1414.0489192762532
2000-10-13,1411.9134985086885
2000-10-16,1407.7385220673561
2000-10-17,1412.4186626176677
2000-10-18,1399.563155235573
2000-10-19,1420.2411324588659
2000-10-20,1425.7635100498078
2000-10-23,1429.293594699836
2000-10-24,1447.423382257727
2000-10-25,1443.2821544611545
2000-10-26,1437.1039315992173
2000-10-27,1438.8259062728453
2000-10-30,1446.4105158825614
2000-10-31,1470.3348488134322
2000-11-01,1475.149620677965
2000-11-02,1475.6817506228867
2000-11-03,1478.8443126339232
2000-11-06,1478.5568440849725
2000-11-07,1487.1886560110165
2000-11-08,1483.0703920212102
2000-11-09,1478.2364312755603
2000-11-10,1473.8679383797323
2000-11-13,1460.0479139655374
2000-11-14,1484.9314931365268
2000-11-15,1485.4092550574746
2000-11-16,1479.7027088745833
2000-11-17,1474.8474533900755
2000-11-20,1456.8017934795248
2000-11-21,1464.026734425538
2000-11-22,1438.883315817516
2000-11-23,1443.4188023774068
2000-11-24,1455.4218986758247
2000-11-27,1459.6367060313924
2000-11-28,1456.3653510828585
2000-11-29,1451.4942842937294
2000-11-30,1425.6031803537585
2000-12-01,1436.7353761633462
2000-12-04,1410.5781794071293
2000-12-05,1436.1659990824214
2000-12-06,1426.059101004521
2000-12-07,1424.560052980908
2000-12-08,1424.9341349032984
2000-12-11,1435.047832742003
2000-12-12,1433.6185377651377
2000-12-13,1430.4773299482451
2000-12-14,1404.090467974845
2000-12-15,1389.6126689659204
2000-12-18,1402.8517826828788
2000-12-19,1422.5989847039866
2000-12-20,1396.0637534949108
2000-12-21,1396.1970546677358
2000-12-22,1404.2087314454184
2000-12-25,1404.2087314454184
2000-12-26,1404.3633644549107
2000-12-27,1423.4381162108473
2000-12-28,1435.8094140138096
2000-12-29,1435.3298214383362
2001-01-01,1435.3298214383362
2001-01-02,1432.3332619358505
2001-01-03,1429.5485181489123
2001-01-04,1447.790627180736
2001-01-05,1445.9857565158916
2001-01-08,1449.6396662313737
2001-01-09,1441.4929606168525
2001-01-10,1428.8707524506765
2001-01-11,1443.858865951433
2001-01-12,1445.8412776419673
2001-01-15,1451.9092434365389
2001-01-16,1438.4430466912781
2001-01-17,1450.9174879495213
2001-01-18,1444.2316115181075
2001-01-19,1434.3456505448062
2001-01-22,1446.4460097523229
2001-01-23,1445.4671915726676
2001-01-24,1455.5383172810648
2001-01-25,1466.2189386965406
2001-01-26,1463.817729348
2001-01-29,1467.608227477121
2001-01-30,1467.9352478548196
2001-01-31,1478.2495613885408
2001-02-01,1463.4052950198554
2001-02-02,1459.3511154890473
2001-02-05,1464.801794749344
2001-02-06,1473.7307486372972
2001-02-07,1464.215446950264
2001-02-08,1469.1830132269486
2001-02-09,1464.2290977770044
2001-02-12,1466.643783470309
2001-02-13,1469.0761995467622
2001-02-14,1465.4632905530818
2001-02-15,1469.4155592884829
2001-02-16,1454.8137359341808
2001-02-19,1458.6991380505192
2001-02-20,1452.5561997089628
2001-02-21,1435.2890661198512
2001-02-22,1421.1695670878266
2001-02-23,1404.1724337178812
2001-02-26,1417.88200119303
2001-02-27,1423.3257581689381
2001-02-28,1421.726460732798
2001-03-01,1409.100833948318
2001-03-02,1404.8127477387964
2001-03-05,1411.3214148602588
2001-03-06,1420.494306036644
2001-03-07,1427.5329629731152
2001-03-08,1429.2568718132427
2001-03-09,1426.9178966910074
2001-03-12,1403.3428853110447
2001-03-13,1386.0792179363461
2001-03-14,1361.9929805732788
2001-03-15,1373.7305000687732
2001-03-16,1347.4812963638858
2001-03-19,1336.741890468988
2001-03-20,1348.6178895355818
2001-03-21,1329.0872835692508
2001-03-22,1274.9293023528742
2001-03-23,1295.4071391759794
2001-03-26,1332.1349276744704
2001-03-27,1359.5432031284947
2001-03-28,1349.1841213277994
2001-03-29,1359.3636560549437
2001-03-30,1370.9606449000926
2001-04-02,1369.942220832876
2001-04-03,1340.1533851401384
2001-04-04,1341.3653266080114
2001-04-05,1362.6379296073342
2001-04-06,1362.3250484777002
2001-04-09,1382.835275112668
2001-04-10,1405.330393556231
2001-04-11,1406.0470301587575
2001-04-12,1409.7640514200966
2001-04-13,1409.7640514200966
2001-04-16,1410.0038047762005
2001-04-17,1410.5277727335656
2001-04-18,1429.6169349329948
2001-04-19,1425.5525883113182
2001-04-20,1414.7783573235356
2001-04-23,1405.1372331283098
2001-04-24,1420.762545602828
2001-04-25,1418.2297127339189
2001-04-26,1427.7714850615957
2001-04-27,1441.4939589097858
2001-04-30,1448.6035055955688
2001-05-01,1448.154828772433
2001-05-02,1435.3124601161235
2001-05-03,1413.2841186000303
2001-05-04,1415.7654639139143
2001-05-07,1423.9386746831144
2001-05-08,1422.711068427455
2001-05-09,1421.2395287222278
2001-05-10,1447.5287974544872
2001-05-11,1443.7904915599959
2001-05-14,1437.4080243420299
2001-05-15,1446.7850867243612
2001-05-16,1446.7044779162986
2001-05-17,1460.9520639959596
2001-05-18,1473.7223845915564
2001-05-21,1479.6354715418177
2001-05-22,1481.7471552387335
2001-05-23,1477.4487008405301
2001-05-24,1484.816203869043
2001-05-25,1475.8040784229531
2001-05-28,1478.4557855153196
2001-05-29,1474.184560292483
2001-05-30,1467.246930596836
2001-05-31,1470.2062288782072
2001-06-01,1468.5134695501688
2001-06-04,1471.2078291174987
2001-06-05,1482.1589721780663
2001-06-06,1474.1447812562456
2001-06-07,1470.7121512649933
2001-06-08,1470.2635361806638
2001-06-11,1466.1003707828347
2001-06-12,1452.9886336083603
2001-06-13,1464.4456163789052
2001-06-14,1451.4348054984255
2001-06-15,1443.1832915343284
2001-06-18,1426.0512503547156
2001-06-19,1430.7584358907484
2001-06-20,1425.9834240898267
2001-06-21,1423.7345119033096
2001-06-22,1430.1289649965233
2001-06-25,1435.23131423653
2001-06-26,1419.6468602606526
2001-06-27,1414.1884506824463
2001-06-28,1424.5578289522023
2001-06-29,1439.303781595409
2001-07-02,1452.657028358856
2001-07-03,1441.082020385599
2001-07-04,1440.0739782061858
2001-07-05,1441.8919019589034
2001-07-06,1412.587535170055
2001-07-09,1412.3292601064784
2001-07-10,1403.3639816259224
2001-07-11,1390.1966781411766
2001-07-12,1398.6911995497596
2001-07-13,1410.329718479511
2001-07-16,1404.3037921877035
2001-07-17,1398.3215074597745
2001-07-18,1375.0740232081855
2001-07-19,1391.8689645878137
2001-07-20,1389.9073732711256
2001-07-23,1395.1837608435217
2001-07-24,1379.111059189599
2001-07-25,1360.2580484779855
2001-07-26,1372.6869209525112
2001-07-27,1388.6312700686153
2001-07-30,1400.81096653363
2001-07-31,1410.4367972921846
2001-08-01,1409.784924797676
2001-08-02,1398.7597160095895
2001-08-03,1389.4354514938325
2001-08-06,1396.9325817635872
2001-08-07,1397.8458236515758
2001-08-08,1381.9642689336445
2001-08-09,1360.3927277239036
2001-08-10,1346.942769170757
2001-08-13,1357.5963210406067
2001-08-14,1372.805489271605
2001-08-15,1366.8707141426446
2001-08-16,1361.2618749820897
2001-08-17,1338.4570678845514
2001-08-20,1336.3053846775897
2001-08-21,1343.319560048718
2001-08-22,1348.2259178650793
2001-08-23,1354.4098500246205
2001-08-24,1375.286884261578
2001-08-27,1377.9432057302001
2001-08-28,1360.5817509254534
2001-08-29,1364.025633198267
2001-08-30,1340.2985582321203
2001-08-31,1342.6294616936732
2001-09-03,1327.8994770947766
2001-09-04,1340.0448302633379
2001-09-05,1327.5428267304724
2001-09-06,1307.2246940311616
2001-09-07,1277.6694466969439
2001-09-10,1259.710230545615
2001-09-11,1194.72054634582
2001-09-12,1192.0190677169587
2001-09-13,1199.4071584726066
2001-09-14,1141.5856591844051
2001-09-17,1163.640866948248
2001-09-18,1152.347507796334
2001-09-19,1119.0322680922777
2001-09-20,1063.7702238918355
2001-09-21,1027.899875948375
2001-09-24,1087.9112950786068
2001-09-25,1099.4536232701932
2001-09-26,1119.642077806804
2001-09-27,1140.1779318468523
2001-09-28,1171.4470578719893
2001-10-01,1148.6121419911879
2001-10-02,1164.554361955965
2001-10-03,1163.6723139239764
2001-10-04,1201.1435602686374
2001-10-05,1189.0613868824505
2001-10-08,1189.39032403322
2001-10-09,1187.9473998065207
2001-10-10,1217.6889768290278
2001-10-11,1233.4005498760666
2001-10-12,1229.8693938829501
2001-10-15,1200.0497381272585
2001-10-16,1209.0865850112634
2001-10-17,1225.8724637481641
2001-10-18,1207.2741107883894
2001-10-19,1182.52204648115
2001-10-22,1201.0519222491255
2001-10-23,1230.907192268465
2001-10-24,1238.1591041659594
2001-10-25,1215.7375998363016
2001-10-26,1239.621026547772
2001-10-29,1220.5732417945999
2001-10-30,1189.4176641268286
2001-10-31,1202.40200216319
2001-11-01,1208.8224175361543
2001-11-02,1202.9998168630325
2001-11-05,1227.9748435906108
2001-11-06,1218.3938091427494
2001-11-07,1232.3149598494763
2001-11-08,1257.8413392128477
2001-11-09,1247.33654196737
2001-11-12,1223.644422267978
2001-11-13,1260.730608285322
2001-11-14,1256.227422328016
2001-11-15,1250.42935961209
2001-11-16,1266.1335974634053
2001-11-19,1285.6624840597128
2001-11-20,1276.637725822464
2001-11-21,1275.581146984003
2001-11-22,1283.572042163144
2001-11-23,1284.1615457284586
2001-11-26,1272.1596859137946
2001-11-27,1259.548286768228
2001-11-28,1245.8006537385413
2001-11-29,1246.0121862986073
2001-11-30,1249.4277307224017
2001-12-03,1247.7492083617988
2001-12-04,1257.6271199268597
2001-12-05,1294.108378225762
2001-12-06,1298.5793521524536
2001-12-07,1285.889891637387
2001-12-10,1267.5122051994986
2001-12-11,1269.01456580535
2001-12-12,1253.358932422698
2001-12-13,1234.5068235141491
2001-12-14,1224.5596265520974
2001-12-17,1255.2184896340777
2001-12-18,1253.0673636521137
2001-12-19,1242.6971131530124
2001-12-20,1235.6179487949257
2001-12-21,1256.3862256739833
2001-12-24,1256.290162334468
2001-12-25,1256.290162334468
2001-12-26,1256.0045680942876
2001-12-27,1280.405222480148
2001-12-28,1291.7528825821885
2001-12-31,1291.7196501443213
2002-01-01,1291.7196501443213
2002-01-02,1278.8151185723682
2002-01-03,1299.9733751552455
2002-01-04,1305.0245521090649
2002-01-07,1291.2332013691982
2002-01-08,1286.8195372617884
2002-01-09,1290.1793590817854
2002-01-10,1276.9739733784725
2002-01-11,1283.754787257813
2002-01-14,1254.5523295446244
2002-01-15,1264.5356702851016
2002-01-16,1249.5497878930066
2002-01-17,1273.5887592146164
2002-01-18,1271.5531986168287
2002-01-21,1263.9140657249554
2002-01-22,1268.146584952886
2002-01-23,1281.006223115543
2002-01-24,1292.6767874730108
2002-01-25,1297.3942697167506
2002-01-28,1307.69598069589
2002-01-29,1288.6501296336069
2002-01-30,1274.2760660137803
2002-01-31,1290.7330941464236
2002-02-01,1294.7904104998117
2002-02-04,1281.7579090558672
2002-02-05,1261.3684289847426
2002-02-06,1247.0745791052946
2002-02-07,1250.7291184275823
2002-02-08,1248.6092214730515
2002-02-11,1259.0005549355046
2002-02-12,1257.7131722192255
2002-02-13,1263.0203126119636
2002-02-14,1275.1058486107718
2002-02-15,1263.9788524230025
2002-02-18,1258.3293367551523
2002-02-19,1233.6606926408926
2002-02-20,1231.0368244283015
2002-02-21,1247.9116851063036
2002-02-22,1237.025646261873
2002-02-25,1254.2705228823224
2002-02-26,1263.895504004251
2002-02-27,1286.8435974536178
2002-02-28,1294.0592890173166
2002-03-01,1303.30212458754
2002-03-04,1331.1300709355437
2002-03-05,1324.0902660053994
2002-03-06,1327.245172188925
2002-03-07,1333.7263080090065
2002-03-08,1344.2553889100525
2002-03-11,1342.7348292495121
2002-03-12,1337.4124318743675
2002-03-13,1334.9571205652635
2002-03-14,1335.1943563413831
2002-03-15,1348.511167202322
2002-03-18,1352.0456306508513
2002-03-19,1360.8531574400472
2002-03-20,1354.923305087766
2002-03-21,1348.5473936550075
2002-03-22,1357.2840466825123
2002-03-25,1347.3337908879262
2002-03-26,1355.3625687056524
2002-03-27,1356.7496863512845
2002-03-28,1372.8808913886162
2002-03-29,1372.8808913886162
2002-04-01,1373.1488233753744
2002-04-02,1367.82241792485
2002-04-03,1370.4385080249333
2002-04-04,1354.5994198217372
2002-04-05,1352.426398721204
2002-04-08,1336.0871393623538
2002-04-09,1338.2558414926093
2002-04-10,1350.7532999384769
2002-04-11,1336.129434391232
2002-04-12,1341.2438557016512
2002-04-15,1349.798932545956
2002-04-16,1373.267788922176
2002-04-17,1372.7764287033224
2002-04-18,1373.0293805182391
2002-04-19,1379.0091369587533
2002-04-22,1372.7227641358502
2002-04-23,1367.5523158290157
2002-04-24,1357.888166693407
2002-04-25,1334.74960007115
2002-04-26,1331.7106896206471
2002-04-29,1328.4748440155622
2002-04-30,1340.5026431137755
2002-05-01,1340.139639777001
2002-05-02,1336.294410246915
2002-05-03,1334.1430821945266
2002-05-06,1324.4905202435577
2002-05-07,1317.0497996596182
2002-05-08,1342.9935222738004
2002-05-09,1337.8860657178511
2002-05-10,1322.9871330006044
2002-05-13,1337.406488834655
2002-05-14,1355.2450511149013
2002-05-15,1357.8998508908587
2002-05-16,1352.4063532794926
2002-05-17,1347.842825293902
2002-05-20,1339.9878822493872
2002-05-21,1340.8024191146515
2002-05-22,1330.0288283216032
