Date,EAFE ex UK HIGH DIVIDEND YIELD
1999-05-25,1180.3176083190494
1999-05-26,1183.2502199487244
1999-05-27,1167.987612417262
1999-05-28,1170.0979675892108
1999-05-31,1178.2015842575881
1999-06-01,1172.6177570216814
1999-06-02,1179.367103580988
1999-06-03,1188.4020326373477
1999-06-04,1196.8217330911655
1999-06-07,1209.6505982896297
1999-06-08,1209.1613616823618
1999-06-09,1215.2599662801351
1999-06-10,1203.5619425385871
1999-06-11,1211.7634371004533
1999-06-14,1206.9987836220794
1999-06-15,1211.592496253167
1999-06-16,1223.4001419618164
1999-06-17,1232.274569429641
1999-06-18,1235.2337778353954
1999-06-21,1246.4926098572291
1999-06-22,1241.2834531530093
1999-06-23,1231.5910316045072
1999-06-24,1220.302624791908
1999-06-25,1213.4843375627222
1999-06-28,1217.2630138962784
1999-06-29,1224.133359971615
1999-06-30,1222.9288438300496
1999-07-01,1238.8453653047054
1999-07-02,1246.8118992311631
1999-07-05,1271.2508829225883
1999-07-06,1269.371215926109
1999-07-07,1261.9733864117045
1999-07-08,1263.5643912068963
1999-07-09,1270.7506473870533
1999-07-12,1272.2689628261066
1999-07-13,1254.5570261354785
1999-07-14,1255.2236508160904
1999-07-15,1264.7250047178466
1999-07-16,1258.15517797338
1999-07-19,1259.2304704218218
1999-07-20,1239.098816877072
1999-07-21,1224.4402781725541
1999-07-22,1213.6232592416006
1999-07-23,1200.2153159351128
1999-07-26,1180.8639242432032
1999-07-27,1188.4841015347065
1999-07-28,1192.8228274886665
1999-07-29,1166.0928206866645
1999-07-30,1180.8729468014722
1999-08-02,1180.6940340375684
1999-08-03,1179.2371872888957
1999-08-04,1177.0209392326724
1999-08-05,1157.3811246148248
1999-08-06,1155.8434088382446
1999-08-09,1169.5881578587528
1999-08-10,1154.3094702098938
1999-08-11,1158.60205625595
1999-08-12,1179.8896234784702
1999-08-13,1199.007157335754
1999-08-16,1205.9676121359341
1999-08-17,1209.3422308565673
1999-08-18,1212.1783269990583
1999-08-19,1201.4319962019194
1999-08-20,1214.7428477255237
1999-08-23,1225.8773343796436
1999-08-24,1232.6203156278132
1999-08-25,1246.9197215821796
1999-08-26,1246.7116300094813
1999-08-27,1245.2507377986922
1999-08-30,1243.3841699345921
1999-08-31,1217.8525070438511
1999-09-01,1229.0087639025576
1999-09-02,1208.7678704538905
1999-09-03,1231.3562654990353
1999-09-06,1240.5858296694596
1999-09-07,1237.319859883937
1999-09-08,1235.2910908226274
1999-09-09,1247.4770832628437
1999-09-10,1254.8715143837019
1999-09-13,1249.263431843594
1999-09-14,1242.1494045189415
1999-09-15,1233.1815016767284
1999-09-16,1222.554851143503
1999-09-17,1223.5605276614003
1999-09-20,1226.7208097771602
1999-09-21,1211.6217930416449
1999-09-22,1203.8705512471417
1999-09-23,1210.5609341482564
1999-09-24,1196.3104622776827
1999-09-27,1206.5204227795928
1999-09-28,1193.4544499264373
1999-09-29,1185.559529330014
1999-09-30,1189.8843725820477
1999-10-01,1184.8264415841181
1999-10-04,1198.2421159576522
1999-10-05,1204.7530643787231
1999-10-06,1209.7513969724228
1999-10-07,1219.4596564291965
1999-10-08,1219.9857433062227
1999-10-11,1216.2675020088175
1999-10-12,1205.2479706128322
1999-10-13,1196.363434121181
1999-10-14,1191.0918579729328
1999-10-15,1171.446373172085
1999-10-18,1161.8617291986982
1999-10-19,1184.493479967575
1999-10-20,1191.1488839744682
1999-10-21,1187.1292743304828
1999-10-22,1208.1026475680028
1999-10-25,1202.9179893339715
1999-10-26,1212.724131518602
1999-10-27,1208.29989387382
1999-10-28,1229.9712436042896
1999-10-29,1246.0936025291714
1999-11-01,1246.1935949597862
1999-11-02,1250.5286863073761
1999-11-03,1256.835359923405
1999-11-04,1269.64601986316
1999-11-05,1269.9869866915624
1999-11-08,1269.7381465469782
1999-11-09,1272.43949446747
1999-11-10,1279.707436362348
1999-11-11,1292.5275944344714
1999-11-12,1296.9455609856877
1999-11-15,1308.2671437500248
1999-11-16,1313.532141649779
1999-11-17,1315.750171858518
1999-11-18,1328.2577182058117
1999-11-19,1337.8101057622828
1999-11-22,1318.6855065522327
1999-11-23,1321.1327630609123
1999-11-24,1317.6464603388663
1999-11-25,1335.3001193853795
1999-11-26,1340.6816342884333
1999-11-29,1333.6592504380205
1999-11-30,1326.7068865748977
1999-12-01,1333.9481808265623
1999-12-02,1337.8832941250605
1999-12-03,1355.027188030025
1999-12-06,1344.2361607454313
1999-12-07,1343.0548090054642
1999-12-08,1337.6248352129307
1999-12-09,1346.7206681921373
1999-12-10,1347.297644996754
1999-12-13,1352.2210395883947
1999-12-14,1358.6881384478193
1999-12-15,1361.3126615217773
1999-12-16,1367.908127569132
1999-12-17,1373.4879697675628
1999-12-20,1379.0464749980458
1999-12-21,1377.769846211748
1999-12-22,1395.559099133411
1999-12-23,1417.5406786490653
1999-12-24,1422.942659489493
1999-12-27,1424.626740899826
1999-12-28,1426.3722613003097
1999-12-29,1428.968726592553
1999-12-30,1445.05048676606
1999-12-31,1445.05048676606
2000-01-03,1431.6911149251005
2000-01-04,1389.1656305128809
2000-01-05,1366.5676263326104
2000-01-06,1357.0364163172787
2000-01-07,1387.3398113913486
2000-01-10,1400.0700872341572
2000-01-11,1387.0354138290859
2000-01-12,1382.136018331742
2000-01-13,1386.3650480609338
2000-01-14,1409.7027594691501
2000-01-17,1415.3543633606134
2000-01-18,1389.970859201455
2000-01-19,1386.9199700465042
2000-01-20,1387.407173428458
2000-01-21,1373.0315148985626
2000-01-24,1363.0088475950988
2000-01-25,1343.4237888267335
2000-01-26,1354.929418577748
2000-01-27,1373.1713444020766
2000-01-28,1363.0834650711877
2000-01-31,1334.8554570422195
2000-02-01,1352.074412201937
2000-02-02,1364.0686754350822
2000-02-03,1387.712537988586
2000-02-04,1395.7589990618799
2000-02-07,1383.243484635355
2000-02-08,1408.652294451399
2000-02-09,1409.999189772506
2000-02-10,1404.2571171263826
2000-02-11,1397.1545881111276
2000-02-14,1392.8432113333213
2000-02-15,1374.4452387216556
2000-02-16,1389.350813479859
2000-02-17,1399.300243455261
2000-02-18,1389.678139830483
2000-02-21,1378.4909403988365
2000-02-22,1373.3055480550722
2000-02-23,1387.5961093874234
2000-02-24,1387.6041764562528
2000-02-25,1399.703385782706
2000-02-28,1384.096184004198
2000-02-29,1394.5208516380194
2000-03-01,1403.887581662134
2000-03-02,1423.7448658305502
2000-03-03,1435.0268257099476
2000-03-06,1441.2757417691819
2000-03-07,1440.4808785511818
2000-03-08,1430.4193394298097
2000-03-09,1419.8151684151594
2000-03-10,1426.735955954661
2000-03-13,1404.120843924519
2000-03-14,1406.0534074944048
2000-03-15,1385.2442729297159
2000-03-16,1425.728071841892
2000-03-17,1430.6933528388136
2000-03-20,1433.9940357885296
2000-03-21,1437.4606149837534
2000-03-22,1439.130550128057
2000-03-23,1427.8560173864435
2000-03-24,1451.0730345742904
2000-03-27,1449.8928276146946
2000-03-28,1464.6104395236578
2000-03-29,1466.3264664132244
2000-03-30,1442.9975792792056
2000-03-31,1448.7378191164998
2000-04-03,1433.244722551565
2000-04-04,1458.8167822671298
2000-04-05,1441.3953839371807
2000-04-06,1450.795470392252
2000-04-07,1450.1790375906876
2000-04-10,1449.073438822606
2000-04-11,1437.712406282526
2000-04-12,1442.3405006522205
2000-04-13,1450.6128636186738
2000-04-14,1426.5350122408124
2000-04-17,1401.6839517616845
2000-04-18,1414.195809671995
2000-04-19,1410.3111939286628
2000-04-20,1417.5538958472014
2000-04-21,1416.6823858807054
2000-04-24,1419.1315117844886
2000-04-25,1436.2024793578644
2000-04-26,1449.4434779264263
2000-04-27,1430.1068008813525
2000-04-28,1440.6223066860327
2000-05-01,1443.782115305937
2000-05-02,1462.5544910663218
2000-05-03,1449.737388194357
2000-05-04,1448.255269190571
2000-05-05,1456.8156654155582
2000-05-08,1448.8180951294103
2000-05-09,1433.0550038583451
2000-05-10,1424.981391067844
2000-05-11,1443.6256372395867
2000-05-12,1451.6423305182557
2000-05-15,1436.672318850743
2000-05-16,1464.859103215365
2000-05-17,1446.8884755603005
2000-05-18,1449.432442914577
2000-05-19,1426.7805936114946
2000-05-22,1414.4022401840432
2000-05-23,1426.0047890371654
2000-05-24,1411.7339613705833
2000-05-25,1426.6067100821954
2000-05-26,1409.3231787640489
2000-05-29,1418.814762756029
2000-05-30,1424.8302273020618
2000-05-31,1432.2143179024458
2000-06-01,1440.2562282365698
2000-06-02,1449.787995375539
2000-06-05,1450.0522058117847
2000-06-06,1447.7257138408359
2000-06-07,1451.6886569485773
2000-06-08,1447.559113161594
2000-06-09,1453.0983241427368
2000-06-12,1452.101269923441
2000-06-13,1458.7808424928132
2000-06-14,1467.487249030928
2000-06-15,1460.482172122712
2000-06-16,1455.0038202163842
2000-06-19,1451.9939580801001
2000-06-20,1450.3047682287397
2000-06-21,1447.2203073318497
2000-06-22,1447.7192449536108
2000-06-23,1446.7884416145425
2000-06-26,1452.2635538891848
2000-06-27,1452.4954592013414
2000-06-28,1462.2685889010738
2000-06-29,1449.248091600394
2000-06-30,1457.3540084573162
2000-07-03,1468.3819561169842
2000-07-04,1475.382898070138
2000-07-05,1468.705840374118
2000-07-06,1467.5255965344206
2000-07-07,1478.0579453470566
2000-07-10,1480.3249659952203
2000-07-11,1480.2873641161905
2000-07-12,1484.313712898922
2000-07-13,1485.7487826001377
2000-07-14,1489.3088867531253
2000-07-17,1490.5695243584464
2000-07-18,1487.2984277326211
2000-07-19,1492.3138495640724
2000-07-20,1500.9184944465164
2000-07-21,1488.7355419107269
2000-07-24,1492.0804706681326
2000-07-25,1484.0519453129693
2000-07-26,1488.0184423031972
2000-07-27,1485.509842939027
2000-07-28,1489.8072246132535
2000-07-31,1493.4824138375045
2000-08-01,1492.5559821855297
2000-08-02,1510.976597378206
2000-08-03,1510.23766306211
2000-08-04,1514.016145750659
2000-08-07,1536.312051252372
2000-08-08,1541.4221937993668
2000-08-09,1548.2591547881918
2000-08-10,1544.556369451552
2000-08-11,1550.8457824611844
2000-08-14,1556.108773545069
2000-08-15,1558.076696964832
2000-08-16,1567.1376013970132
2000-08-17,1562.420477322853
2000-08-18,1564.9726448428748
2000-08-21,1567.5815963005155
2000-08-22,1572.5429405334605
2000-08-23,1578.1574925811242
2000-08-24,1558.9232512336541
2000-08-25,1561.245930271037
2000-08-28,1561.1464524624178
2000-08-29,1561.7600301918126
2000-08-30,1553.7424965896946
2000-08-31,1542.9820000489922
2000-09-01,1547.634740639895
2000-09-04,1555.9514326708672
2000-09-05,1557.5752290542825
2000-09-06,1563.0394477192638
2000-09-07,1572.3008979132276
2000-09-08,1562.1680210442332
2000-09-11,1573.1318327542665
2000-09-12,1565.4549464996294
2000-09-13,1551.3218445031891
2000-09-14,1547.1795858509688
2000-09-15,1544.1802877443354
2000-09-18,1532.7486930333405
2000-09-19,1530.6616745908732
2000-09-20,1522.1596959555134
2000-09-21,1503.9649057530808
2000-09-22,1497.2514367802921
2000-09-25,1497.5065437418934
2000-09-26,1495.0317436676182
2000-09-27,1499.0082889158978
2000-09-28,1501.9719685888513
2000-09-29,1499.5154911755315
2000-10-02,1516.9818845135571
2000-10-03,1527.426438649834
2000-10-04,1525.5991245527691
2000-10-05,1535.441664903336
2000-10-06,1534.9981845569046
2000-10-09,1509.7280920033909
2000-10-10,1522.5996005164457
2000-10-11,1497.101738665667
2000-10-12,1502.2605253967565
2000-10-13,1500.3518896355981
2000-10-16,1500.5767531559668
2000-10-17,1500.6857790722922
2000-10-18,1485.6942319226957
2000-10-19,1507.5767548231975
2000-10-20,1518.1554238380568
2000-10-23,1522.905877843394
2000-10-24,1540.5984285830264
2000-10-25,1537.8113000146766
2000-10-26,1531.2509964595552
2000-10-27,1527.6139690048622
2000-10-30,1533.4490617559632
2000-10-31,1553.8259670685786
2000-11-01,1562.0048920708098
2000-11-02,1564.3607655197995
2000-11-03,1568.5019443053013
2000-11-06,1572.2285777015863
2000-11-07,1579.721913415498
2000-11-08,1574.2494769607963
2000-11-09,1566.5513849225206
2000-11-10,1558.217102136128
2000-11-13,1544.4083552366158
2000-11-14,1570.4775251378971
2000-11-15,1570.9846837260363
2000-11-16,1568.7488620967279
2000-11-17,1564.9734674850984
2000-11-20,1550.0522011344228
2000-11-21,1555.0501081522334
2000-11-22,1533.8187145020427
2000-11-23,1541.7054600446588
2000-11-24,1555.4081420284244
2000-11-27,1557.4362549658506
2000-11-28,1551.079105719459
2000-11-29,1543.6513107666074
2000-11-30,1517.9780579878613
2000-12-01,1529.5618083076854
2000-12-04,1501.6979129668166
2000-12-05,1527.2354782582727
2000-12-06,1521.6093155778901
2000-12-07,1518.73516219035
2000-12-08,1518.5762301602
2000-12-11,1532.1100577489444
2000-12-12,1533.0698789611758
2000-12-13,1530.8225499124214
2000-12-14,1506.0791409596313
2000-12-15,1487.497463732217
2000-12-18,1498.3315777518987
2000-12-19,1516.477042407347
2000-12-20,1488.8741211974507
2000-12-21,1485.4618454648885
2000-12-22,1492.3579647753227
2000-12-25,1493.31034375362
2000-12-26,1491.6810914241296
2000-12-27,1508.428246371924
2000-12-28,1521.3535520959877
2000-12-29,1517.8334040573036
2001-01-01,1517.8334040573036
2001-01-02,1512.5744995983696
2001-01-03,1508.4787843337458
2001-01-04,1530.2138247536805
2001-01-05,1525.7666019530595
2001-01-08,1525.8400622663773
2001-01-09,1520.2701461662498
2001-01-10,1509.299794362398
2001-01-11,1516.4123570001582
2001-01-12,1519.0219406163155
2001-01-15,1522.8739573134978
2001-01-16,1510.9822802428087
2001-01-17,1527.8734459454229
2001-01-18,1520.1352755291998
2001-01-19,1517.6282406203138
2001-01-22,1529.961450782952
2001-01-23,1527.5548743008533
2001-01-24,1538.3549333820085
2001-01-25,1549.7595528400423
2001-01-26,1547.309402858698
2001-01-29,1550.3247512291487
2001-01-30,1550.0340012861177
2001-01-31,1560.5549491932795
2001-02-01,1548.2000082035627
2001-02-02,1541.9773723147161
2001-02-05,1542.0073152692878
2001-02-06,1551.9112345228143
2001-02-07,1542.2686068980704
2001-02-08,1547.9958113352166
2001-02-09,1538.4723342946409
2001-02-12,1540.9733365194782
2001-02-13,1545.129433143011
2001-02-14,1540.231033546552
2001-02-15,1545.8446897755541
2001-02-16,1530.8771107611512
2001-02-19,1531.9334996804826
2001-02-20,1528.2974068037208
2001-02-21,1512.7242638239131
2001-02-22,1501.6139523606353
2001-02-23,1486.4820506866968
2001-02-26,1499.6152137128583
2001-02-27,1501.4271476359954
2001-02-28,1500.8836589554921
2001-03-01,1487.7685245811792
2001-03-02,1480.861600895504
2001-03-05,1487.9732327834308
2001-03-06,1497.3811936458162
2001-03-07,1502.5876155031533
2001-03-08,1499.8819617285053
2001-03-09,1496.6870834156327
2001-03-12,1473.7185620932635
2001-03-13,1458.0706286963784
2001-03-14,1435.971213882792
2001-03-15,1446.219707315212
2001-03-16,1425.8035632499732
2001-03-19,1418.5961720854166
2001-03-20,1426.5373928295112
2001-03-21,1409.5820372105075
2001-03-22,1359.7283974141612
2001-03-23,1375.6282435312557
2001-03-26,1412.0253509021516
2001-03-27,1433.5579539091168
2001-03-28,1426.644922126326
2001-03-29,1435.2230395268268
2001-03-30,1444.658194999151
2001-04-02,1443.0337133870657
2001-04-03,1414.1903296547964
2001-04-04,1413.3360170794026
2001-04-05,1435.5450700722045
2001-04-06,1434.989190976384
2001-04-09,1449.9796292951955
2001-04-10,1474.3533708260404
2001-04-11,1482.8832616956315
2001-04-12,1488.3452336923326
2001-04-13,1487.3828136631132
2001-04-16,1490.0683144448892
2001-04-17,1489.4684381782577
2001-04-18,1512.5027607631312
2001-04-19,1509.581597578769
2001-04-20,1497.9808708863634
2001-04-23,1487.5397322351089
2001-04-24,1501.3669830194513
2001-04-25,1497.3527155060337
2001-04-26,1507.4955900948164
2001-04-27,1523.4154444992128
2001-04-30,1533.2874178592308
2001-05-01,1534.2271373267317
2001-05-02,1526.494586762269
2001-05-03,1508.5425259849646
2001-05-04,1508.2164519985338
2001-05-07,1517.7885731136128
2001-05-08,1518.6321649457755
2001-05-09,1516.8471769378284
2001-05-10,1542.476241876054
2001-05-11,1540.4453456280596
2001-05-14,1531.7864572994156
2001-05-15,1538.1606852875168
2001-05-16,1537.3368430830183
2001-05-17,1555.546194098404
2001-05-18,1564.6913876469698
2001-05-21,1572.481787536197
2001-05-22,1575.0466408811567
2001-05-23,1572.321645925438
2001-05-24,1579.2094598121535
2001-05-25,1569.7192479364996
2001-05-28,1572.3792865735356
2001-05-29,1567.9882214751574
2001-05-30,1558.3723199253443
2001-05-31,1562.5973808528254
2001-06-01,1560.1881135568779
2001-06-04,1563.605185107266
2001-06-05,1576.4485415880013
2001-06-06,1572.2280301348578
2001-06-07,1567.2823712442673
2001-06-08,1567.5266282159703
2001-06-11,1563.6927365564156
2001-06-12,1544.1931386564597
2001-06-13,1554.6165818169716
2001-06-14,1540.385034599903
2001-06-15,1530.80285087746
2001-06-18,1512.780634027536
2001-06-19,1517.3708834189426
2001-06-20,1511.262068632635
2001-06-21,1507.3753568231969
2001-06-22,1513.959104968397
2001-06-25,1517.4896713006663
2001-06-26,1500.5539285426803
2001-06-27,1493.8327397294543
2001-06-28,1507.422488602606
2001-06-29,1527.173088925388
2001-07-02,1541.1650781370006
2001-07-03,1531.29477513678
2001-07-04,1528.1825870921678
2001-07-05,1523.4359468214416
2001-07-06,1488.435317108134
2001-07-09,1485.5010613490674
2001-07-10,1477.9452670563057
2001-07-11,1460.8882314085276
2001-07-12,1470.6076145207817
2001-07-13,1481.876453152568
2001-07-16,1477.5259583970603
2001-07-17,1470.1594329607062
2001-07-18,1444.6111098932047
2001-07-19,1459.4145117696635
2001-07-20,1451.1543472847293
2001-07-23,1458.3151561366974
2001-07-24,1440.6557198815508
2001-07-25,1419.02335818729
2001-07-26,1428.025424622036
2001-07-27,1445.968793853708
2001-07-30,1459.2322906990926
2001-07-31,1471.807014641653
2001-08-01,1476.2867907909474
2001-08-02,1468.7254080246682
2001-08-03,1455.282218749826
2001-08-06,1465.4914681447747
2001-08-07,1467.8816514736095
2001-08-08,1452.5409865325803
2001-08-09,1426.6895262225644
2001-08-10,1413.6095001041608
2001-08-13,1421.7587302964587
2001-08-14,1438.802739032033
2001-08-15,1431.6693721277054
2001-08-16,1421.068106693152
2001-08-17,1401.562735188595
2001-08-20,1399.2655575571212
2001-08-21,1406.6548324894788
2001-08-22,1407.7266893572883
2001-08-23,1413.7954967462697
2001-08-24,1434.8774014395105
2001-08-27,1437.9290737320187
2001-08-28,1420.841541077294
2001-08-29,1423.9287747651408
2001-08-30,1398.9874205968447
2001-08-31,1396.4322468507096
2001-09-03,1379.474318807155
2001-09-04,1395.776713043374
2001-09-05,1377.1155668139534
2001-09-06,1352.319355324672
2001-09-07,1320.2512567049941
2001-09-10,1306.5542978477733
2001-09-11,1243.7584625117
2001-09-12,1230.6233136329115
2001-09-13,1241.1764156544996
2001-09-14,1184.0904405428382
2001-09-17,1198.2010153937251
2001-09-18,1186.8213286621697
2001-09-19,1161.8485894519763
2001-09-20,1113.723478321265
2001-09-21,1082.3326884561782
2001-09-24,1138.6249461267978
2001-09-25,1149.2736202455617
2001-09-26,1163.4156853882005
2001-09-27,1179.5612000050355
2001-09-28,1213.7732716212631
2001-10-01,1192.7570341198757
2001-10-02,1206.5772384091529
2001-10-03,1203.111446755375
2001-10-04,1240.3739400273726
2001-10-05,1233.2108974055811
2001-10-08,1230.441799782781
2001-10-09,1233.1044741471187
2001-10-10,1262.1063883838588
2001-10-11,1279.9020213681733
2001-10-12,1275.2297914853275
2001-10-15,1247.0133765866317
2001-10-16,1261.6329349449484
2001-10-17,1283.0441206784087
2001-10-18,1261.691644054536
2001-10-19,1239.9007387204824
2001-10-22,1259.2801503290864
2001-10-23,1290.9259151592162
2001-10-24,1299.0601792226375
2001-10-25,1275.097792682347
2001-10-26,1299.2016010760774
2001-10-29,1276.4641003396755
2001-10-30,1246.0306423964503
2001-10-31,1261.3824842018932
2001-11-01,1268.0513060410858
2001-11-02,1262.8263890547862
2001-11-05,1289.4738164458595
2001-11-06,1286.6392437076404
2001-11-07,1297.8810714554575
2001-11-08,1326.3786832872347
2001-11-09,1314.3451689281692
2001-11-12,1293.122014177163
2001-11-13,1331.7233637993536
2001-11-14,1331.4212660676812
2001-11-15,1333.6408320186417
2001-11-16,1341.7586130750126
2001-11-19,1361.4095936980857
2001-11-20,1349.641410167381
2001-11-21,1345.1692157401767
2001-11-22,1352.8479844117517
2001-11-23,1353.954514951017
2001-11-26,1345.7343633001376
2001-11-27,1333.676102676211
2001-11-28,1317.9757622394714
2001-11-29,1316.66364403004
2001-11-30,1323.0626013877513
2001-12-03,1320.1952588948018
2001-12-04,1329.4744524670652
2001-12-05,1365.7700871962022
2001-12-06,1366.1722422452053
2001-12-07,1355.4141986725783
2001-12-10,1338.6605851767633
2001-12-11,1338.3928249580308
2001-12-12,1325.4421385977307
2001-12-13,1303.2958524885817
2001-12-14,1291.3914320734084
2001-12-17,1319.1775047525919
2001-12-18,1317.9724287406718
2001-12-19,1311.0134350207115
2001-12-20,1303.7935506956892
2001-12-21,1324.1781781006405
2001-12-24,1327.816921442207
2001-12-25,1328.36454251312
2001-12-26,1327.2515524425064
2001-12-27,1348.1165521308228
2001-12-28,1359.8257248609852
2001-12-31,1357.901337648085
2002-01-01,1357.901337648085
2002-01-02,1345.532189480513
2002-01-03,1365.6572462786291
2002-01-04,1371.6220826078231
2002-01-07,1358.092739983612
2002-01-08,1352.139220028539
2002-01-09,1352.1600999661198
2002-01-10,1338.608642113076
2002-01-11,1344.4527296913777
2002-01-14,1316.3836864545258
2002-01-15,1326.6660934105219
2002-01-16,1315.3711408915874
2002-01-17,1335.7067457726282
2002-01-18,1332.7361068641285
2002-01-21,1328.5431228322202
2002-01-22,1333.5411416081538
2002-01-23,1342.1660354905
2002-01-24,1354.8616062952995
2002-01-25,1361.7959141987337
2002-01-28,1372.120559704806
2002-01-29,1358.44113499477
2002-01-30,1340.3123570146347
2002-01-31,1353.0241490417793
2002-02-01,1354.4214433598463
2002-02-04,1342.4775295777672
2002-02-05,1321.1399640665077
2002-02-06,1307.4714155416068
2002-02-07,1311.2126799823693
2002-02-08,1312.9025536246768
2002-02-11,1322.9557336682046
2002-02-12,1321.2010064711155
2002-02-13,1328.7011759434297
2002-02-14,1344.2658402142256
2002-02-15,1331.9264520157728
2002-02-18,1326.746140136752
2002-02-19,1301.920343638091
2002-02-20,1298.5438555064259
2002-02-21,1313.1594174806762
2002-02-22,1299.9754799689063
2002-02-25,1316.4397316099419
2002-02-26,1326.3442657340343
2002-02-27,1347.2255782344591
2002-02-28,1353.6791059949835
2002-03-01,1362.6692208148386
2002-03-04,1391.927742620027
2002-03-05,1386.3678758489034
2002-03-06,1388.3735837723998
2002-03-07,1396.5841510715861
2002-03-08,1404.591885862154
2002-03-11,1400.4518646705087
2002-03-12,1394.2070247791899
2002-03-13,1390.54172381229
2002-03-14,1390.7111741297933
2002-03-15,1402.0301837298873
2002-03-18,1408.8291443702028
2002-03-19,1417.5588323846277
2002-03-20,1411.8633824207734
2002-03-21,1404.7233484680062
2002-03-22,1412.750689956023
2002-03-25,1404.133691185332
2002-03-26,1406.6032454468682
2002-03-27,1410.720543814059
2002-03-28,1427.6317394517084
2002-03-29,1427.2418443132533
2002-04-01,1424.8882870512816
2002-04-02,1416.5226259303788
2002-04-03,1417.6741895099722
2002-04-04,1403.63866654913
2002-04-05,1401.6477305467934
2002-04-08,1384.3890064512057
2002-04-09,1386.0798032286955
2002-04-10,1398.4116086890333
2002-04-11,1384.387851198677
2002-04-12,1390.622013670694
2002-04-15,1398.4196118395937
2002-04-16,1419.614748118254
2002-04-17,1422.3020009100385
2002-04-18,1422.480977342787
2002-04-19,1428.9551471640118
2002-04-22,1422.263296456754
2002-04-23,1418.0487307352146
2002-04-24,1408.0908556996674
2002-04-25,1386.3799861429186
2002-04-26,1382.7036973221116
2002-04-29,1375.4660984924133
2002-04-30,1385.4807974020694
2002-05-01,1384.8069128606235
2002-05-02,1381.5676182426437
2002-05-03,1376.7323376326397
2002-05-06,1368.263732964864
2002-05-07,1362.0508337005776
2002-05-08,1387.959548995147
2002-05-09,1384.0240548861623
2002-05-10,1370.9283141541941
2002-05-13,1382.411475995865
2002-05-14,1400.601192551341
2002-05-15,1406.0002965174613
2002-05-16,1402.4814939760322
2002-05-17,1398.0610417917999
2002-05-20,1389.4600490860037
2002-05-21,1390.3207126149232
