Date,KOKUSAI HIGH DIVIDEND YIELD
2001-10-29,836.8285182623023
2001-10-30,818.9867378645469
2001-10-31,827.4508427707894
2001-11-01,834.5149514777429
2001-11-02,836.2626117270919
2001-11-05,851.872020897073
2001-11-06,853.8848668437695
2001-11-07,855.3228396433452
2001-11-08,867.3615088387875
2001-11-09,864.5687278015561
2001-11-12,853.2744148041256
2001-11-13,876.4038194186984
2001-11-14,871.1215278043455
2001-11-15,869.9393589443309
2001-11-16,871.7435750718402
2001-11-19,883.3024220108617
2001-11-20,878.2742990234456
2001-11-21,879.3666926608652
2001-11-22,880.3299724422454
2001-11-23,884.1889437156059
2001-11-26,879.2662620818927
2001-11-27,871.4531054863902
2001-11-28,859.4316906932324
2001-11-29,863.4014921555382
2001-11-30,858.8912464317308
2001-12-03,858.6296523183248
2001-12-04,865.2333861315832
2001-12-05,884.1435280275292
2001-12-06,882.2556410778166
2001-12-07,877.1114861696228
2001-12-10,869.6248418487988
2001-12-11,866.4679448694162
2001-12-12,861.3086045896448
2001-12-13,852.0577149241825
2001-12-14,845.767523281117
2001-12-17,858.3001935995361
2001-12-18,862.6872144947597
2001-12-19,865.7154926866098
2001-12-20,860.9710647317102
2001-12-21,872.9285958504989
2001-12-24,880.9562325725999
2001-12-25,880.9562325725999
2001-12-26,883.5581949610855
2001-12-27,888.5527101806035
2001-12-28,895.441346273815
2001-12-31,886.9870107560649
2002-01-01,886.9870107560649
2002-01-02,875.6601432816148
2002-01-03,886.7930845595292
2002-01-04,893.2399526896726
2002-01-07,889.6690289033506
2002-01-08,887.0372851531903
2002-01-09,885.9905857081061
2002-01-10,880.8804459549959
2002-01-11,879.8692695836983
2002-01-14,868.9965386354388
2002-01-15,878.3200412783575
2002-01-16,873.0896328391808
2002-01-17,880.3404528152964
2002-01-18,875.3424523160546
2002-01-21,875.785061906091
2002-01-22,877.0425439949577
2002-01-23,883.9334459850713
2002-01-24,892.2008199094792
2002-01-25,900.6410784283485
2002-01-28,907.7181293385963
2002-01-29,891.3330053233724
2002-01-30,888.1737047309165
2002-01-31,900.817886182135
2002-02-01,900.6852958782304
2002-02-04,887.9425727829274
2002-02-05,876.2825283549429
2002-02-06,870.2336579096979
2002-02-07,872.1184994814538
2002-02-08,874.5417693055715
2002-02-11,879.6131882592721
2002-02-12,881.0852190248174
2002-02-13,889.7945629242366
2002-02-14,898.5876522404045
2002-02-15,892.3432407564413
2002-02-18,892.1444272535333
2002-02-19,877.9444994820643
2002-02-20,879.774956417207
2002-02-21,882.102994845306
2002-02-22,879.8311547494872
2002-02-25,896.3403035165827
2002-02-26,902.1053001382446
2002-02-27,909.6784473187317
2002-02-28,908.1562598840464
2002-03-01,920.3658227697107
2002-03-04,934.0635451615001
2002-03-05,928.9953557696291
2002-03-06,932.0576375861478
2002-03-07,930.8651513091468
2002-03-08,934.7798563971126
2002-03-11,936.0539644512154
2002-03-12,936.7948691653021
2002-03-13,933.3829116535741
2002-03-14,929.3672789780737
2002-03-15,938.1365532070956
2002-03-18,941.1456392078182
2002-03-19,945.8972047303772
2002-03-20,939.2899777260033
2002-03-21,938.410261412425
2002-03-22,940.9268088059032
2002-03-25,934.4584362883785
2002-03-26,938.5164594136202
2002-03-27,943.6220041576053
2002-03-28,949.8610208591815
2002-03-29,949.8610208591815
2002-04-01,945.546841604798
2002-04-02,943.507043537074
2002-04-03,940.713249912229
2002-04-04,934.6227200433996
2002-04-05,937.5821305406928
2002-04-08,936.0701569178811
2002-04-09,934.3811039967476
2002-04-10,943.8212564915535
2002-04-11,928.3229757772623
2002-04-12,932.8532185399831
2002-04-15,932.7896103926666
2002-04-16,945.3664005669385
2002-04-17,944.1157802674892
2002-04-18,941.8147126866897
2002-04-19,946.4952329989877
2002-04-22,940.1535330070884
2002-04-23,937.4421186550115
2002-04-24,933.9038501811659
2002-04-25,924.0324480662698
2002-04-26,919.4096673276584
2002-04-29,912.6895611753288
2002-04-30,921.2786530019422
2002-05-01,920.6743118225005
2002-05-02,927.6128574819741
2002-05-03,921.5978726628329
2002-05-06,911.916789706152
2002-05-07,907.5775294998905
2002-05-08,924.3934043856359
2002-05-09,919.1829834898713
2002-05-10,909.8685800460149
2002-05-13,921.9606261911298
2002-05-14,936.2470060255715
2002-05-15,932.3281364434337
2002-05-16,932.402413071676
2002-05-17,923.424371411206
2002-05-20,916.7053303794347
2002-05-21,917.8587271081524
2002-05-22,911.0358365938175
2002-05-23,919.6108470019539
2002-05-24,914.851324760403
2002-05-27,917.6910365586061
2002-05-28,905.5101368291622
2002-05-29,902.3854950720915
2002-05-30,891.8581300877679
2002-05-31,898.6397074426546
2002-06-03,885.5212521063967
2002-06-04,875.3604543893069
2002-06-05,875.656921088626
2002-06-06,863.9181421146094
2002-06-07,861.4128557268691
2002-06-10,861.48561106571
2002-06-11,862.2797199198453
2002-06-12,855.3050032853823
2002-06-13,847.978930214909
2002-06-14,832.5290063564087
2002-06-17,855.1886886868045
2002-06-18,852.6643425457949
2002-06-19,838.4144054406594
2002-06-20,824.6574507131747
2002-06-21,817.1641063593727
2002-06-24,802.8457536417615
2002-06-25,811.0365962906619
2002-06-26,791.7155819189597
2002-06-27,801.5094819444474
2002-06-28,814.8938345981167
2002-07-01,813.0025526180492
2002-07-02,797.9220623161766
2002-07-03,787.8493425916183
2002-07-04,794.3313514645665
2002-07-05,819.0620572231469
2002-07-08,811.4691529312529
2002-07-09,797.9142216817361
2002-07-10,777.5714515055448
2002-07-11,759.4623824103915
2002-07-12,752.6348699396332
2002-07-15,722.2563418336234
2002-07-16,713.8081235568694
2002-07-17,727.5478318582561
2002-07-18,725.1830725834823
2002-07-19,694.4534311102955
2002-07-22,668.5252716305752
2002-07-23,663.3688714770906
2002-07-24,672.5310150848858
2002-07-25,687.3088961415519
2002-07-26,699.2317788203288
2002-07-29,736.8849278568581
2002-07-30,732.4963256069512
2002-07-31,747.2547293548041
2002-08-01,718.5334566306627
2002-08-02,714.2849958916355
2002-08-05,696.4890765238
2002-08-06,725.9565758847872
2002-08-07,726.1165901334227
2002-08-08,749.1662106694024
2002-08-09,755.7391563995271
2002-08-12,744.5039375240068
2002-08-13,742.9757458003887
2002-08-14,741.223954139383
2002-08-15,757.3604412407351
2002-08-16,754.2886385322189
2002-08-19,773.2743917624194
2002-08-20,764.3209449546433
2002-08-21,767.4140934260297
2002-08-22,782.8005708825588
2002-08-23,770.8819259964531
2002-08-26,772.8539941623832
2002-08-27,776.8749801507299
2002-08-28,757.6957958122899
2002-08-29,748.6199099597583
2002-08-30,754.3564437664425
2002-09-02,747.8960504023264
2002-09-03,714.910149699092
2002-09-04,718.6711766836227
2002-09-05,715.0049894789777
2002-09-06,731.2488543514899
2002-09-09,730.6977772961492
2002-09-10,743.8634665129891
2002-09-11,750.3239537947519
2002-09-12,728.505598110673
2002-09-13,722.1774767920905
2002-09-16,725.5155672567902
2002-09-17,715.8580978396533
2002-09-18,697.4519583360787
2002-09-19,681.3252028688885
2002-09-20,680.8743062052979
2002-09-23,667.2301111631513
2002-09-24,656.1622038464951
2002-09-25,665.0070818713235
2002-09-26,689.242424779405
2002-09-27,679.277683394598
2002-09-30,656.2135488598028
2002-10-01,674.5019636843228
2002-10-02,673.8005211159353
2002-10-03,664.2009816734168
2002-10-04,652.283131356612
2002-10-07,645.9580065131299
2002-10-08,642.3673730557458
2002-10-09,627.8561428060201
2002-10-10,644.0985159933514
2002-10-11,668.5423029587645
2002-10-14,667.4136279922494
2002-10-15,701.0746425779349
2002-10-16,692.4726709240558
2002-10-17,713.951684983958
2002-10-18,714.0528451701143
2002-10-21,719.9404952109077
2002-10-22,710.0219571959982
2002-10-23,702.0470675925318
2002-10-24,707.8414328782856
2002-10-25,706.938094967714
2002-10-28,707.1382260201405
2002-10-29,686.794292646065
2002-10-30,698.8207188668226
2002-10-31,699.2706151967586
2002-11-01,698.424302857745
2002-11-04,710.4083999375943
2002-11-05,713.8172310356841
2002-11-06,712.3906886590296
2002-11-07,695.141138592648
2002-11-08,688.3287944029918
2002-11-11,683.7305781486026
2002-11-12,684.1855590891
2002-11-13,678.7562110611244
2002-11-14,690.6574034618374
2002-11-15,695.4996113406856
2002-11-18,696.9112055824825
2002-11-19,694.607088216689
2002-11-20,700.2098637758519
2002-11-21,717.0194394513018
2002-11-22,717.0966678387048
2002-11-25,718.7378108897511
2002-11-26,706.1245723475525
2002-11-27,721.1562870577477
2002-11-28,722.7448461096037
2002-11-29,721.9988820170395
2002-12-02,720.0835361757696
2002-12-03,711.008955062569
2002-12-04,706.0717791082501
2002-12-05,700.9859924116237
2002-12-06,699.204737630767
2002-12-09,688.8031845721376
2002-12-10,692.2869881741717
2002-12-11,696.327176214385
2002-12-12,687.0953429904008
2002-12-13,679.7128708423447
2002-12-16,697.2203928507477
2002-12-17,687.3316162603817
2002-12-18,679.3777912762852
2002-12-19,677.2079139300762
2002-12-20,684.3959300650017
2002-12-23,686.3598165743573
2002-12-24,684.4741601491685
2002-12-25,684.4741601491685
2002-12-26,683.766528683065
2002-12-27,666.9470273805979
2002-12-30,671.0649943573616
2002-12-31,672.3278580804746
2003-01-01,672.3278580804746
2003-01-02,694.6092214366083
2003-01-03,693.1333955112082
2003-01-06,701.29884274839
2003-01-07,696.2377327578025
2003-01-08,689.6088358559124
2003-01-09,692.696400648726
2003-01-10,690.3615514180318
2003-01-13,687.4569694328155
2003-01-14,687.7328997599151
2003-01-15,679.9913600084998
2003-01-16,679.5296507994044
2003-01-17,668.7824711590973
2003-01-20,663.5513103861402
2003-01-21,653.5295973234853
2003-01-22,643.6415775419684
2003-01-23,639.2136390638625
2003-01-24,627.1684534333473
2003-01-27,611.339459235764
2003-01-28,615.0979636084529
2003-01-29,617.6444203002485
2003-01-30,623.9875813668575
2003-01-31,630.700784180764
2003-02-03,639.7811540998604
2003-02-04,624.3090020857144
2003-02-05,628.94911787369
2003-02-06,618.7816331146498
2003-02-07,614.7090814573053
2003-02-10,616.6002004375842
2003-02-11,621.6423734222834
2003-02-12,611.5139811725198
2003-02-13,607.6513980275649
2003-02-14,615.9428550679578
2003-02-17,623.513649003493
2003-02-18,632.4243069845614
2003-02-19,623.4627586650683
2003-02-20,616.2437527521143
2003-02-21,622.5672914841128
2003-02-24,616.7193834617635
2003-02-25,610.4717569882813
2003-02-26,604.4166860799705
2003-02-27,610.5737485116313
2003-02-28,614.4000161381518
2003-03-03,613.4505002734188
2003-03-04,602.251633434394
2003-03-05,600.3085713298416
2003-03-06,594.3602766828491
2003-03-07,587.9510733642499
2003-03-10,575.9209951013478
2003-03-11,575.0115025342559
2003-03-12,564.1465968602857
2003-03-13,589.1296714080947
2003-03-14,603.2184343262879
2003-03-17,621.8463747661117
2003-03-18,624.9692193717202
2003-03-19,633.465801778612
2003-03-20,631.1923360364021
2003-03-21,648.7204769294319
2003-03-24,625.1923543722327
2003-03-25,630.3313233781041
2003-03-26,631.7113764308529
2003-03-27,623.8719966702738
2003-03-28,620.1133204646611
2003-03-31,600.3723326501558
2003-04-01,608.8960386151907
2003-04-02,625.534396866781
2003-04-03,628.4311662530621
2003-04-04,635.8052972924299
2003-04-07,648.1918902376271
2003-04-08,641.5257455885551
2003-04-09,637.2530294923546
2003-04-10,630.4172120919886
2003-04-11,633.9296638210434
2003-04-14,640.2773514237455
2003-04-15,647.8427601380511
2003-04-16,638.6172875977329
2003-04-17,641.8244591664604
2003-04-18,641.8244591664604
2003-04-21,642.132262627182
2003-04-22,646.7257399903281
2003-04-23,654.7513172150691
2003-04-24,644.9313058995327
2003-04-25,636.5478708929027
2003-04-28,649.0309451274894
2003-04-29,648.1197198578494
2003-04-30,644.1697689412633
2003-05-01,639.6722581243952
2003-05-02,648.5671483072948
2003-05-05,647.2948073428648
2003-05-06,651.105884106321
2003-05-07,645.7860696100665
2003-05-08,634.4296262335503
2003-05-09,638.9575530665884
2003-05-12,642.3652143508856
2003-05-13,642.7470366607475
2003-05-14,643.9117139481905
2003-05-15,649.6396020329686
2003-05-16,649.710453612712
2003-05-19,630.1843229113081
2003-05-20,633.7152346332977
2003-05-21,632.0858113900406
2003-05-22,638.3483183538777
2003-05-23,636.200601467207
2003-05-26,633.0267416368808
2003-05-27,639.3060599225522
2003-05-28,647.9233455548743
2003-05-29,643.9887032455296
2003-05-30,648.4271456258132
2003-06-02,659.0334689057822
2003-06-03,660.1830265319903
2003-06-04,669.1843807215158
2003-06-05,663.480502955305
2003-06-06,675.1518252329857
2003-06-09,665.5686889994474
2003-06-10,671.3785725750482
2003-06-11,679.3428865179279
2003-06-12,683.5800086824946
2003-06-13,675.673927547038
2003-06-16,683.2967257264064
2003-06-17,688.2014534395685
2003-06-18,694.2723619793867
2003-06-19,685.4847637589219
2003-06-20,691.6006593186493
2003-06-23,686.6879710555098
2003-06-24,685.3454312622968
2003-06-25,683.1935265110217
2003-06-26,688.4844112068229
2003-06-27,686.9123910740514
2003-06-30,679.7751628411634
2003-07-01,672.8303475723095
2003-07-02,683.3762652002345
2003-07-03,682.6853288263475
2003-07-04,683.1746045162148
2003-07-07,698.3121593269274
2003-07-08,697.4774808340711
2003-07-09,689.8744496096517
2003-07-10,681.8954930113276
2003-07-11,689.9588299092356
2003-07-14,696.9250219043398
2003-07-15,691.2442995568505
2003-07-16,687.9798247401019
2003-07-17,686.044076928645
2003-07-18,689.1898990046824
2003-07-21,678.6484681175147
2003-07-22,682.1143323415098
2003-07-23,678.9453215095033
2003-07-24,680.8672102114061
2003-07-25,680.4628210680213
2003-07-28,685.9083238294743
2003-07-29,681.114149784457
2003-07-30,685.0013909308483
2003-07-31,692.3901450638355
2003-08-01,685.8731950803306
2003-08-04,683.0456468635122
2003-08-05,679.3356945745574
2003-08-06,675.9581981298462
2003-08-07,678.7817002592708
2003-08-08,686.6222623611197
2003-08-11,689.346578113191
2003-08-12,694.8587090667494
2003-08-13,693.4339986859153
2003-08-14,700.7282675480576
2003-08-15,701.2313810193259
2003-08-18,708.6626868343265
2003-08-19,710.6227896079546
2003-08-20,710.1953302641281
2003-08-21,718.3983529632857
2003-08-22,718.0919920306197
2003-08-25,714.8851558570316
2003-08-26,711.7184272082703
2003-08-27,713.440704824828
2003-08-28,715.6882374654351
2003-08-29,711.9233786115767
2003-09-01,715.2484816349223
2003-09-02,724.4753864486424
2003-09-03,731.9161894180215
2003-09-04,727.8303410112853
2003-09-05,719.4510878080689
2003-09-08,721.7872907562953
2003-09-09,712.1478361578523
2003-09-10,706.4849249808664
2003-09-11,708.735081795727
2003-09-12,703.6968061688347
2003-09-15,703.7628636244857
2003-09-16,713.9136432500783
2003-09-17,712.8835752405004
2003-09-18,717.9194097225628
2003-09-19,710.7286913758372
2003-09-22,699.3892335107164
2003-09-23,697.8609718824453
2003-09-24,696.7834245228215
2003-09-25,691.7246793218611
2003-09-26,689.5097613577094
2003-09-29,686.8526671890523
2003-09-30,676.443145064961
2003-10-01,685.2282324953691
2003-10-02,689.4543078151681
2003-10-03,699.7685234834883
2003-10-06,699.9808154194283
2003-10-07,694.9348144006627
2003-10-08,690.6586051452945
2003-10-09,699.3512823227387
2003-10-10,696.3037148518786
2003-10-13,707.9232403214439
2003-10-14,706.534372892166
2003-10-15,712.1248606124002
2003-10-16,710.0720698378657
2003-10-17,709.7068432132545
2003-10-20,710.4094501153552
2003-10-21,709.3515990765052
2003-10-22,697.038552603436
2003-10-23,694.7477840413133
2003-10-24,693.1691929954751
2003-10-27,696.691242840744
2003-10-28,704.839071199324
2003-10-29,706.0894051832023
2003-10-30,708.0930049714212
2003-10-31,712.1006544870969
2003-11-03,724.0217900685147
2003-11-04,720.657783236849
2003-11-05,719.990269762309
2003-11-06,722.4558678454474
2003-11-07,724.5265792886962
2003-11-10,720.9980706706358
2003-11-11,718.6424934034624
2003-11-12,717.8230928019855
2003-11-13,717.6350364575858
2003-11-14,716.0431190781683
2003-11-17,707.498692877545
2003-11-18,700.933422621516
2003-11-19,699.7830320417664
2003-11-20,697.8399777172947
2003-11-21,698.4917524491892
2003-11-24,711.5922524374471
2003-11-25,712.8050984061388
2003-11-26,709.6754378552737
2003-11-27,711.8343376746651
2003-11-28,707.5324589598315
2003-12-01,716.8709172440126
2003-12-02,710.7030835602583
2003-12-03,712.0450774042537
2003-12-04,714.6778862713708
2003-12-05,709.4543243460589
2003-12-08,709.1657483921425
2003-12-09,710.4578133055807
2003-12-10,707.1154140000001
2003-12-11,713.6225046485655
2003-12-12,710.8379139297016
2003-12-15,709.713580756193
2003-12-16,710.0635332161769
2003-12-17,711.0768337492126
2003-12-18,717.3171618879863
2003-12-19,719.546992387072
2003-12-22,718.0124567830692
2003-12-23,720.3710517642418
2003-12-24,720.0461679449597
2003-12-25,720.0461679449597
2003-12-26,721.168107938351
2003-12-29,725.1765682308649
2003-12-30,726.5438188568295
2003-12-31,726.3458366766558
2004-01-01,726.3458366766558
2004-01-02,730.7491337881546
2004-01-05,733.251342591761
2004-01-06,731.2820815424985
2004-01-07,729.6301402231458
2004-01-08,731.2040955129698
2004-01-09,721.7050320674972
2004-01-12,724.4779160799516
2004-01-13,723.7640730459896
2004-01-14,730.9640154361178
2004-01-15,732.7251517248276
2004-01-16,742.8564166869858
2004-01-19,743.3600749590303
2004-01-20,737.6005111620592
2004-01-21,742.2418434818616
2004-01-22,738.2612537303744
2004-01-23,736.8713474866358
2004-01-26,743.0882831932893
2004-01-27,738.6538101994133
2004-01-28,739.0752646091516
2004-01-29,744.5690509343654
2004-01-30,739.3939743912099
2004-02-02,739.0687523273452
2004-02-03,735.1654911868354
2004-02-04,733.9793961266629
2004-02-05,730.589449974289
2004-02-06,731.0777769576024
2004-02-09,736.9020876159733
2004-02-10,737.8223060259603
2004-02-11,742.8734825067655
2004-02-12,737.2108868547534
2004-02-13,737.198018362915
2004-02-16,738.8031471563675
2004-02-17,742.7239192207535
2004-02-18,741.1397910141507
2004-02-19,749.707285604954
2004-02-20,749.9625939603867
2004-02-23,751.885968798997
2004-02-24,746.2122897876086
2004-02-25,753.0858866682613
2004-02-26,757.952946977334
2004-02-27,759.3462681247486
2004-03-01,765.8207796366415
2004-03-02,770.1670127847301
2004-03-03,774.204271150746
2004-03-04,774.1795008588135
2004-03-05,767.6345233565335
2004-03-08,771.2152773546338
2004-03-09,764.8347102164156
2004-03-10,765.6964990599641
2004-03-11,749.3715206208981
2004-03-12,754.0301670381444
2004-03-15,744.2836249230236
2004-03-16,745.3602431501257
2004-03-17,758.4724330701108
2004-03-18,748.0214198619213
2004-03-19,748.0998721739747
2004-03-22,736.2631851117576
2004-03-23,739.558212166809
2004-03-24,740.0412761256911
2004-03-25,746.9927064445769
2004-03-26,751.1211084041411
2004-03-29,757.0414923955067
2004-03-30,759.470510188031
2004-03-31,755.1078822420866
2004-04-01,758.3843123568399
2004-04-02,770.5189670708086
2004-04-05,780.0230380540642
2004-04-06,780.1691329342042
2004-04-07,772.8878975705892
2004-04-08,776.558697884795
2004-04-09,776.558697884795
2004-04-12,780.1197967089598
2004-04-13,784.2410093805788
2004-04-14,775.706475655177
2004-04-15,776.2707821471068
2004-04-16,778.5173446593383
2004-04-19,779.0244589188279
2004-04-20,781.0190830649099
2004-04-21,779.0849210762624
2004-04-22,785.3927233893713
2004-04-23,787.5044535657082
2004-04-26,787.4948929347084
2004-04-27,786.7625620420046
2004-04-28,779.8020333476593
2004-04-29,770.6920440336614
2004-04-30,765.9869590537227
2004-05-03,772.7953459835209
2004-05-04,772.3473680960658
2004-05-05,772.3293846251598
2004-05-06,767.7034719281311
2004-05-07,765.9020939901761
2004-05-10,751.3237410716093
2004-05-11,757.9620543383307
2004-05-12,754.5024953295231
2004-05-13,758.7004700526718
2004-05-14,757.8232594849649
2004-05-17,744.4148891677435
2004-05-18,749.0431062819699
2004-05-19,752.2437372518804
2004-05-20,753.5726377478306
2004-05-21,753.179184350599
2004-05-24,757.2343555766771
2004-05-25,757.4586599763293
2004-05-26,761.4478295718422
2004-05-27,758.4518855272966
2004-05-28,758.5206008150105
2004-05-31,759.3545293069649
2004-06-01,758.2820743395246
2004-06-02,758.84671807064
2004-06-03,758.6930133441421
2004-06-04,761.7993462162494
2004-06-07,767.2067536230148
2004-06-08,769.4191632045982
2004-06-09,772.1215193245256
2004-06-10,775.5047101631178
2004-06-11,777.6729597854378
2004-06-14,765.9788882271506
2004-06-15,770.7499033718901
2004-06-16,779.0630858230984
2004-06-17,779.449896129622
2004-06-18,778.7348206130059
2004-06-21,778.8970533336503
2004-06-22,775.4708112667164
2004-06-23,779.4907289126588
2004-06-24,777.3746275383289
2004-06-25,775.0456933527499
2004-06-28,776.4821475767195
2004-06-29,776.3972105870507
