Date,EAFE ex JAPAN HIGH DIVIDEND YIELD
1999-05-07,1253.8109647750218
1999-05-10,1251.4514251380403
1999-05-11,1255.1156920965486
1999-05-12,1255.2327852290016
1999-05-13,1264.4207680871527
1999-05-14,1240.9296126019185
1999-05-17,1220.184549640467
1999-05-18,1225.2310019126837
1999-05-19,1227.397574391498
1999-05-20,1235.579905772824
1999-05-21,1238.0445262253943
1999-05-24,1237.505661479015
1999-05-25,1225.0440875370664
1999-05-26,1232.1145554161262
1999-05-27,1223.9229444715115
1999-05-28,1223.6667246351496
1999-05-31,1225.9874581114386
1999-06-01,1227.1231678434617
1999-06-02,1240.4795287984389
1999-06-03,1247.823851357658
1999-06-04,1259.985098301893
1999-06-07,1272.8570113249073
1999-06-08,1264.5201452127437
1999-06-09,1266.2963355112238
1999-06-10,1255.8195251394438
1999-06-11,1271.5089419710864
1999-06-14,1268.765550381958
1999-06-15,1268.2873858624257
1999-06-16,1284.5728465939142
1999-06-17,1289.9006125734595
1999-06-18,1290.6438147549532
1999-06-21,1305.4141988201163
1999-06-22,1299.4641066723946
1999-06-23,1288.747911552001
1999-06-24,1278.050633485732
1999-06-25,1269.4248358195664
1999-06-28,1277.352830992208
1999-06-29,1276.39673148966
1999-06-30,1277.8248225419604
1999-07-01,1304.687623580537
1999-07-02,1312.7954076595092
1999-07-05,1335.3786297777808
1999-07-06,1338.2540618752198
1999-07-07,1330.6349493716698
1999-07-08,1332.5988784155838
1999-07-09,1336.8698769991129
1999-07-12,1337.0594379913844
1999-07-13,1314.627764195029
1999-07-14,1317.4840773574126
1999-07-15,1329.4426105424081
1999-07-16,1324.9273987271106
1999-07-19,1321.9440101698883
1999-07-20,1296.0710913644825
1999-07-21,1279.0618289651395
1999-07-22,1271.9161080518425
1999-07-23,1255.6773749652734
1999-07-26,1235.2700813449287
1999-07-27,1246.0064687289926
1999-07-28,1251.6464456211722
1999-07-29,1228.8802372617238
1999-07-30,1244.5080779143752
1999-08-02,1248.5637161278864
1999-08-03,1250.0044469814336
1999-08-04,1250.6521819594745
1999-08-05,1229.7583667271126
1999-08-06,1230.7428649480905
1999-08-09,1244.0398872195672
1999-08-10,1222.7954021354997
1999-08-11,1232.007253856637
1999-08-12,1254.515847831295
1999-08-13,1272.4382553246403
1999-08-16,1277.456068620787
1999-08-17,1274.6979941728891
1999-08-18,1278.0630648687802
1999-08-19,1264.1959122621938
1999-08-20,1275.8743703114728
1999-08-23,1295.290724137302
1999-08-24,1296.2172395153484
1999-08-25,1303.3809905237852
1999-08-26,1303.9781141403062
1999-08-27,1300.6186085036588
1999-08-30,1298.8943379486718
1999-08-31,1274.1308692003147
1999-09-01,1282.9806328513068
1999-09-02,1264.0077504446524
1999-09-03,1285.4816836950602
1999-09-06,1293.2961597432427
1999-09-07,1291.4907196116346
1999-09-08,1290.0024162319164
1999-09-09,1302.978830296616
1999-09-10,1307.0449722813237
1999-09-13,1303.8357929257538
1999-09-14,1293.42820072686
1999-09-15,1279.9468414044893
1999-09-16,1269.4816430514086
1999-09-17,1271.7295097216518
1999-09-20,1267.351475183617
1999-09-21,1248.7825966358603
1999-09-22,1239.1488870218334
1999-09-23,1241.1143032563696
1999-09-24,1228.6095848411976
1999-09-27,1248.121398142448
1999-09-28,1235.8839688358744
1999-09-29,1222.4023878703558
1999-09-30,1221.9575554940072
1999-10-01,1219.954290357006
1999-10-04,1232.7259224941558
1999-10-05,1238.2880159043175
1999-10-06,1237.279029601332
1999-10-07,1242.126358949407
1999-10-08,1238.996081967239
1999-10-11,1235.494663583953
1999-10-12,1220.122674880159
1999-10-13,1209.5639661650714
1999-10-14,1205.4768529138512
1999-10-15,1180.9693983607988
1999-10-18,1171.4078484386014
1999-10-19,1191.3035849909354
1999-10-20,1197.442088987376
1999-10-21,1188.1632164907362
1999-10-22,1212.226456906042
1999-10-25,1207.2963387967875
1999-10-26,1220.479724481976
1999-10-27,1215.6875870325318
1999-10-28,1236.6271674428247
1999-10-29,1247.3611356963017
1999-11-01,1250.0933562121375
1999-11-02,1249.7467414446787
1999-11-03,1250.6140348366205
1999-11-04,1261.8296136193262
1999-11-05,1258.8935740034922
1999-11-08,1256.6589778514624
1999-11-09,1259.9171552550106
1999-11-10,1262.864210940015
1999-11-11,1269.4142404638174
1999-11-12,1272.9185856235356
1999-11-15,1281.3822002002157
1999-11-16,1290.8507202268843
1999-11-17,1291.6155622544895
1999-11-18,1297.340753323114
1999-11-19,1294.2156684633696
1999-11-22,1283.4139678451522
1999-11-23,1292.890026895762
1999-11-24,1293.1978374158314
1999-11-25,1299.5364116924575
1999-11-26,1301.7337824179253
1999-11-29,1304.4078102339663
1999-11-30,1290.0444630577897
1999-12-01,1299.839673955981
1999-12-02,1298.3424145455397
1999-12-03,1306.8598227050015
1999-12-06,1291.007378582608
1999-12-07,1286.117081932057
1999-12-08,1276.5081584484724
1999-12-09,1285.2085213132534
1999-12-10,1296.9862942522047
1999-12-13,1305.190862883998
1999-12-14,1313.974953658898
1999-12-15,1318.6434315509948
1999-12-16,1322.9247470862504
1999-12-17,1330.3547982802934
1999-12-20,1326.9190920941674
1999-12-21,1326.4616859557968
1999-12-22,1334.0624746534568
1999-12-23,1348.8040087605107
1999-12-24,1353.5915358719244
1999-12-27,1355.1881101553972
1999-12-28,1357.0028369153194
1999-12-29,1362.709650767159
1999-12-30,1376.4796293268257
1999-12-31,1376.4796293268257
2000-01-03,1364.6953259293427
2000-01-04,1321.2304623282332
2000-01-05,1305.0964778179641
2000-01-06,1304.1595599946681
2000-01-07,1324.4521843018872
2000-01-10,1334.3340006193241
2000-01-11,1315.7420232440234
2000-01-12,1306.9580280106559
2000-01-13,1307.3626782789763
2000-01-14,1319.5073607191887
2000-01-17,1314.8403693204796
2000-01-18,1293.1833864410708
2000-01-19,1289.513064562516
2000-01-20,1281.7196270653683
2000-01-21,1281.3835768322542
2000-01-24,1281.1025222587791
2000-01-25,1253.848068744731
2000-01-26,1260.0094591863476
2000-01-27,1273.10285366073
2000-01-28,1260.9220422313465
2000-01-31,1240.2393045206275
2000-02-01,1244.7575100739605
2000-02-02,1251.564550134384
2000-02-03,1255.9220062623613
2000-02-04,1249.3206700616374
2000-02-07,1246.2358599548168
2000-02-08,1263.4960446466132
2000-02-09,1257.9161160246806
2000-02-10,1257.513656953782
2000-02-11,1241.5033157192142
2000-02-14,1237.592669430271
2000-02-15,1230.848083815673
2000-02-16,1261.1394577798744
2000-02-17,1273.934256143
2000-02-18,1261.6381259651662
2000-02-21,1256.4801874741868
2000-02-22,1243.4571914135709
2000-02-23,1251.0124990391723
2000-02-24,1242.0981518405783
2000-02-25,1258.0746429517699
2000-02-28,1258.1528199845343
2000-02-29,1277.0967092745661
2000-03-01,1275.887176745971
2000-03-02,1279.4776623851633
2000-03-03,1281.4235415112203
2000-03-06,1276.8653225755336
2000-03-07,1274.317134358239
2000-03-08,1274.3090280643416
2000-03-09,1258.9035537629265
2000-03-10,1256.377791079672
2000-03-13,1242.4361591407858
2000-03-14,1257.2008243350067
2000-03-15,1255.1682083560893
2000-03-16,1304.3862611538657
2000-03-17,1295.827682833195
2000-03-20,1291.728681152268
2000-03-21,1300.2044632008756
2000-03-22,1304.4419946041905
2000-03-23,1295.4000271824566
2000-03-24,1320.1415800605635
2000-03-27,1320.1300953008904
2000-03-28,1327.830797454045
2000-03-29,1336.764976402657
2000-03-30,1327.2960062092068
2000-03-31,1333.6780122452285
2000-04-03,1336.380492241793
2000-04-04,1370.840712708298
2000-04-05,1343.499345979945
2000-04-06,1336.9393664510385
2000-04-07,1336.2228530295633
2000-04-10,1335.7997271927131
2000-04-11,1332.9685894167553
2000-04-12,1341.6306552365268
2000-04-13,1346.4378858159253
2000-04-14,1332.8635992694374
2000-04-17,1307.3066467832884
2000-04-18,1316.8546503248633
2000-04-19,1321.1493191932138
2000-04-20,1329.3724840451641
2000-04-21,1329.3724840451641
2000-04-24,1329.3247704133798
2000-04-25,1358.365891646447
2000-04-26,1362.8394922794694
2000-04-27,1350.7774768869915
2000-04-28,1357.3260576219145
2000-05-01,1358.15517246192
2000-05-02,1372.996743118038
2000-05-03,1373.1591029547685
2000-05-04,1373.6416439514317
2000-05-05,1369.8604309224504
2000-05-08,1370.44490688586
2000-05-09,1362.0038920868103
2000-05-10,1353.4928468271596
2000-05-11,1365.4969642745052
2000-05-12,1374.9466671865594
2000-05-15,1365.1161575844096
2000-05-16,1385.444829045829
2000-05-17,1374.621342120434
2000-05-18,1376.6161922563733
2000-05-19,1362.5890689378161
2000-05-22,1358.3750027330323
2000-05-23,1355.5465122738697
2000-05-24,1350.4540439565653
2000-05-25,1354.8958788644857
2000-05-26,1336.7633679925593
2000-05-29,1345.1166114844582
2000-05-30,1350.697417608917
2000-05-31,1351.3132426743575
2000-06-01,1359.478831699521
2000-06-02,1362.943173175446
2000-06-05,1367.0260933491318
2000-06-06,1366.040849711362
2000-06-07,1366.372708453354
2000-06-08,1358.8693259802506
2000-06-09,1358.949908866892
2000-06-12,1356.1444035741822
2000-06-13,1355.7254220443933
2000-06-14,1363.357829531977
2000-06-15,1360.173474595059
2000-06-16,1352.9234478972048
2000-06-19,1347.938178775798
2000-06-20,1348.371500401137
2000-06-21,1343.0642629860388
2000-06-22,1344.6952669285083
2000-06-23,1342.9239514195522
2000-06-26,1349.034393589991
2000-06-27,1345.1747839390955
2000-06-28,1356.6601859360942
2000-06-29,1353.383936159042
2000-06-30,1361.8343873253662
2000-07-03,1371.6164176556008
2000-07-04,1374.1394029968617
2000-07-05,1360.691629674115
2000-07-06,1360.827759265012
2000-07-07,1372.7212513457632
2000-07-10,1374.1292824641657
2000-07-11,1380.9812798416392
2000-07-12,1391.7185472404867
2000-07-13,1391.0344197453792
2000-07-14,1396.9647412247864
2000-07-17,1396.574358095671
2000-07-18,1393.896794102407
2000-07-19,1398.7726604143209
2000-07-20,1410.5866363228795
2000-07-21,1399.835451188702
2000-07-24,1402.710298763295
2000-07-25,1400.7246236789993
2000-07-26,1399.3871973780967
2000-07-27,1395.3637452162404
2000-07-28,1403.3748147424117
2000-07-31,1408.574010807231
2000-08-01,1411.981275415703
2000-08-02,1429.278222617187
2000-08-03,1427.8214918902293
2000-08-04,1436.133426724481
2000-08-07,1456.1560205437436
2000-08-08,1462.886753300263
2000-08-09,1472.7909264970917
2000-08-10,1463.1346212615388
2000-08-11,1472.3293214498467
2000-08-14,1480.738630060361
2000-08-15,1484.2279548443726
2000-08-16,1491.8532694222024
2000-08-17,1485.8417240134645
2000-08-18,1491.6287483762735
2000-08-21,1498.0079214922246
2000-08-22,1507.1519738831453
2000-08-23,1510.726209844949
2000-08-24,1492.7881361061022
2000-08-25,1485.4311264198238
2000-08-28,1488.4798273179172
2000-08-29,1487.0764872780612
2000-08-30,1480.58937644866
2000-08-31,1473.1387113890178
2000-09-01,1472.0587244899796
2000-09-04,1479.2780102040222
2000-09-05,1482.3441984282645
2000-09-06,1490.2071081571241
2000-09-07,1489.499387431958
2000-09-08,1477.175867808608
2000-09-11,1484.8928104467886
2000-09-12,1472.9886741401558
2000-09-13,1461.3189106615994
2000-09-14,1466.2763615253155
2000-09-15,1456.8407546092953
2000-09-18,1448.7478505995416
2000-09-19,1445.6675072468697
2000-09-20,1441.4609479124495
2000-09-21,1429.322370843202
2000-09-22,1431.4331818006926
2000-09-25,1432.7305269707376
2000-09-26,1430.2999025149024
2000-09-27,1438.5630888255612
2000-09-28,1444.8160995807573
2000-09-29,1451.9380067536413
2000-10-02,1459.6697553201902
2000-10-03,1467.927481787714
2000-10-04,1473.5669185254844
2000-10-05,1484.8296733381492
2000-10-06,1483.402208568736
2000-10-09,1461.3363637905718
2000-10-10,1455.6113707479265
2000-10-11,1434.4886663458362
2000-10-12,1444.8592367659921
2000-10-13,1447.9974125958163
2000-10-16,1457.0093259800024
2000-10-17,1454.577374703124
2000-10-18,1449.4146911996188
2000-10-19,1465.738647962771
2000-10-20,1476.455769204858
2000-10-23,1487.6704391546323
2000-10-24,1501.2452332363505
2000-10-25,1503.2201230042074
2000-10-26,1494.9977492388605
2000-10-27,1493.6612043507603
2000-10-30,1502.9540942845688
2000-10-31,1527.1317122572611
2000-11-01,1530.2429613401089
2000-11-02,1538.8536294311245
2000-11-03,1541.078424534879
2000-11-06,1541.7122561448887
2000-11-07,1544.072471789644
2000-11-08,1543.4820921400596
2000-11-09,1541.3038791425693
2000-11-10,1534.5382529204655
2000-11-13,1523.4588205801738
2000-11-14,1543.372045680012
2000-11-15,1542.2587049141807
2000-11-16,1540.7532261120134
2000-11-17,1539.5205489787602
2000-11-20,1531.5604133920187
2000-11-21,1536.2911980921958
2000-11-22,1510.8570146574318
2000-11-23,1512.17831267512
2000-11-24,1526.26413725756
2000-11-27,1532.589747789667
2000-11-28,1522.8232138159303
2000-11-29,1510.66075080037
2000-11-30,1490.713624364427
2000-12-01,1504.1717708246808
2000-12-04,1485.9835685100993
2000-12-05,1505.5563338517206
2000-12-06,1496.014386704568
2000-12-07,1493.3640920783484
2000-12-08,1502.7111651469868
2000-12-11,1526.3593649966956
2000-12-12,1523.1449401320042
2000-12-13,1525.170117908808
2000-12-14,1500.2130548563412
2000-12-15,1480.2079646438995
2000-12-18,1496.3981646559075
2000-12-19,1519.3102798035186
2000-12-20,1489.4455892722133
2000-12-21,1485.292373561329
2000-12-22,1481.614609846274
2000-12-25,1481.614609846274
2000-12-26,1479.30983059474
2000-12-27,1501.2140942065819
2000-12-28,1510.8980455252415
2000-12-29,1502.6865921051049
2001-01-01,1502.6865921051049
2001-01-02,1492.9195616904562
2001-01-03,1491.5233806954936
2001-01-04,1515.7592701379087
2001-01-05,1513.9046670922114
2001-01-08,1515.2716247348603
2001-01-09,1513.382151603977
2001-01-10,1502.1241157725844
2001-01-11,1504.6748463207455
2001-01-12,1500.1581123449223
2001-01-15,1503.574276791864
2001-01-16,1490.1042166597017
2001-01-17,1510.415901166156
2001-01-18,1496.676835828807
2001-01-19,1490.8938722741514
2001-01-22,1501.7161467554786
2001-01-23,1505.257249545178
2001-01-24,1518.4530140236793
2001-01-25,1523.5856843243992
2001-01-26,1521.4074456116473
2001-01-29,1528.732270555822
2001-01-30,1530.346198133698
2001-01-31,1526.9642470291321
2001-02-01,1518.7623874256124
2001-02-02,1518.5066038597624
2001-02-05,1519.6613458379709
2001-02-06,1531.2011224402881
2001-02-07,1518.1305447832003
2001-02-08,1521.162287312838
2001-02-09,1507.8596041855128
2001-02-12,1516.1724667012816
2001-02-13,1525.7729956100402
2001-02-14,1526.8531881478705
2001-02-15,1534.9590096781985
2001-02-16,1515.5064266832119
2001-02-19,1511.2713476569002
2001-02-20,1506.1785463964457
2001-02-21,1497.223501151685
2001-02-22,1492.3622906017538
2001-02-23,1480.7883667944957
2001-02-26,1475.7833895975
2001-02-27,1469.2542227059748
2001-02-28,1471.9670228329624
2001-03-01,1470.325793194409
2001-03-02,1465.91298663054
2001-03-05,1476.502971869291
2001-03-06,1477.8730186334851
2001-03-07,1484.2901771511756
2001-03-08,1483.2228996612344
2001-03-09,1475.3234133627195
2001-03-12,1455.8274384341048
2001-03-13,1438.2665217981444
2001-03-14,1415.191902858397
2001-03-15,1433.594237967333
2001-03-16,1406.39228228186
2001-03-19,1397.1230460062673
2001-03-20,1408.5985983622754
2001-03-21,1388.7367910573748
2001-03-22,1342.5270080626146
2001-03-23,1358.8426263212625
2001-03-26,1394.7912353562062
2001-03-27,1426.0753994590145
2001-03-28,1417.865247784791
2001-03-29,1434.0966735680827
2001-03-30,1438.0305584227908
2001-04-02,1440.0005027233003
2001-04-03,1412.9296149468983
2001-04-04,1414.0484804929706
2001-04-05,1434.6992046860553
2001-04-06,1434.904840779262
2001-04-09,1453.6782985007972
2001-04-10,1477.9196002352355
2001-04-11,1482.0511080476638
2001-04-12,1480.4915080206483
2001-04-13,1480.4915080206483
2001-04-16,1485.7109633107643
2001-04-17,1482.7066333415264
2001-04-18,1506.7448551579357
2001-04-19,1503.5981851391236
2001-04-20,1492.1983773809075
2001-04-23,1483.1663786799159
2001-04-24,1495.7655044918602
2001-04-25,1491.1624054622728
2001-04-26,1493.3390729325145
2001-04-27,1513.960831877885
2001-04-30,1521.3339644579232
2001-05-01,1518.778754072222
2001-05-02,1509.7166478807803
2001-05-03,1489.0935723858083
2001-05-04,1496.115319292383
2001-05-07,1504.2961469956267
2001-05-08,1507.9059189421844
2001-05-09,1505.229050456066
2001-05-10,1529.200101788302
2001-05-11,1529.596534945845
2001-05-14,1508.868774605996
2001-05-15,1521.383223669109
2001-05-16,1522.8267306674377
2001-05-17,1535.8361391765127
2001-05-18,1544.5159945515677
2001-05-21,1553.3627642038127
2001-05-22,1557.7049649509304
2001-05-23,1553.1101800781555
2001-05-24,1558.0095350855465
2001-05-25,1554.384786697082
2001-05-28,1554.5371421609389
2001-05-29,1551.7995181661768
2001-05-30,1542.1624418630474
2001-05-31,1550.0934967440212
2001-06-01,1550.6569655467358
2001-06-04,1557.5316012346277
2001-06-05,1563.2927596330567
2001-06-06,1555.300574765292
2001-06-07,1555.0485353238687
2001-06-08,1557.0610687933124
2001-06-11,1546.9840887282826
2001-06-12,1529.8505642175298
2001-06-13,1540.9849194138662
2001-06-14,1529.9520084717685
2001-06-15,1519.6878321516622
2001-06-18,1504.692376065361
2001-06-19,1512.223413659134
2001-06-20,1512.4629971352663
2001-06-21,1514.344750800201
2001-06-22,1521.0356680067794
2001-06-25,1520.7238680528744
2001-06-26,1503.7341099463742
2001-06-27,1508.5469445818492
2001-06-28,1525.4447957164823
2001-06-29,1538.6942280918772
2001-07-02,1554.5596667468171
2001-07-03,1542.23092121159
2001-07-04,1541.1487930823334
2001-07-05,1539.5874383365506
2001-07-06,1509.2264109345278
2001-07-09,1503.4035479044392
2001-07-10,1497.2880348421145
2001-07-11,1482.0684299741379
2001-07-12,1497.8213829646356
2001-07-13,1507.6036251798575
2001-07-16,1502.08123232731
2001-07-17,1494.2950452044256
2001-07-18,1472.2377473481486
2001-07-19,1486.7476986743015
2001-07-20,1478.6860040221657
2001-07-23,1482.4203921884473
2001-07-24,1463.5160222048778
2001-07-25,1439.922034651887
2001-07-26,1446.7925081017152
2001-07-27,1464.8755623299778
2001-07-30,1474.5863734979696
2001-07-31,1490.4287830849592
2001-08-01,1494.4895210533182
2001-08-02,1494.4405221307647
2001-08-03,1485.7043012099496
2001-08-06,1491.0059109733968
2001-08-07,1492.605927569624
2001-08-08,1477.2973406517756
2001-08-09,1453.7351431622437
2001-08-10,1445.6142351624303
2001-08-13,1450.0124524229973
2001-08-14,1463.6200816487371
2001-08-15,1455.6143919387887
2001-08-16,1445.6168516931223
2001-08-17,1428.4055465272102
2001-08-20,1430.6956232345378
2001-08-21,1441.338492141958
2001-08-22,1440.0250079254558
2001-08-23,1445.2215056152115
2001-08-24,1463.7299444712414
2001-08-27,1466.8498108090612
2001-08-28,1456.6269547073919
2001-08-29,1458.0842932821315
2001-08-30,1434.610755114944
2001-08-31,1432.8559176148779
2001-09-03,1422.951903665329
2001-09-04,1442.5744134761783
2001-09-05,1433.239157679678
2001-09-06,1409.5755512766073
2001-09-07,1371.5104537732425
2001-09-10,1359.2178145130497
2001-09-11,1282.8203104490508
2001-09-12,1291.9044203931812
2001-09-13,1304.8191871214203
2001-09-14,1245.9034910053285
2001-09-17,1259.0684743081647
2001-09-18,1250.6334512529097
2001-09-19,1218.5192127329458
2001-09-20,1169.2292932907524
2001-09-21,1137.5653032598234
2001-09-24,1189.3395359644455
2001-09-25,1202.1273777533956
2001-09-26,1220.9522528377793
2001-09-27,1235.1684864684369
2001-09-28,1269.3856828734613
2001-10-01,1252.202028848044
2001-10-02,1263.4316675636555
2001-10-03,1270.0556752501084
2001-10-04,1308.3730044107913
2001-10-05,1305.8784170026372
2001-10-08,1299.1489848314227
2001-10-09,1295.3521914054086
2001-10-10,1318.0126338344496
2001-10-11,1333.902467039401
2001-10-12,1329.428428039299
2001-10-15,1304.080432858517
2001-10-16,1310.4016303614305
2001-10-17,1334.3986845352104
2001-10-18,1314.7747409576468
2001-10-19,1293.0398278690632
2001-10-22,1305.2150743966738
2001-10-23,1337.7907485728774
2001-10-24,1345.3633017065554
2001-10-25,1324.683191001104
2001-10-26,1347.40045202509
2001-10-29,1323.778374040196
2001-10-30,1296.1628664049645
2001-10-31,1311.5846073816328
2001-11-01,1315.8315895564751
2001-11-02,1318.0097890056584
2001-11-05,1343.6555881818026
2001-11-06,1343.737646390726
2001-11-07,1352.0377563211964
2001-11-08,1372.4828018973428
2001-11-09,1360.4680380723416
2001-11-12,1339.4193222335487
2001-11-13,1375.610005425224
2001-11-14,1380.4701126891694
2001-11-15,1381.2352073533593
2001-11-16,1389.5197697303229
2001-11-19,1409.295622661455
2001-11-20,1398.7630488265688
2001-11-21,1404.2639477243526
2001-11-22,1405.4484158805276
2001-11-23,1403.8593104939775
2001-11-26,1399.1385530525438
2001-11-27,1386.2439192835468
2001-11-28,1372.5006333299275
2001-11-29,1374.0507822902432
2001-11-30,1376.4398363699302
2001-12-03,1368.9010973947045
2001-12-04,1379.3184262862508
2001-12-05,1416.2289667473424
2001-12-06,1426.2604231334983
2001-12-07,1412.562069922444
2001-12-10,1396.0433837785272
2001-12-11,1394.3460081231078
2001-12-12,1379.4153818821394
2001-12-13,1362.3166597320528
2001-12-14,1352.7491413244882
2001-12-17,1379.584124607673
2001-12-18,1381.6901258206287
2001-12-19,1372.5975110381246
2001-12-20,1363.3325997004322
2001-12-21,1384.5287384663754
2001-12-24,1392.4192260977704
2001-12-25,1392.4192260977704
2001-12-26,1394.420832621412
2001-12-27,1410.9296675384367
2001-12-28,1423.6934358129267
2001-12-31,1417.4141570124532
2002-01-01,1417.4141570124532
2002-01-02,1402.4799061859787
2002-01-03,1425.024443528785
2002-01-04,1435.1443740399604
2002-01-07,1425.0519597977745
2002-01-08,1421.912200455164
2002-01-09,1421.8230272806807
2002-01-10,1408.829311066181
2002-01-11,1413.3907441523158
2002-01-14,1387.6209872257764
2002-01-15,1397.8048542777356
2002-01-16,1390.3066797774402
2002-01-17,1410.1747459001683
2002-01-18,1404.2735125000036
2002-01-21,1403.8072670696206
2002-01-22,1407.2166313758787
2002-01-23,1414.675731738272
2002-01-24,1429.586339651962
2002-01-25,1434.3299936350024
2002-01-28,1446.8887617783953
2002-01-29,1431.981918035583
2002-01-30,1415.9801629720405
2002-01-31,1433.1702846032942
2002-02-01,1433.741357554104
2002-02-04,1421.0920851688904
2002-02-05,1402.405920583464
2002-02-06,1387.3007987526835
2002-02-07,1393.5859632850795
2002-02-08,1395.4318292970881
2002-02-11,1406.6253554771145
2002-02-12,1405.6966857466261
2002-02-13,1415.8441881222716
2002-02-14,1430.4192538129487
2002-02-15,1416.4504798160901
2002-02-18,1411.517706470048
2002-02-19,1388.3572389219103
2002-02-20,1381.2103316315324
2002-02-21,1393.126793962948
2002-02-22,1378.6045188402688
2002-02-25,1397.0805360080235
2002-02-26,1406.938300001479
2002-02-27,1418.850304320586
2002-02-28,1418.1426216722164
2002-03-01,1430.9293618506815
2002-03-04,1457.215207314534
2002-03-05,1450.958917012462
2002-03-06,1452.2974359959385
2002-03-07,1459.513188006117
2002-03-08,1468.3840369261118
2002-03-11,1463.1802708093735
2002-03-12,1455.4735532674422
2002-03-13,1456.756397973155
2002-03-14,1458.2675029891477
2002-03-15,1471.8732911960165
2002-03-18,1479.4722568356194
2002-03-19,1486.2454504316604
2002-03-20,1480.0910080176984
2002-03-21,1476.848170234532
2002-03-22,1483.4374538588338
2002-03-25,1475.0595079554412
2002-03-26,1478.3167128038656
2002-03-27,1483.9689121520528
2002-03-28,1500.9499546786137
2002-03-29,1500.9499546786137
2002-04-01,1500.9862372837977
2002-04-02,1489.7108723819142
2002-04-03,1491.0593561193689
2002-04-04,1478.8262872412133
2002-04-05,1482.8008394065942
2002-04-08,1468.0595606004579
2002-04-09,1472.8900575130037
2002-04-10,1486.9095855657845
2002-04-11,1471.5170119910172
2002-04-12,1483.3432771681728
2002-04-15,1488.9007178145048
2002-04-16,1507.0177626513755
2002-04-17,1507.5841456982928
2002-04-18,1506.4555396257938
2002-04-19,1516.1926922831885
2002-04-22,1512.5268302982179
2002-04-23,1509.7223180742612
2002-04-24,1511.0543812005485
2002-04-25,1491.0207558833101
2002-04-26,1486.3478067600736
2002-04-29,1481.8895318999953
2002-04-30,1487.47118463211
2002-05-01,1482.7481335651858
2002-05-02,1487.9288508510365
2002-05-03,1487.6331545924072
2002-05-06,1479.304466959472
2002-05-07,1469.9565334294443
2002-05-08,1492.820217821557
2002-05-09,1483.0185958195862
2002-05-10,1470.2237565385765
2002-05-13,1485.8791677827369
2002-05-14,1497.2166747707715
2002-05-15,1500.5314839255434
2002-05-16,1493.203213000086
2002-05-17,1487.0788110139833
2002-05-20,1477.5164711554603
2002-05-21,1475.7676754891745
