Date,WORLD ex UK HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.000540783349
1999-01-04,1016.1759451754891
1999-01-05,1026.7184183866186
1999-01-06,1054.8689555497479
1999-01-07,1054.0606577338713
1999-01-08,1067.9346915794247
1999-01-11,1057.5872597875664
1999-01-12,1042.06169895899
1999-01-13,1006.767584939576
1999-01-14,996.4076973755915
1999-01-15,1013.7012967719918
1999-01-18,1024.3282790863732
1999-01-19,1022.5957071374432
1999-01-20,1027.3700526945318
1999-01-21,1018.5626955549459
1999-01-22,1001.0602201084805
1999-01-25,1002.1956472962913
1999-01-26,1003.5635406410838
1999-01-27,1001.2273288667017
1999-01-28,1019.1024926198787
1999-01-29,1029.4478815290938
1999-02-01,1035.5229673108458
1999-02-02,1024.7558910286552
1999-02-03,1022.8936633812278
1999-02-04,1023.9614626748285
1999-02-05,1030.0900059892251
1999-02-08,1031.7895982275293
1999-02-09,1012.0380724442873
1999-02-10,1004.9662190749857
1999-02-11,1014.8197387068669
1999-02-12,1013.7674866688117
1999-02-15,1016.4251571427418
1999-02-16,1018.9160734112036
1999-02-17,1009.032366281212
1999-02-18,1016.0123946568692
1999-02-19,1025.620795603553
1999-02-22,1043.0435887494612
1999-02-23,1048.8623310393657
1999-02-24,1043.3587569410163
1999-02-25,1031.4205839769338
1999-02-26,1034.053833411763
1999-03-01,1029.785053939941
1999-03-02,1029.1400433882895
1999-03-03,1026.094348634458
1999-03-04,1044.8392792294596
1999-03-05,1065.7945997912907
1999-03-08,1061.025018955817
1999-03-09,1060.8345739888439
1999-03-10,1066.2481344828618
1999-03-11,1084.6168018349483
1999-03-12,1081.0589625476098
1999-03-15,1083.6532163453285
1999-03-16,1086.1112186879666
1999-03-17,1079.5682399893315
1999-03-18,1087.135348552246
1999-03-19,1092.679655299318
1999-03-22,1093.4865349487739
1999-03-23,1072.9297245557984
1999-03-24,1064.7767179245989
1999-03-25,1080.1561823044187
1999-03-26,1080.891817506258
1999-03-29,1095.9098496333552
1999-03-30,1083.2104555693484
1999-03-31,1080.6984790065849
1999-04-01,1080.6035822249398
1999-04-02,1081.509684596091
1999-04-05,1094.1442345461578
1999-04-06,1096.8938595072286
1999-04-07,1102.4869096919397
1999-04-08,1110.3093554240752
1999-04-09,1117.7466639619688
1999-04-12,1120.2919574624414
1999-04-13,1126.0516078952917
1999-04-14,1125.698762624593
1999-04-15,1141.6756625899125
1999-04-16,1156.4845027566894
1999-04-19,1176.6333099908459
1999-04-20,1158.6611299098147
1999-04-21,1164.355819957983
1999-04-22,1171.385798251879
1999-04-23,1168.2757704163173
1999-04-26,1168.0164756978766
1999-04-27,1185.0756535178084
1999-04-28,1191.0743137684428
1999-04-29,1203.0211544502722
1999-04-30,1199.9921452613573
1999-05-03,1220.3634320129793
1999-05-04,1212.9582902851464
1999-05-05,1199.0767570917449
1999-05-06,1187.2253964258757
1999-05-07,1185.5374748418026
1999-05-10,1185.3876851907391
1999-05-11,1191.2187241046006
1999-05-12,1187.3581502017641
1999-05-13,1198.4686124674947
1999-05-14,1177.5835328837609
1999-05-17,1167.1951205208204
1999-05-18,1166.8955847751174
1999-05-19,1175.8562988545136
1999-05-20,1180.3967562662542
1999-05-21,1187.9536399234098
1999-05-24,1180.0114898624624
1999-05-25,1164.0675722609433
1999-05-26,1181.431614825053
1999-05-27,1159.3430619053104
1999-05-28,1165.9083250822603
1999-05-31,1171.8320282722177
1999-06-01,1167.499895822561
1999-06-02,1177.7344240368284
1999-06-03,1184.1520402140673
1999-06-04,1195.0536416647378
1999-06-07,1206.90009853171
1999-06-08,1195.230623108823
1999-06-09,1197.343008938679
1999-06-10,1187.3828428421684
1999-06-11,1188.6612648996897
1999-06-14,1196.8123118243195
1999-06-15,1202.7228679269363
1999-06-16,1217.3051014278783
1999-06-17,1224.6498543366488
1999-06-18,1222.9931746970076
1999-06-21,1228.4614434124621
1999-06-22,1222.1116138656512
1999-06-23,1215.5579047921465
1999-06-24,1198.7776611419306
1999-06-25,1190.603413898938
1999-06-28,1199.8082118742914
1999-06-29,1210.9072587354008
1999-06-30,1214.8782129974984
1999-07-01,1231.2259626161624
1999-07-02,1242.1780608130425
1999-07-05,1254.765927144021
1999-07-06,1253.0327620375745
1999-07-07,1250.6116753273159
1999-07-08,1249.6047630669354
1999-07-09,1254.0800085545854
1999-07-12,1256.158258942911
1999-07-13,1241.1925642203023
1999-07-14,1242.2607272596497
1999-07-15,1248.0670188615052
1999-07-16,1247.919161239939
1999-07-19,1248.6590972934457
1999-07-20,1218.0533169152286
1999-07-21,1203.3120922419146
1999-07-22,1198.3966511543035
1999-07-23,1191.8701128465584
1999-07-26,1169.4138677701535
1999-07-27,1177.1831056714188
1999-07-28,1180.1882094650405
1999-07-29,1153.3510102103703
1999-07-30,1158.379174023055
1999-08-02,1161.6757756463157
1999-08-03,1159.8692153137704
1999-08-04,1152.4080111857618
1999-08-05,1143.8199053845706
1999-08-06,1137.0166519156608
1999-08-09,1148.65056750911
1999-08-10,1134.9698052109
1999-08-11,1146.998702529125
1999-08-12,1155.9444932594126
1999-08-13,1177.418946177979
1999-08-16,1180.600736578737
1999-08-17,1190.8179230544176
1999-08-18,1187.5155607560919
1999-08-19,1174.5959267467522
1999-08-20,1183.4720738946985
1999-08-23,1199.293159725394
1999-08-24,1203.8164368548582
1999-08-25,1211.839859048974
1999-08-26,1205.5422820814265
1999-08-27,1199.5336222922833
1999-08-30,1187.9135564424812
1999-08-31,1165.8542673969328
1999-09-01,1173.0144859761638
1999-09-02,1150.6360693434756
1999-09-03,1180.8163803495793
1999-09-06,1186.849909972757
1999-09-07,1179.2111154334918
1999-09-08,1179.1092431601687
1999-09-09,1187.2665889271468
1999-09-10,1195.0949577151448
1999-09-13,1195.634682057379
1999-09-14,1183.7154186497257
1999-09-15,1175.4072040016622
1999-09-16,1168.1169556940288
1999-09-17,1172.8009431160758
1999-09-20,1171.0702027369723
1999-09-21,1151.554075342547
1999-09-22,1143.7651783460262
1999-09-23,1144.9422013789674
1999-09-24,1134.141324450532
1999-09-27,1141.699509351577
1999-09-28,1130.865426028373
1999-09-29,1121.0603197498956
1999-09-30,1127.198285702754
1999-10-01,1119.4229116445852
1999-10-04,1133.031297039025
1999-10-05,1132.904582192662
1999-10-06,1141.7812071286912
1999-10-07,1142.2031179386345
1999-10-08,1150.3682919876333
1999-10-11,1144.0598436145272
1999-10-12,1128.0983933947011
1999-10-13,1115.7686455958328
1999-10-14,1113.9207117987569
1999-10-15,1086.423396997778
1999-10-18,1088.7518361921336
1999-10-19,1106.739948834567
1999-10-20,1114.5995488486374
1999-10-21,1109.1666511803517
1999-10-22,1135.7283414146814
1999-10-25,1127.6185165104025
1999-10-26,1132.5188486190964
1999-10-27,1142.192022345267
1999-10-28,1166.4549604145777
1999-10-29,1180.3331121208703
1999-11-01,1177.4617886889425
1999-11-02,1178.5193937904166
1999-11-03,1181.3455514076861
1999-11-04,1190.0765608839367
1999-11-05,1190.268115519052
1999-11-08,1197.1684551756484
1999-11-09,1194.546386431582
1999-11-10,1195.4196364393447
1999-11-11,1204.0816751703237
1999-11-12,1218.041864783596
1999-11-15,1226.9198771290405
1999-11-16,1236.3980285771402
1999-11-17,1230.226212254181
1999-11-18,1238.5890908478734
1999-11-19,1239.2895559552635
1999-11-22,1223.120800023292
1999-11-23,1220.7127907966258
1999-11-24,1224.5050298055073
1999-11-25,1235.1610725512764
1999-11-26,1240.699752541065
1999-11-29,1233.9083597341778
1999-11-30,1231.6273695667442
1999-12-01,1236.6614295271856
1999-12-02,1239.3011623528607
1999-12-03,1259.466477712615
1999-12-06,1234.2893162723249
1999-12-07,1225.5430599093181
1999-12-08,1214.5050735599232
1999-12-09,1225.089446125766
1999-12-10,1224.5690646728783
1999-12-13,1226.9870227480278
1999-12-14,1232.0576632893315
1999-12-15,1234.4237483451702
1999-12-16,1223.2594127486486
1999-12-17,1228.5920277408675
1999-12-20,1227.601640257747
1999-12-21,1226.2155798001709
1999-12-22,1235.8888235175762
1999-12-23,1250.8966510916312
1999-12-24,1254.6314274082667
1999-12-27,1248.3353658235487
1999-12-28,1258.2621596415536
1999-12-29,1260.3818897921828
1999-12-30,1269.9933533196577
1999-12-31,1270.904525940391
2000-01-03,1242.507458279695
2000-01-04,1199.0979856691918
2000-01-05,1193.4765607807444
2000-01-06,1203.146375493335
2000-01-07,1229.5883885451447
2000-01-10,1230.554767904009
2000-01-11,1216.3837274191717
2000-01-12,1213.449707318492
2000-01-13,1222.3284577822449
2000-01-14,1244.370911343503
2000-01-17,1250.902967420161
2000-01-18,1231.9088469206674
2000-01-19,1228.2963823438156
2000-01-20,1221.4844571721776
2000-01-21,1218.255942976383
2000-01-24,1207.6211113289637
2000-01-25,1189.5894385640731
2000-01-26,1206.8752377064536
2000-01-27,1226.5014804309324
2000-01-28,1215.8506624714455
2000-01-31,1221.9161558173528
2000-02-01,1234.9908360649088
2000-02-02,1239.1249286247682
2000-02-03,1242.787054915794
2000-02-04,1244.41278646657
2000-02-07,1234.8340977981295
2000-02-08,1242.3822301286498
2000-02-09,1231.9191391060706
2000-02-10,1224.0301990961464
2000-02-11,1214.0116042979885
2000-02-14,1217.3110446892324
2000-02-15,1212.3133321111216
2000-02-16,1213.8945734249544
2000-02-17,1215.0172863441005
2000-02-18,1195.0364803687194
2000-02-21,1187.0822455147106
2000-02-22,1178.8456356673078
2000-02-23,1180.176136729183
2000-02-24,1174.6551217494011
2000-02-25,1183.9934972030667
2000-02-28,1196.2976312995154
2000-02-29,1205.0317723616593
2000-03-01,1216.1129153998404
2000-03-02,1237.4574804838023
2000-03-03,1250.0846694553265
2000-03-06,1242.9084400088445
2000-03-07,1232.7958700187908
2000-03-08,1231.1713742743602
2000-03-09,1225.147088406133
2000-03-10,1228.2932557878842
2000-03-13,1217.3808702485926
2000-03-14,1213.9885228918797
2000-03-15,1225.1734455557068
2000-03-16,1271.1881663636732
2000-03-17,1270.1958510718714
2000-03-20,1266.8202632435011
2000-03-21,1279.363117801398
2000-03-22,1276.5290940285872
2000-03-23,1278.7290478275202
2000-03-24,1289.5192704164222
2000-03-27,1287.2834897050625
2000-03-28,1295.8330919349014
2000-03-29,1310.4836021402475
2000-03-30,1298.0962583104883
2000-03-31,1302.2028267901362
2000-04-03,1313.0584042469702
2000-04-04,1324.034853170004
2000-04-05,1300.8218753381368
2000-04-06,1316.444537413874
2000-04-07,1307.060458157222
2000-04-10,1313.8296500057627
2000-04-11,1313.8916564125493
2000-04-12,1328.5451367544297
2000-04-13,1327.319326638195
2000-04-14,1280.5659806438082
2000-04-17,1273.1402570893413
2000-04-18,1288.1255859188554
2000-04-19,1290.780619407105
2000-04-20,1300.6602626650804
2000-04-21,1300.2842857880587
2000-04-24,1311.3984165676507
2000-04-25,1340.5133856462194
2000-04-26,1341.9518798317706
2000-04-27,1333.137574152725
2000-04-28,1331.0412773756461
2000-05-01,1339.5820276627783
2000-05-02,1346.6363434835066
2000-05-03,1342.9814578512642
2000-05-04,1338.0834950999774
2000-05-05,1347.6735089112562
2000-05-08,1349.1276641319228
2000-05-09,1330.2679005552613
2000-05-10,1320.5066050181663
2000-05-11,1344.1076036509216
2000-05-12,1348.7194746767277
2000-05-15,1350.3006395284112
2000-05-16,1371.8884530675548
2000-05-17,1366.2680924761078
2000-05-18,1366.4220881884141
2000-05-19,1348.249907781079
2000-05-22,1334.584645478786
2000-05-23,1335.9361577000195
2000-05-24,1340.3151110276156
2000-05-25,1335.0960802340348
2000-05-26,1315.1952347374486
2000-05-29,1319.0310676212248
2000-05-30,1326.9023137888
2000-05-31,1335.0072033511194
2000-06-01,1342.6837210748802
2000-06-02,1336.8473607887543
2000-06-05,1328.3924582743716
2000-06-06,1316.8047095295954
2000-06-07,1319.9126281550782
2000-06-08,1313.7964954412619
2000-06-09,1311.9575778241906
2000-06-12,1310.6423502858888
2000-06-13,1313.067239257773
2000-06-14,1325.8708421042622
2000-06-15,1317.7152171293558
2000-06-16,1294.0427606624876
2000-06-19,1298.2232628167246
2000-06-20,1292.8832016850047
2000-06-21,1297.5172349537609
2000-06-22,1301.6172766897582
2000-06-23,1303.294981091029
2000-06-26,1307.1106131349234
2000-06-27,1303.2126089288888
2000-06-28,1298.4719604638758
2000-06-29,1284.1619569218487
2000-06-30,1271.9317466387276
2000-07-03,1296.6759125621397
2000-07-04,1299.2056421776877
2000-07-05,1292.731813012103
2000-07-06,1290.917537352418
2000-07-07,1307.3507449195554
2000-07-10,1306.5658931336857
2000-07-11,1310.626179475961
2000-07-12,1311.9469194472201
2000-07-13,1315.2762026538337
2000-07-14,1312.4339124626044
2000-07-17,1309.8782969592573
2000-07-18,1309.36095387755
2000-07-19,1317.7205454378854
2000-07-20,1316.613503466871
2000-07-21,1302.5402914374731
2000-07-24,1301.1304430065475
2000-07-25,1296.0567780219235
2000-07-26,1285.788921545136
2000-07-27,1295.1871199398213
2000-07-28,1300.1934443311084
2000-07-31,1299.8423932246849
2000-08-01,1311.9795990569173
2000-08-02,1331.8812455389786
2000-08-03,1345.5276470219685
2000-08-04,1347.7086616489435
2000-08-07,1359.6314085422002
2000-08-08,1364.4854961486
2000-08-09,1364.2506651545184
2000-08-10,1360.2832747590865
2000-08-11,1372.051435426789
2000-08-14,1380.2352468859053
2000-08-15,1370.70324432536
2000-08-16,1373.6742661544747
2000-08-17,1369.6506335382467
2000-08-18,1371.6415437246833
2000-08-21,1378.6274381457345
2000-08-22,1385.6612022648676
2000-08-23,1390.3629914878943
2000-08-24,1373.5270846266994
2000-08-25,1373.5502164385946
2000-08-28,1380.0078180383603
2000-08-29,1375.3364094711983
2000-08-30,1374.5491439008335
2000-08-31,1377.413152874699
2000-09-01,1373.5166577944792
2000-09-04,1378.693105235913
2000-09-05,1393.8896041850155
2000-09-06,1403.5787544168475
2000-09-07,1414.4676693041067
2000-09-08,1423.0064585064881
2000-09-11,1436.8057889866914
2000-09-12,1434.7209199703689
2000-09-13,1424.4050164048547
2000-09-14,1420.1977009146683
2000-09-15,1417.8576474499278
2000-09-18,1412.998820668729
2000-09-19,1410.9188707450924
2000-09-20,1402.811181413632
2000-09-21,1394.298447620602
2000-09-22,1379.4501390368423
2000-09-25,1386.9440875850232
2000-09-26,1374.2517638957577
2000-09-27,1378.0007446876505
2000-09-28,1397.489576375296
2000-09-29,1397.8623140901418
2000-10-02,1410.1046972783072
2000-10-03,1417.9209911058447
2000-10-04,1421.6786238918628
2000-10-05,1434.4303712349054
2000-10-06,1423.69344341891
2000-10-09,1411.7501059730575
2000-10-10,1414.5091907862336
2000-10-11,1393.2247550746126
2000-10-12,1392.721687171479
2000-10-13,1400.3263383272565
2000-10-16,1411.2949662257479
2000-10-17,1405.8251591210128
2000-10-18,1400.3992953526208
2000-10-19,1425.5639613734454
2000-10-20,1435.4821561706938
2000-10-23,1448.1313201571045
2000-10-24,1464.1716457545913
2000-10-25,1472.284163112594
2000-10-26,1467.9548775732144
