Date,FAR EAST HIGH DIVIDEND YIELD
1999-08-05,1308.878089909955
1999-08-06,1298.5848384407648
1999-08-09,1306.5261687043696
1999-08-10,1293.1796183893696
1999-08-11,1281.3862322725329
1999-08-12,1298.9886058708225
1999-08-13,1289.793604308021
1999-08-16,1314.6777870737321
1999-08-17,1314.9296855830685
1999-08-18,1330.85912118235
1999-08-19,1341.5836751570102
1999-08-20,1352.2907752369479
1999-08-23,1373.7566916119522
1999-08-24,1375.2922310509755
1999-08-25,1375.407163844974
1999-08-26,1376.2728040181678
1999-08-27,1358.5894469989757
1999-08-30,1377.0447422772493
1999-08-31,1345.572687208403
1999-09-01,1363.5663366214972
1999-09-02,1339.162216223167
1999-09-03,1339.8097668380885
1999-09-06,1350.900857771849
1999-09-07,1336.040381387705
1999-09-08,1324.194062976751
1999-09-09,1381.133939099206
1999-09-10,1386.0040636875058
1999-09-13,1409.4661337566074
1999-09-14,1403.5097202607158
1999-09-15,1394.0405116016627
1999-09-16,1381.4080652010584
1999-09-17,1382.7578621717973
1999-09-20,1379.739562876534
1999-09-21,1390.8008883567554
1999-09-22,1364.2456506376204
1999-09-23,1375.2406379107606
1999-09-24,1354.8171711096452
1999-09-27,1334.3815943325258
1999-09-28,1339.5178567497233
1999-09-29,1319.7900212110255
1999-09-30,1325.3298884678
1999-10-01,1321.2499326258499
1999-10-04,1321.1386720684518
1999-10-05,1326.4203260013192
1999-10-06,1320.8764615574728
1999-10-07,1317.4885809768691
1999-10-08,1339.7517777321816
1999-10-11,1337.7585893880255
1999-10-12,1311.337235600017
1999-10-13,1287.9402630383213
1999-10-14,1284.5906421982543
1999-10-15,1264.4507118688157
1999-10-18,1268.3760767519332
1999-10-19,1291.5009035875896
1999-10-20,1317.6861096082462
1999-10-21,1309.3814228870492
1999-10-22,1342.3812742389605
1999-10-25,1353.2424942358332
1999-10-26,1359.5239852776513
1999-10-27,1359.5101765607467
1999-10-28,1358.2878023707417
1999-10-29,1387.4460126011693
1999-11-01,1386.3617137378687
1999-11-02,1391.2019000572461
1999-11-03,1385.516696135767
1999-11-04,1408.7004246744766
1999-11-05,1385.419842877125
1999-11-08,1380.5744486656204
1999-11-09,1386.4223002363287
1999-11-10,1399.6882985900615
1999-11-11,1403.4332538974297
1999-11-12,1445.6693439983376
1999-11-15,1477.8516846679568
1999-11-16,1468.0159044053719
1999-11-17,1480.7194896296758
1999-11-18,1488.3436159987104
1999-11-19,1522.0910536611036
1999-11-22,1504.6995887391868
1999-11-23,1521.261367665556
1999-11-24,1510.585554711742
1999-11-25,1493.1628088489272
1999-11-26,1543.8083537549544
1999-11-29,1562.6072254283802
1999-11-30,1549.8330324606445
1999-12-01,1561.156750323738
1999-12-02,1591.8824910436083
1999-12-03,1586.4380624670953
1999-12-06,1558.659982909414
1999-12-07,1564.9742118355468
1999-12-08,1551.322237222166
1999-12-09,1572.3243590976567
1999-12-10,1583.1155628860445
1999-12-13,1578.5141436946963
1999-12-14,1577.5144581424415
1999-12-15,1560.1945976873592
1999-12-16,1530.6032980685577
1999-12-17,1560.2845821541755
1999-12-20,1568.3025972128592
1999-12-21,1575.3517780971683
1999-12-22,1584.9985192020793
1999-12-23,1575.1758166880895
1999-12-24,1575.542579298353
1999-12-27,1585.9704391037528
1999-12-28,1583.437292775383
1999-12-29,1569.5496429245186
1999-12-30,1575.3939708811567
1999-12-31,1575.3939708811567
2000-01-03,1580.1972735781512
2000-01-04,1545.7218771300422
2000-01-05,1488.2952660843976
2000-01-06,1436.2292934288064
2000-01-07,1473.523655498569
2000-01-10,1486.7190431472745
2000-01-11,1484.004267302695
2000-01-12,1476.5760139777142
2000-01-13,1491.8757630628572
2000-01-14,1542.3033980486503
2000-01-17,1564.3988178122333
2000-01-18,1562.4104095972211
2000-01-19,1536.3007663562237
2000-01-20,1551.2387301833899
2000-01-21,1538.8379476334492
2000-01-24,1542.0927471534603
2000-01-25,1521.8266244041686
2000-01-26,1541.5818868214856
2000-01-27,1579.878850283386
2000-01-28,1584.0357253598404
2000-01-31,1570.6105608270423
2000-02-01,1565.9334710296039
2000-02-02,1573.4604443376218
2000-02-03,1546.1521437444212
2000-02-04,1554.667416380489
2000-02-07,1538.7344480804104
2000-02-08,1513.1380763734103
2000-02-09,1518.4391286456396
2000-02-10,1524.5933265692756
2000-02-11,1568.0804214459113
2000-02-14,1566.2487520599097
2000-02-15,1513.5902520035054
2000-02-16,1523.042766564036
2000-02-17,1521.3551405084597
2000-02-18,1492.846701546608
2000-02-21,1459.0940509558986
2000-02-22,1426.4691676072864
2000-02-23,1450.7946062291091
2000-02-24,1488.3725734051204
2000-02-25,1518.184979747262
2000-02-28,1529.1152973709452
2000-02-29,1534.7034363141274
2000-03-01,1526.6335330757697
2000-03-02,1524.3491416840163
2000-03-03,1548.5956930644065
2000-03-06,1577.5286079508421
2000-03-07,1611.6576730034112
2000-03-08,1604.6573048520324
2000-03-09,1576.2930994867513
2000-03-10,1614.6962019520652
2000-03-13,1603.2143189282572
2000-03-14,1587.5325120334614
2000-03-15,1559.9375017977945
2000-03-16,1547.4897015967333
2000-03-17,1580.8284832011968
2000-03-20,1564.931330915124
2000-03-21,1557.863985990692
2000-03-22,1575.7951378351104
2000-03-23,1580.7110975547582
2000-03-24,1594.2385585203567
2000-03-27,1633.3994054333996
2000-03-28,1645.627574978302
2000-03-29,1675.535257292632
2000-03-30,1634.4382488878998
2000-03-31,1656.983851274253
2000-04-03,1636.2616482699043
2000-04-04,1641.8457316867534
2000-04-05,1616.0554148647398
2000-04-06,1637.3538810005198
2000-04-07,1638.1483046534815
2000-04-10,1624.5784204831905
2000-04-11,1599.067966845812
2000-04-12,1640.0359761839688
2000-04-13,1636.3321679809476
2000-04-14,1636.3098383634008
2000-04-17,1565.043014369946
2000-04-18,1600.342137409303
2000-04-19,1602.5449822979688
2000-04-20,1594.5213729762963
2000-04-21,1579.2246063147368
2000-04-24,1609.5111164877926
2000-04-25,1627.278224655116
2000-04-26,1634.2566341202553
2000-04-27,1663.9260693884676
2000-04-28,1659.3815541037272
2000-05-01,1666.7311825976003
2000-05-02,1674.161798190539
2000-05-03,1691.8616468600553
2000-05-04,1688.5021745610213
2000-05-05,1678.9679140880426
2000-05-08,1670.6863104623417
2000-05-09,1647.3983277690497
2000-05-10,1619.7183668141406
2000-05-11,1635.139018485169
2000-05-12,1667.194299094063
2000-05-15,1638.5247948788503
2000-05-16,1674.9765655122415
2000-05-17,1690.90509434834
2000-05-18,1676.0109535534007
2000-05-19,1700.409433281979
2000-05-22,1654.0019535332142
2000-05-23,1659.7813976944883
2000-05-24,1656.6935865298192
2000-05-25,1642.8394725835396
2000-05-26,1591.765654316713
2000-05-29,1594.178516191059
2000-05-30,1574.3536614935629
2000-05-31,1584.6820941033025
2000-06-01,1589.8632349821044
2000-06-02,1575.1883052534633
2000-06-05,1597.0161804819481
2000-06-06,1595.0741807583238
2000-06-07,1612.8923735497922
2000-06-08,1622.6697646694781
2000-06-09,1641.435330674046
2000-06-12,1637.6574304859723
2000-06-13,1624.4524202822436
2000-06-14,1624.549340933419
2000-06-15,1626.771003517399
2000-06-16,1625.1997298414262
2000-06-19,1633.118849599413
2000-06-20,1645.918808745803
2000-06-21,1672.5501598913552
2000-06-22,1678.933131388172
2000-06-23,1682.3728184264064
2000-06-26,1672.0821419177416
2000-06-27,1685.3732417123067
2000-06-28,1692.9743544099094
2000-06-29,1683.105823307279
2000-06-30,1671.2479556742346
2000-07-03,1695.3379270984367
2000-07-04,1698.1459224038538
2000-07-05,1682.5224561135942
2000-07-06,1686.358632629832
2000-07-07,1701.2773988306333
2000-07-10,1716.322259135421
2000-07-11,1722.7212061984746
2000-07-12,1734.6314278026284
2000-07-13,1729.968137842041
2000-07-14,1737.224326042838
2000-07-17,1732.5525170228534
2000-07-18,1721.6644992207412
2000-07-19,1751.505389918094
2000-07-20,1754.3044407549946
2000-07-21,1721.7348081484442
2000-07-24,1708.2993675209823
2000-07-25,1679.6494276266808
2000-07-26,1685.0855367330348
2000-07-27,1677.2969616123762
2000-07-28,1680.3429964490688
2000-07-31,1667.5538345150442
2000-08-01,1679.755439496897
2000-08-02,1718.5012648250895
2000-08-03,1735.142172176128
2000-08-04,1740.6317952483237
2000-08-07,1757.1117453545903
2000-08-08,1747.700950454842
2000-08-09,1776.1996616737688
2000-08-10,1747.050033562062
2000-08-11,1765.216408633726
2000-08-14,1754.2972086620953
2000-08-15,1746.7776697185777
2000-08-16,1758.9880250800372
2000-08-17,1746.0902034004614
2000-08-18,1750.727826447897
2000-08-21,1749.193576743678
2000-08-22,1787.3977963648185
2000-08-23,1793.7148953857588
2000-08-24,1769.284701863115
2000-08-25,1767.1817707868802
2000-08-28,1755.5925623122494
2000-08-29,1764.4176964712124
2000-08-30,1757.4145923019234
2000-08-31,1745.4955146407995
2000-09-01,1745.3379432790189
2000-09-04,1754.2452410282635
2000-09-05,1767.252470280754
2000-09-06,1773.8381397875883
2000-09-07,1803.9195152696138
2000-09-08,1813.0171930257907
2000-09-11,1794.9671339238082
2000-09-12,1769.2893839473306
2000-09-13,1766.5199873425765
2000-09-14,1760.7774569190415
2000-09-15,1751.5319668244533
2000-09-18,1756.9867689480327
2000-09-19,1781.3065224944437
2000-09-20,1808.2694814019637
2000-09-21,1784.3384430392466
2000-09-22,1689.7401912493563
2000-09-25,1730.0678040893804
2000-09-26,1719.4788168161606
2000-09-27,1706.8112122310326
2000-09-28,1706.729687255943
2000-09-29,1736.9631423263443
2000-10-02,1744.0309707557997
2000-10-03,1773.7270164196266
2000-10-04,1776.4579383648352
2000-10-05,1783.89322170744
2000-10-06,1782.6102357442262
2000-10-09,1766.7939482711947
2000-10-10,1777.45214615247
2000-10-11,1754.944727914581
2000-10-12,1776.568263593722
2000-10-13,1780.9549859711165
2000-10-16,1797.0369794000503
2000-10-17,1770.393010221323
2000-10-18,1761.3704491913743
2000-10-19,1787.234824705741
2000-10-20,1804.4092322674755
2000-10-23,1805.8595358685184
2000-10-24,1813.3407005815425
2000-10-25,1827.7128824476674
2000-10-26,1836.834908740186
2000-10-27,1806.2590556583652
2000-10-30,1794.9292293300646
2000-10-31,1803.969620544023
2000-11-01,1824.597023142207
2000-11-02,1829.0366790103772
2000-11-03,1834.7264036799743
2000-11-06,1849.7899181285538
2000-11-07,1852.873014259636
2000-11-08,1847.2908199657193
2000-11-09,1824.6595539317307
2000-11-10,1804.2725625409676
2000-11-13,1789.8871181451493
2000-11-14,1811.556396946271
2000-11-15,1794.8453220450542
2000-11-16,1802.313539309179
2000-11-17,1805.6179768774468
2000-11-20,1812.6656272714881
2000-11-21,1807.7678479865463
2000-11-22,1806.3410324833283
2000-11-23,1811.0974014896733
2000-11-24,1822.520437415909
2000-11-27,1812.8413956459565
2000-11-28,1801.392066703376
2000-11-29,1772.9666565326852
2000-11-30,1762.490209534933
2000-12-01,1773.4371483663306
2000-12-04,1740.6041064017224
2000-12-05,1742.3122549799416
2000-12-06,1753.657048111474
2000-12-07,1728.6519706471188
2000-12-08,1747.8969300956587
2000-12-11,1803.2165634638563
2000-12-12,1802.0853833741562
2000-12-13,1812.5092654258124
2000-12-14,1776.6393823207904
2000-12-15,1731.768606853476
2000-12-18,1743.9734629953502
2000-12-19,1747.824159892685
2000-12-20,1700.9268922508409
2000-12-21,1688.3780405799196
2000-12-22,1678.6342387486773
2000-12-25,1704.3974675808322
2000-12-26,1683.7809485844032
2000-12-27,1682.572824588222
2000-12-28,1687.1892487555438
2000-12-29,1682.0652510926823
2001-01-01,1682.0652510926823
2001-01-02,1652.8158231132284
2001-01-03,1646.7733707951397
2001-01-04,1650.5633853903994
2001-01-05,1638.388600597652
2001-01-08,1628.8411435469902
2001-01-09,1643.9409629391773
2001-01-10,1638.8543121139635
2001-01-11,1593.2233836953571
2001-01-12,1586.5883444802616
2001-01-15,1576.8956921944186
2001-01-16,1577.7838215116942
2001-01-17,1595.959884379391
2001-01-18,1571.0152321961698
2001-01-19,1598.9249097614636
2001-01-22,1621.2100622798555
2001-01-23,1611.125328344778
2001-01-24,1630.8298840603547
2001-01-25,1644.060208241953
2001-01-26,1644.788823475377
2001-01-29,1652.7143521861078
2001-01-30,1635.0140173385778
2001-01-31,1643.808695915989
2001-02-01,1637.6615131010494
2001-02-02,1639.5139731295035
2001-02-05,1620.3435779475092
2001-02-06,1626.241920801874
2001-02-07,1630.906491116456
2001-02-08,1652.3748134331092
2001-02-09,1635.7932350389099
2001-02-12,1619.2075639854884
2001-02-13,1631.606916128433
2001-02-14,1646.044824144526
2001-02-15,1674.131084399333
2001-02-16,1652.7963668275238
2001-02-19,1636.2387666481054
2001-02-20,1673.8607991791696
2001-02-21,1653.3718701465727
2001-02-22,1664.267594283393
2001-02-23,1665.5130653340555
2001-02-26,1669.9680283572882
2001-02-27,1652.3376703242172
2001-02-28,1644.3566276370493
2001-03-01,1602.9514271311234
2001-03-02,1572.1198817551845
2001-03-05,1588.3564473563856
2001-03-06,1599.78423457898
2001-03-07,1592.5687485601502
2001-03-08,1577.8044169412126
2001-03-09,1583.2394360941798
2001-03-12,1550.6953699762216
2001-03-13,1549.0404251050734
2001-03-14,1543.8575632392171
2001-03-15,1570.9036721025157
2001-03-16,1567.8774157299074
2001-03-19,1581.3875924027552
2001-03-20,1562.3409767384726
2001-03-21,1611.179257708605
2001-03-22,1587.5001461794673
2001-03-23,1594.983513535897
2001-03-26,1623.5724690940958
2001-03-27,1601.1145290853542
2001-03-28,1632.729553030724
2001-03-29,1605.9450258099555
2001-03-30,1594.2031528305863
2001-04-02,1573.970717624891
2001-04-03,1592.3820900678543
2001-04-04,1566.0782822060435
2001-04-05,1600.2810313228545
2001-04-06,1592.9340428484622
2001-04-09,1561.1781178306665
2001-04-10,1582.5066279752436
2001-04-11,1612.956594164913
2001-04-12,1616.6294703281553
2001-04-13,1608.801881771966
2001-04-16,1616.0904769029394
2001-04-17,1625.4215980049314
2001-04-18,1679.4900073916972
2001-04-19,1663.8025769320818
2001-04-20,1639.4023113781075
2001-04-23,1660.90310925582
2001-04-24,1669.2126265422066
2001-04-25,1656.7235116463935
2001-04-26,1653.1224821258486
2001-04-27,1671.8276614109363
2001-04-30,1689.9285935317437
2001-05-01,1708.723790422909
2001-05-02,1709.616562586066
2001-05-03,1711.9320740414116
2001-05-04,1700.4965105480048
2001-05-07,1715.9552186688775
2001-05-08,1711.5304823582294
2001-05-09,1701.3502990651546
2001-05-10,1697.2967226563444
2001-05-11,1714.9788891834194
2001-05-14,1695.0908644096278
2001-05-15,1692.7129213207777
2001-05-16,1673.9754672420593
2001-05-17,1700.8283504697438
2001-05-18,1694.51379769686
2001-05-21,1718.5434405812762
2001-05-22,1738.874893399885
2001-05-23,1774.6301513903702
2001-05-24,1781.8444377573103
2001-05-25,1768.728626860905
2001-05-28,1759.5424286959123
2001-05-29,1788.4814891598821
2001-05-30,1770.4857385141008
2001-05-31,1800.5814113227361
2001-06-01,1797.06726603229
2001-06-04,1804.373385420275
2001-06-05,1804.4802144258942
2001-06-06,1802.4620735953454
2001-06-07,1812.0787896620768
2001-06-08,1812.616059743384
2001-06-11,1806.803149102395
2001-06-12,1770.759819905628
2001-06-13,1767.9662702348085
2001-06-14,1749.9788273580161
2001-06-15,1735.0714903827395
2001-06-18,1731.8215359723285
2001-06-19,1743.4820524308793
2001-06-20,1739.3656853012271
2001-06-21,1741.0572986785157
2001-06-22,1748.2856620366497
2001-06-25,1735.5655155094462
2001-06-26,1736.5145752418753
2001-06-27,1729.5471109981197
2001-06-28,1738.5469450256358
2001-06-29,1759.8703113281686
2001-07-02,1754.573338261205
2001-07-03,1759.2717788266912
2001-07-04,1763.3597871758982
2001-07-05,1774.8222350324488
2001-07-06,1743.7350718265127
2001-07-09,1723.8442341985517
2001-07-10,1723.1120122537989
2001-07-11,1706.8826322524505
2001-07-12,1741.2585608390154
2001-07-13,1720.1082746875047
2001-07-16,1709.5139454324476
2001-07-17,1709.8147138014458
2001-07-18,1652.906231904794
2001-07-19,1651.7511262835603
2001-07-20,1654.8633056896863
2001-07-23,1638.1651358856436
2001-07-24,1630.997757882522
2001-07-25,1627.526310495171
2001-07-26,1627.010741901703
2001-07-27,1647.4373260812142
2001-07-30,1638.5192471547236
2001-07-31,1668.6940104293021
2001-08-01,1666.6365395650878
2001-08-02,1670.6307107913367
2001-08-03,1642.1309108607456
2001-08-06,1659.275691994963
2001-08-07,1681.0922623612685
2001-08-08,1681.3485372926682
2001-08-09,1624.677919036336
2001-08-10,1628.5079553364728
2001-08-13,1603.051920430556
2001-08-14,1638.5265340267965
2001-08-15,1632.464938058699
2001-08-16,1632.4748204619652
2001-08-17,1631.3983735342479
2001-08-20,1628.619869819305
2001-08-21,1631.3149640506765
2001-08-22,1624.1662667892188
2001-08-23,1637.9171300775486
2001-08-24,1632.525934979266
2001-08-27,1638.5290327616938
2001-08-28,1627.667028061321
2001-08-29,1619.8173325140624
2001-08-30,1603.8898890648695
2001-08-31,1607.9091920625935
2001-09-03,1593.2312303593233
2001-09-04,1634.1359648579248
2001-09-05,1617.3976937389164
2001-09-06,1600.7626484260543
2001-09-07,1564.2970359354408
2001-09-10,1542.9326882546268
2001-09-11,1543.891194734072
2001-09-12,1443.641909657911
2001-09-13,1475.0947140670391
2001-09-14,1470.618007629094
2001-09-17,1420.9200024796537
2001-09-18,1425.0121306564847
2001-09-19,1445.8627628576428
2001-09-20,1435.2258716082604
2001-09-21,1408.824928286872
2001-09-24,1417.674081185245
2001-09-25,1412.7153700285003
2001-09-26,1393.0182857263173
2001-09-27,1393.2329811959617
2001-09-28,1448.5312291015741
2001-10-01,1458.9544995614801
2001-10-02,1468.4127147487188
2001-10-03,1456.4667658094688
2001-10-04,1494.1985006578443
2001-10-05,1487.3758013250354
2001-10-08,1474.8449440167378
2001-10-09,1482.9532229898564
2001-10-10,1479.3812678159682
2001-10-11,1514.1245141841143
2001-10-12,1503.5662754155278
2001-10-15,1496.5338258465715
2001-10-16,1503.3578484481643
2001-10-17,1515.3929727347324
2001-10-18,1485.7731650459132
2001-10-19,1485.4948785481392
2001-10-22,1496.5419378965526
2001-10-23,1520.6311935674821
2001-10-24,1516.684310276025
2001-10-25,1521.3554705631577
2001-10-26,1525.2941610950786
2001-10-29,1480.8272557655405
2001-10-30,1476.1185494212882
2001-10-31,1484.091406599056
2001-11-01,1470.8779936016074
2001-11-02,1463.5146795513963
2001-11-05,1483.7169051793362
2001-11-06,1480.2099596985656
2001-11-07,1453.6031639659
2001-11-08,1484.910996463224
2001-11-09,1484.9875327136579
2001-11-12,1482.4925873754455
2001-11-13,1495.405991247813
2001-11-14,1493.4731399597194
2001-11-15,1520.3365947857922
2001-11-16,1492.8113956700067
2001-11-19,1501.6666148914383
2001-11-20,1504.0410881053087
2001-11-21,1515.9599058176555
2001-11-22,1502.733799019534
2001-11-23,1504.082695941658
2001-11-26,1514.9901536092857
2001-11-27,1508.5194858883344
2001-11-28,1488.576354885275
2001-11-29,1486.627203364579
2001-11-30,1500.87636091944
2001-12-03,1476.7892060619433
2001-12-04,1484.4728556833375
2001-12-05,1511.537579440131
2001-12-06,1504.9039355507202
2001-12-07,1493.6470035852276
2001-12-10,1478.928654252756
2001-12-11,1475.6840177693277
2001-12-12,1486.3575790191114
2001-12-13,1452.9673600361946
2001-12-14,1434.4862574893175
2001-12-17,1410.125639648347
2001-12-18,1413.0421500250513
2001-12-19,1426.0172062504269
2001-12-20,1444.0751606772203
2001-12-21,1442.395625792451
2001-12-24,1456.1709114056728
2001-12-25,1458.8236876166138
2001-12-26,1444.0360032809615
2001-12-27,1446.5630702382239
2001-12-28,1475.6972282881402
2001-12-31,1461.6095570904004
2002-01-01,1461.6095570904004
2002-01-02,1430.9634199568218
2002-01-03,1445.7653507309217
2002-01-04,1465.8185486281768
2002-01-07,1486.0501079334454
2002-01-08,1465.1651555400197
2002-01-09,1455.179954343575
2002-01-10,1441.2074014687628
2002-01-11,1430.4180364469485
2002-01-14,1432.4532566785756
2002-01-15,1425.7596084508016
2002-01-16,1444.5813116729498
2002-01-17,1451.1506713394112
2002-01-18,1457.095276662077
2002-01-21,1468.9440060877303
2002-01-22,1437.497031038218
2002-01-23,1427.9371959021134
2002-01-24,1431.7697521908674
2002-01-25,1466.179400523179
2002-01-28,1490.1193731112862
2002-01-29,1486.027406771526
2002-01-30,1472.558048830527
2002-01-31,1478.580190641091
2002-02-01,1461.7624978817696
2002-02-04,1448.8694258824014
2002-02-05,1424.4743848410405
2002-02-06,1423.7036376747421
2002-02-07,1428.001107304687
2002-02-08,1432.317778679488
2002-02-11,1440.5011204800871
2002-02-12,1457.225428122384
2002-02-13,1471.9456441670798
2002-02-14,1482.7648026686547
2002-02-15,1478.4615269791877
2002-02-18,1482.7113045930419
2002-02-19,1439.2358782640265
2002-02-20,1444.1662572093114
2002-02-21,1465.7525301812223
2002-02-22,1447.89031368097
2002-02-25,1447.3220366541698
2002-02-26,1444.3814206381521
2002-02-27,1480.2393026496043
2002-02-28,1480.5562218278696
2002-03-01,1498.658786268164
2002-03-04,1553.6061854747593
2002-03-05,1556.9336755503425
2002-03-06,1542.3321917667142
2002-03-07,1576.820478531615
2002-03-08,1595.4472404545463
2002-03-11,1616.3719138943848
2002-03-12,1595.2008715336663
2002-03-13,1566.4380300075854
2002-03-14,1566.7645838665492
2002-03-15,1568.456466110338
2002-03-18,1552.4380637055303
2002-03-19,1560.6659862449721
2002-03-20,1545.652994345507
2002-03-21,1541.0671981972448
2002-03-22,1527.5269525379294
2002-03-25,1534.5052573609435
2002-03-26,1528.387796854557
2002-03-27,1550.6734437571022
2002-03-28,1561.1860657183079
2002-03-29,1544.233038354305
2002-04-01,1510.5939126653475
2002-04-02,1510.1455558501007
2002-04-03,1521.8570943696466
2002-04-04,1525.2085879910235
2002-04-05,1535.4703933200296
2002-04-08,1536.5830646737597
2002-04-09,1527.7337637535227
2002-04-10,1529.1144977278695
2002-04-11,1511.5931860529251
2002-04-12,1505.6588964227888
2002-04-15,1510.1948088088418
2002-04-16,1515.2411661427489
2002-04-17,1521.8577365901851
2002-04-18,1528.1900719454825
2002-04-19,1532.2009586748673
2002-04-22,1535.296658228032
2002-04-23,1540.3426320560905
2002-04-24,1535.1562841190714
2002-04-25,1521.8435372828587
2002-04-26,1513.9758387978977
2002-04-29,1504.433824589623
2002-04-30,1510.9399220450582
2002-05-01,1510.6761979705254
2002-05-02,1527.444763702279
2002-05-03,1518.915923545408
2002-05-06,1508.1762343831692
2002-05-07,1514.4604767343214
2002-05-08,1525.9472297648142
2002-05-09,1529.055091701951
2002-05-10,1524.9908128314473
2002-05-13,1526.9719813590582
2002-05-14,1530.5421251212358
2002-05-15,1541.159721531866
2002-05-16,1554.9219942614525
2002-05-17,1555.1853507677517
2002-05-20,1561.5073278312423
2002-05-21,1574.4775489887516
2002-05-22,1584.4357590607378
2002-05-23,1591.7326395360647
2002-05-24,1592.2997434185686
