Date,WORLD ESG SELECTION P-SERIES
2018-05-31,1000.0
2018-06-01,1010.1557954566883
2018-06-04,1014.6474179292298
2018-06-05,1016.348044765553
2018-06-06,1015.2822109908309
2018-06-07,1010.324378664901
2018-06-08,1015.8025573720082
2018-06-11,1015.2264359661034
2018-06-12,1018.4968077691456
2018-06-13,1017.332161918121
2018-06-14,1028.050364564399
2018-06-15,1028.1603468350836
2018-06-18,1024.18210476339
2018-06-19,1021.6371135482282
2018-06-20,1022.4248872301538
2018-06-21,1014.1800693805635
2018-06-22,1013.0693990967851
2018-06-25,994.5415460646674
2018-06-26,995.9283792528748
2018-06-27,993.4143168243617
2018-06-28,996.3267794915522
2018-06-29,993.4000532540776
2018-07-02,996.2031359900808
2018-07-03,991.8347208695573
2018-07-04,992.1385682415766
2018-07-05,994.7923562282917
2018-07-06,999.2321395664028
2018-07-09,1008.1318939559388
2018-07-10,1013.3132162291629
2018-07-11,1005.3661845928378
2018-07-12,1015.0095853253123
2018-07-13,1018.82731166027
2018-07-16,1014.6362239139955
2018-07-17,1019.9973156466103
2018-07-18,1026.5911079689863
2018-07-19,1024.4726514445433
2018-07-20,1018.0891103683855
2018-07-23,1019.2552915735616
2018-07-24,1023.7718625170544
2018-07-25,1033.3068946489254
2018-07-26,1037.1543518729866
2018-07-27,1032.555744053155
2018-07-30,1020.9265018946007
2018-07-31,1024.0341764623959
2018-08-01,1024.3155763356224
2018-08-02,1029.2773963083932
2018-08-03,1034.674359552344
2018-08-06,1037.4930519057987
2018-08-07,1039.5676848511082
2018-08-08,1037.3816413909465
2018-08-09,1039.2600286167358
2018-08-10,1039.4083792425604
2018-08-13,1034.8376113242582
2018-08-14,1044.4788426713135
2018-08-15,1040.4181814065996
2018-08-16,1039.597453841462
2018-08-17,1040.5444773962765
2018-08-20,1042.124891292381
2018-08-21,1037.606189455514
2018-08-22,1033.045354819815
2018-08-23,1032.1922548389034
2018-08-24,1034.271664904204
2018-08-27,1040.726246101358
2018-08-28,1038.2503788502966
2018-08-29,1044.1349085022048
2018-08-30,1042.082150106357
2018-08-31,1041.8741296368994
2018-09-03,1041.2484200254667
2018-09-04,1041.8668120588168
2018-09-05,1029.6186780756454
2018-09-06,1026.3645349342332
2018-09-07,1026.952528369405
2018-09-10,1029.4017235756128
2018-09-11,1032.5050556346948
2018-09-12,1030.8896427051468
2018-09-13,1031.1592600661236
2018-09-14,1034.9243994632109
2018-09-17,1029.7038023121395
2018-09-18,1034.6729448359324
2018-09-19,1039.972985252146
2018-09-20,1042.018195311859
2018-09-21,1043.211358849626
2018-09-24,1036.225326543247
2018-09-25,1037.245729250479
2018-09-26,1040.1692449467846
2018-09-27,1045.268140222753
2018-09-28,1048.5860950910808
2018-10-01,1053.0862262181438
2018-10-02,1052.225275244189
2018-10-03,1052.877416306822
2018-10-04,1043.6352601671183
2018-10-05,1037.1423811457762
2018-10-08,1036.0615712442495
2018-10-09,1032.2071734585045
2018-10-10,1001.0935227519263
2018-10-11,978.9793122984738
2018-10-12,989.3043710568243
2018-10-15,981.8252478596783
2018-10-16,1000.218896298361
2018-10-17,1003.6471908692208
2018-10-18,993.8162978492337
2018-10-19,990.8725462485805
2018-10-22,989.9768983031952
2018-10-23,980.7490978034207
2018-10-24,963.7064586185385
2018-10-25,974.7662799516
2018-10-26,964.8066219913886
2018-10-29,960.1969674281086
2018-10-30,974.1157391493718
