Date,EMU REGION ESG SELECTION P-SERIES
2018-05-31,1000.0
2018-06-01,1011.5136520115258
2018-06-04,1015.9734799898048
2018-06-05,1015.5670645692736
2018-06-06,1016.8579085514649
2018-06-07,1015.7433800071223
2018-06-08,1012.9748907265083
2018-06-11,1023.0155652118827
2018-06-12,1023.1264712643243
2018-06-13,1027.5819253561488
2018-06-14,1037.1427202710574
2018-06-15,1030.6805812826085
2018-06-18,1021.4572853789977
2018-06-19,1012.8608570274752
2018-06-20,1014.5345453948514
2018-06-21,1005.9561486595768
2018-06-22,1013.2091403691071
2018-06-25,992.759328119351
2018-06-26,992.4793267463346
2018-06-27,999.5989570920937
2018-06-28,988.6358355966303
2018-06-29,998.3020342928296
2018-07-02,989.5217913901747
2018-07-03,998.3838807721795
2018-07-04,997.3092347841919
2018-07-05,1004.7225595653493
2018-07-06,1008.4764660660398
2018-07-09,1013.6735570109299
2018-07-10,1017.4567681936114
2018-07-11,1005.220150903096
2018-07-12,1013.2203576091956
2018-07-13,1016.2308366565935
2018-07-16,1016.0284645134984
2018-07-17,1020.1946496193488
2018-07-18,1027.3661568467173
2018-07-19,1020.4554242841301
2018-07-20,1015.7676026528475
2018-07-23,1012.0780538032512
2018-07-24,1020.4067079945071
2018-07-25,1015.8390421003182
2018-07-26,1026.3524927594742
2018-07-27,1031.4376483632132
2018-07-30,1028.2447817235702
2018-07-31,1028.9646849749943
2018-08-01,1025.2437116256638
2018-08-02,1018.3161306935929
2018-08-03,1023.3688166252167
2018-08-06,1022.2071967280217
2018-08-07,1023.4654745237799
2018-08-08,1022.0359998617083
2018-08-09,1022.7844377028819
2018-08-10,1005.6508223590059
2018-08-13,1004.6950141410542
2018-08-14,1005.0153810523881
2018-08-15,992.6019849406948
2018-08-16,999.7539334211592
2018-08-17,997.0276726930317
2018-08-20,1003.2770623629887
2018-08-21,1007.0275460705321
2018-08-22,1007.783642125002
2018-08-23,1007.5933676984645
2018-08-24,1009.4124597226964
2018-08-27,1017.9392905578936
2018-08-28,1018.2209651746098
2018-08-29,1020.9466896198845
2018-08-30,1015.1339979742608
2018-08-31,1005.9090188911766
2018-09-03,1006.2315611329276
2018-09-04,997.4438624795291
2018-09-05,985.0028037644526
2018-09-06,978.2737144279835
2018-09-07,977.8240980248439
2018-09-10,982.9346011174372
2018-09-11,982.7695816653053
