Date,EUROPE REGION ESG SELECTION P-SERIES
2018-05-31,1000.0
2018-06-01,1011.0532189769073
2018-06-04,1014.0913907836024
2018-06-05,1011.9861553301286
2018-06-06,1012.3001123156384
2018-06-07,1010.420273437071
2018-06-08,1008.2064301818683
2018-06-11,1017.7633399881223
2018-06-12,1018.1152329850075
2018-06-13,1021.1000123153983
2018-06-14,1031.3455153087348
2018-06-15,1021.7580958635223
2018-06-18,1013.3829631561632
2018-06-19,1005.5147225476798
2018-06-20,1008.4541821165982
2018-06-21,1000.5091102203426
2018-06-22,1008.6082046305079
2018-06-25,989.5601252593539
2018-06-26,989.1200563442696
2018-06-27,995.2837310829377
2018-06-28,985.7155028172396
2018-06-29,995.568057916352
2018-07-02,986.6868800201886
2018-07-03,995.0242681019054
2018-07-04,994.6631708433664
2018-07-05,999.4485077533441
2018-07-06,1002.2947403357334
2018-07-09,1008.4919299220172
2018-07-10,1013.065522708073
2018-07-11,1001.6727750709056
2018-07-12,1009.1490566974458
2018-07-13,1011.2823606944344
2018-07-16,1010.3984953892879
2018-07-17,1014.0725493769797
2018-07-18,1019.4419863190692
2018-07-19,1014.6832052830636
2018-07-20,1011.788931522125
2018-07-23,1008.9960858979929
2018-07-24,1017.8731894213859
2018-07-25,1015.013169412422
2018-07-26,1024.4721000998425
2018-07-27,1028.666900280267
2018-07-30,1025.7291435426248
2018-07-31,1025.588791727743
2018-08-01,1022.3518257360108
2018-08-02,1014.6602493021935
2018-08-03,1020.492714163046
2018-08-06,1019.3847004269808
2018-08-07,1021.6523828865235
2018-08-08,1018.5137951864675
2018-08-09,1020.2047656231138
2018-08-10,1007.3719249560888
2018-08-13,1006.4720523407622
2018-08-14,1007.3695819565905
2018-08-15,994.8857437348092
2018-08-16,1001.2811620905608
2018-08-17,999.834764769821
2018-08-20,1005.3741662325938
2018-08-21,1008.449799520407
2018-08-22,1009.435346289413
2018-08-23,1008.684629637002
2018-08-24,1009.137753504255
2018-08-27,1016.0087777677745
2018-08-28,1016.2260425436976
2018-08-29,1019.114416322502
2018-08-30,1015.6400859032631
2018-08-31,1008.0614609222056
2018-09-03,1008.7306974507376
2018-09-04,1001.9598952134173
2018-09-05,991.0324379124853
2018-09-06,985.6779139146978
2018-09-07,986.2946430066137
2018-09-10,992.129787744063
2018-09-11,991.420094403395
2018-09-12,994.7347272625465
2018-09-13,994.1860063248919
2018-09-14,997.7222873789917
2018-09-17,999.3137261395291
2018-09-18,999.644500228152
2018-09-19,1003.0841118472263
2018-09-20,1009.7100582623095
2018-09-21,1013.9014426041991
2018-09-24,1008.5032182562417
2018-09-25,1013.8288021821355
2018-09-26,1017.0939717612091
2018-09-27,1021.2405095484751
2018-09-28,1010.8464468437379
2018-10-01,1014.3091056362252
2018-10-02,1007.0318047303515
2018-10-03,1010.5259119759887
2018-10-04,998.1652308699522
2018-10-05,990.9509289190535
2018-10-08,979.6131768011952
2018-10-09,981.0117194139656
2018-10-10,961.4474552261019
2018-10-11,944.8602102385964
2018-10-12,944.3076358976048
2018-10-15,945.1875369503742
2018-10-16,960.6830369611207
2018-10-17,955.7021462908502
2018-10-18,948.2118241115193
2018-10-19,943.6923385626599
2018-10-22,939.1633314179645
2018-10-23,925.4654828063212
2018-10-24,922.4020116202635
2018-10-25,930.0835312372126
2018-10-26,921.1127161336024
2018-10-29,930.0705207569491
2018-10-30,930.4555022048984
2018-10-31,945.2902177952965
2018-11-01,951.0061958847701
