Date,ACWI IMI VALUE WEIGHTED
1998-12-31,515.1261417458808
1999-01-01,515.1400559679482
1999-01-04,516.506026981149
1999-01-05,520.8577339963116
1999-01-06,532.9280032004922
1999-01-07,535.278892950125
1999-01-08,540.387471042252
1999-01-11,539.4621301438666
1999-01-12,530.5430181104473
1999-01-13,513.6274010198823
1999-01-14,510.05160996597976
1999-01-15,520.734965601014
1999-01-18,524.0323269215637
1999-01-19,524.6054074939939
1999-01-20,528.2956003154975
1999-01-21,522.733390888122
1999-01-22,515.348159266352
1999-01-25,516.1647587359331
1999-01-26,518.2472318129014
1999-01-27,519.7048146345666
1999-01-28,525.0165960022993
1999-01-29,530.9528554783973
1999-02-01,536.3574733656354
1999-02-02,533.8743270541007
1999-02-03,533.4408106731952
1999-02-04,532.567919518996
1999-02-05,529.9775602052076
1999-02-08,530.4450937917172
1999-02-09,520.8312823178328
1999-02-10,518.7873763560823
1999-02-11,526.0294150985019
1999-02-12,525.7953068192808
1999-02-15,527.4356676500528
1999-02-16,530.009076426242
1999-02-17,523.7578006864413
1999-02-18,524.994091375282
1999-02-19,529.3364593134961
1999-02-22,538.6001303933967
1999-02-23,540.8865618408487
1999-02-24,540.119314747594
1999-02-25,534.508445619326
1999-02-26,538.2029588543479
1999-03-01,537.232953116914
1999-03-02,535.555411932926
1999-03-03,535.0197306094947
1999-03-04,541.5736109256466
1999-03-05,552.6062903367067
1999-03-08,553.0135154403972
1999-03-09,554.7010794048974
1999-03-10,557.5069905924557
1999-03-11,566.7379131322042
1999-03-12,563.6949856246918
1999-03-15,567.2633419954863
1999-03-16,571.5763766046488
1999-03-17,567.4587750842796
1999-03-18,568.9178914177089
1999-03-19,574.910241008971
1999-03-22,573.8760833657143
1999-03-23,566.2959766038249
1999-03-24,562.5750554443443
1999-03-25,572.224414990748
1999-03-26,576.2091423465787
1999-03-29,582.09224943246
1999-03-30,578.1729475082454
1999-03-31,578.3044896450795
1999-04-01,580.1331358171806
1999-04-02,581.3667249101552
1999-04-05,587.2643982927514
1999-04-06,588.9202513779121
1999-04-07,591.0817787461345
1999-04-08,594.9033306832845
1999-04-09,599.904427064874
1999-04-12,598.2732395822602
1999-04-13,604.0020394097639
1999-04-14,605.1855422319674
1999-04-15,610.7855497942277
1999-04-16,617.3772413832686
1999-04-19,624.0724190540021
1999-04-20,618.2170617563592
1999-04-21,621.2153228963311
1999-04-22,626.4679658842747
1999-04-23,626.7651061290817
1999-04-26,631.2067144111435
1999-04-27,633.2965997748562
1999-04-28,635.4207979937337
1999-04-29,636.8981995636518
1999-04-30,637.20223748322
1999-05-03,643.1255461932687
1999-05-04,639.6626936360093
1999-05-05,636.5637462294985
1999-05-06,635.7906560247675
1999-05-07,635.6001136065153
1999-05-10,636.2008495958999
1999-05-11,639.5005826307098
1999-05-12,641.032536291908
1999-05-13,644.4524075240582
1999-05-14,633.0687555194471
1999-05-17,626.1690139824655
1999-05-18,628.2714641116721
1999-05-19,628.4097599175755
1999-05-20,630.2941718349779
1999-05-21,632.9319858839614
1999-05-24,627.1649906173641
1999-05-25,619.5443816134152
1999-05-26,629.1230063364178
1999-05-27,624.1039723757241
1999-05-28,627.2895534164437
1999-05-31,629.0973305346624
1999-06-01,629.3152399168038
1999-06-02,635.703314140392
1999-06-03,637.3603522894219
1999-06-04,644.8683387214455
1999-06-07,651.3304246329449
1999-06-08,644.7497296458283
1999-06-09,645.2075361062456
1999-06-10,642.0488715944862
1999-06-11,643.9988190765661
1999-06-14,644.5038821543181
1999-06-15,645.8164291489384
1999-06-16,657.7633630364377
1999-06-17,661.9774709083053
1999-06-18,659.3668091872917
1999-06-21,666.4020377386848
1999-06-22,665.775835882251
1999-06-23,661.21349193697
1999-06-24,654.1789626816965
1999-06-25,647.8916549759298
1999-06-28,656.2393690040079
1999-06-29,661.9896606112703
1999-06-30,666.1809204084454
1999-07-01,677.348107826806
1999-07-02,682.9719980216415
1999-07-05,687.2701647136932
1999-07-06,685.833929877639
1999-07-07,685.9969211258223
1999-07-08,686.3975811951573
1999-07-09,688.2906269451889
1999-07-12,691.6809433988512
1999-07-13,685.6339973029516
1999-07-14,687.0292724382441
1999-07-15,690.3381090435172
1999-07-16,691.0712088192803
1999-07-19,693.4986556149076
1999-07-20,673.6902832629335
1999-07-21,666.3605714297897
1999-07-22,661.6482627087828
1999-07-23,657.1923028963024
1999-07-26,643.2200900131394
1999-07-27,648.3367091351305
1999-07-28,651.2273608576361
1999-07-29,642.0718726736221
1999-07-30,644.0196592659755
1999-08-02,644.0369322778565
1999-08-03,643.188390740087
1999-08-04,635.3041274344895
1999-08-05,628.3128239372702
1999-08-06,625.1475690659103
1999-08-09,628.7579966264799
1999-08-10,622.45177278644
1999-08-11,628.6930234916838
1999-08-12,633.9809129722361
1999-08-13,644.0088209464695
1999-08-16,648.3123964146384
1999-08-17,653.0114469338504
1999-08-18,652.4276791325435
1999-08-19,646.3207622015431
1999-08-20,651.0813875411776
1999-08-23,662.3128490033264
1999-08-24,663.7623657854665
1999-08-25,670.4125637516674
1999-08-26,667.2277424759924
1999-08-27,663.4011245642276
1999-08-30,661.3551211978302
1999-08-31,651.4026081743054
1999-09-01,655.5949143655663
1999-09-02,645.2451059833797
1999-09-03,658.3911439311473
1999-09-06,663.1275704727655
1999-09-07,658.9053196246853
1999-09-08,656.8622411781206
1999-09-09,664.2454683526258
1999-09-10,669.9449136787082
1999-09-13,675.8788957700451
1999-09-14,670.5572259676786
1999-09-15,669.017403939496
1999-09-16,662.7772584573308
1999-09-17,663.7200770139927
1999-09-20,664.0099324962403
1999-09-21,657.0873085357769
1999-09-22,651.1394154080705
1999-09-23,650.5730842005763
1999-09-24,641.9994637439437
1999-09-27,643.6501106487577
1999-09-28,641.023992209501
1999-09-29,632.6428445136648
1999-09-30,636.1467506689726
1999-10-01,634.6251842947347
1999-10-04,638.9586384818836
1999-10-05,638.7724455767157
1999-10-06,641.8903049117758
1999-10-07,641.8777885691707
1999-10-08,649.0459999828404
1999-10-11,649.6246693465442
1999-10-12,641.5224369676913
1999-10-13,630.9622937853915
1999-10-14,629.9782941723546
1999-10-15,615.3770223066359
1999-10-18,611.5064275505
1999-10-19,618.0751545945897
1999-10-20,625.244508921615
1999-10-21,621.5682935652111
1999-10-22,634.6809828627906
1999-10-25,634.8639239886679
1999-10-26,638.4401870455978
1999-10-27,642.1635086462665
1999-10-28,652.524028844783
1999-10-29,662.2372470222538
1999-11-01,661.9074492430528
1999-11-02,663.3835870009816
1999-11-03,664.8716301188136
1999-11-04,671.9308905379004
1999-11-05,673.2152700580483
1999-11-08,674.9558062450781
1999-11-09,673.5752806402584
1999-11-10,675.8551405400405
1999-11-11,677.9982205707477
1999-11-12,685.2487572661094
1999-11-15,686.8729200716048
1999-11-16,690.9166534984599
1999-11-17,687.0747711035267
1999-11-18,695.8089874038332
1999-11-19,697.8638272533259
1999-11-22,695.2471043070598
1999-11-23,695.3809787918002
1999-11-24,699.5565897649701
1999-11-25,701.2450009644853
1999-11-26,709.0589085762794
1999-11-29,710.2815985527092
1999-11-30,704.6172669377377
1999-12-01,706.3412649045918
1999-12-02,711.0337215417104
1999-12-03,719.5365606090053
1999-12-06,705.2742333589695
1999-12-07,703.1471785980772
1999-12-08,698.6753709260764
1999-12-09,702.8901399099027
1999-12-10,706.9444841841254
1999-12-13,708.5592278689833
1999-12-14,708.8056785256535
1999-12-15,709.2084778170314
1999-12-16,703.9049798750248
1999-12-17,710.2464544190682
1999-12-20,710.8123569421283
1999-12-21,712.031826385597
1999-12-22,716.761932297255
1999-12-23,719.4895044006072
1999-12-24,720.9194939982067
1999-12-27,722.1196852846409
1999-12-28,727.709408748756
1999-12-29,732.6727991899895
1999-12-30,738.1104184742097
1999-12-31,740.2162735196831
2000-01-03,729.8716121725207
2000-01-04,705.5178198256979
2000-01-05,698.3542540005167
2000-01-06,695.9449536113034
2000-01-07,710.5005726883251
2000-01-10,717.4072317612513
2000-01-11,713.019600013828
2000-01-12,712.4425570795839
2000-01-13,718.0795402428986
2000-01-14,731.8517093123282
2000-01-17,738.9641440351579
2000-01-18,731.0068763619525
2000-01-19,726.8048082748028
2000-01-20,724.7139958515776
2000-01-21,724.2943469260526
2000-01-24,720.9867682076363
2000-01-25,711.8814825232881
2000-01-26,718.1262626797791
2000-01-27,728.6222675282908
2000-01-28,724.0357319183998
2000-01-31,722.4938846603301
2000-02-01,727.7605026790518
2000-02-02,730.092282693787
2000-02-03,729.6742068058077
2000-02-04,731.7289574683015
2000-02-07,730.6986458010231
2000-02-08,728.8677996666382
2000-02-09,721.9935530619755
2000-02-10,722.0955856823573
2000-02-11,717.3590624267573
2000-02-14,717.202836351645
2000-02-15,712.752590303734
2000-02-16,713.9272527442605
2000-02-17,715.1293166884013
2000-02-18,706.5647628522293
2000-02-21,700.3104251129674
2000-02-22,687.8592278363938
2000-02-23,692.3718967733867
2000-02-24,694.1784906609587
2000-02-25,704.4817739832629
2000-02-28,712.3385249228589
2000-02-29,719.593214908321
2000-03-01,726.5139218194275
2000-03-02,729.5822905616778
2000-03-03,736.6989042016445
2000-03-06,734.4733211675805
2000-03-07,730.9316945863928
2000-03-08,729.8205538780882
2000-03-09,729.0452482259853
2000-03-10,732.2779421681672
2000-03-13,721.8155098261734
2000-03-14,721.0159450938189
2000-03-15,721.1854498829489
2000-03-16,740.2256099979224
2000-03-17,744.1548748232692
2000-03-20,740.8429341181907
2000-03-21,745.1623544113589
2000-03-22,752.1067574895144
2000-03-23,750.9322442684758
2000-03-24,755.8364288427247
2000-03-27,757.6692022759823
2000-03-28,759.604663975263
2000-03-29,770.4363504557157
2000-03-30,761.6610104173511
2000-03-31,768.4509537806998
2000-04-03,767.6169368775597
2000-04-04,764.9255573147877
2000-04-05,754.0798486907678
2000-04-06,762.9319458386387
2000-04-07,765.512464509277
2000-04-10,764.8541714870294
2000-04-11,759.4720777226869
2000-04-12,762.79696439476
2000-04-13,758.543881791071
2000-04-14,735.9345900166575
2000-04-17,726.6241808198246
2000-04-18,742.7856886768938
2000-04-19,748.567338131059
2000-04-20,752.8714730519133
2000-04-21,751.2350591929954
2000-04-24,753.6121252454847
2000-04-25,773.2763943686236
2000-04-26,773.4954081468497
2000-04-27,776.0461302869463
2000-04-28,776.3180958730109
2000-05-01,784.0223837492231
2000-05-02,785.2704879411947
2000-05-03,786.4493427658391
2000-05-04,787.0677672568663
2000-05-05,790.2860550938999
2000-05-08,788.7030784825281
2000-05-09,777.8957672865768
2000-05-10,764.4686415276431
2000-05-11,774.3816198484409
2000-05-12,779.1838129144985
2000-05-15,777.6462898638887
2000-05-16,791.2457769756887
2000-05-17,792.8871225641553
2000-05-18,789.4143186340384
2000-05-19,781.9321652547678
2000-05-22,765.9695430184582
2000-05-23,760.6193738354372
2000-05-24,761.8656562056884
2000-05-25,760.8768121038785
2000-05-26,746.4326296721009
2000-05-29,748.1191140239935
2000-05-30,755.5068089964074
2000-05-31,758.3179117337623
2000-06-01,763.8785771008838
2000-06-02,767.4757780845928
2000-06-05,769.1606950899364
2000-06-06,759.8965963515485
2000-06-07,762.8660651213137
2000-06-08,761.706282732023
2000-06-09,763.251471176869
2000-06-12,761.6672915381153
2000-06-13,757.8292453140846
2000-06-14,759.974945367909
2000-06-15,759.3089998056221
2000-06-16,749.8798594136091
2000-06-19,753.9320847978194
2000-06-20,756.7072058277803
2000-06-21,761.8342447091172
2000-06-22,762.9637731596557
2000-06-23,762.6067769218635
2000-06-26,762.6165303719891
2000-06-27,760.985274570633
2000-06-28,762.4553596270529
2000-06-29,756.6457850434476
2000-06-30,752.6453408391387
2000-07-03,766.2383244620158
2000-07-04,767.6014298211107
2000-07-05,760.393297405844
2000-07-06,762.1508233321998
2000-07-07,772.3731429737946
2000-07-10,773.6783743445902
2000-07-11,776.2936987080727
2000-07-12,782.2728341207908
2000-07-13,785.2173589991744
2000-07-14,786.4710228851179
2000-07-17,786.2813865627301
2000-07-18,782.0562283639675
2000-07-19,784.7141225963318
2000-07-20,788.2784621187852
2000-07-21,777.7600140824951
2000-07-24,773.1123360988506
2000-07-25,768.1592797998223
2000-07-26,763.5116310366421
2000-07-27,762.4092266300174
2000-07-28,762.28958131044
2000-07-31,764.6829940053246
2000-08-01,770.54552156325
2000-08-02,781.1197300013043
2000-08-03,788.2397286205338
2000-08-04,790.2095567908361
2000-08-07,796.3820767606517
2000-08-08,802.8709833103151
2000-08-09,806.3666505360826
2000-08-10,797.1128138042968
2000-08-11,806.1836398380923
2000-08-14,810.9985591263747
2000-08-15,803.7823253515294
2000-08-16,805.6854589022006
2000-08-17,804.2125751031244
2000-08-18,807.4290013923107
2000-08-21,810.2824634298706
2000-08-22,817.590773362919
2000-08-23,820.9952732747281
2000-08-24,814.5887562573872
2000-08-25,814.3527859951749
2000-08-28,820.144786040533
2000-08-29,820.990884300816
2000-08-30,820.346817090516
2000-08-31,825.0670014454511
2000-09-01,821.7691946123936
2000-09-04,823.8483899999757
2000-09-05,831.3737403975069
2000-09-06,836.1109761087625
2000-09-07,841.6263910518903
2000-09-08,842.9398046826527
2000-09-11,844.7825906504279
2000-09-12,840.8093523086948
2000-09-13,836.7464404016289
2000-09-14,838.5736515511551
2000-09-15,831.5521716032614
2000-09-18,827.1619675028498
2000-09-19,828.1629101103953
2000-09-20,831.1522927948013
2000-09-21,822.2264915183839
2000-09-22,798.4808843189516
2000-09-25,808.3854735061433
2000-09-26,800.4017133743065
2000-09-27,799.3786288659721
2000-09-28,805.1223579452317
2000-09-29,806.9770017275818
2000-10-02,808.7760843831071
2000-10-03,812.9372244686956
2000-10-04,815.1001742435582
2000-10-05,818.597590164538
2000-10-06,811.6919450756586
2000-10-09,806.4066606681893
2000-10-10,803.0286787588726
2000-10-11,788.9828845177495
2000-10-12,786.9350048239838
2000-10-13,794.1168414331804
2000-10-16,804.3043139230214
2000-10-17,793.9494209918502
2000-10-18,789.6489300267012
2000-10-19,805.8784321653832
2000-10-20,813.301053878935
2000-10-23,814.5037637763772
2000-10-24,820.0445304018425
2000-10-25,819.9629285782016
2000-10-26,818.128072521304
2000-10-27,814.3496886687003
2000-10-30,821.2721532409859
2000-10-31,827.9330106641506
2000-11-01,824.7383910933213
2000-11-02,825.8536944456555
2000-11-03,823.9843934260374
2000-11-06,829.7629191063933
2000-11-07,829.6046826300818
2000-11-08,830.4919881952495
2000-11-09,823.3691051119735
2000-11-10,812.4245600479252
2000-11-13,807.0268706418132
