Date,KUKJE (ACWI ex KOREA) IMI VALUE WEIGHTED
2003-09-23,834.4634896675668
2003-09-24,828.3716131829705
2003-09-25,817.2038419147012
2003-09-26,814.8606964268116
2003-09-29,813.5920903886616
2003-09-30,801.6009334589389
2003-10-01,813.3952633647551
2003-10-02,821.319412636332
2003-10-03,835.9715980235314
2003-10-06,836.5938885156825
2003-10-07,832.8831920526007
2003-10-08,827.5523429844279
2003-10-09,839.5756794543042
2003-10-10,838.1802071385928
2003-10-13,852.3274821906273
2003-10-14,853.2232275729618
2003-10-15,857.0937682171722
2003-10-16,857.0068601892062
2003-10-17,855.5256898870989
2003-10-20,856.0501139608901
2003-10-21,854.8281241939698
2003-10-22,837.7169866059995
2003-10-23,828.3385999729607
2003-10-24,826.383952521286
2003-10-27,834.7889655472454
2003-10-28,849.6590554772572
2003-10-29,853.9310568090802
2003-10-30,855.932718369374
2003-10-31,857.5271331250502
2003-11-03,872.8096386090396
2003-11-04,873.9997463568044
2003-11-05,871.7075352553734
2003-11-06,873.791018489897
2003-11-07,875.0322509831329
2003-11-10,868.9930902328844
2003-11-11,860.904516985847
2003-11-12,860.604160166803
2003-11-13,860.3269066554419
2003-11-14,853.8158809714544
2003-11-17,838.3195590758418
2003-11-18,830.5521405088372
2003-11-19,827.0949246278515
2003-11-20,826.2792782511115
2003-11-21,827.851187681567
2003-11-24,845.7400264096079
2003-11-25,848.9042590778946
2003-11-26,846.6367078430615
2003-11-27,849.7765932753323
2003-11-28,844.2685103045709
2003-12-01,856.4804542792908
2003-12-02,849.8130684970014
2003-12-03,850.2066275703854
2003-12-04,854.5848670348649
2003-12-05,846.8475435359486
2003-12-08,843.6739096238764
2003-12-09,843.8427553454699
2003-12-10,836.8123826720744
2003-12-11,848.3068447091376
2003-12-12,845.9095563395147
2003-12-15,844.543331913459
2003-12-16,842.4903430607382
2003-12-17,840.3621280608861
2003-12-18,848.1238037170671
2003-12-19,851.350012880843
2003-12-22,851.070356504398
2003-12-23,853.7285456708881
2003-12-24,852.5300509085354
2003-12-25,852.6075957675719
2003-12-26,854.5562615866323
2003-12-29,860.2101936374446
2003-12-30,861.5228457047184
2003-12-31,858.3493861340585
2004-01-01,858.3793580038647
2004-01-02,863.0324270098029
2004-01-05,869.2545515424318
2004-01-06,865.6012438112724
2004-01-07,867.082831033146
2004-01-08,870.4413137889229
2004-01-09,861.6332821547671
2004-01-12,865.0091595851849
2004-01-13,864.8357305407021
2004-01-14,875.4012517845989
2004-01-15,878.2161757285797
2004-01-16,894.2199924414525
2004-01-19,896.8442155513799
2004-01-20,888.8909172201102
2004-01-21,891.230993823892
2004-01-22,887.4823595458148
2004-01-23,888.0806480696136
2004-01-26,896.5112978360299
2004-01-27,891.3233720852727
2004-01-28,886.6909593028809
2004-01-29,892.8793192420559
2004-01-30,888.4593985388849
2004-02-02,889.9875506730024
2004-02-03,883.5297151856728
2004-02-04,878.2913375070153
2004-02-05,874.7152841710755
2004-02-06,877.2361889579814
2004-02-09,882.7384462364737
2004-02-10,885.0371256442347
2004-02-11,891.6095853504909
2004-02-12,884.7791861085177
2004-02-13,885.0388176229076
2004-02-16,886.7414607319678
2004-02-17,892.7872568775576
2004-02-18,889.8018737409806
2004-02-19,897.6727723403313
2004-02-20,897.3606890624748
2004-02-23,898.6183312982143
2004-02-24,888.2618499858248
2004-02-25,897.2742870354607
2004-02-26,905.2077831914936
2004-02-27,908.954662246345
2004-03-01,919.5720529088192
2004-03-02,926.167628162868
2004-03-03,933.6513866815214
2004-03-04,933.5503240819539
2004-03-05,924.2714260376722
2004-03-08,925.2143563778649
2004-03-09,917.7208918178015
2004-03-10,916.9884742407974
2004-03-11,899.761548727224
2004-03-12,907.6333053822644
2004-03-15,896.0988210078821
2004-03-16,895.2730484506204
2004-03-17,915.8217412763101
2004-03-18,904.7354508854713
2004-03-19,902.8461473788034
2004-03-22,888.6187358915834
2004-03-23,892.837824301234
2004-03-24,896.3715708187636
2004-03-25,909.5613862312049
2004-03-26,916.8541438705223
2004-03-29,923.7949444690255
2004-03-30,925.3515708845957
2004-03-31,922.4876424896745
2004-04-01,924.723245696008
2004-04-02,943.3058985402903
2004-04-05,956.6421090400038
2004-04-06,952.4076660122743
2004-04-07,944.2965135406916
2004-04-08,947.935775504495
2004-04-09,946.2634127876812
2004-04-12,952.3083302885827
2004-04-13,955.8968539356622
2004-04-14,945.7390766930919
2004-04-15,942.6920145981443
2004-04-16,943.253394014939
2004-04-19,942.2275148917472
2004-04-20,946.4074801852145
2004-04-21,946.1321988799896
2004-04-22,954.4372779616265
2004-04-23,959.12277709348
2004-04-26,957.5600181853781
2004-04-27,954.3964217716145
2004-04-28,946.4350506309061
2004-04-29,932.0955965224985
2004-04-30,922.1362990095156
2004-05-03,929.4932883625144
2004-05-04,926.6702006831806
2004-05-05,927.4060079615297
2004-05-06,918.6509872951124
2004-05-07,914.158336824103
2004-05-10,892.6550301506186
2004-05-11,902.9457515826138
2004-05-12,901.0140732380285
2004-05-13,902.2673807589446
2004-05-14,899.2772499661902
2004-05-17,878.5792130207162
2004-05-18,887.6985440662011
2004-05-19,894.2406050611054
2004-05-20,896.8490013529464
2004-05-21,898.20066649831
2004-05-24,905.0325887790447
2004-05-25,902.7450060335852
2004-05-26,909.0240305307724
2004-05-27,905.1787432269149
2004-05-28,908.6743004851899
2004-05-31,909.2739967317332
2004-06-01,907.8485764441541
2004-06-02,907.3186255810954
2004-06-03,902.9326394228217
2004-06-04,908.1684713963809
2004-06-07,919.0123434502433
2004-06-08,922.7813555902453
2004-06-09,927.4624819779692
2004-06-10,931.0653229551721
2004-06-11,933.7374471097638
2004-06-14,919.217411847495
2004-06-15,925.3676129747455
2004-06-16,934.5382710334353
2004-06-17,934.8007612510271
2004-06-18,930.8880002062651
2004-06-21,933.0785645432086
2004-06-22,931.1951926961347
2004-06-23,936.8075156806397
2004-06-24,935.7113669477864
2004-06-25,935.7539325185387
2004-06-28,935.49723142307
2004-06-29,938.3329409720526
2004-06-30,936.4642670187179
2004-07-01,933.0991503423168
2004-07-02,921.587729760983
2004-07-05,920.6341942796837
2004-07-06,915.8251032905773
2004-07-07,912.1549327313045
2004-07-08,906.0850380613521
2004-07-09,909.5543412635789
2004-07-12,910.029701137179
2004-07-13,914.7943566875214
2004-07-14,907.9700537377759
2004-07-15,904.4132780290545
2004-07-16,902.193563300625
2004-07-19,903.3479884169788
2004-07-20,906.513277414843
2004-07-21,910.1473685594522
2004-07-22,902.7029267345921
2004-07-23,906.1533955576745
2004-07-26,899.6024396351152
2004-07-27,908.1896128702481
2004-07-28,911.9657462687397
2004-07-29,915.7319829034001
2004-07-30,920.9256890803468
2004-08-02,923.1483900903943
2004-08-03,919.89634170689
2004-08-04,915.3419118590388
2004-08-05,909.4231045544132
2004-08-06,887.4915526063616
2004-08-09,884.3934604607153
2004-08-10,888.2395727139682
2004-08-11,891.6950740080767
2004-08-12,884.4781923933654
2004-08-13,877.0663448916645
2004-08-16,885.293004939524
2004-08-17,888.4359673263185
2004-08-18,896.5232144354547
2004-08-19,894.6322281326237
2004-08-20,899.5913737374485
2004-08-23,907.4760293950051
2004-08-24,912.4233584319576
2004-08-25,918.6430572051759
2004-08-26,922.0281280073795
2004-08-27,928.9576290791559
2004-08-30,924.5079327684117
2004-08-31,918.8761742673388
2004-09-01,922.142749357219
2004-09-02,929.3841556537405
2004-09-03,933.3840924759545
2004-09-06,935.5836357681627
2004-09-07,940.4680978262475
2004-09-08,935.2646270592574
2004-09-09,930.8343630324641
2004-09-10,926.9490413898717
2004-09-13,933.6833970463447
2004-09-14,932.8170488798941
2004-09-15,934.521475058861
2004-09-16,939.534024534014
2004-09-17,940.2384703381845
2004-09-20,938.1760254132306
2004-09-21,937.4659350348021
2004-09-22,930.2248566775204
2004-09-23,923.5231965813222
2004-09-24,925.293277089111
2004-09-27,918.3366234761216
2004-09-28,921.7120437733336
2004-09-29,924.8240481265838
2004-09-30,920.8728094792732
2004-10-01,935.289508085826
2004-10-04,948.6282106127985
2004-10-05,946.8254475941894
2004-10-06,950.9893371706619
2004-10-07,947.768646668357
2004-10-08,938.9846061112349
2004-10-11,941.6308742945625
2004-10-12,939.753072732251
2004-10-13,937.324384897398
2004-10-14,923.8447600089232
2004-10-15,921.7130595369871
2004-10-18,919.4273207984061
2004-10-19,919.1139541458251
2004-10-20,911.0177406501306
2004-10-21,914.2179984588438
2004-10-22,910.7174942309763
2004-10-25,898.5110465851238
2004-10-26,905.7811642301413
2004-10-27,914.7284021603792
2004-10-28,920.7098512815204
2004-10-29,921.7790423726594
2004-11-01,923.2734054625125
2004-11-02,929.2571723554706
2004-11-03,931.4764791315778
2004-11-04,934.9747276924444
2004-11-05,938.7297056899646
2004-11-08,934.9996607196139
2004-11-09,936.9066437697803
2004-11-10,937.0970144414758
2004-11-11,944.3764490452154
2004-11-12,950.3995992022997
2004-11-15,951.0359283665721
2004-11-16,944.1609244610578
2004-11-17,948.7420215133006
2004-11-18,949.8457790756203
2004-11-19,941.6586723197521
2004-11-22,942.0061468156614
2004-11-23,941.0466881801301
2004-11-24,941.0697420525908
2004-11-25,940.6105072225137
2004-11-26,939.9224852005441
2004-11-29,938.4683417406297
2004-11-30,935.3912217895247
2004-12-01,942.8606660924396
2004-12-02,946.5540251822976
2004-12-03,942.6308051254953
2004-12-06,937.4006620307297
2004-12-07,931.7314444916306
2004-12-08,937.9327405251455
2004-12-09,936.5452438935417
2004-12-10,938.5755295222112
2004-12-13,942.6568332042133
2004-12-14,946.7920877638697
2004-12-15,945.0963480124902
2004-12-16,951.2328205249676
2004-12-17,949.3932049458465
2004-12-20,944.6392938906691
2004-12-21,950.7423651646232
2004-12-22,953.885684120937
2004-12-23,949.3183686831992
2004-12-24,949.8461255635533
2004-12-27,944.0120731760226
2004-12-28,949.0431769999592
2004-12-29,948.8373474185181
2004-12-30,950.1094050335656
2004-12-31,952.9286596867744
2005-01-03,956.0115229630203
2005-01-04,957.6863581239843
2005-01-05,952.4302813717123
2005-01-06,959.68557667371
2005-01-07,966.7236618798863
2005-01-10,966.7982543179365
2005-01-11,961.3580119913763
2005-01-12,955.5789593276886
2005-01-13,957.0114111939574
2005-01-14,966.5388131703614
2005-01-17,969.5188256328139
2005-01-18,975.8184584843312
2005-01-19,972.5475116103235
2005-01-20,969.9282988870483
2005-01-21,965.0067019014318
2005-01-24,962.5130212746399
2005-01-25,968.5801610534508
2005-01-26,968.6052914532122
2005-01-27,970.9734481321368
2005-01-28,969.7445002825264
2005-01-31,976.5045071746532
2005-02-01,983.3549737998565
2005-02-02,986.1133631871201
2005-02-03,988.6419977740389
2005-02-04,998.7352314007525
2005-02-07,1005.8670260714109
2005-02-08,1008.0845759696037
2005-02-09,1003.5371327729326
2005-02-10,1001.0832266553133
2005-02-11,1008.4072445733268
2005-02-14,1006.9353800088752
2005-02-15,1009.6689033729136
2005-02-16,1006.4101969726177
2005-02-17,999.4798362683413
2005-02-18,1000.7300579903526
2005-02-21,1000.2208671942916
2005-02-22,984.2325530668458
2005-02-23,984.4606932215444
2005-02-24,987.9883877716509
2005-02-25,999.2343658650084
2005-02-28,994.8924782494014
2005-03-01,1004.0220218305117
2005-03-02,1007.0820313411581
2005-03-03,1007.2999859125263
2005-03-04,1009.9852864030782
2005-03-07,1013.7349976822846
2005-03-08,1002.826495862818
2005-03-09,996.4207456272048
2005-03-10,990.1482492553569
2005-03-11,986.8959620059292
2005-03-14,991.7183156520223
2005-03-15,993.5621420551608
2005-03-16,980.639237306252
2005-03-17,982.6406050656983
2005-03-18,988.0318865230247
2005-03-21,989.9165896965765
2005-03-22,984.9664268193811
2005-03-23,988.7178571546641
2005-03-24,991.6232277237649
2005-03-25,992.3007745425626
2005-03-28,997.4988054807302
2005-03-29,989.1478292843609
2005-03-30,991.4419113756113
2005-03-31,994.0243323139402
2005-04-01,995.8168581951519
2005-04-04,1000.4995131407693
2005-04-05,1004.5874109607868
2005-04-06,1007.4427698344555
2005-04-07,1008.6116950677332
2005-04-08,1008.2898992101526
2005-04-11,1001.2937372758536
2005-04-12,1004.979044770992
2005-04-13,1001.2811070096383
2005-04-14,996.4773201163074
2005-04-15,974.6083169756116
2005-04-18,960.8924645285517
2005-04-19,968.4581876005733
2005-04-20,960.0364668419476
2005-04-21,964.2981940544596
2005-04-22,967.9384614266394
2005-04-25,979.3462611631124
2005-04-26,974.7356877562529
2005-04-27,971.5434628095348
2005-04-28,967.5158888007934
2005-04-29,974.9045887707434
2005-05-02,982.3210625138078
2005-05-03,980.2007143148944
2005-05-04,986.7767724362755
2005-05-05,988.8917528386469
2005-05-06,996.6060802552676
2005-05-09,999.2345537206852
2005-05-10,988.9510372003401
2005-05-11,992.237820559486
2005-05-12,991.9380460924283
2005-05-13,990.4903743479068
2005-05-16,993.6259388210764
2005-05-17,995.5892102188418
2005-05-18,1005.2146259160031
2005-05-19,1012.7745727920019
2005-05-20,1015.5543837716509
2005-05-23,1018.800530796737
2005-05-24,1018.7208492690079
2005-05-25,1014.3097907039192
2005-05-26,1023.5477567194605
2005-05-27,1025.3859770652837
2005-05-30,1032.6754852466447
2005-05-31,1037.5718712433081
2005-06-01,1051.2728407522102
2005-06-02,1051.574440640318
2005-06-03,1050.289699432916
2005-06-06,1050.7075463488047
2005-06-07,1054.9440342412586
2005-06-08,1051.6092940643716
2005-06-09,1059.222938864722
2005-06-10,1066.5193527584984
2005-06-13,1073.4211803895673
2005-06-14,1076.432744902382
2005-06-15,1074.7387616194349
2005-06-16,1081.992281448803
2005-06-17,1078.25051333046
2005-06-20,1082.8222128556706
2005-06-21,1084.371988061289
2005-06-22,1085.927708441996
2005-06-23,1086.8569498685977
2005-06-24,1077.2155358922114
2005-06-27,1068.0319743691853
2005-06-28,1081.6520358266916
2005-06-29,1082.9121089648017
2005-06-30,1076.0302276697205
2005-07-01,1088.2880583583312
2005-07-04,1093.3624725563357
2005-07-05,1096.463473542102
2005-07-06,1093.958272836977
2005-07-07,1086.035472000689
2005-07-08,1097.8061749315282
2005-07-11,1097.574461059565
2005-07-12,1091.7939712849566
2005-07-13,1099.0160034021665
2005-07-14,1101.6374309676467
2005-07-15,1105.0157817551178
2005-07-18,1101.218351633609
2005-07-19,1109.0665051256221
2005-07-20,1110.028430370776
2005-07-21,1104.2036303026186
2005-07-22,1108.0301459457962
2005-07-25,1109.3966671619557
2005-07-26,1111.9738278919388
2005-07-27,1115.4067082391837
2005-07-28,1118.6196703061637
2005-07-29,1111.9978580865034
2005-08-01,1110.3318776276958
2005-08-02,1118.5574056297214
2005-08-03,1112.1667935878888
2005-08-04,1101.6409713243886
2005-08-05,1094.433744671125
2005-08-08,1094.5674645052072
2005-08-09,1101.5855461749118
2005-08-10,1107.6325760070931
2005-08-11,1109.2453970957013
2005-08-12,1106.8049519643823
2005-08-15,1112.2495173473378
2005-08-16,1108.6336732617299
2005-08-17,1107.8905432903064
2005-08-18,1111.4557631042517
2005-08-19,1116.623297926675
2005-08-22,1117.2225358087442
2005-08-23,1115.1685663880946
2005-08-24,1107.2239595390295
2005-08-25,1104.078066647051
2005-08-26,1096.7641968043806
2005-08-29,1100.947430891422
2005-08-30,1104.9790009451303
2005-08-31,1108.0053362178605
2005-09-01,1104.8239143529706
2005-09-02,1099.4946228559072
2005-09-05,1105.1281868093129
2005-09-06,1114.8657577305246
2005-09-07,1119.394650508616
2005-09-08,1117.7219636349143
2005-09-09,1125.6962324043823
2005-09-12,1136.3772630388132
2005-09-13,1129.351152841523
2005-09-14,1128.8010561737783
2005-09-15,1135.7831729806878
2005-09-16,1141.867486656182
2005-09-19,1144.6561048626595
2005-09-20,1142.4037451500014
2005-09-21,1131.6335088301694
2005-09-22,1135.20087307032
2005-09-23,1141.3839161736387
2005-09-26,1152.9968219877358
2005-09-27,1152.3830592459667
2005-09-28,1158.626106759562
2005-09-29,1166.7473566787105
2005-09-30,1164.3958395235081
2005-10-03,1175.4977903849174
2005-10-04,1169.8785654324804
2005-10-05,1152.3946257138236
2005-10-06,1126.9849627728997
2005-10-07,1128.7101164171643
2005-10-10,1129.7818901741744
2005-10-11,1136.106273390257
2005-10-12,1126.8572091045103
2005-10-13,1125.4269532732299
2005-10-14,1121.4036869079598
2005-10-17,1125.323538783021
2005-10-18,1122.554563536007
2005-10-19,1117.3993151639797
2005-10-20,1111.943640570117
2005-10-21,1109.1943895127451
2005-10-24,1124.789277649559
2005-10-25,1118.2848207939783
2005-10-26,1119.6181227694253
2005-10-27,1106.2305840416552
2005-10-28,1115.990162834989
2005-10-31,1139.790613335407
2005-11-01,1140.8511408533566
2005-11-02,1144.0337380156404
2005-11-03,1155.3778449958338
2005-11-04,1167.672798258349
2005-11-07,1172.4741140580093
2005-11-08,1173.3184392220846
2005-11-09,1175.3865760836945
2005-11-10,1176.949092651705
2005-11-11,1186.9944483914576
2005-11-14,1184.3028005237077
2005-11-15,1180.5302640153602
2005-11-16,1180.858273626592
2005-11-17,1188.1569360685667
2005-11-18,1196.3661300286437
2005-11-21,1199.7493838241644
2005-11-22,1203.389834797518
2005-11-23,1204.2389546211925
2005-11-24,1203.770710282492
2005-11-25,1209.1793708610548
2005-11-28,1200.275512962584
2005-11-29,1203.6139956219076
2005-11-30,1196.1505324079585
2005-12-01,1215.6371285697319
2005-12-02,1223.0495389109412
2005-12-05,1216.9535212443977
2005-12-06,1218.3766155568073
2005-12-07,1220.5435107217718
2005-12-08,1209.9437691125595
2005-12-09,1212.8928754393175
2005-12-12,1208.5205960054516
2005-12-13,1213.885369593274
2005-12-14,1210.3741001213546
2005-12-15,1212.123846608917
