Date,EM ASIA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.2635091272863
2007-10-02,1032.681782024759
2007-10-03,1033.5268556533722
2007-10-04,1024.9033700232642
2007-10-05,1032.9190788145538
2007-10-08,1035.982814941133
2007-10-09,1044.6907138410018
2007-10-10,1059.5811218399479
2007-10-11,1071.3114318015473
2007-10-12,1052.067790147349
2007-10-15,1069.410776122222
2007-10-16,1065.91499345975
2007-10-17,1066.0731516850751
2007-10-18,1066.954518812844
2007-10-19,1055.128989363266
2007-10-22,1025.8275482304791
2007-10-23,1057.186706005086
2007-10-24,1053.114301366012
2007-10-25,1073.5436394592257
2007-10-26,1090.9908008429209
2007-10-29,1120.7873193129903
2007-10-30,1118.9371477258337
2007-10-31,1119.0386582536623
2007-11-01,1113.5744733413778
2007-11-02,1092.7905374532509
2007-11-05,1068.2652679977548
2007-11-06,1075.346515997207
2007-11-07,1080.516121569729
2007-11-08,1054.7741035492727
2007-11-09,1056.1789140452722
2007-11-12,1020.8167123816118
2007-11-13,1020.1078311986824
2007-11-14,1061.2745005309462
2007-11-15,1048.4860454111342
2007-11-16,1029.7617360390182
2007-11-19,1021.8053740458083
2007-11-20,1015.0256814313233
2007-11-21,982.6986183050391
2007-11-22,976.6082796722545
2007-11-23,982.3781764398057
2007-11-26,1012.0266695648888
2007-11-27,1002.6970437084749
2007-11-28,997.7641502755188
2007-11-29,1022.2193619575695
2007-11-30,1032.8777392707568
2007-12-03,1037.1311455048585
2007-12-04,1042.959961486555
2007-12-05,1052.628259125746
2007-12-06,1058.4803719700205
2007-12-07,1056.1341302761484
2007-12-10,1043.464853015529
2007-12-11,1061.3806436297925
2007-12-12,1049.789335464367
2007-12-13,1033.7213653891217
2007-12-14,1022.9936949796906
2007-12-17,991.308599237168
2007-12-18,989.4175304026007
2007-12-19,995.590915806229
2007-12-20,993.8543844652189
2007-12-21,1007.1205370222784
2007-12-24,1030.4401666500075
2007-12-25,1031.9346114955056
2007-12-26,1035.601876999528
2007-12-27,1035.659035368829
2007-12-28,1030.7871533908108
2007-12-31,1037.2892880789611
2008-01-01,1036.9667019147041
2008-01-02,1024.321181436335
2008-01-03,1013.535481333326
2008-01-04,1024.4956863705536
2008-01-07,1006.4051516034817
2008-01-08,1011.9192402116927
2008-01-09,1022.2161603753198
2008-01-10,1010.1564259467924
2008-01-11,1006.8415517633603
2008-01-14,1002.0483657366137
2008-01-15,991.8744441606993
2008-01-16,958.0612099937701
2008-01-17,961.723095025161
2008-01-18,956.6273035393946
2008-01-21,914.3259677815045
2008-01-22,858.7138983481204
2008-01-23,892.8456421627693
2008-01-24,896.4176407423205
2008-01-25,933.6110203520457
2008-01-28,905.1112352004201
2008-01-29,918.9560487358992
2008-01-30,901.3953276826587
2008-01-31,909.544563139708
2008-02-01,928.7745924926407
2008-02-04,954.1062669191908
2008-02-05,956.1349462895698
2008-02-06,935.891572420021
2008-02-07,930.1496325721735
2008-02-08,930.2713183389337
2008-02-11,901.806408158569
2008-02-12,904.5232986863881
2008-02-13,909.5234824190715
2008-02-14,941.1505234931988
2008-02-15,945.4354210149448
2008-02-18,938.3527088065999
2008-02-19,949.1181836033741
2008-02-20,929.2321107410064
2008-02-21,938.2669123858943
2008-02-22,928.3419146427682
2008-02-25,939.4339192183909
2008-02-26,946.7601019958161
2008-02-27,962.8660179295233
2008-02-28,965.917067132024
2008-02-29,954.9673898274909
2008-03-03,922.6198795916121
2008-03-04,918.2545169517207
2008-03-05,918.1138299421013
2008-03-06,930.0910626802353
2008-03-07,904.0122630035801
2008-03-10,882.0190118172535
2008-03-11,890.3405099025069
2008-03-12,903.0350602826493
2008-03-13,869.1430800315296
2008-03-14,866.4025317967206
2008-03-17,828.1660389668741
2008-03-18,835.2237116247131
2008-03-19,851.1634363511477
2008-03-20,846.5830416064434
2008-03-21,856.0355858680441
2008-03-24,875.3697750794757
2008-03-25,910.2602451528015
2008-03-26,913.2983994360866
2008-03-27,906.4755442574246
2008-03-28,918.3357929028049
2008-03-31,905.5114814509196
2008-04-01,909.0053430627229
2008-04-02,932.7137222231968
2008-04-03,937.4296076162459
2008-04-04,932.6395459833778
2008-04-07,945.5967801334245
2008-04-08,935.2666535318242
2008-04-09,932.7252016688632
2008-04-10,947.2538337704507
2008-04-11,957.4850672775159
2008-04-14,942.4817638144957
2008-04-15,948.3778263389479
2008-04-16,960.4465914614333
2008-04-17,971.2084685492467
2008-04-18,969.2200093482178
2008-04-21,979.2257164126947
2008-04-22,969.7489983765713
2008-04-23,973.8658120899523
2008-04-24,977.33141247683
2008-04-25,979.0094313806545
2008-04-28,982.8544567369777
2008-04-29,981.3661349700136
2008-04-30,980.9389200165325
2008-05-01,981.1052513970518
2008-05-02,993.2035508342659
2008-05-05,988.5269213971621
2008-05-06,986.5258875556685
2008-05-07,975.3432579706374
2008-05-08,956.0192576182095
2008-05-09,945.5184529903946
2008-05-12,945.8737969955437
2008-05-13,955.6760647237593
2008-05-14,955.6579473060134
2008-05-15,966.2153159421272
2008-05-16,974.6036971176526
2008-05-19,982.1518866604237
2008-05-20,966.3995793409483
2008-05-21,964.9726872737954
2008-05-22,955.6664135431522
2008-05-23,940.9440925651222
2008-05-26,920.2292047774041
2008-05-27,925.3899014079254
2008-05-28,923.4569408943199
2008-05-29,926.5061882117054
2008-05-30,931.8006667316203
2008-06-02,935.5053473658255
2008-06-03,922.8856897663403
2008-06-04,915.921232161622
2008-06-05,917.5276563530881
2008-06-06,920.8742462759765
2008-06-09,903.0368540076884
2008-06-10,883.2612344655485
2008-06-11,885.9543019248152
2008-06-12,873.0248138219172
2008-06-13,867.984414361512
2008-06-16,881.603755268812
2008-06-17,885.6198276943493
2008-06-18,885.9233480025551
2008-06-19,870.0741074351839
2008-06-20,859.9942630806664
2008-06-23,853.8820927120661
2008-06-24,850.5657090041183
2008-06-25,859.5477283470829
2008-06-26,860.0064843508535
2008-06-27,837.9481007053129
2008-06-30,835.9858238854835
2008-07-01,828.6218639987059
2008-07-02,824.699027353602
2008-07-03,807.1049610788654
2008-07-04,805.0548617628541
2008-07-07,813.2654839697313
2008-07-08,795.3590486144439
2008-07-09,816.3818798545653
2008-07-10,819.5089780580671
2008-07-11,829.1188885504766
2008-07-14,819.7559880489162
2008-07-15,790.3273318368189
2008-07-16,783.8421458523616
2008-07-17,802.833864167653
2008-07-18,801.7934925160002
2008-07-21,823.6029140897581
2008-07-22,824.4979052290569
2008-07-23,852.8123476854686
2008-07-24,858.5230723543158
2008-07-25,841.2400170247264
2008-07-28,841.4996474826776
2008-07-29,821.9196803999183
2008-07-30,836.7582372455979
2008-07-31,837.2942507981724
2008-08-01,839.3767412696334
2008-08-04,830.1101657318824
2008-08-05,824.0317002878228
2008-08-06,838.5408791222818
2008-08-07,839.5421970373538
2008-08-08,832.8883221968645
2008-08-11,836.210503586326
2008-08-12,822.5575277249742
2008-08-13,813.9469103573349
2008-08-14,812.8039494349288
2008-08-15,807.1337629571295
2008-08-18,799.4042573255496
2008-08-19,789.2566571917356
2008-08-20,797.3082707793678
2008-08-21,782.5154502031461
2008-08-22,783.86025552415
2008-08-25,790.8603251038237
2008-08-26,782.4820185807206
2008-08-27,792.1483869174451
2008-08-28,779.6016954398751
2008-08-29,784.22839434804
2008-09-01,761.1294581160909
2008-09-02,757.2597919906904
2008-09-03,750.5307682476152
2008-09-04,745.1167651155114
2008-09-05,728.4708135466107
2008-09-08,766.156728654099
2008-09-09,747.4684162856736
2008-09-10,737.21137688482
2008-09-11,710.2469006680217
2008-09-12,710.3765561468217
2008-09-15,698.0831829180066
2008-09-16,663.4207354036728
2008-09-17,668.6156851126573
2008-09-18,657.8362102084623
2008-09-19,710.4658179698963
2008-09-22,716.3866570780369
2008-09-23,704.0354140241152
2008-09-24,703.8482527305366
2008-09-25,698.4903788671073
2008-09-26,685.0746118405617
2008-09-29,666.7745569079815
2008-09-30,662.5070305647238
2008-10-01,666.9168731182925
2008-10-02,663.2811154366423
2008-10-03,650.2824834497469
2008-10-06,611.0871293070766
2008-10-07,604.7176637299233
2008-10-08,559.029215739657
2008-10-09,564.4421272534456
2008-10-10,544.289452801566
2008-10-13,576.8739572437528
2008-10-14,609.984400426449
2008-10-15,584.6230008998406
2008-10-16,541.6610296844814
2008-10-17,523.0477022819407
2008-10-20,537.5120792107256
2008-10-21,537.3966510306526
2008-10-22,510.1703521725988
2008-10-23,482.8308271567656
2008-10-24,447.2301465455173
2008-10-27,424.65646347633793
2008-10-28,442.09479262660176
2008-10-29,444.78063885295376
2008-10-30,495.2987968218022
2008-10-31,508.2941904054011
2008-11-03,529.402817222367
2008-11-04,535.3700908409589
2008-11-05,537.7432702476023
2008-11-06,499.59783337329753
2008-11-07,510.6187384299421
2008-11-10,526.1620971219221
2008-11-11,507.22015779150007
2008-11-12,498.8896789015891
2008-11-13,480.4276588793285
2008-11-14,485.4496845707455
2008-11-17,482.09758865345714
2008-11-18,460.202982787232
2008-11-19,452.1991432110561
2008-11-20,428.80621634572555
2008-11-21,443.8659956261752
2008-11-24,435.96069798327386
2008-11-25,443.9695315576941
2008-11-26,456.04738973853233
2008-11-27,468.36237408358096
2008-11-28,473.01754110275243
2008-12-01,473.2666867062146
2008-12-02,456.8511258548746
2008-12-03,458.5175852184197
2008-12-04,460.56765905129885
2008-12-05,463.9547562197171
2008-12-08,491.6082911015911
2008-12-09,491.5787952942331
2008-12-10,520.2969807650628
2008-12-11,526.2433022823177
2008-12-12,503.99486503567016
2008-12-15,519.7864237687329
2008-12-16,526.8256581997667
2008-12-17,540.5323543548515
