Date,BRIC ESG LEADERS
2007-09-28,1000.0
2007-10-01,1010.7655957791703
2007-10-02,1038.1879659121005
2007-10-03,1032.192248861309
2007-10-04,1019.4585636332199
2007-10-05,1042.0135318466896
2007-10-08,1041.2210776938155
2007-10-09,1064.8720684769673
2007-10-10,1075.9115323290616
2007-10-11,1090.5069386956034
2007-10-12,1072.88480689305
2007-10-15,1098.7085882309752
2007-10-16,1085.7512964237842
2007-10-17,1101.3272867887536
2007-10-18,1091.5277318832204
2007-10-19,1074.6053621689846
2007-10-22,1052.4367156880342
2007-10-23,1099.5884836085029
2007-10-24,1099.11400977115
2007-10-25,1110.700795646211
2007-10-26,1132.0182532027047
2007-10-29,1165.406906136787
2007-10-30,1163.971790638454
2007-10-31,1165.682860873018
2007-11-01,1149.9347170800754
2007-11-02,1134.611794824681
2007-11-05,1092.5215744343243
2007-11-06,1103.3925443755863
2007-11-07,1102.3312994222904
2007-11-08,1073.8905943320672
2007-11-09,1065.8795592187203
2007-11-12,1024.5768118112878
2007-11-13,1033.0974411602056
2007-11-14,1097.4846100773966
2007-11-15,1087.7341641549624
2007-11-16,1072.1153397541689
2007-11-19,1054.8095833056066
2007-11-20,1054.8146218511972
2007-11-21,1012.4629971230823
2007-11-22,1003.7051582271428
2007-11-23,1017.7815937161232
2007-11-26,1033.9550823325926
2007-11-27,1029.6007406666472
2007-11-28,1050.172160878989
2007-11-29,1070.6494543975618
2007-11-30,1089.0664989493557
2007-12-03,1097.329835047892
2007-12-04,1095.2562191970417
2007-12-05,1115.978085533699
2007-12-06,1124.7104987472278
2007-12-07,1124.6104379058856
2007-12-10,1117.3972919724645
2007-12-11,1128.6036464469753
2007-12-12,1114.0895244910282
2007-12-13,1083.6798424900292
2007-12-14,1078.4313414196833
2007-12-17,1036.0245690246704
2007-12-18,1041.3164567079725
2007-12-19,1050.1272883163688
2007-12-20,1052.1058322123868
2007-12-21,1063.0092218393468
2007-12-24,1091.265458085222
2007-12-25,1091.2076881189428
2007-12-26,1103.9113164321031
2007-12-27,1095.1347273471574
2007-12-28,1084.5401062302058
2007-12-31,1087.432315527594
2008-01-01,1086.8403849427077
2008-01-02,1078.9697498017545
2008-01-03,1067.6349689676597
2008-01-04,1077.3222428246288
2008-01-07,1070.2448709469943
2008-01-08,1079.2323263452415
2008-01-09,1087.577862753076
2008-01-10,1084.0044225958893
2008-01-11,1082.137615429585
2008-01-14,1079.8171981096762
2008-01-15,1047.1027803423674
2008-01-16,1008.7769029163031
2008-01-17,1005.0125152779672
2008-01-18,986.3008568608184
2008-01-21,917.9727679446728
