Date,EM EMEA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1005.292714547382
2007-10-02,1024.2138421167303
2007-10-03,1042.9979245547333
2007-10-04,1043.9406281391946
2007-10-05,1061.6613534596868
2007-10-08,1061.8794146954679
2007-10-09,1061.7498273417389
2007-10-10,1052.3228882308474
2007-10-11,1076.4133811656475
2007-10-12,1070.3266834756719
2007-10-15,1069.149124327421
2007-10-16,1046.8237132900476
2007-10-17,1065.2554683768046
2007-10-18,1060.27104009494
2007-10-19,1057.7901512230465
2007-10-22,1044.403263954046
2007-10-23,1075.3450574135686
2007-10-24,1080.4427316528765
2007-10-25,1112.4977710413652
2007-10-26,1143.9338026430582
2007-10-29,1141.1656538336422
2007-10-30,1137.701809383812
2007-10-31,1145.52773979178
2007-11-01,1136.885103248752
2007-11-02,1132.4245932125673
2007-11-05,1128.369480130968
2007-11-06,1142.6099652798002
2007-11-07,1140.1532872553137
2007-11-08,1139.7084317728297
2007-11-09,1121.4199928397934
2007-11-12,1096.1437239339414
2007-11-13,1104.688511069434
2007-11-14,1121.5019454999554
2007-11-15,1105.0593781889215
2007-11-16,1089.9293735125227
2007-11-19,1078.6681653337725
2007-11-20,1099.2894856803355
2007-11-21,1073.3112244240601
2007-11-22,1072.7571579255364
2007-11-23,1068.1409909717322
2007-11-26,1053.3798763713628
2007-11-27,1025.0827632066396
2007-11-28,1060.522386949997
2007-11-29,1083.2789646931647
2007-11-30,1085.914653116285
2007-12-03,1076.9082176858487
2007-12-04,1077.4692204582657
2007-12-05,1094.5335971467205
2007-12-06,1108.1818404704497
2007-12-07,1118.6262290759253
2007-12-10,1128.3403859052382
2007-12-11,1122.6248294966442
2007-12-12,1120.5457909591332
2007-12-13,1088.0279462626308
2007-12-14,1060.1895588553023
2007-12-17,1041.8889281122447
2007-12-18,1037.4090745756112
2007-12-19,1026.3438700177353
2007-12-20,1026.1540633786747
2007-12-21,1040.4247858570934
2007-12-24,1047.805946958193
2007-12-25,1047.7175609125386
2007-12-26,1049.6579180237532
2007-12-27,1084.0873823438676
2007-12-28,1084.0200127914443
2007-12-31,1061.4505061151774
2008-01-01,1061.4505061151774
2008-01-02,1074.2239850393505
2008-01-03,1057.8113361718754
2008-01-04,1049.1300200351304
2008-01-07,1035.0390192446905
2008-01-08,1051.585450804242
2008-01-09,1029.9832942745143
2008-01-10,1009.2399284809046
2008-01-11,1005.4587726282437
2008-01-14,1019.1746783962141
2008-01-15,996.5682636817447
2008-01-16,948.6471724426015
2008-01-17,948.652418300629
2008-01-18,937.4330151730007
2008-01-21,877.0386259712329
2008-01-22,886.3362489324003
2008-01-23,876.6231204149161
2008-01-24,930.078483559102
2008-01-25,916.9754810810845
2008-01-28,886.2699391911495
2008-01-29,903.4359257581789
2008-01-30,903.8599078438222
2008-01-31,876.5306303618426
2008-02-01,913.2624885291611
2008-02-04,918.2100249177099
2008-02-05,875.5541233072067
2008-02-06,863.7795328615662
2008-02-07,833.1578706542181
2008-02-08,831.1464306619979
2008-02-11,828.3232827041304
2008-02-12,866.1687811150498
2008-02-13,880.1401640260387
2008-02-14,896.5877052704484
2008-02-15,880.7588105728709
2008-02-18,894.4949854868961
2008-02-19,907.9755780363844
2008-02-20,878.0893948292785
2008-02-21,896.4952441014055
2008-02-22,894.1710484020847
2008-02-25,912.1358005404951
2008-02-26,947.1970333401954
2008-02-27,951.8710599068406
2008-02-28,941.0044745762442
2008-02-29,920.9492055245054
2008-03-03,896.7331269512139
2008-03-04,882.3823610493831
2008-03-05,894.7655558377306
2008-03-06,888.3235679888624
2008-03-07,872.948434437172
2008-03-10,869.5779292580509
2008-03-11,908.2249543418656
2008-03-12,924.6895096730988
2008-03-13,893.6984243022507
2008-03-14,897.6249837969496
2008-03-17,855.7408164661023
2008-03-18,884.9371316989696
2008-03-19,890.7276529665893
2008-03-20,852.309510962125
2008-03-21,853.2482996895026
2008-03-24,861.9882456872706
2008-03-25,895.5168196105992
2008-03-26,899.1545323019086
2008-03-27,910.7376685749
2008-03-28,895.4252494776958
2008-03-31,877.0221703291553
2008-04-01,901.9785555831287
2008-04-02,929.1950282651648
2008-04-03,923.9858964330932
2008-04-04,934.8209739171558
2008-04-07,952.6761403438
