Date,EM LATIN AMERICA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1027.240127833422
2007-10-02,1038.9284697284997
2007-10-03,1023.1398956871263
2007-10-04,1028.4612028037002
2007-10-05,1064.397252709127
2007-10-08,1077.6967034370102
2007-10-09,1097.9097511910506
2007-10-10,1090.6518054817586
2007-10-11,1081.0212210461405
2007-10-12,1075.5937716172916
2007-10-15,1071.9498204426175
2007-10-16,1036.556346557311
2007-10-17,1065.4695794944998
2007-10-18,1063.5366377185417
2007-10-19,1037.0703086441554
2007-10-22,1037.26699456821
2007-10-23,1070.080796311872
2007-10-24,1063.8873272688334
2007-10-25,1069.2326789378053
2007-10-26,1100.650224679876
2007-10-29,1104.8092450861063
2007-10-30,1095.7372411971614
2007-10-31,1110.7483132341413
2007-11-01,1085.97232703798
2007-11-02,1079.1091855943016
2007-11-05,1059.5623883670316
2007-11-06,1083.2610237351096
2007-11-07,1061.5145278374061
2007-11-08,1034.9770583585705
2007-11-09,1030.6692924819777
2007-11-12,994.5623994706131
2007-11-13,1025.568925917485
2007-11-14,1056.1604474151845
2007-11-15,1046.3183470400945
2007-11-16,1053.8739312804978
2007-11-19,1015.5561467091702
2007-11-20,1008.686984526089
2007-11-21,964.4264064932463
2007-11-22,968.9542825741329
2007-11-23,968.3484967214703
2007-11-26,941.3839528746091
2007-11-27,949.8979097418968
2007-11-28,1016.412729593266
2007-11-29,1026.13033177181
2007-11-30,1058.1547561465607
2007-12-03,1052.9034194766948
2007-12-04,1043.2457228116461
2007-12-05,1068.643918538094
2007-12-06,1089.077392653532
2007-12-07,1101.8633608884847
2007-12-10,1103.5000149570396
2007-12-11,1078.9163073298778
2007-12-12,1063.4661835568713
2007-12-13,1029.0077731612737
2007-12-14,1026.1383058876772
2007-12-17,976.1621154786915
2007-12-18,998.2524685885832
2007-12-19,1010.2459138036817
2007-12-20,1016.0461528580421
2007-12-21,1031.9931497544571
2007-12-24,1034.2689719511902
2007-12-25,1034.2689719511902
2007-12-26,1050.068497873866
2007-12-27,1044.7503037408762
2007-12-28,1042.7736956139026
2007-12-31,1031.3393162907782
2008-01-01,1031.3393162907782
2008-01-02,1002.3734663645715
2008-01-03,1005.4165620427103
2008-01-04,980.4537104512376
2008-01-07,980.0750901942773
2008-01-08,997.5244615791295
2008-01-09,988.4927574415973
2008-01-10,1008.1912030949175
2008-01-11,998.0739833604239
2008-01-14,1013.0549482394861
2008-01-15,970.842609290232
2008-01-16,942.4368023533751
2008-01-17,911.3092139614433
2008-01-18,901.2607541793603
2008-01-21,841.4204164246246
2008-01-22,875.3610259385578
2008-01-23,859.517108380964
2008-01-24,915.8911548369667
2008-01-25,918.1088457976815
2008-01-28,922.5552920287191
2008-01-29,933.9305350777332
2008-01-30,934.8039627832159
2008-01-31,928.328773299729
2008-02-01,943.8776752774976
2008-02-04,944.2250682756704
2008-02-05,929.8653617913021
2008-02-06,911.088006728896
