Date,EM (EMERGING MARKETS) ESG LEADERS
2007-09-28,1000.0
2007-10-01,1010.2597543937859
2007-10-02,1031.9795916279568
2007-10-03,1033.8594614315791
2007-10-04,1028.8353538296394
2007-10-05,1042.3427113152713
2007-10-08,1046.2571415314017
2007-10-09,1054.8975010285626
2007-10-10,1062.4024844510102
2007-10-11,1073.5223605358076
2007-10-12,1058.5199380827894
2007-10-15,1069.6870403010312
2007-10-16,1058.5025993958184
2007-10-17,1065.8279752557996
2007-10-18,1065.2671077121486
2007-10-19,1053.1805395838594
2007-10-22,1030.717036003419
2007-10-23,1062.1945879231578
2007-10-24,1059.503736123145
2007-10-25,1080.025752615226
2007-10-26,1101.8814354562314
2007-10-29,1122.3353615910107
2007-10-30,1119.2277339145926
2007-10-31,1122.7218208910165
2007-11-01,1114.1016425524283
2007-11-02,1098.1380906743382
2007-11-05,1077.9909725077755
2007-11-06,1088.5902324572105
2007-11-07,1088.7813732230502
2007-11-08,1067.522131826668
2007-11-09,1064.5916646332587
2007-11-12,1030.9597774315614
2007-11-13,1036.16729874309
2007-11-14,1071.5028918973771
2007-11-15,1058.4454589623954
2007-11-16,1043.884963348461
2007-11-19,1031.272241831506
2007-11-20,1029.4367499472833
2007-11-21,996.6618607145995
2007-11-22,992.9925966804603
2007-11-23,996.0316547114726
2007-11-26,1010.0802288977857
2007-11-27,999.704511615912
2007-11-28,1011.6226144713523
2007-11-29,1033.8014344236742
2007-11-30,1045.8639379728631
2007-12-03,1046.3108585157656
2007-12-04,1049.0337833393755
2007-12-05,1062.236165982101
2007-12-06,1071.553765490505
2007-12-07,1073.707252444951
2007-12-10,1067.2652597940955
2007-12-11,1074.8891899986295
2007-12-12,1064.5995537881442
2007-12-13,1042.9010554708113
2007-12-14,1029.9734330834121
2007-12-17,998.3844370333679
2007-12-18,999.2527963257912
2007-12-19,1002.9162167046245
2007-12-20,1002.4986542331199
2007-12-21,1016.313282577215
2007-12-24,1033.7185111136846
2007-12-25,1034.7068045980109
2007-12-26,1039.6873895238245
2007-12-27,1045.5875892491276
2007-12-28,1042.0296941005595
2007-12-31,1040.5375358307622
2008-01-01,1040.3205794528676
2008-01-02,1030.3286293933454
2008-01-03,1020.3422056339027
2008-01-04,1022.6812432927821
2008-01-07,1007.7608185161496
2008-01-08,1016.996576368054
2008-01-09,1018.5753307671184
2008-01-10,1009.166743984193
2008-01-11,1004.8427755888766
2008-01-14,1006.2860822543503
2008-01-15,989.3934497135767
2008-01-16,953.6177314163083
2008-01-17,951.8676305445947
2008-01-18,944.9270428284875
2008-01-21,896.7965004139138
2008-01-22,865.8124601387752
2008-01-23,884.7328134671909
2008-01-24,905.0407018394094
2008-01-25,927.808832691573
2008-01-28,903.3583352308847
2008-01-29,917.5002747344452
2008-01-30,905.903759697732
2008-01-31,905.2443473623946
2008-02-01,927.3326417764272
2008-02-04,945.3472236617949
2008-02-05,936.5571253464925
2008-02-06,918.1537713068508
2008-02-07,907.62159251571
2008-02-08,907.3997469389332
2008-02-11,891.7405563528673
2008-02-12,905.6143461444756
2008-02-13,913.7625115111077
2008-02-14,936.8136323876762
2008-02-15,935.7882041302388
2008-02-18,937.1859629271564
2008-02-19,946.0308180167566
2008-02-20,928.6234137849879
