Date,EM ASEAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,1019.3596348320646
2007-10-02,1041.6693831919677
2007-10-03,1041.860634391242
2007-10-04,1052.6959625598126
2007-10-05,1062.4435981158497
2007-10-08,1071.293945967319
2007-10-09,1073.0019448978062
2007-10-10,1089.9353925188425
2007-10-11,1098.3933736609233
2007-10-12,1093.0782141579743
2007-10-15,1095.126562754276
2007-10-16,1087.1125559535824
2007-10-17,1080.5259078848396
2007-10-18,1076.5210537044566
2007-10-19,1065.3391476734998
2007-10-22,1030.8952525345296
2007-10-23,1051.6354251311454
2007-10-24,1043.8874666537629
2007-10-25,1075.7911958189102
2007-10-26,1092.0323262112174
2007-10-29,1111.47678484848
2007-10-30,1111.1089623278722
2007-10-31,1098.3368177168954
2007-11-01,1104.6691892189021
2007-11-02,1098.3599251445821
2007-11-05,1079.8033206393145
2007-11-06,1087.55090079544
2007-11-07,1107.6189376711882
2007-11-08,1093.5643741163346
2007-11-09,1090.3926024429352
2007-11-12,1067.3868082984657
2007-11-13,1068.63327414911
2007-11-14,1076.1921107741994
2007-11-15,1065.846825561465
2007-11-16,1052.197348557636
2007-11-19,1049.4558698209307
2007-11-20,1035.6107886643806
2007-11-21,1014.8610739604643
2007-11-22,1012.5504595815098
2007-11-23,1024.3800086848569
2007-11-26,1036.9032405955577
2007-11-27,1028.0078467200199
2007-11-28,1030.977741344031
2007-11-29,1050.2979048391896
2007-11-30,1044.998958685147
2007-12-03,1063.1599020897734
2007-12-04,1069.9425618021157
2007-12-05,1077.0268086249366
2007-12-06,1091.7335369084324
2007-12-07,1093.8142871605462
2007-12-10,1094.265777371046
2007-12-11,1095.7342597683357
2007-12-12,1084.9442728724791
2007-12-13,1075.3296472686561
2007-12-14,1065.0828176042976
2007-12-17,1037.3296392894524
2007-12-18,1025.3979961671232
2007-12-19,1025.849191384124
2007-12-20,1023.0177977180407
2007-12-21,1035.6948679506543
2007-12-24,1042.9448707877596
2007-12-25,1052.0465313740322
2007-12-26,1062.070944675786
2007-12-27,1071.9102148437823
2007-12-28,1077.508600833747
2007-12-31,1078.337402728642
2008-01-01,1078.337402728642
2008-01-02,1065.3485923153903
2008-01-03,1059.534906488593
2008-01-04,1074.1786728799375
2008-01-07,1072.9365464880048
2008-01-08,1091.4405752497646
2008-01-09,1098.781437633441
2008-01-10,1092.688504775237
2008-01-11,1105.9498298735296
2008-01-14,1102.4373254319403
2008-01-15,1084.9799673032073
2008-01-16,1045.3446036922148
2008-01-17,1054.9901162156616
2008-01-18,1047.124699303453
2008-01-21,1013.7775860561472
2008-01-22,961.1251209310877
2008-01-23,988.8041392411325
2008-01-24,1008.1133640897114
2008-01-25,1042.1611271420036
2008-01-28,1020.8656503438214
2008-01-29,1034.6380117923318
2008-01-30,1037.6066789616125
2008-01-31,1052.4653509535444
2008-02-01,1060.9973472360475
2008-02-04,1083.6842479031723
2008-02-05,1090.770513163932
2008-02-06,1068.8970648574925
2008-02-07,1068.6522934867544
2008-02-08,1073.4938453922114
2008-02-11,1054.8879257352198
2008-02-12,1066.6173672202267
2008-02-13,1079.327359574076
2008-02-14,1095.616030538141
2008-02-15,1097.8823499818986
2008-02-18,1093.1544086614374
2008-02-19,1107.1701740413048
2008-02-20,1100.1422319024302
2008-02-21,1099.73073200049
2008-02-22,1093.329120598919
2008-02-25,1104.1273120836058
2008-02-26,1104.660575016703
2008-02-27,1109.9229507627135
2008-02-28,1115.6638593289592
2008-02-29,1110.5620440038201
2008-03-03,1091.0016505683593
2008-03-04,1076.4636912443657
2008-03-05,1063.8260087668848
2008-03-06,1079.0803160338612
2008-03-07,1070.9149659213344
2008-03-10,995.9445954996676
2008-03-11,1012.2295745329621
2008-03-12,1033.9311738239412
2008-03-13,1004.6421300328074
2008-03-14,996.9438905865408
2008-03-17,975.4387991110627
2008-03-18,990.008423833901
2008-03-19,999.9407347359553
2008-03-20,993.8037824715844
2008-03-21,997.6483616739986
2008-03-24,1001.6843119260346
2008-03-25,1029.498210292847
2008-03-26,1037.5081569859976
2008-03-27,1036.172343501608
2008-03-28,1040.5500754293273
2008-03-31,1036.1133539731652
2008-04-01,1029.1378522098462
2008-04-02,1025.6671587266205
2008-04-03,1010.1374245773188
2008-04-04,1006.967025576466
2008-04-07,1006.2648316554402
2008-04-08,1004.2496319805449
2008-04-09,995.0968742945886
2008-04-10,1012.1812377506641
2008-04-11,1020.3328570028876
2008-04-14,1009.6485371344004
2008-04-15,1014.0935570504948
2008-04-16,1028.220789180823
2008-04-17,1034.3286163925866
2008-04-18,1037.094888514774
2008-04-21,1031.0301747525396
2008-04-22,1022.5254676156023
2008-04-23,1016.6947195380186
2008-04-24,1015.5862475890423
2008-04-25,1002.121982071464
2008-04-28,1005.3342516014452
2008-04-29,1008.9987703390937
2008-04-30,1005.8344563152751
2008-05-01,1005.8344563152751
2008-05-02,1013.093983695307
2008-05-05,1023.3381941340763
2008-05-06,1018.7764914853599
2008-05-07,1017.5591379948117
2008-05-08,999.7027415617412
2008-05-09,1002.5671221950633
2008-05-12,1002.3104664032948
2008-05-13,1007.1493998994306
2008-05-14,1003.2835092351056
2008-05-15,1008.2111733834098
2008-05-16,1017.7034213043321
2008-05-19,1023.5616556871553
2008-05-20,1017.7767012369508
2008-05-21,1016.6675604943403
2008-05-22,1010.4726227557784
2008-05-23,1004.3139901393346
2008-05-26,988.6837343811637
2008-05-27,982.8786320242342
2008-05-28,972.7085207596441
2008-05-29,972.9391999258644
2008-05-30,985.1690360157046
2008-06-02,972.6975789077045
2008-06-03,963.561563769384
2008-06-04,954.9890253240736
2008-06-05,943.2123034640503
2008-06-06,947.8599555817644
2008-06-09,933.513293003046
2008-06-10,927.1583690839722
