Date,EM FAR EAST ESG LEADERS
2007-09-28,1000.0
2007-10-01,1007.9715546821603
2007-10-02,1037.2948917854496
2007-10-03,1029.963627302037
2007-10-04,1019.1265913864853
2007-10-05,1028.954882528194
2007-10-08,1035.475353366786
2007-10-09,1036.3451342292583
2007-10-10,1050.219029063893
2007-10-11,1066.0771617470075
2007-10-12,1047.3715371711855
2007-10-15,1061.6526889638533
2007-10-16,1058.3035791184898
2007-10-17,1060.838361278703
2007-10-18,1068.5757892192148
2007-10-19,1060.6571875676539
2007-10-22,1026.9252848373771
2007-10-23,1053.6043191569686
2007-10-24,1048.8865677316894
2007-10-25,1072.2897772074723
2007-10-26,1088.5700042077779
2007-10-29,1116.8622434481856
2007-10-30,1116.1895808531006
2007-10-31,1116.057772981911
2007-11-01,1114.812463816979
2007-11-02,1087.5558476782978
2007-11-05,1062.3617703589236
2007-11-06,1071.8151513118175
2007-11-07,1077.2061731143244
2007-11-08,1047.1058727476945
2007-11-09,1050.761474075843
2007-11-12,1012.0714410963981
2007-11-13,1009.8670941915917
2007-11-14,1046.7820816101043
2007-11-15,1033.2176949138232
2007-11-16,1010.3421775965115
2007-11-19,1000.5808037794394
2007-11-20,997.477254040768
2007-11-21,964.6558472303115
2007-11-22,957.7523435392337
2007-11-23,960.2459029542879
2007-11-26,992.5173490097461
2007-11-27,982.6933285786341
2007-11-28,979.7933686039648
2007-11-29,1008.4245635315737
2007-11-30,1015.9133414164368
2007-12-03,1016.120206195441
2007-12-04,1024.0352466692948
2007-12-05,1034.4957671089394
2007-12-06,1040.9255758359543
2007-12-07,1035.7800738599594
2007-12-10,1021.4894898439978
2007-12-11,1039.4123648099649
2007-12-12,1024.979649782807
2007-12-13,1007.6670918240277
2007-12-14,993.9473745295821
2007-12-17,965.3274850278729
2007-12-18,965.2038149313072
2007-12-19,973.725533585573
2007-12-20,968.9979220876803
2007-12-21,984.7902716292523
2007-12-24,1003.1811873375707
2007-12-25,1004.9602107031769
2007-12-26,1004.2539661910596
2007-12-27,1004.7657320387639
2007-12-28,998.5975278758362
2007-12-31,1007.2758663644753
2008-01-01,1007.2758663644753
2008-01-02,989.458164402691
2008-01-03,975.8206153837991
2008-01-04,984.379675370787
2008-01-07,962.7886283887287
2008-01-08,969.2271869732859
2008-01-09,980.8232759406767
2008-01-10,970.3105921911338
2008-01-11,964.0768695565283
2008-01-14,956.602762018096
2008-01-15,949.0899861636533
2008-01-16,913.5529226669319
2008-01-17,920.9397484926927
2008-01-18,924.9585884417895
2008-01-21,893.946358533053
2008-01-22,837.8299933944326
2008-01-23,868.2653272883506
2008-01-24,875.8661258228709
2008-01-25,907.3765747981922
2008-01-28,876.12601689098
2008-01-29,889.8891648907615
2008-01-30,874.201748197574
2008-01-31,883.9533386225214
