Date,EAFE VOTING RIGHTS-ADJUSTED
2018-12-03,1014.5606277404913
2018-12-04,1004.7531903050217
2018-12-05,993.3183071852102
2018-12-06,971.9955224198275
2018-12-07,977.4761983034948
2018-12-10,957.3577419602113
2018-12-11,961.2668267452219
2018-12-12,980.6751076753249
2018-12-13,979.8791368069651
2018-12-14,968.4542367764166
2018-12-17,966.1507902573684
2018-12-18,957.3324862443692
2018-12-19,962.1981574953787
2018-12-20,946.902834956641
2018-12-21,942.8582386284157
2018-12-24,941.3908092220332
2018-12-25,929.9740192819817
2018-12-26,932.2434913946441
2018-12-27,933.5352598321166
2018-12-28,947.0318747428483
2018-12-31,951.2965969792486
2019-01-01,951.3340711360239
2019-01-02,944.9988500864619
2019-01-03,945.803426629047
2019-01-04,960.2396816177126
2019-01-07,969.332769630358
2019-01-08,974.4361449711232
2019-01-09,987.1209237861204
2019-01-10,988.4549043160187
2019-01-11,988.1026583886013
2019-01-14,984.5935968334447
2019-01-15,987.7816089505661
2019-01-16,987.2481899196489
2019-01-17,986.5607626399704
2019-01-18,998.9844491493011
2019-01-21,999.1720359508646
2019-01-22,994.0171242662101
2019-01-23,992.7000335141444
2019-01-24,994.0776072812508
2019-01-25,1004.2304133003087
2019-01-28,999.6387042719955
2019-01-29,1002.5784202171644
2019-01-30,1005.206837204573
2019-01-31,1014.0411041073272
2019-02-01,1013.2283623484401
2019-02-04,1012.2876734909233
2019-02-05,1022.5505661096739
2019-02-06,1020.9065672063064
2019-02-07,1009.0995856444827
2019-02-08,999.078881886918
2019-02-11,999.8245960596038
2019-02-12,1009.3247264393316
2019-02-13,1015.3345096967442
2019-02-14,1013.1535552288491
2019-02-15,1019.3409240816735
2019-02-18,1027.8419281939798
2019-02-19,1029.510409974561
2019-02-20,1036.0101166665754
2019-02-21,1034.8411207748197
2019-02-22,1036.117630388221
2019-02-25,1040.4416469533846
2019-02-26,1041.9880190408435
2019-02-27,1042.0211761844441
2019-02-28,1039.3555337098692
2019-03-01,1041.9857804856108
2019-03-04,1042.5070585672725
2019-03-05,1040.411957329648
2019-03-06,1040.7439546181188
2019-03-07,1032.495140557347
2019-03-08,1021.9109771741923
2019-03-11,1027.8923271341348
2019-03-12,1034.7235200439918
2019-03-13,1038.8475645203682
2019-03-14,1041.847069280924
2019-03-15,1050.797696300415
2019-03-18,1056.3254321290958
2019-03-19,1060.4801134422598
2019-03-20,1054.306545209462
2019-03-21,1056.530877177061
2019-03-22,1047.3354767445387
2019-03-25,1037.9532287028585
2019-03-26,1046.1434383013832
2019-03-27,1045.699125626124
2019-03-28,1040.0774761823873
2019-03-29,1045.7044992949532
2019-04-01,1057.4884748159848
2019-04-02,1057.3802538382195
2019-04-03,1069.152137256021
2019-04-04,1065.8292699015192
2019-04-05,1066.8783138640076
2019-04-08,1068.697800359599
2019-04-09,1067.183980314588
2019-04-10,1066.5624467186892
2019-04-11,1066.3670628668788
2019-04-12,1070.1333021794856
2019-04-15,1074.294768075593
2019-04-16,1076.3157371078576
2019-04-17,1077.839731053801
2019-04-18,1073.7364608450216
2019-04-19,1073.9663917371959
2019-04-22,1073.7379772944585
2019-04-23,1074.9012525795831
2019-04-24,1072.3776884514284
2019-04-25,1069.4003660443273
2019-04-26,1072.1832130815417
2019-04-29,1072.9418383034422
2019-04-30,1076.0603363638522
2019-05-01,1078.4373113390145
2019-05-02,1071.049218995685
2019-05-03,1075.336800115426
2019-05-06,1068.6885206553097
2019-05-07,1057.740288299966
2019-05-08,1054.9088059003514
2019-05-09,1044.0221718291841
2019-05-10,1047.090696661683
2019-05-13,1038.3227821168095
2019-05-14,1039.8983270643378
2019-05-15,1045.2412443648404
2019-05-16,1050.4688924074737
2019-05-17,1049.095276158029
2019-05-20,1045.584188990148
2019-05-21,1047.78676514603
2019-05-22,1045.4901375990403
2019-05-23,1035.4793962752585
2019-05-24,1043.2106395141338
2019-05-27,1044.6126631793734
2019-05-28,1043.7025038004417
2019-05-29,1029.9261738868552
2019-05-30,1028.834214889764
2019-05-31,1024.100659761334
2019-06-03,1027.7962652570952
2019-06-04,1033.77222894016
2019-06-05,1044.30575404634
2019-06-06,1044.55612584403
2019-06-07,1056.8034269162804
2019-06-10,1059.7980703818653
2019-06-11,1066.812831091205
2019-06-12,1062.726204286491
2019-06-13,1058.6822191372662
2019-06-14,1053.6229988780492
