Date,MSCI Europe Smart Security Defense Infrastructure Top 50 Select Index
2016-12-01,990.5820268590414
2016-12-02,995.1577919243101
2016-12-05,994.7848206511278
2016-12-06,1013.3332572538019
2016-12-07,1021.2475724006778
2016-12-08,1015.4529371805671
2016-12-09,1018.6833553615603
2016-12-12,1028.8257669946458
2016-12-13,1047.6452157545696
2016-12-14,1044.5978629744623
2016-12-15,1024.657182384385
2016-12-16,1028.5961439710304
2016-12-19,1038.0869096124914
2016-12-20,1037.0311358942765
2016-12-21,1039.3913453352086
2016-12-22,1035.4298433093163
2016-12-23,1043.055089448463
2016-12-26,1043.055089448463
2016-12-27,1045.6675611410594
2016-12-28,1035.9304477358432
2016-12-29,1049.203128222644
2016-12-30,1055.8218906821785
2017-01-02,1062.7183334670704
2017-01-03,1045.635500851292
2017-01-04,1054.6041677737362
2017-01-05,1073.5331168134526
2017-01-06,1068.7273962354536
2017-01-09,1060.3247643374102
2017-01-10,1057.0624387664582
2017-01-11,1048.9231593845864
2017-01-12,1068.2168203619226
2017-01-13,1070.8516360280576
2017-01-16,1060.919036555121
2017-01-17,1073.0351282394058
2017-01-18,1072.0386427556064
2017-01-19,1061.4399092321892
2017-01-20,1068.9130513292077
2017-01-23,1072.1207142013452
2017-01-24,1059.8447685890249
2017-01-25,1057.8409815924788
2017-01-26,1050.7487169987978
2017-01-27,1050.7389912052577
2017-01-30,1038.6651961578993
2017-01-31,1048.3423003926214
2017-02-01,1040.9705661059613
2017-02-02,1045.8100064676696
2017-02-03,1049.4225791299539
2017-02-06,1038.316713298735
2017-02-07,1038.028823261615
2017-02-08,1055.2211353815214
2017-02-09,1060.7195480684109
2017-02-10,1053.1031160144216
2017-02-13,1054.9855984967594
2017-02-14,1049.582087954153
2017-02-15,1051.7710249943761
2017-02-16,1065.1623663514447
2017-02-17,1057.0996553930765
2017-02-20,1063.3873680456397
2017-02-21,1060.594207508118
2017-02-22,1060.2343972693304
2017-02-23,1068.6024063260877
2017-02-24,1066.2433469003768
2017-02-27,1069.5938441775443
2017-02-28,1071.8598455918038
2017-03-01,1069.5288267514736
2017-03-02,1074.7861623026213
2017-03-03,1077.3687316724356
2017-03-06,1079.386494069973
2017-03-07,1074.5675169130561
2017-03-08,1070.812430282982
2017-03-09,1078.2874580979706
2017-03-10,1083.1913112361792
2017-03-13,1084.8560851540767
2017-03-14,1079.4523343256656
2017-03-15,1077.6241294768777
2017-03-16,1100.6333396132359
2017-03-17,1107.2584786088803
2017-03-20,1106.6034082728268
2017-03-21,1113.9219516881137
2017-03-22,1113.1607645797367
2017-03-23,1121.5833128381562
2017-03-24,1122.1040287027067
2017-03-27,1132.091141801743
2017-03-28,1133.5677013526577
2017-03-29,1122.7046262166327
2017-03-30,1123.0210219952337
2017-03-31,1127.8305534838182
2017-04-03,1119.345319189048
2017-04-04,1116.4003906910282
2017-04-05,1117.7507178591748
2017-04-06,1121.0564883466634
2017-04-07,1115.6653047056448
2017-04-10,1112.4426282318495
2017-04-11,1117.7910909840184
2017-04-12,1121.2192328997705
2017-04-13,1116.3344607316935
2017-04-14,1116.3344607316935
2017-04-17,1121.0587569758059
2017-04-18,1115.537459090692
2017-04-19,1115.5298335110463
2017-04-20,1116.2057795041082
2017-04-21,1106.3855212375588
2017-04-24,1145.6003813145624
2017-04-25,1147.2423630404483
2017-04-26,1141.7462500814902
2017-04-27,1140.0822810227048
2017-04-28,1134.6534485989393
2017-05-01,1136.502875273893
2017-05-02,1148.6750183785393
2017-05-03,1152.4381394054858
2017-05-04,1169.193024945395
2017-05-05,1182.3450723961357
2017-05-08,1179.6337345856484
2017-05-09,1177.501306139786
2017-05-10,1179.1660492652784
2017-05-11,1165.2495086685174
2017-05-12,1184.8938872450622
2017-05-15,1190.7756609514265
2017-05-16,1210.1883687856864
2017-05-17,1208.2332224233824
2017-05-18,1202.7192371564147
2017-05-19,1223.480140567685
2017-05-22,1238.3453917780457
2017-05-23,1243.430104928649
2017-05-24,1237.3236986464885
2017-05-25,1243.0959202108313
2017-05-26,1238.3757041544989
2017-05-29,1236.4534809052564
2017-05-30,1236.1616078276566
2017-05-31,1247.5462246538423
2017-06-01,1248.0739164946365
2017-06-02,1249.2508895321535
2017-06-05,1246.2945905089898
2017-06-06,1249.7761241927965
2017-06-07,1251.0472664464075
2017-06-08,1250.5606283723182
2017-06-09,1241.6581598924886
2017-06-12,1232.5628222822183
2017-06-13,1234.8282278958106
2017-06-14,1245.8667843018852
2017-06-15,1222.6552552419018
2017-06-16,1239.2329780531447
2017-06-19,1237.452910815419
2017-06-20,1224.4463727132556
2017-06-21,1227.706841988408
2017-06-22,1224.2505411604297
2017-06-23,1226.0520955783732
2017-06-26,1229.726576283847
2017-06-27,1216.4410118393444
2017-06-28,1222.932562466248
2017-06-29,1213.7322455744054
2017-06-30,1204.6014951037573
2017-07-03,1208.3831772034466
2017-07-04,1200.653671452945
2017-07-05,1195.0166057920426
2017-07-06,1196.3877441524162
2017-07-07,1199.7418824753956
2017-07-10,1204.0902572725074
2017-07-11,1199.9754011062817
2017-07-12,1218.5207502099884
2017-07-13,1227.2855034555944
2017-07-14,1232.3988945859019
2017-07-17,1238.538310564155
2017-07-18,1243.871797807366
2017-07-19,1249.275746826846
2017-07-20,1256.070563780305
2017-07-21,1251.076957850827
2017-07-24,1243.8934251029236
2017-07-25,1243.9758785905835
2017-07-26,1252.5623888158225
2017-07-27,1260.9001018431777
2017-07-28,1252.9787183080493
2017-07-31,1261.1745457557565
2017-08-01,1274.6404697321975
2017-08-02,1275.1047405636225
2017-08-03,1280.9751017620965
2017-08-04,1278.6478479411455
2017-08-07,1282.423011885912
2017-08-08,1280.1004511328244
2017-08-09,1277.4957263755782
2017-08-10,1269.8069328279646
2017-08-11,1260.0706566306008
2017-08-14,1279.9891112960167
2017-08-15,1273.2242600402983
2017-08-16,1277.0650475834277
2017-08-17,1278.8411511698694
2017-08-18,1273.931620850314
2017-08-21,1276.9803737644506
2017-08-22,1277.0556497892
2017-08-23,1275.4127699212981
2017-08-24,1276.967960565644
2017-08-25,1281.4822419537581
2017-08-28,1287.2978932126869
2017-08-29,1283.5257572027754
2017-08-30,1281.033251824811
2017-08-31,1286.6652949333325
2017-09-01,1287.6123964381768
2017-09-04,1284.1189719614488
2017-09-05,1284.5819626088626
2017-09-06,1284.7600452466484
2017-09-07,1299.4070734409931
2017-09-08,1299.502877983696
2017-09-11,1307.5419260049014
2017-09-12,1299.9036461269866
2017-09-13,1291.9255689874171
2017-09-14,1282.9401887794265
2017-09-15,1293.2705033985224
2017-09-18,1295.5223454342233
2017-09-19,1303.225311779992
2017-09-20,1305.994665235323
2017-09-21,1287.0864646359216
2017-09-22,1290.873070801203
2017-09-25,1283.9639519203158
2017-09-26,1273.3360793036318
2017-09-27,1269.8982628795993
2017-09-28,1270.4301132026294
2017-09-29,1280.3413451605884
2017-10-02,1272.1247823342371
2017-10-03,1269.1597658087921
2017-10-04,1256.5579699998825
2017-10-05,1262.9864152776213
2017-10-06,1257.9531783471764
2017-10-09,1267.8135633703644
2017-10-10,1276.008716837275
2017-10-11,1288.9418167497452
2017-10-12,1289.9623754162849
2017-10-13,1291.2604635398234
2017-10-16,1280.9291611717315
2017-10-17,1274.93004906935
2017-10-18,1279.443399109617
2017-10-19,1283.9816227275958
2017-10-20,1278.896716439067
2017-10-23,1279.271699677844
2017-10-24,1275.2418980602522
2017-10-25,1265.586755254005
2017-10-26,1270.1649601587267
2017-10-27,1260.7977368739428
2017-10-30,1271.352765907703
2017-10-31,1278.5751769456751
2017-11-01,1276.933223649239
2017-11-02,1278.7405751565234
2017-11-03,1271.917028966566
2017-11-06,1272.0534457070303
2017-11-07,1269.3263907418022
2017-11-08,1272.9700556113232
2017-11-09,1268.871073344306
2017-11-10,1265.1857693942732
2017-11-13,1253.5886455885825
2017-11-14,1261.0884296087665
2017-11-15,1265.340500528482
2017-11-16,1269.2289167680212
2017-11-17,1258.6036993329908
2017-11-20,1258.9325751989295
2017-11-21,1257.2793288413775
2017-11-22,1267.1493979955994
2017-11-23,1273.281717736351
2017-11-24,1278.7860197457294
2017-11-27,1277.5290189548693
2017-11-28,1278.145530153327
2017-11-29,1290.3812085463528
2017-11-30,1301.6679050902248
2017-12-01,1287.272697454306
