Date,WORLD VOTING RIGHTS-ADJUSTED
2018-12-03,1012.4927246176061
2018-12-04,988.3914742975086
2018-12-05,984.3320622170964
2018-12-06,975.2888963418347
2018-12-07,962.8963310015708
2018-12-10,956.5077969058025
2018-12-11,957.2349165823833
2018-12-12,967.6977804942107
2018-12-13,967.1880274337608
2018-12-14,951.4809066736383
2018-12-17,938.0001447473954
2018-12-18,934.7109621348013
2018-12-19,927.5812748996316
2018-12-20,912.762756543643
2018-12-21,899.2943341227333
2018-12-24,883.4686034682453
2018-12-25,879.5210968017507
2018-12-26,906.3629786052961
2018-12-27,912.4064240364982
2018-12-28,916.7157243459843
2018-12-31,923.4675850030235
2019-01-01,923.4805335596176
2019-01-02,921.8537648246936
2019-01-03,908.3363137050662
2019-01-04,932.9876195119452
2019-01-07,940.7974556189652
2019-01-08,948.4374949917403
2019-01-09,956.1852524249275
2019-01-10,959.7736442024038
2019-01-11,959.7482084800193
2019-01-14,955.400475350154
2019-01-15,962.688238982049
2019-01-16,964.1832501151509
2019-01-17,968.6379807776967
2019-01-18,980.9885202519982
2019-01-21,981.1098123506077
2019-01-22,970.4108813647194
2019-01-23,971.1161870481028
2019-01-24,972.733891702623
2019-01-25,981.8014675017462
2019-01-28,975.6251342718022
2019-01-29,976.0777734301947
2019-01-30,986.4543892202394
2019-01-31,994.3176490890041
2019-02-01,994.8718936727046
2019-02-04,998.7009243702373
2019-02-05,1005.1341789124023
2019-02-06,1003.3932954124808
2019-02-07,993.5921926221145
2019-02-08,990.427451870842
2019-02-11,991.0291957599724
2019-02-12,1002.6950250543822
2019-02-13,1006.7438173272915
2019-02-14,1004.4856805885042
2019-02-15,1014.1942260384438
2019-02-18,1017.2423317279478
2019-02-19,1018.9604562295049
2019-02-20,1022.9150475182266
2019-02-21,1020.2152104281297
2019-02-22,1024.7795645445367
2019-02-25,1027.2267561374524
2019-02-26,1027.0278774922883
2019-02-27,1027.3968303241788
2019-02-28,1024.490693467055
2019-03-01,1029.564592850868
2019-03-04,1026.6522997438026
2019-03-05,1024.9452682773885
2019-03-06,1020.5920149402785
2019-03-07,1012.7305304520733
2019-03-08,1007.6207527996814
2019-03-11,1019.0408789721602
2019-03-12,1023.3502732866162
2019-03-13,1029.4831844890289
2019-03-14,1030.1319606161687
2019-03-15,1036.7064922499987
2019-03-18,1041.5411985080466
2019-03-19,1042.7090560396816
2019-03-20,1038.2597198980309
2019-03-21,1046.1224304861162
2019-03-22,1030.1181685788483
2019-03-25,1026.1975600821386
2019-03-26,1033.9524458413903
2019-03-27,1030.6799669981513
2019-03-28,1031.3483925939593
2019-03-29,1037.7112369790962
2019-04-01,1049.5549793811726
2019-04-02,1049.324219491329
2019-04-03,1054.9883204184348
2019-04-04,1054.9406080270462
2019-04-05,1058.6964708485907
2019-04-08,1060.2958006060085
2019-04-09,1055.5626821638432
2019-04-10,1057.929276937608
2019-04-11,1057.8084718298746
2019-04-12,1063.6984299479673
2019-04-15,1064.6719449192883
2019-04-16,1065.688342133519
2019-04-17,1064.5546596729805
2019-04-18,1064.2993545856439
2019-04-19,1064.3788436062837
2019-04-22,1064.9355025446366
2019-04-23,1071.2901736021734
2019-04-24,1068.5612196502047
2019-04-25,1066.6044867750932
2019-04-26,1070.8210472142173
2019-04-29,1071.5429218023464
2019-04-30,1074.1567973637734
