Date,MSCI World Equal Weighted Country and Sector Neutral Index
2000-03-01,1017.6400070192466
2000-03-02,1021.9330324169823
2000-03-03,1033.6365155486494
2000-03-06,1030.5758875497406
2000-03-07,1014.9441152793139
2000-03-08,1011.5928789525086
2000-03-09,1028.8983093908746
2000-03-10,1028.5544398507295
2000-03-13,1017.2452468272678
2000-03-14,1008.7867521416017
2000-03-15,1013.5550923895654
2000-03-16,1048.9240160327047
2000-03-17,1051.639330470666
2000-03-20,1048.736502086787
2000-03-21,1058.5056072440154
2000-03-22,1058.2926879394204
2000-03-23,1065.2644055923677
2000-03-24,1074.5236480911374
2000-03-27,1077.1988609020855
2000-03-28,1075.8348186451922
2000-03-29,1069.5744534042421
2000-03-30,1057.968593138584
2000-03-31,1070.7601113663661
2000-04-03,1063.1322051456973
2000-04-04,1058.2679774496512
2000-04-05,1059.3710762774238
2000-04-06,1069.6544528054562
2000-04-07,1074.265511431365
2000-04-10,1068.691538927556
2000-04-11,1061.3813725621328
2000-04-12,1057.1345523382088
2000-04-13,1047.0502693599008
2000-04-14,1007.6827950176298
2000-04-17,1006.6449980580933
2000-04-18,1024.0969401284747
2000-04-19,1024.011734018219
2000-04-20,1028.3944364092144
2000-04-21,1026.7495721725725
2000-04-24,1030.1780517680381
2000-04-25,1046.5734204753792
2000-04-26,1043.1211254668706
2000-04-27,1034.181788326323
2000-04-28,1035.7645780289865
2000-05-01,1041.0623027926176
2000-05-02,1040.2369877500257
2000-05-03,1019.0490708888882
2000-05-04,1019.4073188738759
2000-05-05,1026.9988894122105
2000-05-08,1023.6109532589805
2000-05-09,1017.140566445434
2000-05-10,1006.0562084084182
2000-05-11,1017.0224944043804
2000-05-12,1029.2267974686747
2000-05-15,1038.7179039439093
2000-05-16,1048.953010290288
2000-05-17,1033.2903801289003
2000-05-18,1029.63779021398
2000-05-19,1011.7157063889583
2000-05-22,1005.1812186999648
2000-05-23,1003.7548655182068
2000-05-24,1005.7821121523158
2000-05-25,1004.9280636726296
2000-05-26,1006.0311689862689
2000-05-29,1009.63962207524
2000-05-30,1030.5878026091987
2000-05-31,1026.6775864113094
2000-06-01,1045.5037581846111
2000-06-02,1070.5390194299437
2000-06-05,1070.9204695571166
2000-06-06,1072.2138192268362
2000-06-07,1074.4895639673693
2000-06-08,1070.5946626490393
2000-06-09,1068.3082772259625
