Date,MSCI World Ex Mega Cap Speficied Index
2000-12-01,1011.5883744284713
2000-12-04,1015.6656827923323
2000-12-05,1036.916784456864
2000-12-06,1031.4851961361103
2000-12-07,1027.2824536197202
2000-12-08,1040.36627471615
2000-12-11,1052.9589645660856
2000-12-12,1049.0975521389819
2000-12-13,1040.82663637455
2000-12-14,1030.9834146298754
2000-12-15,1019.332645797738
2000-12-18,1025.6394693892828
2000-12-19,1020.0628427385899
2000-12-20,1000.5468578329588
2000-12-21,1001.1552564086129
2000-12-22,1016.4203673343166
2000-12-25,1021.4870789528284
2000-12-26,1026.0241900858375
2000-12-27,1039.2359892237691
2000-12-28,1044.1854066909625
2000-12-29,1044.1359804956994
2001-01-01,1044.1359804956994
2001-01-02,1029.9893177485515
2001-01-03,1045.881188138198
2001-01-04,1047.4860425861539
2001-01-05,1036.9001866941144
2001-01-08,1037.484457570158
2001-01-09,1030.055425725669
2001-01-10,1032.2755388245723
2001-01-11,1037.936424930177
2001-01-12,1037.8109456632333
2001-01-15,1035.5326877816128
2001-01-16,1036.3432174369727
2001-01-17,1044.0767632597606
2001-01-18,1053.089676232397
2001-01-19,1047.1536056613788
2001-01-22,1051.8989331211778
2001-01-23,1058.5143072837545
2001-01-24,1055.3884889051153
2001-01-25,1053.33390622587
2001-01-26,1051.6223303667152
2001-01-29,1057.270349934591
2001-01-30,1063.490924484677
2001-01-31,1064.752821117702
2001-02-01,1068.1661567084466
2001-02-02,1053.6743506811517
2001-02-05,1053.1992522383919
2001-02-06,1050.8657095465767
2001-02-07,1043.4385175046739
2001-02-08,1033.6298798136593
2001-02-09,1026.40917800502
2001-02-12,1034.3624947197968
2001-02-13,1029.9733231351356
2001-02-14,1024.856538546172
2001-02-15,1028.3533164795379
2001-02-16,1017.6947967150778
2001-02-19,1016.5812189587735
2001-02-20,1004.4079068957559
2001-02-21,992.3733216230738
2001-02-22,987.3800525902394
2001-02-23,980.9342033767235
2001-02-26,993.482397042958
2001-02-27,993.9863983986169
2001-02-28,986.4089507217169
2001-03-01,985.294125661648
2001-03-02,980.9725114546746
2001-03-05,984.0741760256532
2001-03-06,995.7188023911716
2001-03-07,999.490524156063
2001-03-08,1000.2143181247867
2001-03-09,986.7874495917816
2001-03-12,956.4355810739751
2001-03-13,945.9407607656583
2001-03-14,926.2958333565988
2001-03-15,932.4139447437265
2001-03-16,910.2210351015475
2001-03-19,917.7215207722339
2001-03-20,916.2562418090923
2001-03-21,909.1308944266126
2001-03-22,882.0868085228466
2001-03-23,904.5386142856654
2001-03-26,927.4713390625666
2001-03-27,941.203761599678
2001-03-28,927.6676766542282
2001-03-29,917.0299951304282
2001-03-30,920.2541905782177
2001-04-02,911.1489515396382
2001-04-03,893.908725648273
