Date,MSCI Pharmaceuticals Fixed Basket Top 16 Select Equal Weighted Index
2015-06-01,1004.7855175730333
2015-06-02,1002.3009973389519
2015-06-03,1008.5122156062566
2015-06-04,1006.4227917384411
2015-06-05,999.3910656382673
2015-06-08,993.7893112636488
2015-06-09,993.6370003108626
2015-06-10,1006.7152604329215
2015-06-11,1011.6552061097293
2015-06-12,1000.3093385261091
2015-06-15,990.3029421462426
2015-06-16,996.6671093288674
2015-06-17,995.1123207143978
2015-06-18,1011.6337579351622
2015-06-19,1006.7673200587257
2015-06-22,1022.6046450280675
2015-06-23,1020.8887236817833
2015-06-24,1016.1124557276933
2015-06-25,1013.3598578004787
2015-06-26,1011.8939844841899
2015-06-29,986.234637213876
2015-06-30,983.9561826099232
2015-07-01,995.7981062485597
2015-07-02,997.8791233018243
2015-07-03,995.2582296737518
2015-07-06,992.7041895413461
2015-07-07,988.8427089233766
2015-07-08,984.3527982171556
2015-07-09,993.4421014568608
2015-07-10,1014.809721962883
2015-07-13,1023.9735437397933
2015-07-14,1034.196917347963
2015-07-15,1033.8036535003894
2015-07-16,1041.847334187977
2015-07-17,1038.4195120509237
2015-07-20,1044.195329747086
2015-07-21,1034.8776033225029
2015-07-22,1029.9797042273906
2015-07-23,1031.8676682886467
2015-07-24,1011.6256113829884
2015-07-27,1007.268894950709
2015-07-28,1021.5715038986858
2015-07-29,1028.7559214409923
2015-07-30,1031.367034893081
2015-07-31,1039.481134317981
2015-08-03,1042.0010753568222
2015-08-04,1044.8536676667907
2015-08-05,1051.07238435495
2015-08-06,1035.637064209377
2015-08-07,1026.1766580826377
2015-08-10,1036.0366116360583
2015-08-11,1025.1186171003533
2015-08-12,1021.8893026899292
2015-08-13,1023.3637194002167
2015-08-14,1023.8225115941037
2015-08-17,1030.3134667431295
2015-08-18,1031.5955901972343
2015-08-19,1024.8996674227021
2015-08-20,1008.5039310894223
2015-08-21,974.4465454913213
2015-08-24,941.0962353674208
2015-08-25,941.1842358962738
2015-08-26,959.7741858810381
2015-08-27,979.6247180438781
2015-08-28,976.5586237127613
2015-08-31,962.1206535805325
2015-09-01,936.5162644586634
2015-09-02,952.8957091099539
2015-09-03,952.9695098646819
2015-09-04,937.4416915401016
2015-09-07,940.9560039577104
2015-09-08,965.590826589397
2015-09-09,956.8919208155777
2015-09-10,962.2660193239162
2015-09-11,966.0125274815343
2015-09-14,962.3380058049477
2015-09-15,970.8092752795751
