Date,EUROPE VOTING RIGHTS-ADJUSTED
2018-12-03,1012.7382819121118
2018-12-04,1005.5605875349827
2018-12-05,992.6667122506958
2018-12-06,965.3096578453988
2018-12-07,972.2685673323062
2018-12-10,952.5402284582838
2018-12-11,962.5228773450531
2018-12-12,982.3049289998597
2018-12-13,979.3865402445623
2018-12-14,969.0369220562616
2018-12-17,961.3878307931056
2018-12-18,955.6048995531916
2018-12-19,963.7543318803494
2018-12-20,949.2366306850114
2018-12-21,949.2277656561026
2018-12-24,945.0652237011125
2018-12-25,945.0652237011125
2018-12-26,943.7694785207572
2018-12-27,928.6689100078333
2018-12-28,949.8102992300937
2018-12-31,953.6677256309221
2019-01-01,953.6677256309221
2019-01-02,945.7810211629246
2019-01-03,939.7886201509364
2019-01-04,968.193173020997
2019-01-07,970.2672694929377
2019-01-08,976.3005252659979
2019-01-09,987.2082137408521
2019-01-10,991.9092338552744
2019-01-11,988.8549655795258
2019-01-14,983.737035602456
2019-01-15,983.9313504862461
2019-01-16,985.2823206721698
2019-01-17,984.3529304530379
2019-01-18,1001.6374660164336
2019-01-21,999.8145268230252
2019-01-22,994.7042200376771
2019-01-23,995.9491611281051
2019-01-24,996.418488853925
2019-01-25,1006.520214410802
2019-01-28,1000.0589170639182
2019-01-29,1006.3201529975363
2019-01-30,1011.6464790641313
2019-01-31,1016.8817714295341
2019-02-01,1019.1937090114345
2019-02-04,1016.2612831387828
2019-02-05,1029.3392949627716
2019-02-06,1028.095952869618
2019-02-07,1010.8478437063197
2019-02-08,1002.6077091114723
2019-02-11,1006.4502740709255
2019-02-12,1013.0985669693515
2019-02-13,1018.1863974795864
2019-02-14,1014.2950092080481
2019-02-15,1027.7807214125953
2019-02-18,1033.7232140186804
2019-02-19,1034.3552387589534
2019-02-20,1042.5087938422748
2019-02-21,1040.098882009004
2019-02-22,1041.6419955834995
2019-02-25,1045.0148128817073
2019-02-26,1049.6226949762042
2019-02-27,1049.1706970664654
2019-02-28,1050.5554816043943
2019-03-01,1054.455324027766
2019-03-04,1051.3208645232967
2019-03-05,1051.4322821645599
2019-03-06,1052.3115834928924
2019-03-07,1041.5427942237532
2019-03-08,1032.1564891824444
2019-03-11,1039.4943356640504
2019-03-12,1043.5584129106467
2019-03-13,1053.3329508107008
2019-03-14,1061.1666747778918
2019-03-15,1070.8451917934165
2019-03-18,1075.301887453956
2019-03-19,1082.3856270572996
2019-03-20,1072.653478355734
2019-03-21,1073.7384889044429
2019-03-22,1053.3770267702546
2019-03-25,1052.0601692241594
2019-03-26,1055.9499628945916
2019-03-27,1053.837788177371
2019-03-28,1050.757775647684
2019-03-29,1056.6315151588867
2019-04-01,1068.8423320820175
2019-04-02,1069.7818526613444
2019-04-03,1084.2662309415655
2019-04-04,1080.9033063396744
2019-04-05,1082.9926801212207
2019-04-08,1085.117271013154
2019-04-09,1081.1553257197131
2019-04-10,1082.0335813043505
2019-04-11,1085.5536108306167
2019-04-12,1091.970199349158
2019-04-15,1093.450391248789
2019-04-16,1095.7179348973837
2019-04-17,1097.8913324978084
2019-04-18,1094.9771304937974
2019-04-19,1094.9771304937974
2019-04-22,1094.4045144117983
2019-04-23,1094.4955235472169
2019-04-24,1092.49773171106
2019-04-25,1085.4364649831923
