Date,MSCI World Semiconductors and Semiconductor Equipment 20% Capped Index
2014-05-30,1000.0
2014-06-02,1004.0729076762402
2014-06-03,1011.9948000755833
2014-06-04,1015.9548061145186
2014-06-05,1020.3598411348679
2014-06-06,1028.139095055537
2014-06-09,1030.6948821767842
2014-06-10,1034.387209693821
2014-06-11,1037.5223213458487
2014-06-12,1036.2308496230626
2014-06-13,1053.8749177139744
2014-06-16,1058.463813431896
2014-06-17,1062.9820580372934
2014-06-18,1061.8464689801656
2014-06-19,1062.8411287090364
2014-06-20,1065.6691716971038
2014-06-23,1063.2120691585317
2014-06-24,1062.518459545089
2014-06-25,1064.396837375466
2014-06-26,1057.7656243832412
2014-06-27,1058.0085862663134
2014-06-30,1066.992374721383
2014-07-01,1080.774849458303
2014-07-02,1081.3483017081594
2014-07-03,1089.306356139507
2014-07-04,1089.5523792106462
2014-07-07,1082.69452457179
2014-07-08,1075.850272189709
2014-07-09,1081.3007228930385
2014-07-10,1076.1559665381992
2014-07-11,1075.0241747336802
2014-07-14,1079.5920244227964
2014-07-15,1077.9241279215519
2014-07-16,1103.753120852635
2014-07-17,1083.5017427473504
2014-07-18,1090.0713605632911
2014-07-21,1094.7819386315891
2014-07-22,1104.846201313297
2014-07-23,1083.2011202963658
2014-07-24,1077.172419227043
2014-07-25,1059.6082570587173
2014-07-28,1057.00641483081
2014-07-29,1054.0074838103876
2014-07-30,1068.0726205380545
2014-07-31,1050.5655118009104
2014-08-01,1051.6898812244776
2014-08-04,1054.3386510457462
2014-08-05,1040.0380747935853
2014-08-06,1042.3789836768378
2014-08-07,1033.5158514250722
2014-08-08,1039.8844373857737
2014-08-11,1051.0531713186338
2014-08-12,1050.6834039191729
2014-08-13,1061.7917431459198
2014-08-14,1063.1553015891939
2014-08-15,1073.6847155322946
2014-08-18,1081.9983979166109
2014-08-19,1087.0707084025896
2014-08-20,1091.1241733145491
2014-08-21,1098.8531947203899
2014-08-22,1098.1472040767273
2014-08-25,1095.5291386459157
2014-08-26,1096.0683214301234
2014-08-27,1097.9361525121908
2014-08-28,1099.8989088007224
2014-08-29,1108.530666127147
2014-09-01,1110.2742637705446
2014-09-02,1108.205950966205
2014-09-03,1110.2777519088836
2014-09-04,1113.8980100873696
2014-09-05,1118.1602697157778
2014-09-08,1121.858584518203
2014-09-09,1110.9772026453234
2014-09-10,1109.2978515102932
2014-09-11,1112.4637134222546
2014-09-12,1103.5666899084983
2014-09-15,1093.3654961472666
2014-09-16,1104.4211546240153
2014-09-17,1112.932638669307
2014-09-18,1126.7899179436722
2014-09-19,1116.4543970142574
2014-09-22,1103.08489897144
2014-09-23,1098.2500448432456
2014-09-24,1108.8469791502177
2014-09-25,1092.5669753454981
2014-09-26,1103.573480006253
2014-09-29,1108.747014877697
2014-09-30,1100.458611716546
2014-10-01,1076.8634602760253
2014-10-02,1064.4919067739643
2014-10-03,1068.5582705623815
2014-10-06,1064.6413412732195
2014-10-07,1047.709221392209
2014-10-08,1063.282179258675
2014-10-09,1043.181810981013
2014-10-10,977.7699532729899
2014-10-13,961.3551042145647
2014-10-14,974.879799813296
2014-10-15,969.5974036360896
2014-10-16,979.0781967274979
2014-10-17,990.677721830924
2014-10-20,1000.4089899932641
2014-10-21,1028.930331551439
2014-10-22,1023.2253576650388
2014-10-23,1033.8147872149393
2014-10-24,1044.5474528602706
2014-10-27,1048.3979274876635
2014-10-28,1063.6732493566305
2014-10-29,1064.7512925854471
2014-10-30,1050.2500951511245
2014-10-31,1090.0381008403963
2014-11-03,1095.9914993306231
2014-11-04,1096.7615494148133
2014-11-05,1102.4848416206983
2014-11-06,1103.7428254715653
2014-11-07,1092.9298326648145
2014-11-10,1098.9998789639733
2014-11-11,1098.1012370715064
2014-11-12,1097.7799101838514
2014-11-13,1100.0073700531525
